	Syncephalastrum_racemosum_CBS_440.59_Plus.aa	Syncephalastrum_racemosum_CBS_441.59-.aa
OG0006439	GBNXA_007218-T1	GBNXB_008112-T1
OG0006440	GBNXA_007219-T1	GBNXB_008113-T1
OG0006441	GBNXA_007224-T1	GBNXB_008119-T1
OG0006442	GBNXA_007225-T1	GBNXB_003291-T1
OG0006443	GBNXA_007227-T1	GBNXB_016963-T1
OG0006444	GBNXA_007229-T1	GBNXB_016959-T1
OG0006445	GBNXA_007230-T1	GBNXB_016958-T1
OG0006446	GBNXA_007232-T1	GBNXB_016956-T1
OG0006447	GBNXA_007234-T1	GBNXB_016954-T1
OG0006448	GBNXA_007235-T1	GBNXB_016953-T1
OG0006449	GBNXA_007236-T1	GBNXB_016952-T1
OG0006450	GBNXA_007238-T1	GBNXB_016949-T1
OG0006451	GBNXA_007239-T1	GBNXB_016948-T1
OG0006452	GBNXA_007242-T1	GBNXB_000278-T1
OG0006453	GBNXA_007243-T1	GBNXB_000279-T1
OG0006454	GBNXA_007244-T1	GBNXB_000280-T1
OG0006455	GBNXA_007247-T1	GBNXB_000284-T1
OG0006456	GBNXA_007248-T1	GBNXB_017966-T1
OG0006457	GBNXA_007249-T1	GBNXB_017964-T1
OG0006458	GBNXA_007250-T1	GBNXB_017963-T1
OG0006459	GBNXA_007255-T1	GBNXB_017957-T1
OG0006460	GBNXA_007256-T1	GBNXB_017956-T1
OG0006461	GBNXA_007257-T1	GBNXB_017955-T1
OG0006462	GBNXA_007258-T1	GBNXB_006038-T1
OG0006463	GBNXA_007259-T1	GBNXB_006039-T1
OG0006464	GBNXA_007260-T1	GBNXB_006040-T1
OG0006465	GBNXA_007263-T1	GBNXB_006044-T1
OG0006466	GBNXA_007264-T1	GBNXB_006045-T1
OG0006467	GBNXA_007266-T1	GBNXB_006047-T1
OG0006468	GBNXA_007268-T1	GBNXB_006049-T1
OG0006469	GBNXA_007269-T1	GBNXB_006050-T1
OG0006470	GBNXA_007270-T1	GBNXB_006051-T1
OG0006471	GBNXA_007271-T1	GBNXB_006052-T1
OG0006472	GBNXA_007272-T1	GBNXB_006053-T1
OG0006473	GBNXA_007273-T1	GBNXB_006054-T1
OG0006474	GBNXA_007274-T1	GBNXB_006056-T1
OG0006475	GBNXA_007275-T1	GBNXB_006057-T1
OG0006476	GBNXA_007277-T1	GBNXB_006060-T1
OG0006477	GBNXA_007278-T1	GBNXB_006061-T1
OG0006478	GBNXA_007280-T1	GBNXB_006064-T1
OG0006479	GBNXA_007281-T1	GBNXB_006065-T1
OG0006480	GBNXA_007282-T1	GBNXB_006066-T1
OG0006481	GBNXA_007283-T1	GBNXB_006067-T1
OG0006482	GBNXA_007284-T1	GBNXB_006068-T1
OG0006483	GBNXA_007287-T1	GBNXB_006561-T1
OG0006484	GBNXA_007288-T1	GBNXB_006563-T1
OG0006485	GBNXA_007289-T1	GBNXB_006564-T1
OG0006486	GBNXA_007291-T1	GBNXB_006567-T1
OG0006487	GBNXA_007293-T1	GBNXB_006568-T1
OG0006488	GBNXA_007296-T1	GBNXB_006574-T1
OG0006489	GBNXA_007298-T1	GBNXB_006575-T1
OG0006490	GBNXA_007299-T1	GBNXB_006576-T1
OG0006491	GBNXA_007300-T1	GBNXB_006577-T1
OG0006492	GBNXA_007302-T1	GBNXB_006580-T1
OG0006493	GBNXA_007303-T1	GBNXB_006581-T1
OG0006494	GBNXA_007304-T1	GBNXB_006582-T1
OG0006495	GBNXA_007305-T1	GBNXB_006583-T1
OG0006496	GBNXA_007306-T1	GBNXB_000812-T1
OG0006497	GBNXA_007307-T1	GBNXB_000813-T1
OG0006498	GBNXA_007308-T1	GBNXB_000814-T1
OG0006499	GBNXA_007309-T1	GBNXB_000815-T1
OG0006500	GBNXA_007311-T1	GBNXB_018901-T1
OG0006501	GBNXA_007314-T1	GBNXB_018906-T1
OG0006502	GBNXA_007315-T1	GBNXB_018907-T1
OG0006503	GBNXA_007321-T1	GBNXB_006865-T1
OG0006504	GBNXA_007322-T1	GBNXB_006864-T1
OG0006505	GBNXA_007323-T1	GBNXB_006863-T1
OG0006506	GBNXA_007324-T1	GBNXB_006859-T1
OG0006507	GBNXA_007325-T1	GBNXB_006858-T1
OG0006508	GBNXA_007327-T1	GBNXB_006855-T1
OG0006509	GBNXA_007328-T1	GBNXB_006854-T1
OG0006510	GBNXA_007330-T1	GBNXB_006853-T1
OG0006511	GBNXA_007331-T1	GBNXB_006849-T1
OG0006512	GBNXA_007332-T1	GBNXB_006848-T1
OG0006513	GBNXA_007335-T1	GBNXB_006842-T1
OG0006514	GBNXA_007336-T1	GBNXB_006841-T1
OG0006515	GBNXA_007337-T1	GBNXB_006840-T1
OG0006516	GBNXA_007338-T1	GBNXB_006839-T1
OG0006517	GBNXA_007339-T1	GBNXB_006836-T1
OG0006518	GBNXA_007340-T1	GBNXB_001701-T1
OG0006519	GBNXA_007341-T1	GBNXB_001700-T1
OG0006520	GBNXA_007342-T1	GBNXB_001699-T1
OG0006521	GBNXA_007344-T1	GBNXB_017920-T1
OG0006522	GBNXA_007345-T1	GBNXB_003073-T1
OG0006523	GBNXA_007348-T1	GBNXB_001161-T1
OG0006524	GBNXA_007349-T1	GBNXB_001160-T1
OG0006525	GBNXA_007351-T1	GBNXB_001159-T1
OG0006526	GBNXA_007352-T1	GBNXB_001158-T1
OG0006527	GBNXA_007353-T1	GBNXB_001156-T1
OG0006528	GBNXA_007355-T1	GBNXB_001154-T1
OG0006529	GBNXA_007356-T1	GBNXB_001153-T1
OG0006530	GBNXA_007357-T1	GBNXB_001152-T1
OG0006531	GBNXA_007360-T1	GBNXB_001150-T1
OG0006532	GBNXA_007361-T1	GBNXB_001149-T1
OG0006533	GBNXA_007365-T1	GBNXB_001144-T1
OG0006534	GBNXA_007367-T1	GBNXB_001142-T1
OG0006535	GBNXA_007368-T1	GBNXB_001139-T1
OG0006536	GBNXA_007370-T1	GBNXB_001136-T1
OG0006537	GBNXA_007371-T1	GBNXB_001134-T1
OG0006538	GBNXA_007372-T1	GBNXB_001131-T1
OG0006539	GBNXA_007374-T1	GBNXB_001127-T1
OG0006540	GBNXA_007375-T1	GBNXB_001126-T1
OG0006541	GBNXA_007377-T1	GBNXB_001124-T1
OG0006542	GBNXA_007378-T1	GBNXB_001123-T1
OG0006543	GBNXA_007379-T1	GBNXB_001122-T1
OG0006544	GBNXA_007380-T1	GBNXB_001121-T1
OG0006545	GBNXA_007381-T1	GBNXB_001119-T1
OG0006546	GBNXA_007382-T1	GBNXB_001118-T1
OG0006547	GBNXA_007384-T1	GBNXB_001114-T1
OG0006548	GBNXA_007385-T1	GBNXB_001113-T1
OG0006549	GBNXA_007386-T1	GBNXB_001112-T1
OG0006550	GBNXA_007387-T1	GBNXB_001111-T1
OG0006551	GBNXA_007388-T1	GBNXB_001110-T1
OG0006552	GBNXA_007389-T1	GBNXB_001108-T1
OG0006553	GBNXA_007390-T1	GBNXB_001107-T1
OG0006554	GBNXA_007391-T1	GBNXB_001106-T1
OG0006555	GBNXA_007392-T1	GBNXB_001105-T1
OG0006556	GBNXA_007394-T1	GBNXB_001101-T1
OG0006557	GBNXA_007395-T1	GBNXB_001100-T1
OG0006558	GBNXA_007396-T1	GBNXB_001098-T1
OG0006559	GBNXA_007398-T1	GBNXB_001095-T1
OG0006560	GBNXA_007399-T1	GBNXB_001094-T1
OG0006561	GBNXA_007400-T1	GBNXB_001093-T1
OG0006562	GBNXA_007401-T1	GBNXB_001092-T1
OG0006563	GBNXA_007402-T1	GBNXB_001091-T1
OG0006564	GBNXA_007404-T1	GBNXB_001089-T1
OG0006565	GBNXA_007405-T1	GBNXB_001087-T1
OG0006566	GBNXA_007406-T1	GBNXB_001086-T1
OG0006567	GBNXA_007407-T1	GBNXB_001085-T1
OG0006568	GBNXA_007409-T1	GBNXB_001084-T1
OG0006569	GBNXA_007410-T1	GBNXB_001083-T1
OG0006570	GBNXA_007412-T1	GBNXB_001081-T1
OG0006571	GBNXA_007415-T1	GBNXB_021281-T1
OG0006572	GBNXA_007417-T1	GBNXB_021282-T1
OG0006573	GBNXA_007418-T1	GBNXB_021283-T1
OG0006574	GBNXA_007419-T1	GBNXB_021284-T1
OG0006575	GBNXA_007420-T1	GBNXB_021199-T1
OG0006576	GBNXA_007422-T1	GBNXB_021200-T1
OG0006577	GBNXA_007423-T1	GBNXB_002941-T1
OG0006578	GBNXA_007424-T1	GBNXB_021201-T1
OG0006579	GBNXA_007426-T1	GBNXB_021203-T1
OG0006580	GBNXA_007427-T1	GBNXB_011786-T1
OG0006581	GBNXA_007428-T1	GBNXB_011785-T1
OG0006582	GBNXA_007429-T1	GBNXB_011783-T1
OG0006583	GBNXA_007430-T1	GBNXB_011782-T1
OG0006584	GBNXA_007433-T1	GBNXB_011779-T1
OG0006585	GBNXA_007434-T1	GBNXB_011778-T1
OG0006586	GBNXA_007435-T1	GBNXB_011776-T1
OG0006587	GBNXA_007439-T1	GBNXB_011772-T1
OG0006588	GBNXA_007441-T1	GBNXB_011769-T1
OG0006589	GBNXA_007442-T1	GBNXB_011768-T1
OG0006590	GBNXA_007445-T1	GBNXB_001493-T1
OG0006591	GBNXA_007447-T1	GBNXB_008773-T1
OG0006592	GBNXA_007451-T1	GBNXB_008769-T1
OG0006593	GBNXA_007452-T1	GBNXB_008768-T1
OG0006594	GBNXA_007453-T1	GBNXB_008763-T1
OG0006595	GBNXA_007455-T1	GBNXB_008762-T1
OG0006596	GBNXA_007458-T1	GBNXB_008760-T1
OG0006597	GBNXA_007459-T1	GBNXB_008756-T1
OG0006598	GBNXA_007463-T1	GBNXB_008752-T1
OG0006599	GBNXA_007465-T1	GBNXB_008750-T1
OG0006600	GBNXA_007466-T1	GBNXB_008748-T1
OG0006601	GBNXA_007472-T1	GBNXB_018084-T1
OG0006602	GBNXA_007475-T1	GBNXB_018079-T1
OG0006603	GBNXA_007476-T1	GBNXB_018078-T1
OG0006604	GBNXA_007477-T1	GBNXB_018077-T1
OG0006605	GBNXA_007479-T1	GBNXB_018075-T1
OG0006606	GBNXA_007480-T1	GBNXB_018074-T1
OG0006607	GBNXA_007481-T1	GBNXB_018073-T1
OG0006608	GBNXA_007482-T1	GBNXB_018072-T1
OG0006609	GBNXA_007483-T1	GBNXB_018067-T1
OG0006610	GBNXA_007484-T1	GBNXB_018066-T1
OG0006611	GBNXA_007485-T1	GBNXB_018065-T1
OG0006612	GBNXA_007487-T1	GBNXB_018062-T1
OG0006613	GBNXA_007488-T1	GBNXB_018061-T1
OG0006614	GBNXA_007490-T1	GBNXB_018056-T1
OG0006615	GBNXA_007491-T1	GBNXB_018055-T1
OG0006616	GBNXA_007493-T1	GBNXB_018052-T1
OG0006617	GBNXA_007494-T1	GBNXB_018045-T1
OG0006618	GBNXA_007495-T1	GBNXB_018043-T1
OG0006619	GBNXA_007496-T1	GBNXB_018042-T1
OG0006620	GBNXA_007497-T1	GBNXB_018041-T1
OG0006621	GBNXA_007498-T1	GBNXB_003069-T1
OG0006622	GBNXA_007500-T1	GBNXB_010499-T1
OG0006623	GBNXA_007501-T1	GBNXB_010500-T1
OG0006624	GBNXA_007502-T1	GBNXB_010501-T1
OG0006625	GBNXA_007503-T1	GBNXB_010502-T1
OG0006626	GBNXA_007504-T1	GBNXB_019038-T1
OG0006627	GBNXA_007505-T1	GBNXB_010503-T1
OG0006628	GBNXA_007507-T1	GBNXB_010505-T1
OG0006629	GBNXA_007508-T1	GBNXB_010507-T1
OG0006630	GBNXA_007511-T1	GBNXB_010510-T1
OG0006631	GBNXA_007512-T1	GBNXB_010512-T1
OG0006632	GBNXA_007513-T1	GBNXB_010514-T1
OG0006633	GBNXA_007514-T1	GBNXB_010515-T1
OG0006634	GBNXA_007519-T1	GBNXB_001031-T1
OG0006635	GBNXA_007522-T1	GBNXB_001033-T1
OG0006636	GBNXA_007524-T1	GBNXB_014482-T1
OG0006637	GBNXA_007525-T1	GBNXB_014481-T1
OG0006638	GBNXA_007526-T1	GBNXB_014480-T1
OG0006639	GBNXA_007527-T1	GBNXB_014478-T1
OG0006640	GBNXA_007532-T1	GBNXB_017293-T1
OG0006641	GBNXA_007533-T1	GBNXB_017292-T1
OG0006642	GBNXA_007534-T1	GBNXB_017291-T1
OG0006643	GBNXA_007535-T1	GBNXB_017290-T1
OG0006644	GBNXA_007536-T1	GBNXB_017288-T1
OG0006645	GBNXA_007537-T1	GBNXB_017287-T1
OG0006646	GBNXA_007538-T1	GBNXB_017285-T1
OG0006647	GBNXA_007541-T1	GBNXB_003528-T1
OG0006648	GBNXA_007542-T1	GBNXB_003527-T1
OG0006649	GBNXA_007543-T1	GBNXB_003526-T1
OG0006650	GBNXA_007544-T1	GBNXB_003525-T1
OG0006651	GBNXA_007546-T1	GBNXB_003524-T1
OG0006652	GBNXA_007547-T1	GBNXB_003523-T1
OG0006653	GBNXA_007548-T1	GBNXB_003522-T1
OG0006654	GBNXA_007550-T1	GBNXB_003520-T1
OG0006655	GBNXA_007551-T1	GBNXB_003519-T1
OG0006656	GBNXA_007552-T1	GBNXB_003518-T1
OG0006657	GBNXA_007553-T1	GBNXB_003517-T1
OG0006658	GBNXA_007555-T1	GBNXB_003516-T1
OG0006659	GBNXA_007556-T1	GBNXB_003515-T1
OG0006660	GBNXA_007557-T1	GBNXB_003514-T1
OG0006661	GBNXA_007562-T1	GBNXB_003508-T1
OG0006662	GBNXA_007563-T1	GBNXB_003507-T1
OG0006663	GBNXA_007565-T1	GBNXB_003505-T1
OG0006664	GBNXA_007566-T1	GBNXB_003504-T1
OG0006665	GBNXA_007567-T1	GBNXB_003502-T1
OG0006666	GBNXA_007568-T1	GBNXB_003501-T1
OG0006667	GBNXA_007574-T1	GBNXB_010185-T1
OG0006668	GBNXA_007575-T1	GBNXB_010186-T1
OG0006669	GBNXA_007576-T1	GBNXB_010189-T1
OG0006670	GBNXA_007577-T1	GBNXB_010191-T1
OG0006671	GBNXA_007580-T1	GBNXB_010194-T1
OG0006672	GBNXA_007581-T1	GBNXB_010195-T1
OG0006673	GBNXA_007588-T1	GBNXB_010201-T1
OG0006674	GBNXA_007589-T1	GBNXB_010202-T1
OG0006675	GBNXA_007590-T1	GBNXB_010912-T1
OG0006676	GBNXA_007591-T1	GBNXB_010910-T1
OG0006677	GBNXA_007592-T1	GBNXB_010909-T1
OG0006678	GBNXA_007593-T1	GBNXB_010908-T1
OG0006679	GBNXA_007594-T1	GBNXB_010907-T1
OG0006680	GBNXA_007596-T1	GBNXB_010906-T1
OG0006681	GBNXA_007597-T1	GBNXB_010905-T1
OG0006682	GBNXA_007598-T1	GBNXB_010904-T1
OG0006683	GBNXA_007599-T1	GBNXB_010898-T1
OG0006684	GBNXA_007601-T1	GBNXB_010894-T1
OG0006685	GBNXA_007604-T1	GBNXB_010892-T1
OG0006686	GBNXA_007605-T1	GBNXB_010891-T1
OG0006687	GBNXA_007606-T1	GBNXB_010890-T1
OG0006688	GBNXA_007610-T1	GBNXB_010421-T1
OG0006689	GBNXA_007611-T1	GBNXB_010420-T1
OG0006690	GBNXA_007612-T1	GBNXB_010419-T1
OG0006691	GBNXA_007613-T1	GBNXB_010418-T1
OG0006692	GBNXA_007614-T1	GBNXB_010417-T1
OG0006693	GBNXA_007615-T1	GBNXB_010416-T1
OG0006694	GBNXA_007617-T1	GBNXB_010414-T1
OG0006695	GBNXA_007618-T1	GBNXB_010410-T1
OG0006696	GBNXA_007621-T1	GBNXB_010404-T1
OG0006697	GBNXA_007622-T1	GBNXB_010402-T1
OG0006698	GBNXA_007625-T1	GBNXB_004981-T1
OG0006699	GBNXA_007626-T1	GBNXB_005625-T1
OG0006700	GBNXA_007627-T1	GBNXB_005626-T1
OG0006701	GBNXA_007630-T1	GBNXB_005629-T1
OG0006702	GBNXA_007631-T1	GBNXB_005630-T1
OG0006703	GBNXA_007632-T1	GBNXB_005631-T1
OG0006704	GBNXA_007636-T1	GBNXB_005635-T1
OG0006705	GBNXA_007637-T1	GBNXB_001546-T1
OG0006706	GBNXA_007639-T1	GBNXB_016449-T1
OG0006707	GBNXA_007645-T1	GBNXB_016453-T1
OG0006708	GBNXA_007646-T1	GBNXB_016455-T1
OG0006709	GBNXA_007648-T1	GBNXB_016458-T1
OG0006710	GBNXA_007649-T1	GBNXB_014043-T1
OG0006711	GBNXA_007650-T1	GBNXB_014044-T1
OG0006712	GBNXA_007652-T1	GBNXB_014046-T1
OG0006713	GBNXA_007653-T1	GBNXB_014047-T1
OG0006714	GBNXA_007658-T1	GBNXB_014052-T1
OG0006715	GBNXA_007659-T1	GBNXB_014053-T1
OG0006716	GBNXA_007662-T1	GBNXB_014058-T1
OG0006717	GBNXA_007663-T1	GBNXB_014059-T1
OG0006718	GBNXA_007665-T1	GBNXB_002434-T1
OG0006719	GBNXA_007666-T1	GBNXB_002435-T1
OG0006720	GBNXA_007667-T1	GBNXB_020610-T1
OG0006721	GBNXA_007668-T1	GBNXB_020611-T1
OG0006722	GBNXA_007669-T1	GBNXB_020612-T1
OG0006723	GBNXA_007670-T1	GBNXB_020613-T1
OG0006724	GBNXA_007671-T1	GBNXB_020614-T1
OG0006725	GBNXA_007672-T1	GBNXB_020616-T1
OG0006726	GBNXA_007673-T1	GBNXB_012550-T1
OG0006727	GBNXA_007680-T1	GBNXB_013122-T1
OG0006728	GBNXA_007681-T1	GBNXB_013121-T1
OG0006729	GBNXA_007682-T1	GBNXB_013120-T1
OG0006730	GBNXA_007685-T1	GBNXB_013116-T1
OG0006731	GBNXA_007686-T1	GBNXB_013115-T1
OG0006732	GBNXA_007687-T1	GBNXB_013114-T1
OG0006733	GBNXA_007688-T1	GBNXB_013113-T1
OG0006734	GBNXA_007689-T1	GBNXB_013112-T1
OG0006735	GBNXA_007691-T1	GBNXB_013110-T1
OG0006736	GBNXA_007692-T1	GBNXB_013109-T1
OG0006737	GBNXA_007694-T1	GBNXB_013107-T1
OG0006738	GBNXA_007695-T1	GBNXB_013106-T1
OG0006739	GBNXA_007697-T1	GBNXB_013103-T1
OG0006740	GBNXA_007698-T1	GBNXB_021830-T1
OG0006741	GBNXA_007700-T1	GBNXB_021832-T1
OG0006742	GBNXA_007701-T1	GBNXB_021833-T1
OG0006743	GBNXA_007702-T1	GBNXB_021834-T1
OG0006744	GBNXA_007703-T1	GBNXB_021835-T1
OG0006745	GBNXA_007707-T1	GBNXB_021842-T1
OG0006746	GBNXA_007708-T1	GBNXB_021843-T1
OG0006747	GBNXA_007709-T1	GBNXB_021844-T1
OG0006748	GBNXA_007710-T1	GBNXB_021846-T1
OG0006749	GBNXA_007711-T1	GBNXB_021848-T1
OG0006750	GBNXA_007712-T1	GBNXB_021851-T1
OG0006751	GBNXA_007714-T1	GBNXB_021853-T1
OG0006752	GBNXA_007715-T1	GBNXB_021854-T1
OG0006753	GBNXA_007716-T1	GBNXB_021856-T1
OG0006754	GBNXA_007717-T1	GBNXB_021857-T1
OG0006755	GBNXA_007719-T1	GBNXB_021862-T1
OG0006756	GBNXA_007720-T1	GBNXB_021863-T1
OG0006757	GBNXA_007721-T1	GBNXB_021866-T1
OG0006758	GBNXA_007722-T1	GBNXB_021868-T1
OG0006759	GBNXA_007723-T1	GBNXB_021869-T1
OG0006760	GBNXA_007725-T1	GBNXB_021873-T1
OG0006761	GBNXA_007726-T1	GBNXB_021875-T1
OG0006762	GBNXA_007727-T1	GBNXB_021876-T1
OG0006763	GBNXA_007728-T1	GBNXB_021883-T1
OG0006764	GBNXA_007730-T1	GBNXB_021885-T1
OG0006765	GBNXA_007731-T1	GBNXB_021886-T1
OG0006766	GBNXA_007732-T1	GBNXB_011286-T1
OG0006767	GBNXA_007733-T1	GBNXB_021888-T1
OG0006768	GBNXA_007734-T1	GBNXB_002967-T1
OG0006769	GBNXA_007736-T1	GBNXB_002969-T1
OG0006770	GBNXA_007738-T1	GBNXB_004175-T1
OG0006771	GBNXA_007740-T1	GBNXB_004177-T1
OG0006772	GBNXA_007741-T1	GBNXB_004178-T1
OG0006773	GBNXA_007744-T1	GBNXB_004185-T1
OG0006774	GBNXA_007745-T1	GBNXB_004186-T1
OG0006775	GBNXA_007746-T1	GBNXB_004187-T1
OG0006776	GBNXA_007749-T1	GBNXB_004192-T1
OG0006777	GBNXA_007750-T1	GBNXB_004193-T1
OG0006778	GBNXA_007751-T1	GBNXB_004194-T1
OG0006779	GBNXA_007753-T1	GBNXB_004196-T1
OG0006780	GBNXA_007754-T1	GBNXB_004197-T1
OG0006781	GBNXA_007756-T1	GBNXB_004200-T1
OG0006782	GBNXA_007757-T1	GBNXB_004203-T1
OG0006783	GBNXA_007758-T1	GBNXB_004208-T1
OG0006784	GBNXA_007761-T1	GBNXB_009201-T1
OG0006785	GBNXA_007764-T1	GBNXB_009198-T1
OG0006786	GBNXA_007765-T1	GBNXB_009197-T1
OG0006787	GBNXA_007768-T1	GBNXB_009196-T1
OG0006788	GBNXA_007769-T1	GBNXB_009195-T1
OG0006789	GBNXA_007770-T1	GBNXB_009194-T1
OG0006790	GBNXA_007771-T1	GBNXB_009193-T1
OG0006791	GBNXA_007772-T1	GBNXB_009191-T1
OG0006792	GBNXA_007773-T1	GBNXB_009190-T1
OG0006793	GBNXA_007774-T1	GBNXB_009189-T1
OG0006794	GBNXA_007775-T1	GBNXB_009188-T1
OG0006795	GBNXA_007779-T1	GBNXB_009180-T1
OG0006796	GBNXA_007780-T1	GBNXB_009178-T1
OG0006797	GBNXA_007781-T1	GBNXB_009177-T1
OG0006798	GBNXA_007782-T1	GBNXB_009176-T1
OG0006799	GBNXA_007784-T1	GBNXB_015002-T1
OG0006800	GBNXA_007785-T1	GBNXB_003547-T1
OG0006801	GBNXA_007786-T1	GBNXB_003548-T1
OG0006802	GBNXA_007787-T1	GBNXB_003549-T1
OG0006803	GBNXA_007789-T1	GBNXB_003552-T1
OG0006804	GBNXA_007791-T1	GBNXB_003555-T1
OG0006805	GBNXA_007794-T1	GBNXB_003559-T1
OG0006806	GBNXA_007795-T1	GBNXB_003560-T1
OG0006807	GBNXA_007796-T1	GBNXB_003561-T1
OG0006808	GBNXA_007797-T1	GBNXB_003562-T1
OG0006809	GBNXA_007799-T1	GBNXB_003564-T1
OG0006810	GBNXA_007800-T1	GBNXB_003566-T1
OG0006811	GBNXA_007803-T1	GBNXB_003570-T1
OG0006812	GBNXA_007804-T1	GBNXB_003571-T1
OG0006813	GBNXA_007806-T1	GBNXB_003573-T1
OG0006814	GBNXA_007807-T1	GBNXB_003574-T1
OG0006815	GBNXA_007808-T1	GBNXB_003575-T1
OG0006816	GBNXA_007810-T1	GBNXB_007992-T1
OG0006817	GBNXA_007811-T1	GBNXB_007991-T1
OG0006818	GBNXA_007813-T1	GBNXB_007989-T1
OG0006819	GBNXA_007818-T1	GBNXB_007985-T1
OG0006820	GBNXA_007819-T1	GBNXB_007983-T1
OG0006821	GBNXA_007820-T1	GBNXB_007982-T1
OG0006822	GBNXA_007821-T1	GBNXB_007979-T1
OG0006823	GBNXA_007824-T1	GBNXB_007975-T1
OG0006824	GBNXA_007826-T1	GBNXB_007972-T1
OG0006825	GBNXA_007828-T1	GBNXB_007970-T1
OG0006826	GBNXA_007830-T1	GBNXB_020781-T1
OG0006827	GBNXA_007831-T1	GBNXB_020780-T1
OG0006828	GBNXA_007833-T1	GBNXB_020778-T1
OG0006829	GBNXA_007835-T1	GBNXB_008208-T1
OG0006830	GBNXA_007837-T1	GBNXB_008205-T1
OG0006831	GBNXA_007839-T1	GBNXB_008201-T1
OG0006832	GBNXA_007840-T1	GBNXB_008200-T1
OG0006833	GBNXA_007841-T1	GBNXB_008199-T1
OG0006834	GBNXA_007842-T1	GBNXB_001444-T1
OG0006835	GBNXA_007843-T1	GBNXB_008198-T1
OG0006836	GBNXA_007844-T1	GBNXB_008197-T1
OG0006837	GBNXA_007845-T1	GBNXB_008195-T1
OG0006838	GBNXA_007846-T1	GBNXB_008193-T1
OG0006839	GBNXA_007847-T1	GBNXB_008191-T1
OG0006840	GBNXA_007849-T1	GBNXB_008189-T1
OG0006841	GBNXA_007850-T1	GBNXB_008187-T1
OG0006842	GBNXA_007852-T1	GBNXB_008185-T1
OG0006843	GBNXA_007853-T1	GBNXB_002375-T1
OG0006844	GBNXA_007854-T1	GBNXB_018926-T1
OG0006845	GBNXA_007855-T1	GBNXB_018927-T1
OG0006846	GBNXA_007859-T1	GBNXB_018931-T1
OG0006847	GBNXA_007860-T1	GBNXB_018932-T1
OG0006848	GBNXA_007861-T1	GBNXB_018933-T1
OG0006849	GBNXA_007862-T1	GBNXB_018934-T1
OG0006850	GBNXA_007863-T1	GBNXB_018935-T1
OG0006851	GBNXA_007864-T1	GBNXB_002917-T1
OG0006852	GBNXA_007865-T1	GBNXB_002915-T1
OG0006853	GBNXA_007866-T1	GBNXB_000327-T1
OG0006854	GBNXA_007867-T1	GBNXB_000326-T1
OG0006855	GBNXA_007868-T1	GBNXB_000324-T1
OG0006856	GBNXA_007870-T1	GBNXB_000322-T1
OG0006857	GBNXA_007872-T1	GBNXB_018892-T1
OG0006858	GBNXA_007873-T1	GBNXB_018891-T1
OG0006859	GBNXA_007874-T1	GBNXB_018890-T1
OG0006860	GBNXA_007876-T1	GBNXB_018887-T1
OG0006861	GBNXA_007877-T1	GBNXB_018886-T1
OG0006862	GBNXA_007878-T1	GBNXB_018885-T1
OG0006863	GBNXA_007881-T1	GBNXB_018881-T1
OG0006864	GBNXA_007882-T1	GBNXB_005720-T1
OG0006865	GBNXA_007885-T1	GBNXB_002220-T1
OG0006866	GBNXA_007888-T1	GBNXB_002214-T1
OG0006867	GBNXA_007891-T1	GBNXB_018458-T1
OG0006868	GBNXA_007892-T1	GBNXB_018459-T1
OG0006869	GBNXA_007893-T1	GBNXB_018460-T1
OG0006870	GBNXA_007894-T1	GBNXB_018461-T1
OG0006871	GBNXA_007897-T1	GBNXB_018465-T1
OG0006872	GBNXA_007898-T1	GBNXB_018466-T1
OG0006873	GBNXA_007899-T1	GBNXB_005019-T1
OG0006874	GBNXA_007900-T1	GBNXB_005020-T1
OG0006875	GBNXA_007901-T1	GBNXB_005021-T1
OG0006876	GBNXA_007902-T1	GBNXB_005022-T1
OG0006877	GBNXA_007904-T1	GBNXB_005024-T1
OG0006878	GBNXA_007905-T1	GBNXB_005025-T1
OG0006879	GBNXA_007906-T1	GBNXB_005026-T1
OG0006880	GBNXA_007907-T1	GBNXB_005027-T1
OG0006881	GBNXA_007908-T1	GBNXB_005031-T1
OG0006882	GBNXA_007909-T1	GBNXB_005032-T1
OG0006883	GBNXA_007910-T1	GBNXB_005033-T1
OG0006884	GBNXA_007911-T1	GBNXB_005035-T1
OG0006885	GBNXA_007912-T1	GBNXB_005037-T1
OG0006886	GBNXA_007914-T1	GBNXB_005042-T1
OG0006887	GBNXA_007915-T1	GBNXB_005043-T1
OG0006888	GBNXA_007916-T1	GBNXB_005044-T1
OG0006889	GBNXA_007917-T1	GBNXB_005045-T1
OG0006890	GBNXA_007919-T1	GBNXB_005048-T1
OG0006891	GBNXA_007920-T1	GBNXB_005050-T1
OG0006892	GBNXA_007921-T1	GBNXB_005051-T1
OG0006893	GBNXA_007922-T1	GBNXB_005052-T1
OG0006894	GBNXA_007924-T1	GBNXB_005055-T1
OG0006895	GBNXA_007928-T1	GBNXB_021369-T1
OG0006896	GBNXA_007929-T1	GBNXB_021368-T1
OG0006897	GBNXA_007930-T1	GBNXB_021367-T1
OG0006898	GBNXA_007931-T1	GBNXB_021366-T1
OG0006899	GBNXA_007933-T1	GBNXB_021365-T1
OG0006900	GBNXA_007936-T1	GBNXB_005890-T1
OG0006901	GBNXA_007938-T1	GBNXB_005892-T1
OG0006902	GBNXA_007939-T1	GBNXB_005893-T1
