	Thamnostylum_nigricans_RSA_1405-.aa	Thamnostylum_nigricans_RSA_1406.aa
OG0006796	GBNWP_007957-T1	CHXZG_000971-T1
OG0006797	GBNWP_007958-T1	CHXZG_000970-T1
OG0006798	GBNWP_007959-T1	CHXZG_000969-T1
OG0006799	GBNWP_007961-T1	CHXZG_000967-T1
OG0006800	GBNWP_007963-T1	CHXZG_000965-T1
OG0006801	GBNWP_007964-T1	CHXZG_000964-T1
OG0006802	GBNWP_007965-T1	CHXZG_000963-T1
OG0006803	GBNWP_007966-T1	CHXZG_000962-T1
OG0006804	GBNWP_007967-T1	CHXZG_000961-T1
OG0006805	GBNWP_007968-T1	CHXZG_000960-T1
OG0006806	GBNWP_007969-T1	CHXZG_000959-T1
OG0006807	GBNWP_007970-T1	CHXZG_000958-T1
OG0006808	GBNWP_007972-T1	CHXZG_002384-T1
OG0006809	GBNWP_007973-T1	CHXZG_002385-T1
OG0006810	GBNWP_007974-T1	CHXZG_002386-T1
OG0006811	GBNWP_007975-T1	CHXZG_002387-T1
OG0006812	GBNWP_007977-T1	CHXZG_002389-T1
OG0006813	GBNWP_007980-T1	CHXZG_002391-T1
OG0006814	GBNWP_007982-T1	CHXZG_002393-T1
OG0006815	GBNWP_007984-T1	CHXZG_002395-T1
OG0006816	GBNWP_007987-T1	CHXZG_002398-T1
OG0006817	GBNWP_007988-T1	CHXZG_002399-T1
OG0006818	GBNWP_007989-T1	CHXZG_002400-T1
OG0006819	GBNWP_007993-T1	CHXZG_007062-T1
OG0006820	GBNWP_007995-T1	CHXZG_007064-T1
OG0006821	GBNWP_008001-T1	CHXZG_001624-T1
OG0006822	GBNWP_008003-T1	CHXZG_000865-T1
OG0006823	GBNWP_008005-T1	CHXZG_009469-T1
OG0006824	GBNWP_008006-T1	CHXZG_006307-T1
OG0006825	GBNWP_008010-T1	CHXZG_005365-T1
OG0006826	GBNWP_008012-T1	CHXZG_005368-T1
OG0006827	GBNWP_008013-T1	CHXZG_005369-T1
OG0006828	GBNWP_008014-T1	CHXZG_005370-T1
OG0006829	GBNWP_008016-T1	CHXZG_005372-T1
OG0006830	GBNWP_008017-T1	CHXZG_005373-T1
OG0006831	GBNWP_008018-T1	CHXZG_005374-T1
OG0006832	GBNWP_008020-T1	CHXZG_005376-T1
OG0006833	GBNWP_008021-T1	CHXZG_005377-T1
OG0006834	GBNWP_008022-T1	CHXZG_005378-T1
OG0006835	GBNWP_008023-T1	CHXZG_005379-T1
OG0006836	GBNWP_008024-T1	CHXZG_005380-T1
OG0006837	GBNWP_008025-T1	CHXZG_005381-T1
OG0006838	GBNWP_008026-T1	CHXZG_005382-T1
OG0006839	GBNWP_008027-T1	CHXZG_005383-T1
OG0006840	GBNWP_008028-T1	CHXZG_005384-T1
OG0006841	GBNWP_008029-T1	CHXZG_005385-T1
OG0006842	GBNWP_008030-T1	CHXZG_005386-T1
OG0006843	GBNWP_008031-T1	CHXZG_005387-T1
OG0006844	GBNWP_008032-T1	CHXZG_005388-T1
OG0006845	GBNWP_008033-T1	CHXZG_005389-T1
OG0006846	GBNWP_008034-T1	CHXZG_005390-T1
OG0006847	GBNWP_008035-T1	CHXZG_005391-T1
OG0006848	GBNWP_008036-T1	CHXZG_005392-T1
OG0006849	GBNWP_008037-T1	CHXZG_005393-T1
OG0006850	GBNWP_008038-T1	CHXZG_005395-T1
OG0006851	GBNWP_008040-T1	CHXZG_005397-T1
OG0006852	GBNWP_008042-T1	CHXZG_005399-T1
OG0006853	GBNWP_008043-T1	CHXZG_005400-T1
OG0006854	GBNWP_008044-T1	CHXZG_005401-T1
OG0006855	GBNWP_008045-T1	CHXZG_005402-T1
OG0006856	GBNWP_008047-T1	CHXZG_005404-T1
OG0006857	GBNWP_008049-T1	CHXZG_005406-T1
OG0006858	GBNWP_008051-T1	CHXZG_005407-T1
OG0006859	GBNWP_008052-T1	CHXZG_005408-T1
OG0006860	GBNWP_008054-T1	CHXZG_005410-T1
OG0006861	GBNWP_008055-T1	CHXZG_005411-T1
OG0006862	GBNWP_008056-T1	CHXZG_005412-T1
OG0006863	GBNWP_008059-T1	CHXZG_005415-T1
OG0006864	GBNWP_008060-T1	CHXZG_005416-T1
OG0006865	GBNWP_008062-T1	CHXZG_005417-T1
OG0006866	GBNWP_008063-T1	CHXZG_005418-T1
OG0006867	GBNWP_008064-T1	CHXZG_005419-T1
OG0006868	GBNWP_008066-T1	CHXZG_006277-T1
OG0006869	GBNWP_008067-T1	CHXZG_005421-T1
OG0006870	GBNWP_008069-T1	CHXZG_005423-T1
OG0006871	GBNWP_008070-T1	CHXZG_005424-T1
OG0006872	GBNWP_008071-T1	CHXZG_005425-T1
OG0006873	GBNWP_008072-T1	CHXZG_005426-T1
OG0006874	GBNWP_008075-T1	CHXZG_008821-T1
OG0006875	GBNWP_008076-T1	CHXZG_008822-T1
OG0006876	GBNWP_008077-T1	CHXZG_009515-T1
OG0006877	GBNWP_008084-T1	CHXZG_008813-T1
OG0006878	GBNWP_008088-T1	CHXZG_009063-T1
OG0006879	GBNWP_008089-T1	CHXZG_006295-T1
OG0006880	GBNWP_008090-T1	CHXZG_006294-T1
OG0006881	GBNWP_008091-T1	CHXZG_006293-T1
OG0006882	GBNWP_008093-T1	CHXZG_006291-T1
OG0006883	GBNWP_008094-T1	CHXZG_006290-T1
OG0006884	GBNWP_008095-T1	CHXZG_006289-T1
OG0006885	GBNWP_008096-T1	CHXZG_006288-T1
OG0006886	GBNWP_008097-T1	CHXZG_006287-T1
OG0006887	GBNWP_008098-T1	CHXZG_006286-T1
OG0006888	GBNWP_008099-T1	CHXZG_006285-T1
OG0006889	GBNWP_008100-T1	CHXZG_006284-T1
OG0006890	GBNWP_008102-T1	CHXZG_006281-T1
OG0006891	GBNWP_008104-T1	CHXZG_006279-T1
OG0006892	GBNWP_008106-T1	CHXZG_006275-T1
OG0006893	GBNWP_008107-T1	CHXZG_006274-T1
OG0006894	GBNWP_008108-T1	CHXZG_006273-T1
OG0006895	GBNWP_008109-T1	CHXZG_006272-T1
OG0006896	GBNWP_008110-T1	CHXZG_006271-T1
OG0006897	GBNWP_008111-T1	CHXZG_006270-T1
OG0006898	GBNWP_008113-T1	CHXZG_006268-T1
OG0006899	GBNWP_008114-T1	CHXZG_006267-T1
OG0006900	GBNWP_008115-T1	CHXZG_006265-T1
OG0006901	GBNWP_008117-T1	CHXZG_006264-T1
OG0006902	GBNWP_008119-T1	CHXZG_006262-T1
OG0006903	GBNWP_008121-T1	CHXZG_006260-T1
OG0006904	GBNWP_008122-T1	CHXZG_006259-T1
OG0006905	GBNWP_008123-T1	CHXZG_006258-T1
OG0006906	GBNWP_008124-T1	CHXZG_006257-T1
OG0006907	GBNWP_008125-T1	CHXZG_006256-T1
OG0006908	GBNWP_008126-T1	CHXZG_006255-T1
OG0006909	GBNWP_008127-T1	CHXZG_006254-T1
OG0006910	GBNWP_008128-T1	CHXZG_006253-T1
OG0006911	GBNWP_008129-T1	CHXZG_006252-T1
OG0006912	GBNWP_008130-T1	CHXZG_006251-T1
OG0006913	GBNWP_008131-T1	CHXZG_006250-T1
OG0006914	GBNWP_008133-T1	CHXZG_006248-T1
OG0006915	GBNWP_008134-T1	CHXZG_006247-T1
OG0006916	GBNWP_008136-T1	CHXZG_006245-T1
OG0006917	GBNWP_008137-T1	CHXZG_006244-T1
OG0006918	GBNWP_008138-T1	CHXZG_006243-T1
OG0006919	GBNWP_008139-T1	CHXZG_006242-T1
OG0006920	GBNWP_008141-T1	CHXZG_006240-T1
OG0006921	GBNWP_008143-T1	CHXZG_006238-T1
OG0006922	GBNWP_008145-T1	CHXZG_006235-T1
OG0006923	GBNWP_008150-T1	CHXZG_008337-T1
OG0006924	GBNWP_008152-T1	CHXZG_002806-T1
OG0006925	GBNWP_008155-T1	CHXZG_006396-T1
OG0006926	GBNWP_008156-T1	CHXZG_006397-T1
OG0006927	GBNWP_008157-T1	CHXZG_006398-T1
OG0006928	GBNWP_008159-T1	CHXZG_006400-T1
OG0006929	GBNWP_008160-T1	CHXZG_006401-T1
OG0006930	GBNWP_008161-T1	CHXZG_006403-T1
OG0006931	GBNWP_008162-T1	CHXZG_006404-T1
OG0006932	GBNWP_008164-T1	CHXZG_006406-T1
OG0006933	GBNWP_008165-T1	CHXZG_006407-T1
OG0006934	GBNWP_008166-T1	CHXZG_006408-T1
OG0006935	GBNWP_008169-T1	CHXZG_006411-T1
OG0006936	GBNWP_008170-T1	CHXZG_006412-T1
OG0006937	GBNWP_008171-T1	CHXZG_006413-T1
OG0006938	GBNWP_008172-T1	CHXZG_006414-T1
OG0006939	GBNWP_008173-T1	CHXZG_006415-T1
OG0006940	GBNWP_008175-T1	CHXZG_006417-T1
OG0006941	GBNWP_008176-T1	CHXZG_006418-T1
OG0006942	GBNWP_008177-T1	CHXZG_006419-T1
OG0006943	GBNWP_008178-T1	CHXZG_006420-T1
OG0006944	GBNWP_008179-T1	CHXZG_006421-T1
OG0006945	GBNWP_008180-T1	CHXZG_006422-T1
OG0006946	GBNWP_008181-T1	CHXZG_006423-T1
OG0006947	GBNWP_008183-T1	CHXZG_006425-T1
OG0006948	GBNWP_008184-T1	CHXZG_006426-T1
OG0006949	GBNWP_008186-T1	CHXZG_006428-T1
OG0006950	GBNWP_008187-T1	CHXZG_006429-T1
OG0006951	GBNWP_008188-T1	CHXZG_006430-T1
OG0006952	GBNWP_008189-T1	CHXZG_006431-T1
OG0006953	GBNWP_008190-T1	CHXZG_006432-T1
OG0006954	GBNWP_008192-T1	CHXZG_006434-T1
OG0006955	GBNWP_008196-T1	CHXZG_006437-T1
OG0006956	GBNWP_008198-T1	CHXZG_006440-T1
OG0006957	GBNWP_008199-T1	CHXZG_006442-T1
OG0006958	GBNWP_008200-T1	CHXZG_006443-T1
OG0006959	GBNWP_008201-T1	CHXZG_006445-T1
OG0006960	GBNWP_008202-T1	CHXZG_006446-T1
OG0006961	GBNWP_008203-T1	CHXZG_006447-T1
OG0006962	GBNWP_008205-T1	CHXZG_006449-T1
OG0006963	GBNWP_008206-T1	CHXZG_007021-T1
OG0006964	GBNWP_008209-T1	CHXZG_007019-T1
OG0006965	GBNWP_008210-T1	CHXZG_007018-T1
OG0006966	GBNWP_008212-T1	CHXZG_007017-T1
OG0006967	GBNWP_008213-T1	CHXZG_007016-T1
OG0006968	GBNWP_008214-T1	CHXZG_007015-T1
OG0006969	GBNWP_008216-T1	CHXZG_007013-T1
OG0006970	GBNWP_008217-T1	CHXZG_007012-T1
OG0006971	GBNWP_008218-T1	CHXZG_007011-T1
OG0006972	GBNWP_008219-T1	CHXZG_007010-T1
OG0006973	GBNWP_008220-T1	CHXZG_007009-T1
OG0006974	GBNWP_008223-T1	CHXZG_007006-T1
OG0006975	GBNWP_008225-T1	CHXZG_007003-T1
OG0006976	GBNWP_008226-T1	CHXZG_007002-T1
OG0006977	GBNWP_008227-T1	CHXZG_007001-T1
OG0006978	GBNWP_008228-T1	CHXZG_007000-T1
OG0006979	GBNWP_008229-T1	CHXZG_006999-T1
OG0006980	GBNWP_008231-T1	CHXZG_006997-T1
OG0006981	GBNWP_008232-T1	CHXZG_006995-T1
OG0006982	GBNWP_008233-T1	CHXZG_006994-T1
OG0006983	GBNWP_008234-T1	CHXZG_006993-T1
OG0006984	GBNWP_008235-T1	CHXZG_006992-T1
OG0006985	GBNWP_008236-T1	CHXZG_006991-T1
OG0006986	GBNWP_008237-T1	CHXZG_006990-T1
OG0006987	GBNWP_008238-T1	CHXZG_006988-T1
OG0006988	GBNWP_008239-T1	CHXZG_006987-T1
OG0006989	GBNWP_008240-T1	CHXZG_006986-T1
OG0006990	GBNWP_008241-T1	CHXZG_006985-T1
OG0006991	GBNWP_008242-T1	CHXZG_006984-T1
OG0006992	GBNWP_008244-T1	CHXZG_009454-T1
OG0006993	GBNWP_008245-T1	CHXZG_009453-T1
OG0006994	GBNWP_008246-T1	CHXZG_009452-T1
OG0006995	GBNWP_008247-T1	CHXZG_009451-T1
OG0006996	GBNWP_008248-T1	CHXZG_009450-T1
OG0006997	GBNWP_008249-T1	CHXZG_009449-T1
OG0006998	GBNWP_008250-T1	CHXZG_009448-T1
OG0006999	GBNWP_008251-T1	CHXZG_009447-T1
OG0007000	GBNWP_008252-T1	CHXZG_009446-T1
OG0007001	GBNWP_008253-T1	CHXZG_009445-T1
OG0007002	GBNWP_008258-T1	CHXZG_009440-T1
OG0007003	GBNWP_008259-T1	CHXZG_009439-T1
OG0007004	GBNWP_008260-T1	CHXZG_009438-T1
OG0007005	GBNWP_008261-T1	CHXZG_009437-T1
OG0007006	GBNWP_008263-T1	CHXZG_009435-T1
OG0007007	GBNWP_008264-T1	CHXZG_009434-T1
OG0007008	GBNWP_008265-T1	CHXZG_009433-T1
OG0007009	GBNWP_008266-T1	CHXZG_009431-T1
OG0007010	GBNWP_008267-T1	CHXZG_009430-T1
OG0007011	GBNWP_008270-T1	CHXZG_009426-T1
OG0007012	GBNWP_008272-T1	CHXZG_000468-T1
OG0007013	GBNWP_008273-T1	CHXZG_000469-T1
OG0007014	GBNWP_008278-T1	CHXZG_000475-T1
OG0007015	GBNWP_008279-T1	CHXZG_000476-T1
OG0007016	GBNWP_008280-T1	CHXZG_000477-T1
OG0007017	GBNWP_008281-T1	CHXZG_000478-T1
OG0007018	GBNWP_008282-T1	CHXZG_000479-T1
OG0007019	GBNWP_008283-T1	CHXZG_000480-T1
OG0007020	GBNWP_008284-T1	CHXZG_000481-T1
OG0007021	GBNWP_008286-T1	CHXZG_000482-T1
OG0007022	GBNWP_008287-T1	CHXZG_000483-T1
OG0007023	GBNWP_008288-T1	CHXZG_000484-T1
OG0007024	GBNWP_008289-T1	CHXZG_000485-T1
OG0007025	GBNWP_008290-T1	CHXZG_000486-T1
OG0007026	GBNWP_008291-T1	CHXZG_000487-T1
OG0007027	GBNWP_008292-T1	CHXZG_000488-T1
OG0007028	GBNWP_008294-T1	CHXZG_000490-T1
OG0007029	GBNWP_008296-T1	CHXZG_000492-T1
OG0007030	GBNWP_008297-T1	CHXZG_000493-T1
OG0007031	GBNWP_008298-T1	CHXZG_000494-T1
OG0007032	GBNWP_008299-T1	CHXZG_000495-T1
OG0007033	GBNWP_008300-T1	CHXZG_000496-T1
OG0007034	GBNWP_008301-T1	CHXZG_000497-T1
OG0007035	GBNWP_008304-T1	CHXZG_008878-T1
OG0007036	GBNWP_008305-T1	CHXZG_008877-T1
OG0007037	GBNWP_008308-T1	CHXZG_009004-T1
OG0007038	GBNWP_008310-T1	CHXZG_006887-T1
OG0007039	GBNWP_008311-T1	CHXZG_006886-T1
OG0007040	GBNWP_008312-T1	CHXZG_006885-T1
OG0007041	GBNWP_008313-T1	CHXZG_006884-T1
OG0007042	GBNWP_008314-T1	CHXZG_006883-T1
OG0007043	GBNWP_008315-T1	CHXZG_006882-T1
OG0007044	GBNWP_008316-T1	CHXZG_006881-T1
OG0007045	GBNWP_008318-T1	CHXZG_006879-T1
OG0007046	GBNWP_008319-T1	CHXZG_006878-T1
OG0007047	GBNWP_008320-T1	CHXZG_006877-T1
OG0007048	GBNWP_008321-T1	CHXZG_006876-T1
OG0007049	GBNWP_008322-T1	CHXZG_006875-T1
OG0007050	GBNWP_008323-T1	CHXZG_006874-T1
OG0007051	GBNWP_008325-T1	CHXZG_006872-T1
OG0007052	GBNWP_008326-T1	CHXZG_006871-T1
OG0007053	GBNWP_008328-T1	CHXZG_006869-T1
OG0007054	GBNWP_008329-T1	CHXZG_006868-T1
OG0007055	GBNWP_008330-T1	CHXZG_006867-T1
OG0007056	GBNWP_008331-T1	CHXZG_006866-T1
OG0007057	GBNWP_008332-T1	CHXZG_006865-T1
OG0007058	GBNWP_008335-T1	CHXZG_006863-T1
OG0007059	GBNWP_008337-T1	CHXZG_006861-T1
OG0007060	GBNWP_008339-T1	CHXZG_006859-T1
OG0007061	GBNWP_008340-T1	CHXZG_006858-T1
OG0007062	GBNWP_008342-T1	CHXZG_006856-T1
OG0007063	GBNWP_008343-T1	CHXZG_006855-T1
OG0007064	GBNWP_008344-T1	CHXZG_006854-T1
OG0007065	GBNWP_008345-T1	CHXZG_006853-T1
OG0007066	GBNWP_008349-T1	CHXZG_006848-T1
OG0007067	GBNWP_008350-T1	CHXZG_006847-T1
OG0007068	GBNWP_008351-T1	CHXZG_006846-T1
OG0007069	GBNWP_008352-T1	CHXZG_006845-T1
OG0007070	GBNWP_008353-T1	CHXZG_006844-T1
OG0007071	GBNWP_008355-T1	CHXZG_006843-T1
OG0007072	GBNWP_008356-T1	CHXZG_006842-T1
OG0007073	GBNWP_008357-T1	CHXZG_006841-T1
OG0007074	GBNWP_008358-T1	CHXZG_006840-T1
OG0007075	GBNWP_008359-T1	CHXZG_006839-T1
OG0007076	GBNWP_008361-T1	CHXZG_006837-T1
OG0007077	GBNWP_008363-T1	CHXZG_006835-T1
OG0007078	GBNWP_008364-T1	CHXZG_006834-T1
OG0007079	GBNWP_008365-T1	CHXZG_006833-T1
OG0007080	GBNWP_008366-T1	CHXZG_006832-T1
OG0007081	GBNWP_008371-T1	CHXZG_009181-T1
OG0007082	GBNWP_008373-T1	CHXZG_009053-T1
OG0007083	GBNWP_008375-T1	CHXZG_003402-T1
OG0007084	GBNWP_008376-T1	CHXZG_003401-T1
OG0007085	GBNWP_008377-T1	CHXZG_003400-T1
OG0007086	GBNWP_008378-T1	CHXZG_003399-T1
OG0007087	GBNWP_008380-T1	CHXZG_003397-T1
OG0007088	GBNWP_008381-T1	CHXZG_003396-T1
OG0007089	GBNWP_008382-T1	CHXZG_003395-T1
OG0007090	GBNWP_008383-T1	CHXZG_003394-T1
OG0007091	GBNWP_008384-T1	CHXZG_003393-T1
OG0007092	GBNWP_008385-T1	CHXZG_003392-T1
OG0007093	GBNWP_008387-T1	CHXZG_003389-T1
OG0007094	GBNWP_008388-T1	CHXZG_003388-T1
OG0007095	GBNWP_008390-T1	CHXZG_003386-T1
OG0007096	GBNWP_008391-T1	CHXZG_003385-T1
OG0007097	GBNWP_008392-T1	CHXZG_003384-T1
OG0007098	GBNWP_008393-T1	CHXZG_003383-T1
OG0007099	GBNWP_008395-T1	CHXZG_004304-T1
OG0007100	GBNWP_008396-T1	CHXZG_004305-T1
OG0007101	GBNWP_008397-T1	CHXZG_004306-T1
OG0007102	GBNWP_008398-T1	CHXZG_004307-T1
OG0007103	GBNWP_008399-T1	CHXZG_004308-T1
OG0007104	GBNWP_008400-T1	CHXZG_004310-T1
OG0007105	GBNWP_008404-T1	CHXZG_004314-T1
OG0007106	GBNWP_008405-T1	CHXZG_004315-T1
OG0007107	GBNWP_008406-T1	CHXZG_004316-T1
OG0007108	GBNWP_008407-T1	CHXZG_004317-T1
OG0007109	GBNWP_008408-T1	CHXZG_004318-T1
OG0007110	GBNWP_008409-T1	CHXZG_004319-T1
OG0007111	GBNWP_008410-T1	CHXZG_004320-T1
OG0007112	GBNWP_008411-T1	CHXZG_004321-T1
OG0007113	GBNWP_008413-T1	CHXZG_004087-T1
OG0007114	GBNWP_008414-T1	CHXZG_004088-T1
OG0007115	GBNWP_008416-T1	CHXZG_004090-T1
OG0007116	GBNWP_008417-T1	CHXZG_004091-T1
OG0007117	GBNWP_008418-T1	CHXZG_004092-T1
OG0007118	GBNWP_008419-T1	CHXZG_004093-T1
OG0007119	GBNWP_008421-T1	CHXZG_004095-T1
OG0007120	GBNWP_008422-T1	CHXZG_004097-T1
OG0007121	GBNWP_008423-T1	CHXZG_004098-T1
OG0007122	GBNWP_008424-T1	CHXZG_004099-T1
OG0007123	GBNWP_008425-T1	CHXZG_004100-T1
OG0007124	GBNWP_008427-T1	CHXZG_004102-T1
OG0007125	GBNWP_008430-T1	CHXZG_002156-T1
OG0007126	GBNWP_008431-T1	CHXZG_009242-T1
OG0007127	GBNWP_008435-T1	CHXZG_009847-T1
OG0007128	GBNWP_008442-T1	CHXZG_007230-T1
OG0007129	GBNWP_008443-T1	CHXZG_007231-T1
OG0007130	GBNWP_008444-T1	CHXZG_007232-T1
OG0007131	GBNWP_008445-T1	CHXZG_007233-T1
OG0007132	GBNWP_008446-T1	CHXZG_007234-T1
OG0007133	GBNWP_008447-T1	CHXZG_007235-T1
OG0007134	GBNWP_008449-T1	CHXZG_007237-T1
OG0007135	GBNWP_008450-T1	CHXZG_007238-T1
OG0007136	GBNWP_008451-T1	CHXZG_007240-T1
OG0007137	GBNWP_008454-T1	CHXZG_007243-T1
OG0007138	GBNWP_008455-T1	CHXZG_007244-T1
OG0007139	GBNWP_008457-T1	CHXZG_007247-T1
OG0007140	GBNWP_008461-T1	CHXZG_007250-T1
OG0007141	GBNWP_008462-T1	CHXZG_007251-T1
OG0007142	GBNWP_008463-T1	CHXZG_007252-T1
OG0007143	GBNWP_008464-T1	CHXZG_007253-T1
OG0007144	GBNWP_008465-T1	CHXZG_007254-T1
OG0007145	GBNWP_008466-T1	CHXZG_007255-T1
OG0007146	GBNWP_008467-T1	CHXZG_007256-T1
OG0007147	GBNWP_008468-T1	CHXZG_007257-T1
OG0007148	GBNWP_008469-T1	CHXZG_007258-T1
OG0007149	GBNWP_008471-T1	CHXZG_007260-T1
OG0007150	GBNWP_008473-T1	CHXZG_007262-T1
OG0007151	GBNWP_008474-T1	CHXZG_007263-T1
OG0007152	GBNWP_008475-T1	CHXZG_007264-T1
OG0007153	GBNWP_008476-T1	CHXZG_007265-T1
OG0007154	GBNWP_008479-T1	CHXZG_007268-T1
OG0007155	GBNWP_008480-T1	CHXZG_007269-T1
OG0007156	GBNWP_008481-T1	CHXZG_007270-T1
OG0007157	GBNWP_008483-T1	CHXZG_007272-T1
OG0007158	GBNWP_008484-T1	CHXZG_007273-T1
OG0007159	GBNWP_008485-T1	CHXZG_007274-T1
OG0007160	GBNWP_008486-T1	CHXZG_007276-T1
OG0007161	GBNWP_008487-T1	CHXZG_007277-T1
OG0007162	GBNWP_008488-T1	CHXZG_007278-T1
OG0007163	GBNWP_008489-T1	CHXZG_007279-T1
OG0007164	GBNWP_008491-T1	CHXZG_007280-T1
OG0007165	GBNWP_008493-T1	CHXZG_007282-T1
OG0007166	GBNWP_008494-T1	CHXZG_007283-T1
OG0007167	GBNWP_008498-T1	CHXZG_002831-T1
OG0007168	GBNWP_008502-T1	CHXZG_009458-T1
OG0007169	GBNWP_008503-T1	CHXZG_009459-T1
OG0007170	GBNWP_008509-T1	CHXZG_007420-T1
OG0007171	GBNWP_008512-T1	CHXZG_007418-T1
OG0007172	GBNWP_008513-T1	CHXZG_007417-T1
OG0007173	GBNWP_008514-T1	CHXZG_007416-T1
OG0007174	GBNWP_008515-T1	CHXZG_007415-T1
OG0007175	GBNWP_008518-T1	CHXZG_007413-T1
OG0007176	GBNWP_008519-T1	CHXZG_007412-T1
OG0007177	GBNWP_008520-T1	CHXZG_007411-T1
OG0007178	GBNWP_008521-T1	CHXZG_007410-T1
OG0007179	GBNWP_008522-T1	CHXZG_007409-T1
OG0007180	GBNWP_008523-T1	CHXZG_007408-T1
OG0007181	GBNWP_008525-T1	CHXZG_007406-T1
OG0007182	GBNWP_008526-T1	CHXZG_007405-T1
OG0007183	GBNWP_008527-T1	CHXZG_007404-T1
OG0007184	GBNWP_008528-T1	CHXZG_007403-T1
OG0007185	GBNWP_008529-T1	CHXZG_007402-T1
OG0007186	GBNWP_008532-T1	CHXZG_007399-T1
OG0007187	GBNWP_008533-T1	CHXZG_007398-T1
OG0007188	GBNWP_008535-T1	CHXZG_007396-T1
OG0007189	GBNWP_008536-T1	CHXZG_007395-T1
OG0007190	GBNWP_008537-T1	CHXZG_007394-T1
OG0007191	GBNWP_008538-T1	CHXZG_007393-T1
OG0007192	GBNWP_008539-T1	CHXZG_007392-T1
OG0007193	GBNWP_008540-T1	CHXZG_007391-T1
OG0007194	GBNWP_008541-T1	CHXZG_007390-T1
OG0007195	GBNWP_008542-T1	CHXZG_007389-T1
OG0007196	GBNWP_008543-T1	CHXZG_007388-T1
OG0007197	GBNWP_008544-T1	CHXZG_007387-T1
OG0007198	GBNWP_008545-T1	CHXZG_007386-T1
OG0007199	GBNWP_008546-T1	CHXZG_007385-T1
OG0007200	GBNWP_008547-T1	CHXZG_007384-T1
OG0007201	GBNWP_008549-T1	CHXZG_007382-T1
OG0007202	GBNWP_008550-T1	CHXZG_007381-T1
OG0007203	GBNWP_008552-T1	CHXZG_007379-T1
OG0007204	GBNWP_008553-T1	CHXZG_007378-T1
OG0007205	GBNWP_008554-T1	CHXZG_007377-T1
OG0007206	GBNWP_008555-T1	CHXZG_007376-T1
OG0007207	GBNWP_008556-T1	CHXZG_007375-T1
OG0007208	GBNWP_008557-T1	CHXZG_007374-T1
OG0007209	GBNWP_008558-T1	CHXZG_007373-T1
OG0007210	GBNWP_008559-T1	CHXZG_007372-T1
OG0007211	GBNWP_008560-T1	CHXZG_007371-T1
OG0007212	GBNWP_008561-T1	CHXZG_007370-T1
OG0007213	GBNWP_008562-T1	CHXZG_007369-T1
OG0007214	GBNWP_008563-T1	CHXZG_007368-T1
OG0007215	GBNWP_008564-T1	CHXZG_007367-T1
OG0007216	GBNWP_008565-T1	CHXZG_007366-T1
OG0007217	GBNWP_008566-T1	CHXZG_007365-T1
OG0007218	GBNWP_008567-T1	CHXZG_007364-T1
OG0007219	GBNWP_008568-T1	CHXZG_007363-T1
OG0007220	GBNWP_008569-T1	CHXZG_007362-T1
OG0007221	GBNWP_008570-T1	CHXZG_007361-T1
OG0007222	GBNWP_008571-T1	CHXZG_007360-T1
OG0007223	GBNWP_008572-T1	CHXZG_007359-T1
OG0007224	GBNWP_008573-T1	CHXZG_007358-T1
OG0007225	GBNWP_008574-T1	CHXZG_007357-T1
OG0007226	GBNWP_008575-T1	CHXZG_007356-T1
OG0007227	GBNWP_008576-T1	CHXZG_007355-T1
OG0007228	GBNWP_008577-T1	CHXZG_007354-T1
OG0007229	GBNWP_008578-T1	CHXZG_007353-T1
OG0007230	GBNWP_008579-T1	CHXZG_007352-T1
OG0007231	GBNWP_008580-T1	CHXZG_007351-T1
OG0007232	GBNWP_008581-T1	CHXZG_007350-T1
OG0007233	GBNWP_008582-T1	CHXZG_007349-T1
OG0007234	GBNWP_008588-T1	CHXZG_000277-T1
OG0007235	GBNWP_008590-T1	CHXZG_009301-T1
OG0007236	GBNWP_008591-T1	CHXZG_011071-T1
OG0007237	GBNWP_008593-T1	CHXZG_008193-T1
OG0007238	GBNWP_008595-T1	CHXZG_007775-T1
OG0007239	GBNWP_008596-T1	CHXZG_007774-T1
OG0007240	GBNWP_008597-T1	CHXZG_007773-T1
OG0007241	GBNWP_008599-T1	CHXZG_007772-T1
OG0007242	GBNWP_008600-T1	CHXZG_007771-T1
OG0007243	GBNWP_008601-T1	CHXZG_007770-T1
OG0007244	GBNWP_008602-T1	CHXZG_007769-T1
OG0007245	GBNWP_008603-T1	CHXZG_007768-T1
OG0007246	GBNWP_008604-T1	CHXZG_007767-T1
OG0007247	GBNWP_008605-T1	CHXZG_007766-T1
OG0007248	GBNWP_008606-T1	CHXZG_007765-T1
OG0007249	GBNWP_008608-T1	CHXZG_007764-T1
OG0007250	GBNWP_008610-T1	CHXZG_007762-T1
OG0007251	GBNWP_008611-T1	CHXZG_007761-T1
OG0007252	GBNWP_008612-T1	CHXZG_007760-T1
OG0007253	GBNWP_008613-T1	CHXZG_007759-T1
OG0007254	GBNWP_008614-T1	CHXZG_007758-T1
OG0007255	GBNWP_008615-T1	CHXZG_007757-T1
OG0007256	GBNWP_008617-T1	CHXZG_007756-T1
OG0007257	GBNWP_008619-T1	CHXZG_007754-T1
OG0007258	GBNWP_008620-T1	CHXZG_007753-T1
OG0007259	GBNWP_008621-T1	CHXZG_007752-T1
OG0007260	GBNWP_008622-T1	CHXZG_007751-T1
