	Fennellomyces_verticellatus_RSA_2442_Plus.aa	Fennellomyces_verticellatus_RSA_2446.aa
OG0008305	GBNUN_009909-T1	CHXZO_008529-T1
OG0008306	GBNUN_009910-T1	CHXZO_008528-T1
OG0008307	GBNUN_009911-T1	CHXZO_008527-T1
OG0008308	GBNUN_009914-T1	CHXZO_008524-T1
OG0008309	GBNUN_009915-T1	CHXZO_008523-T1
OG0008310	GBNUN_009919-T1	CHXZO_008519-T1
OG0008311	GBNUN_009920-T1	CHXZO_008518-T1
OG0008312	GBNUN_009921-T1	CHXZO_008517-T1
OG0008313	GBNUN_009922-T1	CHXZO_008516-T1
OG0008314	GBNUN_009923-T1	CHXZO_008515-T1
OG0008315	GBNUN_009925-T1	CHXZO_008512-T1
OG0008316	GBNUN_009926-T1	CHXZO_008510-T1
OG0008317	GBNUN_009928-T1	CHXZO_008507-T1
OG0008318	GBNUN_009929-T1	CHXZO_008506-T1
OG0008319	GBNUN_009930-T1	CHXZO_008505-T1
OG0008320	GBNUN_009931-T1	CHXZO_008504-T1
OG0008321	GBNUN_009933-T1	CHXZO_000629-T1
OG0008322	GBNUN_009934-T1	CHXZO_010787-T1
OG0008323	GBNUN_009935-T1	CHXZO_001848-T1
OG0008324	GBNUN_009936-T1	CHXZO_010973-T1
OG0008325	GBNUN_009938-T1	CHXZO_012405-T1
OG0008326	GBNUN_009939-T1	CHXZO_011530-T1
OG0008327	GBNUN_009942-T1	CHXZO_000728-T1
OG0008328	GBNUN_009943-T1	CHXZO_011115-T1
OG0008329	GBNUN_009944-T1	CHXZO_011116-T1
OG0008330	GBNUN_009945-T1	CHXZO_006889-T1
OG0008331	GBNUN_009946-T1	CHXZO_006888-T1
OG0008332	GBNUN_009947-T1	CHXZO_006887-T1
OG0008333	GBNUN_009948-T1	CHXZO_006886-T1
OG0008334	GBNUN_009952-T1	CHXZO_006883-T1
OG0008335	GBNUN_009953-T1	CHXZO_006882-T1
OG0008336	GBNUN_009955-T1	CHXZO_006880-T1
OG0008337	GBNUN_009961-T1	CHXZO_012275-T1
OG0008338	GBNUN_009963-T1	CHXZO_012272-T1
OG0008339	GBNUN_009964-T1	CHXZO_012271-T1
OG0008340	GBNUN_009965-T1	CHXZO_012270-T1
OG0008341	GBNUN_009966-T1	CHXZO_012269-T1
OG0008342	GBNUN_009967-T1	CHXZO_012268-T1
OG0008343	GBNUN_009968-T1	CHXZO_012267-T1
OG0008344	GBNUN_009969-T1	CHXZO_012266-T1
OG0008345	GBNUN_009971-T1	CHXZO_012264-T1
OG0008346	GBNUN_009972-T1	CHXZO_012263-T1
OG0008347	GBNUN_009973-T1	CHXZO_012262-T1
OG0008348	GBNUN_009974-T1	CHXZO_012261-T1
OG0008349	GBNUN_009975-T1	CHXZO_012260-T1
OG0008350	GBNUN_009977-T1	CHXZO_012258-T1
OG0008351	GBNUN_009978-T1	CHXZO_012257-T1
OG0008352	GBNUN_009980-T1	CHXZO_012256-T1
OG0008353	GBNUN_009982-T1	CHXZO_012254-T1
OG0008354	GBNUN_009983-T1	CHXZO_012253-T1
OG0008355	GBNUN_009987-T1	CHXZO_011171-T1
OG0008356	GBNUN_009988-T1	CHXZO_010666-T1
OG0008357	GBNUN_009990-T1	CHXZO_007643-T1
OG0008358	GBNUN_009992-T1	CHXZO_005924-T1
OG0008359	GBNUN_009993-T1	CHXZO_011023-T1
OG0008360	GBNUN_009998-T1	CHXZO_011070-T1
OG0008361	GBNUN_010000-T1	CHXZO_008621-T1
OG0008362	GBNUN_010001-T1	CHXZO_008622-T1
OG0008363	GBNUN_010004-T1	CHXZO_008625-T1
OG0008364	GBNUN_010005-T1	CHXZO_008626-T1
OG0008365	GBNUN_010006-T1	CHXZO_008627-T1
OG0008366	GBNUN_010007-T1	CHXZO_008628-T1
OG0008367	GBNUN_010008-T1	CHXZO_008629-T1
OG0008368	GBNUN_010009-T1	CHXZO_008630-T1
OG0008369	GBNUN_010010-T1	CHXZO_008631-T1
OG0008370	GBNUN_010011-T1	CHXZO_008632-T1
OG0008371	GBNUN_010013-T1	CHXZO_008634-T1
OG0008372	GBNUN_010015-T1	CHXZO_008636-T1
OG0008373	GBNUN_010016-T1	CHXZO_008637-T1
OG0008374	GBNUN_010018-T1	CHXZO_008639-T1
OG0008375	GBNUN_010019-T1	CHXZO_008640-T1
OG0008376	GBNUN_010020-T1	CHXZO_008642-T1
OG0008377	GBNUN_010021-T1	CHXZO_008643-T1
OG0008378	GBNUN_010022-T1	CHXZO_008644-T1
OG0008379	GBNUN_010023-T1	CHXZO_008645-T1
OG0008380	GBNUN_010024-T1	CHXZO_008646-T1
OG0008381	GBNUN_010025-T1	CHXZO_008647-T1
OG0008382	GBNUN_010026-T1	CHXZO_008648-T1
OG0008383	GBNUN_010027-T1	CHXZO_008649-T1
OG0008384	GBNUN_010028-T1	CHXZO_008650-T1
OG0008385	GBNUN_010029-T1	CHXZO_008651-T1
OG0008386	GBNUN_010030-T1	CHXZO_008652-T1
OG0008387	GBNUN_010031-T1	CHXZO_008653-T1
OG0008388	GBNUN_010032-T1	CHXZO_008654-T1
OG0008389	GBNUN_010033-T1	CHXZO_008656-T1
OG0008390	GBNUN_010034-T1	CHXZO_008657-T1
OG0008391	GBNUN_010037-T1	CHXZO_008659-T1
OG0008392	GBNUN_010038-T1	CHXZO_008660-T1
OG0008393	GBNUN_010039-T1	CHXZO_008661-T1
OG0008394	GBNUN_010040-T1	CHXZO_008662-T1
OG0008395	GBNUN_010041-T1	CHXZO_008663-T1
OG0008396	GBNUN_010042-T1	CHXZO_008664-T1
OG0008397	GBNUN_010043-T1	CHXZO_008665-T1
OG0008398	GBNUN_010045-T1	CHXZO_011173-T1
OG0008399	GBNUN_010046-T1	CHXZO_011720-T1
OG0008400	GBNUN_010047-T1	CHXZO_000498-T1
OG0008401	GBNUN_010048-T1	CHXZO_000499-T1
OG0008402	GBNUN_010050-T1	CHXZO_012251-T1
OG0008403	GBNUN_010053-T1	CHXZO_012097-T1
OG0008404	GBNUN_010056-T1	CHXZO_011582-T1
OG0008405	GBNUN_010057-T1	CHXZO_011072-T1
OG0008406	GBNUN_010059-T1	CHXZO_001597-T1
OG0008407	GBNUN_010061-T1	CHXZO_006023-T1
OG0008408	GBNUN_010064-T1	CHXZO_006020-T1
OG0008409	GBNUN_010066-T1	CHXZO_006018-T1
OG0008410	GBNUN_010067-T1	CHXZO_006017-T1
OG0008411	GBNUN_010070-T1	CHXZO_006014-T1
OG0008412	GBNUN_010071-T1	CHXZO_001571-T1
OG0008413	GBNUN_010072-T1	CHXZO_001572-T1
OG0008414	GBNUN_010073-T1	CHXZO_001573-T1
OG0008415	GBNUN_010074-T1	CHXZO_001574-T1
OG0008416	GBNUN_010075-T1	CHXZO_001575-T1
OG0008417	GBNUN_010076-T1	CHXZO_001576-T1
OG0008418	GBNUN_010079-T1	CHXZO_001579-T1
OG0008419	GBNUN_010080-T1	CHXZO_001580-T1
OG0008420	GBNUN_010081-T1	CHXZO_001582-T1
OG0008421	GBNUN_010082-T1	CHXZO_001583-T1
OG0008422	GBNUN_010083-T1	CHXZO_001584-T1
OG0008423	GBNUN_010086-T1	CHXZO_001585-T1
OG0008424	GBNUN_010088-T1	CHXZO_001586-T1
OG0008425	GBNUN_010089-T1	CHXZO_001587-T1
OG0008426	GBNUN_010090-T1	CHXZO_001588-T1
OG0008427	GBNUN_010091-T1	CHXZO_001589-T1
OG0008428	GBNUN_010094-T1	CHXZO_001593-T1
OG0008429	GBNUN_010095-T1	CHXZO_009334-T1
OG0008430	GBNUN_010096-T1	CHXZO_009333-T1
OG0008431	GBNUN_010097-T1	CHXZO_009332-T1
OG0008432	GBNUN_010098-T1	CHXZO_009331-T1
OG0008433	GBNUN_010099-T1	CHXZO_009330-T1
OG0008434	GBNUN_010102-T1	CHXZO_011836-T1
OG0008435	GBNUN_010103-T1	CHXZO_001541-T1
OG0008436	GBNUN_010106-T1	CHXZO_011117-T1
OG0008437	GBNUN_010107-T1	CHXZO_010260-T1
OG0008438	GBNUN_010108-T1	CHXZO_010261-T1
OG0008439	GBNUN_010110-T1	CHXZO_010092-T1
OG0008440	GBNUN_010113-T1	CHXZO_011183-T1
OG0008441	GBNUN_010114-T1	CHXZO_011064-T1
OG0008442	GBNUN_010117-T1	CHXZO_005711-T1
OG0008443	GBNUN_010119-T1	CHXZO_005709-T1
OG0008444	GBNUN_010120-T1	CHXZO_005708-T1
OG0008445	GBNUN_010121-T1	CHXZO_005707-T1
OG0008446	GBNUN_010123-T1	CHXZO_005705-T1
OG0008447	GBNUN_010124-T1	CHXZO_005704-T1
OG0008448	GBNUN_010125-T1	CHXZO_005703-T1
OG0008449	GBNUN_010132-T1	CHXZO_005699-T1
OG0008450	GBNUN_010133-T1	CHXZO_005698-T1
OG0008451	GBNUN_010134-T1	CHXZO_005697-T1
OG0008452	GBNUN_010135-T1	CHXZO_005696-T1
OG0008453	GBNUN_010136-T1	CHXZO_005695-T1
OG0008454	GBNUN_010137-T1	CHXZO_005694-T1
OG0008455	GBNUN_010140-T1	CHXZO_005691-T1
OG0008456	GBNUN_010141-T1	CHXZO_005690-T1
OG0008457	GBNUN_010143-T1	CHXZO_005688-T1
OG0008458	GBNUN_010145-T1	CHXZO_005685-T1
OG0008459	GBNUN_010146-T1	CHXZO_005684-T1
OG0008460	GBNUN_010147-T1	CHXZO_005683-T1
OG0008461	GBNUN_010148-T1	CHXZO_005682-T1
OG0008462	GBNUN_010149-T1	CHXZO_005681-T1
OG0008463	GBNUN_010151-T1	CHXZO_005678-T1
OG0008464	GBNUN_010152-T1	CHXZO_005677-T1
OG0008465	GBNUN_010154-T1	CHXZO_005675-T1
OG0008466	GBNUN_010155-T1	CHXZO_005674-T1
OG0008467	GBNUN_010157-T1	CHXZO_010677-T1
OG0008468	GBNUN_010158-T1	CHXZO_010675-T1
OG0008469	GBNUN_010160-T1	CHXZO_011068-T1
OG0008470	GBNUN_010162-T1	CHXZO_012137-T1
OG0008471	GBNUN_010163-T1	CHXZO_010844-T1
OG0008472	GBNUN_010164-T1	CHXZO_010843-T1
OG0008473	GBNUN_010165-T1	CHXZO_010842-T1
OG0008474	GBNUN_010167-T1	CHXZO_011624-T1
OG0008475	GBNUN_010169-T1	CHXZO_011015-T1
OG0008476	GBNUN_010170-T1	CHXZO_011260-T1
OG0008477	GBNUN_010171-T1	CHXZO_011259-T1
OG0008478	GBNUN_010172-T1	CHXZO_003101-T1
OG0008479	GBNUN_010173-T1	CHXZO_003100-T1
OG0008480	GBNUN_010174-T1	CHXZO_003099-T1
OG0008481	GBNUN_010175-T1	CHXZO_003098-T1
OG0008482	GBNUN_010176-T1	CHXZO_003097-T1
OG0008483	GBNUN_010177-T1	CHXZO_003096-T1
OG0008484	GBNUN_010178-T1	CHXZO_003095-T1
OG0008485	GBNUN_010181-T1	CHXZO_003092-T1
OG0008486	GBNUN_010182-T1	CHXZO_003091-T1
OG0008487	GBNUN_010183-T1	CHXZO_003090-T1
OG0008488	GBNUN_010184-T1	CHXZO_003089-T1
OG0008489	GBNUN_010188-T1	CHXZO_004332-T1
OG0008490	GBNUN_010189-T1	CHXZO_004333-T1
OG0008491	GBNUN_010192-T1	CHXZO_004336-T1
OG0008492	GBNUN_010194-T1	CHXZO_004338-T1
OG0008493	GBNUN_010195-T1	CHXZO_004339-T1
OG0008494	GBNUN_010196-T1	CHXZO_004340-T1
OG0008495	GBNUN_010197-T1	CHXZO_004341-T1
OG0008496	GBNUN_010199-T1	CHXZO_004344-T1
OG0008497	GBNUN_010202-T1	CHXZO_004346-T1
OG0008498	GBNUN_010203-T1	CHXZO_004347-T1
OG0008499	GBNUN_010204-T1	CHXZO_004348-T1
OG0008500	GBNUN_010205-T1	CHXZO_004349-T1
OG0008501	GBNUN_010206-T1	CHXZO_004350-T1
OG0008502	GBNUN_010209-T1	CHXZO_004351-T1
OG0008503	GBNUN_010211-T1	CHXZO_004353-T1
OG0008504	GBNUN_010212-T1	CHXZO_004354-T1
OG0008505	GBNUN_010213-T1	CHXZO_011264-T1
OG0008506	GBNUN_010220-T1	CHXZO_011574-T1
OG0008507	GBNUN_010222-T1	CHXZO_009344-T1
OG0008508	GBNUN_010223-T1	CHXZO_009347-T1
OG0008509	GBNUN_010224-T1	CHXZO_009348-T1
OG0008510	GBNUN_010225-T1	CHXZO_009349-T1
OG0008511	GBNUN_010226-T1	CHXZO_009350-T1
OG0008512	GBNUN_010227-T1	CHXZO_009351-T1
OG0008513	GBNUN_010228-T1	CHXZO_009352-T1
OG0008514	GBNUN_010229-T1	CHXZO_009353-T1
OG0008515	GBNUN_010230-T1	CHXZO_009354-T1
OG0008516	GBNUN_010231-T1	CHXZO_009355-T1
OG0008517	GBNUN_010232-T1	CHXZO_009356-T1
OG0008518	GBNUN_010234-T1	CHXZO_009358-T1
OG0008519	GBNUN_010235-T1	CHXZO_009359-T1
OG0008520	GBNUN_010236-T1	CHXZO_009360-T1
OG0008521	GBNUN_010237-T1	CHXZO_009361-T1
OG0008522	GBNUN_010238-T1	CHXZO_009362-T1
OG0008523	GBNUN_010240-T1	CHXZO_009364-T1
OG0008524	GBNUN_010241-T1	CHXZO_009365-T1
OG0008525	GBNUN_010242-T1	CHXZO_009367-T1
OG0008526	GBNUN_010245-T1	CHXZO_009369-T1
OG0008527	GBNUN_010246-T1	CHXZO_009370-T1
OG0008528	GBNUN_010251-T1	CHXZO_009374-T1
OG0008529	GBNUN_010252-T1	CHXZO_009375-T1
OG0008530	GBNUN_010253-T1	CHXZO_009376-T1
OG0008531	GBNUN_010255-T1	CHXZO_009378-T1
OG0008532	GBNUN_010256-T1	CHXZO_009379-T1
OG0008533	GBNUN_010257-T1	CHXZO_009380-T1
OG0008534	GBNUN_010258-T1	CHXZO_011759-T1
OG0008535	GBNUN_010259-T1	CHXZO_001791-T1
OG0008536	GBNUN_010262-T1	CHXZO_006308-T1
OG0008537	GBNUN_010266-T1	CHXZO_010840-T1
OG0008538	GBNUN_010267-T1	CHXZO_011621-T1
OG0008539	GBNUN_010274-T1	CHXZO_009488-T1
OG0008540	GBNUN_010275-T1	CHXZO_009487-T1
OG0008541	GBNUN_010276-T1	CHXZO_009486-T1
OG0008542	GBNUN_010277-T1	CHXZO_009485-T1
OG0008543	GBNUN_010278-T1	CHXZO_009484-T1
OG0008544	GBNUN_010279-T1	CHXZO_009483-T1
OG0008545	GBNUN_010280-T1	CHXZO_009482-T1
OG0008546	GBNUN_010281-T1	CHXZO_009481-T1
OG0008547	GBNUN_010282-T1	CHXZO_009480-T1
OG0008548	GBNUN_010283-T1	CHXZO_009479-T1
OG0008549	GBNUN_010285-T1	CHXZO_009476-T1
OG0008550	GBNUN_010286-T1	CHXZO_009475-T1
OG0008551	GBNUN_010287-T1	CHXZO_009474-T1
OG0008552	GBNUN_010288-T1	CHXZO_009473-T1
OG0008553	GBNUN_010289-T1	CHXZO_009472-T1
OG0008554	GBNUN_010290-T1	CHXZO_009471-T1
OG0008555	GBNUN_010291-T1	CHXZO_009470-T1
OG0008556	GBNUN_010293-T1	CHXZO_009468-T1
OG0008557	GBNUN_010294-T1	CHXZO_009467-T1
OG0008558	GBNUN_010295-T1	CHXZO_009466-T1
OG0008559	GBNUN_010296-T1	CHXZO_009465-T1
OG0008560	GBNUN_010297-T1	CHXZO_009464-T1
OG0008561	GBNUN_010298-T1	CHXZO_009463-T1
OG0008562	GBNUN_010300-T1	CHXZO_009461-T1
OG0008563	GBNUN_010302-T1	CHXZO_009459-T1
OG0008564	GBNUN_010303-T1	CHXZO_009458-T1
OG0008565	GBNUN_010304-T1	CHXZO_009457-T1
OG0008566	GBNUN_010305-T1	CHXZO_009456-T1
OG0008567	GBNUN_010306-T1	CHXZO_009455-T1
OG0008568	GBNUN_010307-T1	CHXZO_009454-T1
OG0008569	GBNUN_010308-T1	CHXZO_009452-T1
OG0008570	GBNUN_010309-T1	CHXZO_009451-T1
OG0008571	GBNUN_010312-T1	CHXZO_009448-T1
OG0008572	GBNUN_010313-T1	CHXZO_009447-T1
OG0008573	GBNUN_010314-T1	CHXZO_009446-T1
OG0008574	GBNUN_010317-T1	CHXZO_009442-T1
OG0008575	GBNUN_010318-T1	CHXZO_009441-T1
OG0008576	GBNUN_010319-T1	CHXZO_009440-T1
OG0008577	GBNUN_010321-T1	CHXZO_009439-T1
OG0008578	GBNUN_010323-T1	CHXZO_009437-T1
OG0008579	GBNUN_010324-T1	CHXZO_011765-T1
OG0008580	GBNUN_010327-T1	CHXZO_003584-T1
OG0008581	GBNUN_010330-T1	CHXZO_011805-T1
OG0008582	GBNUN_010331-T1	CHXZO_001935-T1
OG0008583	GBNUN_010333-T1	CHXZO_005997-T1
OG0008584	GBNUN_010334-T1	CHXZO_012055-T1
OG0008585	GBNUN_010336-T1	CHXZO_012210-T1
OG0008586	GBNUN_010338-T1	CHXZO_007185-T1
OG0008587	GBNUN_010339-T1	CHXZO_007184-T1
OG0008588	GBNUN_010340-T1	CHXZO_007183-T1
OG0008589	GBNUN_010341-T1	CHXZO_007182-T1
OG0008590	GBNUN_010342-T1	CHXZO_007181-T1
OG0008591	GBNUN_010344-T1	CHXZO_007179-T1
OG0008592	GBNUN_010345-T1	CHXZO_007178-T1
OG0008593	GBNUN_010347-T1	CHXZO_007177-T1
OG0008594	GBNUN_010348-T1	CHXZO_007176-T1
OG0008595	GBNUN_010349-T1	CHXZO_007175-T1
OG0008596	GBNUN_010350-T1	CHXZO_007174-T1
OG0008597	GBNUN_010351-T1	CHXZO_011409-T1
OG0008598	GBNUN_010352-T1	CHXZO_011410-T1
OG0008599	GBNUN_010353-T1	CHXZO_011411-T1
OG0008600	GBNUN_010354-T1	CHXZO_011413-T1
OG0008601	GBNUN_010355-T1	CHXZO_011414-T1
OG0008602	GBNUN_010356-T1	CHXZO_011415-T1
OG0008603	GBNUN_010357-T1	CHXZO_011416-T1
OG0008604	GBNUN_010358-T1	CHXZO_011417-T1
OG0008605	GBNUN_010359-T1	CHXZO_011418-T1
OG0008606	GBNUN_010361-T1	CHXZO_011420-T1
OG0008607	GBNUN_010362-T1	CHXZO_011421-T1
OG0008608	GBNUN_010369-T1	CHXZO_011429-T1
OG0008609	GBNUN_010370-T1	CHXZO_011430-T1
OG0008610	GBNUN_010371-T1	CHXZO_011431-T1
OG0008611	GBNUN_010372-T1	CHXZO_011432-T1
OG0008612	GBNUN_010374-T1	CHXZO_011434-T1
OG0008613	GBNUN_010375-T1	CHXZO_011435-T1
OG0008614	GBNUN_010376-T1	CHXZO_011436-T1
OG0008615	GBNUN_010377-T1	CHXZO_011437-T1
OG0008616	GBNUN_010378-T1	CHXZO_011438-T1
OG0008617	GBNUN_010379-T1	CHXZO_011439-T1
OG0008618	GBNUN_010380-T1	CHXZO_011440-T1
OG0008619	GBNUN_010381-T1	CHXZO_011441-T1
OG0008620	GBNUN_010383-T1	CHXZO_011443-T1
OG0008621	GBNUN_010387-T1	CHXZO_011447-T1
OG0008622	GBNUN_010388-T1	CHXZO_011448-T1
OG0008623	GBNUN_010389-T1	CHXZO_011449-T1
OG0008624	GBNUN_010390-T1	CHXZO_011450-T1
OG0008625	GBNUN_010391-T1	CHXZO_011451-T1
OG0008626	GBNUN_010392-T1	CHXZO_011452-T1
OG0008627	GBNUN_010393-T1	CHXZO_011453-T1
OG0008628	GBNUN_010395-T1	CHXZO_011456-T1
OG0008629	GBNUN_010396-T1	CHXZO_011457-T1
OG0008630	GBNUN_010398-T1	CHXZO_011459-T1
OG0008631	GBNUN_010399-T1	CHXZO_011460-T1
OG0008632	GBNUN_010400-T1	CHXZO_011461-T1
OG0008633	GBNUN_010401-T1	CHXZO_011462-T1
OG0008634	GBNUN_010402-T1	CHXZO_011463-T1
OG0008635	GBNUN_010403-T1	CHXZO_011464-T1
OG0008636	GBNUN_010404-T1	CHXZO_011466-T1
OG0008637	GBNUN_010405-T1	CHXZO_011467-T1
OG0008638	GBNUN_010406-T1	CHXZO_011468-T1
OG0008639	GBNUN_010407-T1	CHXZO_011469-T1
OG0008640	GBNUN_010408-T1	CHXZO_011470-T1
OG0008641	GBNUN_010410-T1	CHXZO_011472-T1
OG0008642	GBNUN_010411-T1	CHXZO_011473-T1
OG0008643	GBNUN_010412-T1	CHXZO_011474-T1
OG0008644	GBNUN_010413-T1	CHXZO_011475-T1
OG0008645	GBNUN_010414-T1	CHXZO_011476-T1
OG0008646	GBNUN_010415-T1	CHXZO_011477-T1
OG0008647	GBNUN_010416-T1	CHXZO_011478-T1
OG0008648	GBNUN_010417-T1	CHXZO_011479-T1
OG0008649	GBNUN_010418-T1	CHXZO_011480-T1
OG0008650	GBNUN_010419-T1	CHXZO_011481-T1
OG0008651	GBNUN_010421-T1	CHXZO_011483-T1
OG0008652	GBNUN_010422-T1	CHXZO_011484-T1
OG0008653	GBNUN_010424-T1	CHXZO_008991-T1
OG0008654	GBNUN_010425-T1	CHXZO_008990-T1
OG0008655	GBNUN_010426-T1	CHXZO_008989-T1
OG0008656	GBNUN_010427-T1	CHXZO_008986-T1
OG0008657	GBNUN_010428-T1	CHXZO_008985-T1
OG0008658	GBNUN_010431-T1	CHXZO_008982-T1
OG0008659	GBNUN_010432-T1	CHXZO_008981-T1
OG0008660	GBNUN_010435-T1	CHXZO_008978-T1
OG0008661	GBNUN_010437-T1	CHXZO_008976-T1
OG0008662	GBNUN_010438-T1	CHXZO_008975-T1
OG0008663	GBNUN_010439-T1	CHXZO_008974-T1
OG0008664	GBNUN_010440-T1	CHXZO_008973-T1
OG0008665	GBNUN_010441-T1	CHXZO_008972-T1
OG0008666	GBNUN_010442-T1	CHXZO_008971-T1
OG0008667	GBNUN_010443-T1	CHXZO_008969-T1
OG0008668	GBNUN_010444-T1	CHXZO_008968-T1
OG0008669	GBNUN_010445-T1	CHXZO_008967-T1
OG0008670	GBNUN_010446-T1	CHXZO_008966-T1
OG0008671	GBNUN_010447-T1	CHXZO_008965-T1
OG0008672	GBNUN_010448-T1	CHXZO_008964-T1
OG0008673	GBNUN_010449-T1	CHXZO_008963-T1
OG0008674	GBNUN_010450-T1	CHXZO_008962-T1
OG0008675	GBNUN_010451-T1	CHXZO_008961-T1
OG0008676	GBNUN_010452-T1	CHXZO_008960-T1
OG0008677	GBNUN_010456-T1	CHXZO_008957-T1
OG0008678	GBNUN_010457-T1	CHXZO_008956-T1
OG0008679	GBNUN_010458-T1	CHXZO_008955-T1
OG0008680	GBNUN_010459-T1	CHXZO_003085-T1
OG0008681	GBNUN_010460-T1	CHXZO_011353-T1
OG0008682	GBNUN_010461-T1	CHXZO_011352-T1
OG0008683	GBNUN_010462-T1	CHXZO_012364-T1
OG0008684	GBNUN_010463-T1	CHXZO_011575-T1
OG0008685	GBNUN_010465-T1	CHXZO_012326-T1
OG0008686	GBNUN_010466-T1	CHXZO_011360-T1
OG0008687	GBNUN_010467-T1	CHXZO_011361-T1
OG0008688	GBNUN_010468-T1	CHXZO_011362-T1
OG0008689	GBNUN_010472-T1	CHXZO_009639-T1
OG0008690	GBNUN_010473-T1	CHXZO_009640-T1
OG0008691	GBNUN_010474-T1	CHXZO_009641-T1
OG0008692	GBNUN_010476-T1	CHXZO_009643-T1
OG0008693	GBNUN_010477-T1	CHXZO_009644-T1
OG0008694	GBNUN_010478-T1	CHXZO_009645-T1
OG0008695	GBNUN_010479-T1	CHXZO_009646-T1
OG0008696	GBNUN_010480-T1	CHXZO_009647-T1
OG0008697	GBNUN_010481-T1	CHXZO_009648-T1
OG0008698	GBNUN_010483-T1	CHXZO_009651-T1
OG0008699	GBNUN_010484-T1	CHXZO_009652-T1
OG0008700	GBNUN_010485-T1	CHXZO_009653-T1
OG0008701	GBNUN_010486-T1	CHXZO_009654-T1
OG0008702	GBNUN_010487-T1	CHXZO_009655-T1
OG0008703	GBNUN_010488-T1	CHXZO_009656-T1
OG0008704	GBNUN_010489-T1	CHXZO_009657-T1
OG0008705	GBNUN_010490-T1	CHXZO_009658-T1
OG0008706	GBNUN_010491-T1	CHXZO_009659-T1
OG0008707	GBNUN_010493-T1	CHXZO_009662-T1
OG0008708	GBNUN_010494-T1	CHXZO_009663-T1
OG0008709	GBNUN_010496-T1	CHXZO_009665-T1
OG0008710	GBNUN_010497-T1	CHXZO_009666-T1
OG0008711	GBNUN_010498-T1	CHXZO_009667-T1
OG0008712	GBNUN_010499-T1	CHXZO_009668-T1
OG0008713	GBNUN_010500-T1	CHXZO_009669-T1
OG0008714	GBNUN_010501-T1	CHXZO_009670-T1
OG0008715	GBNUN_010505-T1	CHXZO_009673-T1
OG0008716	GBNUN_010507-T1	CHXZO_009674-T1
OG0008717	GBNUN_010509-T1	CHXZO_009677-T1
OG0008718	GBNUN_010510-T1	CHXZO_009678-T1
OG0008719	GBNUN_010511-T1	CHXZO_009679-T1
OG0008720	GBNUN_010514-T1	CHXZO_011927-T1
OG0008721	GBNUN_010515-T1	CHXZO_011676-T1
OG0008722	GBNUN_010521-T1	CHXZO_000424-T1
OG0008723	GBNUN_010522-T1	CHXZO_000423-T1
OG0008724	GBNUN_010523-T1	CHXZO_000422-T1
OG0008725	GBNUN_010526-T1	CHXZO_000420-T1
OG0008726	GBNUN_010527-T1	CHXZO_000419-T1
OG0008727	GBNUN_010528-T1	CHXZO_000418-T1
OG0008728	GBNUN_010530-T1	CHXZO_000416-T1
OG0008729	GBNUN_010531-T1	CHXZO_000415-T1
OG0008730	GBNUN_010532-T1	CHXZO_000414-T1
OG0008731	GBNUN_010533-T1	CHXZO_000413-T1
OG0008732	GBNUN_010535-T1	CHXZO_000410-T1
OG0008733	GBNUN_010536-T1	CHXZO_000408-T1
OG0008734	GBNUN_010537-T1	CHXZO_000407-T1
OG0008735	GBNUN_010538-T1	CHXZO_000406-T1
OG0008736	GBNUN_010539-T1	CHXZO_000405-T1
OG0008737	GBNUN_010540-T1	CHXZO_000404-T1
OG0008738	GBNUN_010541-T1	CHXZO_000403-T1
OG0008739	GBNUN_010543-T1	CHXZO_000401-T1
OG0008740	GBNUN_010544-T1	CHXZO_000400-T1
OG0008741	GBNUN_010545-T1	CHXZO_000399-T1
OG0008742	GBNUN_010546-T1	CHXZO_000396-T1
OG0008743	GBNUN_010548-T1	CHXZO_009434-T1
OG0008744	GBNUN_010550-T1	CHXZO_009436-T1
OG0008745	GBNUN_010551-T1	CHXZO_009024-T1
OG0008746	GBNUN_010553-T1	CHXZO_009026-T1
OG0008747	GBNUN_010554-T1	CHXZO_009027-T1
OG0008748	GBNUN_010555-T1	CHXZO_009028-T1
OG0008749	GBNUN_010556-T1	CHXZO_000431-T1
OG0008750	GBNUN_010557-T1	CHXZO_011315-T1
OG0008751	GBNUN_010558-T1	CHXZO_011762-T1
OG0008752	GBNUN_010559-T1	CHXZO_011533-T1
OG0008753	GBNUN_010562-T1	CHXZO_006668-T1
OG0008754	GBNUN_010563-T1	CHXZO_006667-T1
OG0008755	GBNUN_010564-T1	CHXZO_006666-T1
OG0008756	GBNUN_010565-T1	CHXZO_006665-T1
OG0008757	GBNUN_010566-T1	CHXZO_006664-T1
OG0008758	GBNUN_010567-T1	CHXZO_006663-T1
OG0008759	GBNUN_010568-T1	CHXZO_006662-T1
OG0008760	GBNUN_010569-T1	CHXZO_006661-T1
OG0008761	GBNUN_010570-T1	CHXZO_006660-T1
OG0008762	GBNUN_010571-T1	CHXZO_006659-T1
OG0008763	GBNUN_010572-T1	CHXZO_006658-T1
OG0008764	GBNUN_010573-T1	CHXZO_006657-T1
OG0008765	GBNUN_010574-T1	CHXZO_006656-T1
OG0008766	GBNUN_010576-T1	CHXZO_006654-T1
OG0008767	GBNUN_010577-T1	CHXZO_006653-T1
OG0008768	GBNUN_010578-T1	CHXZO_000783-T1
