	Chaetocladium_brefeldii_NRRL_1350.aa	Chaetocladium_brefeldii_RSA_1136-.aa
OG0006989		GBNWZ_001225-T1
OG0006990		GBNWZ_001226-T1
OG0006991		GBNWZ_001227-T1
OG0006992		GBNWZ_001228-T1
OG0006993		GBNWZ_001230-T1
OG0006994		GBNWZ_001239-T1
OG0006995		GBNWZ_001245-T1
OG0006996		GBNWZ_001246-T1
OG0006997		GBNWZ_001247-T1
OG0006998		GBNWZ_001249-T1
OG0006999		GBNWZ_001250-T1
OG0007000		GBNWZ_001256-T1
OG0007001		GBNWZ_001257-T1
OG0007002		GBNWZ_001261-T1
OG0007003		GBNWZ_001262-T1
OG0007004		GBNWZ_001266-T1
OG0007005		GBNWZ_001267-T1
OG0007006		GBNWZ_001268-T1
OG0007007		GBNWZ_001273-T1
OG0007008		GBNWZ_001274-T1
OG0007009		GBNWZ_001275-T1
OG0007010		GBNWZ_001276-T1
OG0007011		GBNWZ_001280-T1
OG0007012		GBNWZ_001282-T1
OG0007013		GBNWZ_001284-T1
OG0007014		GBNWZ_001287-T1
OG0007015		GBNWZ_001288-T1
OG0007016		GBNWZ_001289-T1
OG0007017		GBNWZ_001290-T1
OG0007018		GBNWZ_001291-T1
OG0007019		GBNWZ_001294-T1
OG0007020		GBNWZ_001297-T1
OG0007021		GBNWZ_001298-T1
OG0007022		GBNWZ_001300-T1
OG0007023		GBNWZ_001303-T1
OG0007024		GBNWZ_001304-T1
OG0007025		GBNWZ_001306-T1
OG0007026		GBNWZ_001312-T1
OG0007027		GBNWZ_001314-T1
OG0007028		GBNWZ_001316-T1
OG0007029		GBNWZ_001317-T1
OG0007030		GBNWZ_001324-T1
OG0007031		GBNWZ_001328-T1
OG0007032		GBNWZ_001331-T1
OG0007033		GBNWZ_001334-T1
OG0007034		GBNWZ_001338-T1
OG0007035		GBNWZ_001340-T1
OG0007036		GBNWZ_001342-T1
OG0007037		GBNWZ_001347-T1
OG0007038		GBNWZ_001348-T1
OG0007039		GBNWZ_001354-T1
OG0007040		GBNWZ_001360-T1
OG0007041		GBNWZ_001362-T1
OG0007042		GBNWZ_001363-T1
OG0007043		GBNWZ_001365-T1
OG0007044		GBNWZ_001366-T1
OG0007045		GBNWZ_001367-T1
OG0007046		GBNWZ_001371-T1
OG0007047		GBNWZ_001372-T1
OG0007048		GBNWZ_001374-T1
OG0007049		GBNWZ_001375-T1
OG0007050		GBNWZ_001376-T1
OG0007051		GBNWZ_001378-T1
OG0007052		GBNWZ_001379-T1
OG0007053		GBNWZ_001382-T1
OG0007054		GBNWZ_001384-T1
OG0007055		GBNWZ_001389-T1
OG0007056		GBNWZ_001395-T1
OG0007057		GBNWZ_001396-T1
OG0007058		GBNWZ_001397-T1
OG0007059		GBNWZ_001398-T1
OG0007060		GBNWZ_001404-T1
OG0007061		GBNWZ_001406-T1
OG0007062		GBNWZ_001411-T1
OG0007063		GBNWZ_001413-T1
OG0007064		GBNWZ_001419-T1
OG0007065		GBNWZ_001422-T1
OG0007066		GBNWZ_001426-T1
OG0007067		GBNWZ_001428-T1
OG0007068		GBNWZ_001431-T1
OG0007069		GBNWZ_001445-T1
OG0007070		GBNWZ_001446-T1
OG0007071		GBNWZ_001449-T1
OG0007072		GBNWZ_001451-T1
OG0007073		GBNWZ_001452-T1
OG0007074		GBNWZ_001454-T1
OG0007075		GBNWZ_001455-T1
OG0007076		GBNWZ_001456-T1
OG0007077		GBNWZ_001458-T1
OG0007078		GBNWZ_001461-T1
OG0007079		GBNWZ_001462-T1
OG0007080		GBNWZ_001463-T1
OG0007081		GBNWZ_001464-T1
OG0007082		GBNWZ_001465-T1
OG0007083		GBNWZ_001470-T1
OG0007084		GBNWZ_001471-T1
OG0007085		GBNWZ_001482-T1
OG0007086		GBNWZ_001487-T1
OG0007087		GBNWZ_001494-T1
OG0007088		GBNWZ_001500-T1
OG0007089		GBNWZ_001502-T1
OG0007090		GBNWZ_001503-T1
OG0007091		GBNWZ_001505-T1
OG0007092		GBNWZ_001510-T1
OG0007093		GBNWZ_001511-T1
OG0007094		GBNWZ_001512-T1
OG0007095		GBNWZ_001514-T1
OG0007096		GBNWZ_001516-T1
OG0007097		GBNWZ_001517-T1
OG0007098		GBNWZ_001527-T1
OG0007099		GBNWZ_001528-T1
OG0007100		GBNWZ_001530-T1
OG0007101		GBNWZ_001541-T1
OG0007102		GBNWZ_001543-T1
OG0007103		GBNWZ_001544-T1
OG0007104		GBNWZ_001547-T1
OG0007105		GBNWZ_001551-T1
OG0007106		GBNWZ_001555-T1
OG0007107		GBNWZ_001557-T1
OG0007108		GBNWZ_001559-T1
OG0007109		GBNWZ_001565-T1
OG0007110		GBNWZ_001566-T1
OG0007111		GBNWZ_001570-T1
OG0007112		GBNWZ_001571-T1
OG0007113		GBNWZ_001572-T1
OG0007114		GBNWZ_001573-T1
OG0007115		GBNWZ_001574-T1
OG0007116		GBNWZ_001575-T1
OG0007117		GBNWZ_001576-T1
OG0007118		GBNWZ_001580-T1
OG0007119		GBNWZ_001581-T1
OG0007120		GBNWZ_001585-T1
OG0007121		GBNWZ_001590-T1
OG0007122		GBNWZ_001596-T1
OG0007123		GBNWZ_001599-T1
OG0007124		GBNWZ_001600-T1
OG0007125		GBNWZ_001604-T1
OG0007126		GBNWZ_001605-T1
OG0007127		GBNWZ_001607-T1
OG0007128		GBNWZ_001614-T1
OG0007129		GBNWZ_001618-T1
OG0007130		GBNWZ_001623-T1
OG0007131		GBNWZ_001628-T1
OG0007132		GBNWZ_001629-T1
OG0007133		GBNWZ_001639-T1
OG0007134		GBNWZ_001642-T1
OG0007135		GBNWZ_001646-T1
OG0007136		GBNWZ_001647-T1
OG0007137		GBNWZ_001649-T1
OG0007138		GBNWZ_001651-T1
OG0007139		GBNWZ_001654-T1
OG0007140		GBNWZ_001657-T1
OG0007141		GBNWZ_001658-T1
OG0007142		GBNWZ_001660-T1
OG0007143		GBNWZ_001662-T1
OG0007144		GBNWZ_001666-T1
OG0007145		GBNWZ_001671-T1
OG0007146		GBNWZ_001680-T1
OG0007147		GBNWZ_001682-T1
OG0007148		GBNWZ_001683-T1
OG0007149		GBNWZ_001686-T1
OG0007150		GBNWZ_001689-T1
OG0007151		GBNWZ_001692-T1
OG0007152		GBNWZ_001694-T1
OG0007153		GBNWZ_001696-T1
OG0007154		GBNWZ_001697-T1
OG0007155		GBNWZ_001707-T1
OG0007156		GBNWZ_001713-T1
OG0007157		GBNWZ_001716-T1
OG0007158		GBNWZ_001718-T1
OG0007159		GBNWZ_001723-T1
OG0007160		GBNWZ_001727-T1
OG0007161		GBNWZ_001729-T1
OG0007162		GBNWZ_001730-T1
OG0007163		GBNWZ_001731-T1
OG0007164		GBNWZ_001733-T1
OG0007165		GBNWZ_001734-T1
OG0007166		GBNWZ_001738-T1
OG0007167		GBNWZ_001741-T1
OG0007168		GBNWZ_001743-T1
OG0007169		GBNWZ_001747-T1
OG0007170		GBNWZ_001752-T1
OG0007171		GBNWZ_001759-T1
OG0007172		GBNWZ_001771-T1
OG0007173		GBNWZ_001773-T1
OG0007174		GBNWZ_001785-T1
OG0007175		GBNWZ_001789-T1
OG0007176		GBNWZ_001798-T1
OG0007177		GBNWZ_001801-T1
OG0007178		GBNWZ_001802-T1
OG0007179		GBNWZ_001809-T1
OG0007180		GBNWZ_001810-T1
OG0007181		GBNWZ_001817-T1
OG0007182		GBNWZ_001824-T1
OG0007183		GBNWZ_001828-T1
OG0007184		GBNWZ_001829-T1
OG0007185		GBNWZ_001834-T1
OG0007186		GBNWZ_001835-T1
OG0007187		GBNWZ_001840-T1
OG0007188		GBNWZ_001843-T1
OG0007189		GBNWZ_001845-T1
OG0007190		GBNWZ_001846-T1
OG0007191		GBNWZ_001856-T1
OG0007192		GBNWZ_001857-T1
OG0007193		GBNWZ_001860-T1
OG0007194		GBNWZ_001861-T1
OG0007195		GBNWZ_001863-T1
OG0007196		GBNWZ_001864-T1
OG0007197		GBNWZ_001870-T1
OG0007198		GBNWZ_001871-T1
OG0007199		GBNWZ_001872-T1
OG0007200		GBNWZ_001874-T1
OG0007201		GBNWZ_001882-T1
OG0007202		GBNWZ_001883-T1
OG0007203		GBNWZ_001884-T1
OG0007204		GBNWZ_001886-T1
OG0007205		GBNWZ_001892-T1
OG0007206		GBNWZ_001893-T1
OG0007207		GBNWZ_001895-T1
OG0007208		GBNWZ_001900-T1
OG0007209		GBNWZ_001901-T1
OG0007210		GBNWZ_001902-T1
OG0007211		GBNWZ_001903-T1
OG0007212		GBNWZ_001909-T1
OG0007213		GBNWZ_001912-T1
OG0007214		GBNWZ_001913-T1
OG0007215		GBNWZ_001918-T1
OG0007216		GBNWZ_001919-T1
OG0007217		GBNWZ_001921-T1
OG0007218		GBNWZ_001925-T1
OG0007219		GBNWZ_001928-T1
OG0007220		GBNWZ_001930-T1
OG0007221		GBNWZ_001931-T1
OG0007222		GBNWZ_001932-T1
OG0007223		GBNWZ_001935-T1
OG0007224		GBNWZ_001945-T1
OG0007225		GBNWZ_001947-T1
OG0007226		GBNWZ_001950-T1
OG0007227		GBNWZ_001956-T1
OG0007228		GBNWZ_001960-T1
OG0007229		GBNWZ_001964-T1
OG0007230		GBNWZ_001966-T1
OG0007231		GBNWZ_001968-T1
OG0007232		GBNWZ_001971-T1
OG0007233		GBNWZ_001973-T1
OG0007234		GBNWZ_001976-T1
OG0007235		GBNWZ_001980-T1
OG0007236		GBNWZ_001981-T1
OG0007237		GBNWZ_001988-T1
OG0007238		GBNWZ_001991-T1
OG0007239		GBNWZ_001992-T1
OG0007240		GBNWZ_001995-T1
OG0007241		GBNWZ_001997-T1
OG0007242		GBNWZ_002002-T1
OG0007243		GBNWZ_002003-T1
OG0007244		GBNWZ_002004-T1
OG0007245		GBNWZ_002008-T1
OG0007246		GBNWZ_002014-T1
OG0007247		GBNWZ_002026-T1
OG0007248		GBNWZ_002030-T1
OG0007249		GBNWZ_002033-T1
OG0007250		GBNWZ_002035-T1
OG0007251		GBNWZ_002037-T1
OG0007252		GBNWZ_002038-T1
OG0007253		GBNWZ_002039-T1
OG0007254		GBNWZ_002049-T1
OG0007255		GBNWZ_002051-T1
OG0007256		GBNWZ_002055-T1
OG0007257		GBNWZ_002058-T1
OG0007258		GBNWZ_002063-T1
OG0007259		GBNWZ_002069-T1
OG0007260		GBNWZ_002074-T1
OG0007261		GBNWZ_002076-T1
OG0007262		GBNWZ_002077-T1
OG0007263		GBNWZ_002081-T1
OG0007264		GBNWZ_002083-T1
OG0007265		GBNWZ_002086-T1
OG0007266		GBNWZ_002095-T1
OG0007267		GBNWZ_002097-T1
OG0007268		GBNWZ_002103-T1
OG0007269		GBNWZ_002105-T1
OG0007270		GBNWZ_002115-T1
OG0007271		GBNWZ_002117-T1
OG0007272		GBNWZ_002118-T1
OG0007273		GBNWZ_002120-T1
OG0007274		GBNWZ_002121-T1
OG0007275		GBNWZ_002126-T1
OG0007276		GBNWZ_002130-T1
OG0007277		GBNWZ_002134-T1
OG0007278		GBNWZ_002135-T1
OG0007279		GBNWZ_002139-T1
OG0007280		GBNWZ_002144-T1
OG0007281		GBNWZ_002145-T1
OG0007282		GBNWZ_002152-T1
OG0007283		GBNWZ_002153-T1
OG0007284		GBNWZ_002154-T1
OG0007285		GBNWZ_002158-T1
OG0007286		GBNWZ_002159-T1
OG0007287		GBNWZ_002166-T1
OG0007288		GBNWZ_002168-T1
OG0007289		GBNWZ_002170-T1
OG0007290		GBNWZ_002184-T1
OG0007291		GBNWZ_002189-T1
OG0007292		GBNWZ_002191-T1
OG0007293		GBNWZ_002192-T1
OG0007294		GBNWZ_002194-T1
OG0007295		GBNWZ_002196-T1
OG0007296		GBNWZ_002199-T1
OG0007297		GBNWZ_002200-T1
OG0007298		GBNWZ_002202-T1
OG0007299		GBNWZ_002204-T1
OG0007300		GBNWZ_002205-T1
OG0007301		GBNWZ_002206-T1
OG0007302		GBNWZ_002214-T1
OG0007303		GBNWZ_002215-T1
OG0007304		GBNWZ_002224-T1
OG0007305		GBNWZ_002225-T1
OG0007306		GBNWZ_002229-T1
OG0007307		GBNWZ_002235-T1
OG0007308		GBNWZ_002237-T1
OG0007309		GBNWZ_002238-T1
OG0007310		GBNWZ_002241-T1
OG0007311		GBNWZ_002246-T1
OG0007312		GBNWZ_002248-T1
OG0007313		GBNWZ_002251-T1
OG0007314		GBNWZ_002256-T1
OG0007315		GBNWZ_002257-T1
OG0007316		GBNWZ_002267-T1
OG0007317		GBNWZ_002270-T1
OG0007318		GBNWZ_002272-T1
OG0007319		GBNWZ_002274-T1
OG0007320		GBNWZ_002275-T1
OG0007321		GBNWZ_002281-T1
OG0007322		GBNWZ_002282-T1
OG0007323		GBNWZ_002284-T1
OG0007324		GBNWZ_002290-T1
OG0007325		GBNWZ_002292-T1
OG0007326		GBNWZ_002294-T1
OG0007327		GBNWZ_002297-T1
OG0007328		GBNWZ_002298-T1
OG0007329		GBNWZ_002301-T1
OG0007330		GBNWZ_002302-T1
OG0007331		GBNWZ_002304-T1
OG0007332		GBNWZ_002306-T1
OG0007333		GBNWZ_002309-T1
OG0007334		GBNWZ_002314-T1
OG0007335		GBNWZ_002316-T1
OG0007336		GBNWZ_002317-T1
OG0007337		GBNWZ_002318-T1
OG0007338		GBNWZ_002319-T1
OG0007339		GBNWZ_002324-T1
OG0007340		GBNWZ_002325-T1
OG0007341		GBNWZ_002326-T1
OG0007342		GBNWZ_002328-T1
OG0007343		GBNWZ_002329-T1
OG0007344		GBNWZ_002331-T1
OG0007345		GBNWZ_002336-T1
OG0007346		GBNWZ_002338-T1
OG0007347		GBNWZ_002339-T1
OG0007348		GBNWZ_002341-T1
OG0007349		GBNWZ_002346-T1
OG0007350		GBNWZ_002348-T1
OG0007351		GBNWZ_002350-T1
OG0007352		GBNWZ_002351-T1
OG0007353		GBNWZ_002353-T1
OG0007354		GBNWZ_002358-T1
OG0007355		GBNWZ_002363-T1
OG0007356		GBNWZ_002366-T1
OG0007357		GBNWZ_002371-T1
OG0007358		GBNWZ_002373-T1
OG0007359		GBNWZ_002376-T1
OG0007360		GBNWZ_002382-T1
OG0007361		GBNWZ_002383-T1
OG0007362		GBNWZ_002385-T1
OG0007363		GBNWZ_002390-T1
OG0007364		GBNWZ_002394-T1
OG0007365		GBNWZ_002396-T1
OG0007366		GBNWZ_002397-T1
OG0007367		GBNWZ_002402-T1
OG0007368		GBNWZ_002404-T1
OG0007369		GBNWZ_002406-T1
OG0007370		GBNWZ_002415-T1
OG0007371		GBNWZ_002416-T1
OG0007372		GBNWZ_002421-T1
OG0007373		GBNWZ_002425-T1
OG0007374		GBNWZ_002429-T1
OG0007375		GBNWZ_002433-T1
OG0007376		GBNWZ_002434-T1
OG0007377		GBNWZ_002440-T1
OG0007378		GBNWZ_002443-T1
OG0007379		GBNWZ_002446-T1
OG0007380		GBNWZ_002448-T1
OG0007381		GBNWZ_002449-T1
OG0007382		GBNWZ_002450-T1
OG0007383		GBNWZ_002453-T1
OG0007384		GBNWZ_002457-T1
OG0007385		GBNWZ_002458-T1
OG0007386		GBNWZ_002459-T1
OG0007387		GBNWZ_002460-T1
OG0007388		GBNWZ_002466-T1
OG0007389		GBNWZ_002467-T1
OG0007390		GBNWZ_002471-T1
OG0007391		GBNWZ_002472-T1
OG0007392		GBNWZ_002474-T1
OG0007393		GBNWZ_002475-T1
OG0007394		GBNWZ_002477-T1
OG0007395		GBNWZ_002479-T1
OG0007396		GBNWZ_002485-T1
OG0007397		GBNWZ_002492-T1
OG0007398		GBNWZ_002494-T1
OG0007399		GBNWZ_002496-T1
OG0007400		GBNWZ_002497-T1
OG0007401		GBNWZ_002503-T1
OG0007402		GBNWZ_002505-T1
OG0007403		GBNWZ_002506-T1
OG0007404		GBNWZ_002512-T1
OG0007405		GBNWZ_002516-T1
OG0007406		GBNWZ_002517-T1
OG0007407		GBNWZ_002518-T1
OG0007408		GBNWZ_002522-T1
OG0007409		GBNWZ_002524-T1
OG0007410		GBNWZ_002526-T1
OG0007411		GBNWZ_002528-T1
OG0007412		GBNWZ_002534-T1
OG0007413		GBNWZ_002535-T1
OG0007414		GBNWZ_002537-T1
OG0007415		GBNWZ_002538-T1
OG0007416		GBNWZ_002540-T1
OG0007417		GBNWZ_002542-T1
OG0007418		GBNWZ_002544-T1
OG0007419		GBNWZ_002546-T1
OG0007420		GBNWZ_002552-T1
OG0007421		GBNWZ_002554-T1
OG0007422		GBNWZ_002559-T1
OG0007423		GBNWZ_002565-T1
OG0007424		GBNWZ_002571-T1
OG0007425		GBNWZ_002578-T1
OG0007426		GBNWZ_002580-T1
OG0007427		GBNWZ_002581-T1
OG0007428		GBNWZ_002582-T1
OG0007429		GBNWZ_002583-T1
OG0007430		GBNWZ_002584-T1
OG0007431		GBNWZ_002586-T1
OG0007432		GBNWZ_002588-T1
OG0007433		GBNWZ_002589-T1
OG0007434		GBNWZ_002590-T1
OG0007435		GBNWZ_002591-T1
OG0007436		GBNWZ_002592-T1
OG0007437		GBNWZ_002593-T1
OG0007438		GBNWZ_002594-T1
OG0007439		GBNWZ_002595-T1
OG0007440		GBNWZ_002597-T1
OG0007441		GBNWZ_002598-T1
OG0007442		GBNWZ_002600-T1
OG0007443		GBNWZ_002601-T1
OG0007444		GBNWZ_002602-T1
OG0007445		GBNWZ_002604-T1
OG0007446		GBNWZ_002606-T1
OG0007447		GBNWZ_002607-T1
OG0007448		GBNWZ_002610-T1
OG0007449		GBNWZ_002612-T1
OG0007450		GBNWZ_002618-T1
OG0007451		GBNWZ_002619-T1
OG0007452		GBNWZ_002628-T1
OG0007453		GBNWZ_002629-T1
OG0007454		GBNWZ_002633-T1
OG0007455		GBNWZ_002636-T1
OG0007456		GBNWZ_002637-T1
OG0007457		GBNWZ_002643-T1
OG0007458		GBNWZ_002645-T1
OG0007459		GBNWZ_002646-T1
OG0007460		GBNWZ_002647-T1
OG0007461		GBNWZ_002652-T1
OG0007462		GBNWZ_002655-T1
OG0007463		GBNWZ_002656-T1
OG0007464		GBNWZ_002658-T1
OG0007465		GBNWZ_002660-T1
OG0007466		GBNWZ_002664-T1
OG0007467		GBNWZ_002665-T1
OG0007468		GBNWZ_002666-T1
OG0007469		GBNWZ_002671-T1
OG0007470		GBNWZ_002675-T1
OG0007471		GBNWZ_002678-T1
OG0007472		GBNWZ_002679-T1
OG0007473		GBNWZ_002680-T1
OG0007474		GBNWZ_002681-T1
OG0007475		GBNWZ_002682-T1
OG0007476		GBNWZ_002683-T1
OG0007477		GBNWZ_002686-T1
OG0007478		GBNWZ_002688-T1
OG0007479		GBNWZ_002689-T1
OG0007480		GBNWZ_002691-T1
OG0007481		GBNWZ_002692-T1
OG0007482		GBNWZ_002693-T1
OG0007483		GBNWZ_002698-T1
OG0007484		GBNWZ_002701-T1
OG0007485		GBNWZ_002702-T1
OG0007486		GBNWZ_002714-T1
OG0007487		GBNWZ_002715-T1
OG0007488		GBNWZ_002723-T1
OG0007489		GBNWZ_002725-T1
OG0007490		GBNWZ_002727-T1
OG0007491		GBNWZ_002729-T1
OG0007492		GBNWZ_002734-T1
OG0007493		GBNWZ_002740-T1
OG0007494		GBNWZ_002741-T1
OG0007495		GBNWZ_002742-T1
OG0007496		GBNWZ_002744-T1
OG0007497		GBNWZ_002745-T1
OG0007498		GBNWZ_002751-T1
OG0007499		GBNWZ_002769-T1
OG0007500		GBNWZ_002770-T1
OG0007501		GBNWZ_002774-T1
OG0007502		GBNWZ_002779-T1
OG0007503		GBNWZ_002788-T1
OG0007504		GBNWZ_002790-T1
OG0007505		GBNWZ_002795-T1
OG0007506		GBNWZ_002803-T1
OG0007507		GBNWZ_002809-T1
OG0007508		GBNWZ_002815-T1
OG0007509		GBNWZ_002817-T1
OG0007510		GBNWZ_002819-T1
OG0007511		GBNWZ_002821-T1
OG0007512		GBNWZ_002825-T1
OG0007513		GBNWZ_002830-T1
OG0007514		GBNWZ_002833-T1
OG0007515		GBNWZ_002834-T1
OG0007516		GBNWZ_002835-T1
OG0007517		GBNWZ_002839-T1
OG0007518		GBNWZ_002846-T1
OG0007519		GBNWZ_002855-T1
OG0007520		GBNWZ_002856-T1
OG0007521		GBNWZ_002861-T1
OG0007522		GBNWZ_002865-T1
OG0007523		GBNWZ_002867-T1
OG0007524		GBNWZ_002869-T1
OG0007525		GBNWZ_002873-T1
OG0007526		GBNWZ_002874-T1
OG0007527		GBNWZ_002876-T1
OG0007528		GBNWZ_002877-T1
OG0007529		GBNWZ_002883-T1
OG0007530		GBNWZ_002884-T1
OG0007531		GBNWZ_002886-T1
OG0007532		GBNWZ_002887-T1
OG0007533		GBNWZ_002889-T1
OG0007534		GBNWZ_002893-T1
OG0007535		GBNWZ_002894-T1
OG0007536		GBNWZ_002897-T1
OG0007537		GBNWZ_002898-T1
OG0007538		GBNWZ_002899-T1
OG0007539		GBNWZ_002900-T1
OG0007540		GBNWZ_002901-T1
OG0007541		GBNWZ_002902-T1
OG0007542		GBNWZ_002905-T1
OG0007543		GBNWZ_002906-T1
OG0007544		GBNWZ_002914-T1
OG0007545		GBNWZ_002921-T1
OG0007546		GBNWZ_002923-T1
OG0007547		GBNWZ_002925-T1
OG0007548		GBNWZ_002935-T1
OG0007549		GBNWZ_002936-T1
OG0007550		GBNWZ_002942-T1
OG0007551		GBNWZ_002947-T1
OG0007552		GBNWZ_002948-T1
OG0007553		GBNWZ_002951-T1
OG0007554		GBNWZ_002954-T1
OG0007555		GBNWZ_002955-T1
OG0007556		GBNWZ_002956-T1
OG0007557		GBNWZ_002958-T1
OG0007558		GBNWZ_002960-T1
OG0007559		GBNWZ_002965-T1
OG0007560		GBNWZ_002972-T1
OG0007561		GBNWZ_002974-T1
OG0007562		GBNWZ_002975-T1
OG0007563		GBNWZ_002977-T1
OG0007564		GBNWZ_002981-T1
OG0007565		GBNWZ_002982-T1
OG0007566		GBNWZ_002985-T1
OG0007567		GBNWZ_002987-T1
OG0007568		GBNWZ_002990-T1
OG0007569		GBNWZ_002992-T1
OG0007570		GBNWZ_002994-T1
OG0007571		GBNWZ_003002-T1
OG0007572		GBNWZ_003004-T1
OG0007573		GBNWZ_003006-T1
OG0007574		GBNWZ_003009-T1
OG0007575		GBNWZ_003010-T1
OG0007576		GBNWZ_003011-T1
OG0007577		GBNWZ_003014-T1
OG0007578		GBNWZ_003015-T1
OG0007579		GBNWZ_003021-T1
OG0007580		GBNWZ_003023-T1
OG0007581		GBNWZ_003025-T1
OG0007582		GBNWZ_003026-T1
OG0007583		GBNWZ_003029-T1
OG0007584		GBNWZ_003032-T1
OG0007585		GBNWZ_003033-T1
OG0007586		GBNWZ_003034-T1
OG0007587		GBNWZ_003036-T1
OG0007588		GBNWZ_003038-T1
OG0007589		GBNWZ_003040-T1
OG0007590		GBNWZ_003042-T1
OG0007591		GBNWZ_003046-T1
OG0007592		GBNWZ_003057-T1
OG0007593		GBNWZ_003059-T1
OG0007594		GBNWZ_003060-T1
OG0007595		GBNWZ_003061-T1
OG0007596		GBNWZ_003064-T1
OG0007597		GBNWZ_003066-T1
OG0007598		GBNWZ_003067-T1
OG0007599		GBNWZ_003069-T1
OG0007600		GBNWZ_003073-T1
OG0007601		GBNWZ_003076-T1
OG0007602		GBNWZ_003080-T1
OG0007603		GBNWZ_003082-T1
OG0007604		GBNWZ_003090-T1
OG0007605		GBNWZ_003092-T1
OG0007606		GBNWZ_003093-T1
OG0007607		GBNWZ_003095-T1
OG0007608		GBNWZ_003103-T1
OG0007609		GBNWZ_003104-T1
OG0007610		GBNWZ_003106-T1
OG0007611		GBNWZ_003111-T1
OG0007612		GBNWZ_003115-T1
OG0007613		GBNWZ_003117-T1
OG0007614		GBNWZ_003121-T1
OG0007615		GBNWZ_003123-T1
OG0007616		GBNWZ_003126-T1
OG0007617		GBNWZ_003128-T1
OG0007618		GBNWZ_003131-T1
OG0007619		GBNWZ_003133-T1
OG0007620		GBNWZ_003134-T1
OG0007621		GBNWZ_003135-T1
OG0007622		GBNWZ_003136-T1
OG0007623		GBNWZ_003137-T1
OG0007624		GBNWZ_003141-T1
OG0007625		GBNWZ_003145-T1
OG0007626		GBNWZ_003149-T1
OG0007627		GBNWZ_003150-T1
OG0007628		GBNWZ_003151-T1
OG0007629		GBNWZ_003152-T1
OG0007630		GBNWZ_003153-T1
OG0007631		GBNWZ_003155-T1
OG0007632		GBNWZ_003156-T1
OG0007633		GBNWZ_003164-T1
OG0007634		GBNWZ_003165-T1
OG0007635		GBNWZ_003173-T1
OG0007636		GBNWZ_003191-T1
OG0007637		GBNWZ_003195-T1
OG0007638		GBNWZ_003196-T1
OG0007639		GBNWZ_003197-T1
OG0007640		GBNWZ_003200-T1
OG0007641		GBNWZ_003202-T1
OG0007642		GBNWZ_003203-T1
OG0007643		GBNWZ_003205-T1
OG0007644		GBNWZ_003207-T1
OG0007645		GBNWZ_003210-T1
OG0007646		GBNWZ_003211-T1
OG0007647		GBNWZ_003212-T1
OG0007648		GBNWZ_003213-T1
OG0007649		GBNWZ_003215-T1
OG0007650		GBNWZ_003219-T1
OG0007651		GBNWZ_003220-T1
OG0007652		GBNWZ_003221-T1
OG0007653		GBNWZ_003224-T1
OG0007654		GBNWZ_003225-T1
OG0007655		GBNWZ_003227-T1
OG0007656		GBNWZ_003229-T1
OG0007657		GBNWZ_003231-T1
OG0007658		GBNWZ_003232-T1
OG0007659		GBNWZ_003236-T1
OG0007660		GBNWZ_003237-T1
OG0007661		GBNWZ_003241-T1
OG0007662		GBNWZ_003243-T1
OG0007663		GBNWZ_003244-T1
OG0007664		GBNWZ_003247-T1
OG0007665		GBNWZ_003249-T1
OG0007666		GBNWZ_003250-T1
OG0007667		GBNWZ_003251-T1
OG0007668		GBNWZ_003252-T1
OG0007669		GBNWZ_003253-T1
OG0007670		GBNWZ_003264-T1
OG0007671		GBNWZ_003267-T1
OG0007672		GBNWZ_003269-T1
OG0007673		GBNWZ_003271-T1
OG0007674		GBNWZ_003272-T1
OG0007675		GBNWZ_003277-T1
OG0007676		GBNWZ_003278-T1
OG0007677		GBNWZ_003279-T1
OG0007678		GBNWZ_003281-T1
OG0007679		GBNWZ_003282-T1
OG0007680		GBNWZ_003288-T1
OG0007681		GBNWZ_003289-T1
OG0007682		GBNWZ_003290-T1
OG0007683		GBNWZ_003293-T1
OG0007684		GBNWZ_003294-T1
OG0007685		GBNWZ_003295-T1
OG0007686		GBNWZ_003297-T1
OG0007687		GBNWZ_003303-T1
OG0007688		GBNWZ_003304-T1
OG0007689		GBNWZ_003306-T1
OG0007690		GBNWZ_003307-T1
OG0007691		GBNWZ_003308-T1
OG0007692		GBNWZ_003310-T1
OG0007693		GBNWZ_003312-T1
OG0007694		GBNWZ_003313-T1
OG0007695		GBNWZ_003317-T1
OG0007696		GBNWZ_003319-T1
OG0007697		GBNWZ_003321-T1
OG0007698		GBNWZ_003323-T1
OG0007699		GBNWZ_003329-T1
OG0007700		GBNWZ_003330-T1
OG0007701		GBNWZ_003331-T1
OG0007702		GBNWZ_003340-T1
OG0007703		GBNWZ_003344-T1
OG0007704		GBNWZ_003346-T1
OG0007705		GBNWZ_003357-T1
OG0007706		GBNWZ_003358-T1
OG0007707		GBNWZ_003359-T1
OG0007708		GBNWZ_003360-T1
OG0007709		GBNWZ_003372-T1
OG0007710		GBNWZ_003375-T1
OG0007711		GBNWZ_003378-T1
OG0007712		GBNWZ_003384-T1
OG0007713		GBNWZ_003385-T1
OG0007714		GBNWZ_003387-T1
OG0007715		GBNWZ_003390-T1
OG0007716		GBNWZ_003391-T1
OG0007717		GBNWZ_003393-T1
OG0007718		GBNWZ_003395-T1
OG0007719		GBNWZ_003398-T1
OG0007720		GBNWZ_003400-T1
OG0007721		GBNWZ_003407-T1
OG0007722		GBNWZ_003410-T1
