	Phycomyces_blakesleeanus_Burgeff_NRRL_1465.aa	Phycomyces_blakesleeanus_NRRL_1555.aa
OG0012248		Phybl2|Phybl2_163974
OG0012249		Phybl2|Phybl2_74196
OG0012250		Phybl2|Phybl2_103752
OG0012251		Phybl2|Phybl2_103466
OG0012252		Phybl2|Phybl2_179739
OG0012253		Phybl2|Phybl2_62328
OG0012254		Phybl2|Phybl2_164012
OG0012255		Phybl2|Phybl2_62302
OG0012256		Phybl2|Phybl2_62291
OG0012257		Phybl2|Phybl2_62277
OG0012258		Phybl2|Phybl2_62265
OG0012259		Phybl2|Phybl2_141029
OG0012260		Phybl2|Phybl2_141038
OG0012261		Phybl2|Phybl2_141039
OG0012262		Phybl2|Phybl2_62247
OG0012263		Phybl2|Phybl2_164077
OG0012264		Phybl2|Phybl2_164079
OG0012265		Phybl2|Phybl2_62232
OG0012266		Phybl2|Phybl2_141054
OG0012267		Phybl2|Phybl2_141056
OG0012268		Phybl2|Phybl2_62229
OG0012269		Phybl2|Phybl2_100673
OG0012270		Phybl2|Phybl2_62226
OG0012271		Phybl2|Phybl2_141064
OG0012272		Phybl2|Phybl2_164098
OG0012273		Phybl2|Phybl2_141069
OG0012274		Phybl2|Phybl2_164105
OG0012275		Phybl2|Phybl2_62215
OG0012276		Phybl2|Phybl2_141076
OG0012277		Phybl2|Phybl2_107213
OG0012278		Phybl2|Phybl2_141078
OG0012279		Phybl2|Phybl2_62937
OG0012280		Phybl2|Phybl2_157700
OG0012281		Phybl2|Phybl2_164112
OG0012282		Phybl2|Phybl2_74084
OG0012283		Phybl2|Phybl2_164114
OG0012284		Phybl2|Phybl2_62206
OG0012285		Phybl2|Phybl2_62205
OG0012286		Phybl2|Phybl2_164116
OG0012287		Phybl2|Phybl2_164121
OG0012288		Phybl2|Phybl2_62196
OG0012289		Phybl2|Phybl2_164124
OG0012290		Phybl2|Phybl2_62194
OG0012291		Phybl2|Phybl2_164126
OG0012292		Phybl2|Phybl2_62191
OG0012293		Phybl2|Phybl2_141099
OG0012294		Phybl2|Phybl2_164129
OG0012295		Phybl2|Phybl2_62187
OG0012296		Phybl2|Phybl2_141104
OG0012297		Phybl2|Phybl2_164136
OG0012298		Phybl2|Phybl2_62184
OG0012299		Phybl2|Phybl2_62179
OG0012300		Phybl2|Phybl2_164141
OG0012301		Phybl2|Phybl2_164142
OG0012302		Phybl2|Phybl2_62173
OG0012303		Phybl2|Phybl2_164148
OG0012304		Phybl2|Phybl2_141125
OG0012305		Phybl2|Phybl2_62165
OG0012306		Phybl2|Phybl2_164155
OG0012307		Phybl2|Phybl2_164156
OG0012308		Phybl2|Phybl2_164158
OG0012309		Phybl2|Phybl2_164159
OG0012310		Phybl2|Phybl2_179778
OG0012311		Phybl2|Phybl2_164161
OG0012312		Phybl2|Phybl2_122276
OG0012313		Phybl2|Phybl2_164184
OG0012314		Phybl2|Phybl2_164185
OG0012315		Phybl2|Phybl2_60407
OG0012316		Phybl2|Phybl2_164192
OG0012317		Phybl2|Phybl2_60422
OG0012318		Phybl2|Phybl2_60425
OG0012319		Phybl2|Phybl2_141186
OG0012320		Phybl2|Phybl2_157726
OG0012321		Phybl2|Phybl2_141204
OG0012322		Phybl2|Phybl2_60448
OG0012323		Phybl2|Phybl2_164236
OG0012324		Phybl2|Phybl2_164239
OG0012325		Phybl2|Phybl2_60453
OG0012326		Phybl2|Phybl2_141211
OG0012327		Phybl2|Phybl2_60467
OG0012328		Phybl2|Phybl2_60469
OG0012329		Phybl2|Phybl2_60482
OG0012330		Phybl2|Phybl2_141248
OG0012331		Phybl2|Phybl2_141249
OG0012332		Phybl2|Phybl2_164283
OG0012333		Phybl2|Phybl2_164284
OG0012334		Phybl2|Phybl2_141266
OG0012335		Phybl2|Phybl2_164300
OG0012336		Phybl2|Phybl2_60531
OG0012337		Phybl2|Phybl2_60532
OG0012338		Phybl2|Phybl2_141287
OG0012339		Phybl2|Phybl2_108315
OG0012340		Phybl2|Phybl2_141291
OG0012341		Phybl2|Phybl2_141297
OG0012342		Phybl2|Phybl2_164327
OG0012343		Phybl2|Phybl2_108753
OG0012344		Phybl2|Phybl2_141323
OG0012345		Phybl2|Phybl2_164349
OG0012346		Phybl2|Phybl2_141326
OG0012347		Phybl2|Phybl2_141346
OG0012348		Phybl2|Phybl2_141351
OG0012349		Phybl2|Phybl2_185503
OG0012350		Phybl2|Phybl2_60598
OG0012351		Phybl2|Phybl2_157773
OG0012352		Phybl2|Phybl2_141380
OG0012353		Phybl2|Phybl2_60627
OG0012354		Phybl2|Phybl2_60637
OG0012355		Phybl2|Phybl2_164417
OG0012356		Phybl2|Phybl2_141393
OG0012357		Phybl2|Phybl2_60652
OG0012358		Phybl2|Phybl2_157776
OG0012359		Phybl2|Phybl2_60666
OG0012360		Phybl2|Phybl2_60673
OG0012361		Phybl2|Phybl2_164450
OG0012362		Phybl2|Phybl2_185544
OG0012363		Phybl2|Phybl2_60695
OG0012364		Phybl2|Phybl2_131210
OG0012365		Phybl2|Phybl2_157792
OG0012366		Phybl2|Phybl2_164482
OG0012367		Phybl2|Phybl2_141459
OG0012368		Phybl2|Phybl2_141460
OG0012369		Phybl2|Phybl2_164488
OG0012370		Phybl2|Phybl2_60726
OG0012371		Phybl2|Phybl2_157803
OG0012372		Phybl2|Phybl2_108316
OG0012373		Phybl2|Phybl2_164523
OG0012374		Phybl2|Phybl2_60752
OG0012375		Phybl2|Phybl2_164527
OG0012376		Phybl2|Phybl2_164528
OG0012377		Phybl2|Phybl2_164535
OG0012378		Phybl2|Phybl2_141512
OG0012379		Phybl2|Phybl2_141513
OG0012380		Phybl2|Phybl2_60773
OG0012381		Phybl2|Phybl2_164544
OG0012382		Phybl2|Phybl2_141528
OG0012383		Phybl2|Phybl2_157817
OG0012384		Phybl2|Phybl2_164575
OG0012385		Phybl2|Phybl2_93970
OG0012386		Phybl2|Phybl2_164576
OG0012387		Phybl2|Phybl2_164581
OG0012388		Phybl2|Phybl2_141558
OG0012389		Phybl2|Phybl2_60819
OG0012390		Phybl2|Phybl2_164589
OG0012391		Phybl2|Phybl2_60822
OG0012392		Phybl2|Phybl2_2686
OG0012393		Phybl2|Phybl2_108340
OG0012394		Phybl2|Phybl2_141574
OG0012395		Phybl2|Phybl2_179961
OG0012396		Phybl2|Phybl2_164603
OG0012397		Phybl2|Phybl2_185599
OG0012398		Phybl2|Phybl2_164607
OG0012399		Phybl2|Phybl2_60838
OG0012400		Phybl2|Phybl2_60852
OG0012401		Phybl2|Phybl2_60858
OG0012402		Phybl2|Phybl2_108938
OG0012403		Phybl2|Phybl2_60895
OG0012404		Phybl2|Phybl2_60902
OG0012405		Phybl2|Phybl2_141653
OG0012406		Phybl2|Phybl2_60915
OG0012407		Phybl2|Phybl2_179999
OG0012408		Phybl2|Phybl2_60930
OG0012409		Phybl2|Phybl2_164706
OG0012410		Phybl2|Phybl2_164707
OG0012411		Phybl2|Phybl2_164736
OG0012412		Phybl2|Phybl2_60976
OG0012413		Phybl2|Phybl2_141712
OG0012414		Phybl2|Phybl2_180025
OG0012415		Phybl2|Phybl2_60995
OG0012416		Phybl2|Phybl2_60998
OG0012417		Phybl2|Phybl2_61002
OG0012418		Phybl2|Phybl2_68594
OG0012419		Phybl2|Phybl2_68592
OG0012420		Phybl2|Phybl2_122635
OG0012421		Phybl2|Phybl2_68587
OG0012422		Phybl2|Phybl2_164800
OG0012423		Phybl2|Phybl2_141782
OG0012424		Phybl2|Phybl2_141783
OG0012425		Phybl2|Phybl2_164803
OG0012426		Phybl2|Phybl2_141786
OG0012427		Phybl2|Phybl2_164805
OG0012428		Phybl2|Phybl2_74183
OG0012429		Phybl2|Phybl2_73852
OG0012430		Phybl2|Phybl2_94945
OG0012431		Phybl2|Phybl2_141802
OG0012432		Phybl2|Phybl2_141805
OG0012433		Phybl2|Phybl2_164829
OG0012434		Phybl2|Phybl2_164858
OG0012435		Phybl2|Phybl2_141837
OG0012436		Phybl2|Phybl2_9513
OG0012437		Phybl2|Phybl2_108288
OG0012438		Phybl2|Phybl2_141892
OG0012439		Phybl2|Phybl2_164915
OG0012440		Phybl2|Phybl2_141904
OG0012441		Phybl2|Phybl2_68452
OG0012442		Phybl2|Phybl2_68451
OG0012443		Phybl2|Phybl2_164927
OG0012444		Phybl2|Phybl2_164929
OG0012445		Phybl2|Phybl2_141915
OG0012446		Phybl2|Phybl2_164933
OG0012447		Phybl2|Phybl2_164935
OG0012448		Phybl2|Phybl2_141919
OG0012449		Phybl2|Phybl2_164937
OG0012450		Phybl2|Phybl2_68433
OG0012451		Phybl2|Phybl2_164944
OG0012452		Phybl2|Phybl2_157914
OG0012453		Phybl2|Phybl2_157915
OG0012454		Phybl2|Phybl2_164948
OG0012455		Phybl2|Phybl2_164949
OG0012456		Phybl2|Phybl2_164952
OG0012457		Phybl2|Phybl2_164953
OG0012458		Phybl2|Phybl2_164957
OG0012459		Phybl2|Phybl2_141947
OG0012460		Phybl2|Phybl2_23515
OG0012461		Phybl2|Phybl2_68410
OG0012462		Phybl2|Phybl2_68407
OG0012463		Phybl2|Phybl2_68405
OG0012464		Phybl2|Phybl2_68404
OG0012465		Phybl2|Phybl2_164970
OG0012466		Phybl2|Phybl2_68396
OG0012467		Phybl2|Phybl2_73606
OG0012468		Phybl2|Phybl2_164977
OG0012469		Phybl2|Phybl2_164979
OG0012470		Phybl2|Phybl2_68391
OG0012471		Phybl2|Phybl2_141977
OG0012472		Phybl2|Phybl2_141978
OG0012473		Phybl2|Phybl2_73599
OG0012474		Phybl2|Phybl2_164992
OG0012475		Phybl2|Phybl2_164995
OG0012476		Phybl2|Phybl2_141987
OG0012477		Phybl2|Phybl2_141988
OG0012478		Phybl2|Phybl2_164998
OG0012479		Phybl2|Phybl2_73588
OG0012480		Phybl2|Phybl2_73587
OG0012481		Phybl2|Phybl2_165003
OG0012482		Phybl2|Phybl2_73582
OG0012483		Phybl2|Phybl2_73581
OG0012484		Phybl2|Phybl2_165009
OG0012485		Phybl2|Phybl2_165011
OG0012486		Phybl2|Phybl2_165012
OG0012487		Phybl2|Phybl2_73572
OG0012488		Phybl2|Phybl2_165015
OG0012489		Phybl2|Phybl2_185733
OG0012490		Phybl2|Phybl2_108717
OG0012491		Phybl2|Phybl2_142019
OG0012492		Phybl2|Phybl2_165022
OG0012493		Phybl2|Phybl2_165023
OG0012494		Phybl2|Phybl2_165024
OG0012495		Phybl2|Phybl2_165026
OG0012496		Phybl2|Phybl2_165027
OG0012497		Phybl2|Phybl2_165028
OG0012498		Phybl2|Phybl2_142033
OG0012499		Phybl2|Phybl2_122757
OG0012500		Phybl2|Phybl2_165044
OG0012501		Phybl2|Phybl2_165047
OG0012502		Phybl2|Phybl2_63271
OG0012503		Phybl2|Phybl2_165053
OG0012504		Phybl2|Phybl2_157933
OG0012505		Phybl2|Phybl2_63247
OG0012506		Phybl2|Phybl2_63246
OG0012507		Phybl2|Phybl2_185754
OG0012508		Phybl2|Phybl2_165091
OG0012509		Phybl2|Phybl2_19092
OG0012510		Phybl2|Phybl2_109486
OG0012511		Phybl2|Phybl2_63207
OG0012512		Phybl2|Phybl2_77310
OG0012513		Phybl2|Phybl2_63196
OG0012514		Phybl2|Phybl2_63195
OG0012515		Phybl2|Phybl2_142115
OG0012516		Phybl2|Phybl2_165133
OG0012517		Phybl2|Phybl2_142123
OG0012518		Phybl2|Phybl2_157957
OG0012519		Phybl2|Phybl2_131600
OG0012520		Phybl2|Phybl2_157965
OG0012521		Phybl2|Phybl2_142143
OG0012522		Phybl2|Phybl2_165153
OG0012523		Phybl2|Phybl2_109641
OG0012524		Phybl2|Phybl2_109385
OG0012525		Phybl2|Phybl2_63118
OG0012526		Phybl2|Phybl2_157977
OG0012527		Phybl2|Phybl2_109513
OG0012528		Phybl2|Phybl2_63109
OG0012529		Phybl2|Phybl2_157982
OG0012530		Phybl2|Phybl2_63093
OG0012531		Phybl2|Phybl2_165231
OG0012532		Phybl2|Phybl2_185838
OG0012533		Phybl2|Phybl2_63052
OG0012534		Phybl2|Phybl2_109106
OG0012535		Phybl2|Phybl2_142259
OG0012536		Phybl2|Phybl2_142261
OG0012537		Phybl2|Phybl2_157995
OG0012538		Phybl2|Phybl2_63040
OG0012539		Phybl2|Phybl2_165270
OG0012540		Phybl2|Phybl2_165272
OG0012541		Phybl2|Phybl2_63023
OG0012542		Phybl2|Phybl2_165292
OG0012543		Phybl2|Phybl2_63013
OG0012544		Phybl2|Phybl2_165303
OG0012545		Phybl2|Phybl2_109375
OG0012546		Phybl2|Phybl2_62993
OG0012547		Phybl2|Phybl2_62990
OG0012548		Phybl2|Phybl2_165317
OG0012549		Phybl2|Phybl2_98629
OG0012550		Phybl2|Phybl2_165334
OG0012551		Phybl2|Phybl2_62971
OG0012552		Phybl2|Phybl2_142345
OG0012553		Phybl2|Phybl2_142348
OG0012554		Phybl2|Phybl2_165344
OG0012555		Phybl2|Phybl2_103563
OG0012556		Phybl2|Phybl2_165347
OG0012557		Phybl2|Phybl2_62956
OG0012558		Phybl2|Phybl2_165351
OG0012559		Phybl2|Phybl2_62951
OG0012560		Phybl2|Phybl2_142359
OG0012561		Phybl2|Phybl2_165360
OG0012562		Phybl2|Phybl2_165361
OG0012563		Phybl2|Phybl2_165363
OG0012564		Phybl2|Phybl2_165367
OG0012565		Phybl2|Phybl2_158014
OG0012566		Phybl2|Phybl2_70941
OG0012567		Phybl2|Phybl2_142380
OG0012568		Phybl2|Phybl2_62932
OG0012569		Phybl2|Phybl2_142384
OG0012570		Phybl2|Phybl2_165377
OG0012571		Phybl2|Phybl2_165378
OG0012572		Phybl2|Phybl2_142386
OG0012573		Phybl2|Phybl2_165380
OG0012574		Phybl2|Phybl2_165382
OG0012575		Phybl2|Phybl2_142389
OG0012576		Phybl2|Phybl2_165384
OG0012577		Phybl2|Phybl2_62916
OG0012578		Phybl2|Phybl2_142397
OG0012579		Phybl2|Phybl2_142399
OG0012580		Phybl2|Phybl2_62920
OG0012581		Phybl2|Phybl2_165396
OG0012582		Phybl2|Phybl2_165401
OG0012583		Phybl2|Phybl2_62913
OG0012584		Phybl2|Phybl2_165405
OG0012585		Phybl2|Phybl2_62907
OG0012586		Phybl2|Phybl2_165410
OG0012587		Phybl2|Phybl2_142419
OG0012588		Phybl2|Phybl2_18833
OG0012589		Phybl2|Phybl2_62902
OG0012590		Phybl2|Phybl2_165415
OG0012591		Phybl2|Phybl2_62885
OG0012592		Phybl2|Phybl2_142440
OG0012593		Phybl2|Phybl2_108964
OG0012594		Phybl2|Phybl2_165427
OG0012595		Phybl2|Phybl2_158027
OG0012596		Phybl2|Phybl2_62849
OG0012597		Phybl2|Phybl2_18709
OG0012598		Phybl2|Phybl2_158033
OG0012599		Phybl2|Phybl2_18982
OG0012600		Phybl2|Phybl2_165485
OG0012601		Phybl2|Phybl2_62818
OG0012602		Phybl2|Phybl2_131797
OG0012603		Phybl2|Phybl2_62780
OG0012604		Phybl2|Phybl2_142541
OG0012605		Phybl2|Phybl2_142543
OG0012606		Phybl2|Phybl2_142545
OG0012607		Phybl2|Phybl2_158055
OG0012608		Phybl2|Phybl2_165528
OG0012609		Phybl2|Phybl2_68155
OG0012610		Phybl2|Phybl2_68154
OG0012611		Phybl2|Phybl2_68152
OG0012612		Phybl2|Phybl2_165534
OG0012613		Phybl2|Phybl2_165535
OG0012614		Phybl2|Phybl2_177107
OG0012615		Phybl2|Phybl2_142559
OG0012616		Phybl2|Phybl2_158059
OG0012617		Phybl2|Phybl2_165542
OG0012618		Phybl2|Phybl2_68138
OG0012619		Phybl2|Phybl2_142568
OG0012620		Phybl2|Phybl2_165549
OG0012621		Phybl2|Phybl2_109684
OG0012622		Phybl2|Phybl2_142571
OG0012623		Phybl2|Phybl2_101372
OG0012624		Phybl2|Phybl2_165576
OG0012625		Phybl2|Phybl2_165585
OG0012626		Phybl2|Phybl2_165589
OG0012627		Phybl2|Phybl2_142628
OG0012628		Phybl2|Phybl2_68066
OG0012629		Phybl2|Phybl2_165631
OG0012630		Phybl2|Phybl2_165632
OG0012631		Phybl2|Phybl2_165633
OG0012632		Phybl2|Phybl2_109620
OG0012633		Phybl2|Phybl2_165639
OG0012634		Phybl2|Phybl2_108983
OG0012635		Phybl2|Phybl2_165656
OG0012636		Phybl2|Phybl2_68018
OG0012637		Phybl2|Phybl2_32569
OG0012638		Phybl2|Phybl2_165672
OG0012639		Phybl2|Phybl2_165686
OG0012640		Phybl2|Phybl2_123162
OG0012641		Phybl2|Phybl2_67971
OG0012642		Phybl2|Phybl2_165714
OG0012643		Phybl2|Phybl2_165722
OG0012644		Phybl2|Phybl2_165730
OG0012645		Phybl2|Phybl2_109572
OG0012646		Phybl2|Phybl2_142746
OG0012647		Phybl2|Phybl2_165737
OG0012648		Phybl2|Phybl2_158126
OG0012649		Phybl2|Phybl2_158127
OG0012650		Phybl2|Phybl2_186010
OG0012651		Phybl2|Phybl2_165752
OG0012652		Phybl2|Phybl2_165755
OG0012653		Phybl2|Phybl2_154835
OG0012654		Phybl2|Phybl2_59311
OG0012655		Phybl2|Phybl2_165765
OG0012656		Phybl2|Phybl2_142774
OG0012657		Phybl2|Phybl2_94084
OG0012658		Phybl2|Phybl2_165773
OG0012659		Phybl2|Phybl2_158133
OG0012660		Phybl2|Phybl2_142783
OG0012661		Phybl2|Phybl2_142791
OG0012662		Phybl2|Phybl2_142792
OG0012663		Phybl2|Phybl2_142793
OG0012664		Phybl2|Phybl2_59335
OG0012665		Phybl2|Phybl2_103465
OG0012666		Phybl2|Phybl2_59367
OG0012667		Phybl2|Phybl2_165820
OG0012668		Phybl2|Phybl2_165821
OG0012669		Phybl2|Phybl2_142830
OG0012670		Phybl2|Phybl2_165825
OG0012671		Phybl2|Phybl2_59376
OG0012672		Phybl2|Phybl2_165828
OG0012673		Phybl2|Phybl2_158159
OG0012674		Phybl2|Phybl2_110294
OG0012675		Phybl2|Phybl2_59400
OG0012676		Phybl2|Phybl2_110214
OG0012677		Phybl2|Phybl2_59420
OG0012678		Phybl2|Phybl2_101283
OG0012679		Phybl2|Phybl2_59444
OG0012680		Phybl2|Phybl2_110337
OG0012681		Phybl2|Phybl2_59486
OG0012682		Phybl2|Phybl2_142944
OG0012683		Phybl2|Phybl2_110163
OG0012684		Phybl2|Phybl2_142948
OG0012685		Phybl2|Phybl2_59498
OG0012686		Phybl2|Phybl2_59500
OG0012687		Phybl2|Phybl2_59501
OG0012688		Phybl2|Phybl2_165948
OG0012689		Phybl2|Phybl2_59504
OG0012690		Phybl2|Phybl2_142960
OG0012691		Phybl2|Phybl2_165952
OG0012692		Phybl2|Phybl2_165954
OG0012693		Phybl2|Phybl2_142968
OG0012694		Phybl2|Phybl2_142970
OG0012695		Phybl2|Phybl2_59515
OG0012696		Phybl2|Phybl2_165961
OG0012697		Phybl2|Phybl2_165963
OG0012698		Phybl2|Phybl2_165965
OG0012699		Phybl2|Phybl2_165966
OG0012700		Phybl2|Phybl2_142980
OG0012701		Phybl2|Phybl2_142986
OG0012702		Phybl2|Phybl2_158189
OG0012703		Phybl2|Phybl2_142989
OG0012704		Phybl2|Phybl2_142990
OG0012705		Phybl2|Phybl2_165979
OG0012706		Phybl2|Phybl2_186089
OG0012707		Phybl2|Phybl2_158199
OG0012708		Phybl2|Phybl2_166025
OG0012709		Phybl2|Phybl2_143037
OG0012710		Phybl2|Phybl2_143040
OG0012711		Phybl2|Phybl2_154878
OG0012712		Phybl2|Phybl2_94089
OG0012713		Phybl2|Phybl2_110069
OG0012714		Phybl2|Phybl2_59602
OG0012715		Phybl2|Phybl2_143077
OG0012716		Phybl2|Phybl2_59624
OG0012717		Phybl2|Phybl2_123400
OG0012718		Phybl2|Phybl2_158219
OG0012719		Phybl2|Phybl2_166088
OG0012720		Phybl2|Phybl2_16163
OG0012721		Phybl2|Phybl2_166098
OG0012722		Phybl2|Phybl2_166110
OG0012723		Phybl2|Phybl2_166120
OG0012724		Phybl2|Phybl2_166125
OG0012725		Phybl2|Phybl2_59708
OG0012726		Phybl2|Phybl2_59710
OG0012727		Phybl2|Phybl2_166162
OG0012728		Phybl2|Phybl2_59729
OG0012729		Phybl2|Phybl2_59730
OG0012730		Phybl2|Phybl2_143181
OG0012731		Phybl2|Phybl2_166202
OG0012732		Phybl2|Phybl2_143226
OG0012733		Phybl2|Phybl2_59800
OG0012734		Phybl2|Phybl2_166240
OG0012735		Phybl2|Phybl2_59807
OG0012736		Phybl2|Phybl2_166279
OG0012737		Phybl2|Phybl2_166284
OG0012738		Phybl2|Phybl2_76085
OG0012739		Phybl2|Phybl2_59890
OG0012740		Phybl2|Phybl2_103690
OG0012741		Phybl2|Phybl2_59897
OG0012742		Phybl2|Phybl2_143337
OG0012743		Phybl2|Phybl2_166339
OG0012744		Phybl2|Phybl2_166340
OG0012745		Phybl2|Phybl2_132390
OG0012746		Phybl2|Phybl2_166362
OG0012747		Phybl2|Phybl2_59941
OG0012748		Phybl2|Phybl2_166383
OG0012749		Phybl2|Phybl2_154978
OG0012750		Phybl2|Phybl2_143392
OG0012751		Phybl2|Phybl2_109741
OG0012752		Phybl2|Phybl2_59968
OG0012753		Phybl2|Phybl2_166411
OG0012754		Phybl2|Phybl2_60000
OG0012755		Phybl2|Phybl2_110497
OG0012756		Phybl2|Phybl2_177268
OG0012757		Phybl2|Phybl2_166454
OG0012758		Phybl2|Phybl2_166455
OG0012759		Phybl2|Phybl2_166456
OG0012760		Phybl2|Phybl2_158344
OG0012761		Phybl2|Phybl2_158347
OG0012762		Phybl2|Phybl2_166460
OG0012763		Phybl2|Phybl2_166461
OG0012764		Phybl2|Phybl2_143459
OG0012765		Phybl2|Phybl2_143460
OG0012766		Phybl2|Phybl2_166463
OG0012767		Phybl2|Phybl2_166464
OG0012768		Phybl2|Phybl2_166465
OG0012769		Phybl2|Phybl2_71955
OG0012770		Phybl2|Phybl2_72036
OG0012771		Phybl2|Phybl2_166468
OG0012772		Phybl2|Phybl2_72034
OG0012773		Phybl2|Phybl2_143473
OG0012774		Phybl2|Phybl2_158354
OG0012775		Phybl2|Phybl2_166484
OG0012776		Phybl2|Phybl2_72014
OG0012777		Phybl2|Phybl2_72013
OG0012778		Phybl2|Phybl2_72011
OG0012779		Phybl2|Phybl2_158360
OG0012780		Phybl2|Phybl2_155028
OG0012781		Phybl2|Phybl2_158368
OG0012782		Phybl2|Phybl2_186339
OG0012783		Phybl2|Phybl2_166521
OG0012784		Phybl2|Phybl2_26030
OG0012785		Phybl2|Phybl2_8849
OG0012786		Phybl2|Phybl2_71959
OG0012787		Phybl2|Phybl2_143545
OG0012788		Phybl2|Phybl2_143546
OG0012789		Phybl2|Phybl2_64218
OG0012790		Phybl2|Phybl2_143550
OG0012791		Phybl2|Phybl2_64220
OG0012792		Phybl2|Phybl2_186352
OG0012793		Phybl2|Phybl2_30596
OG0012794		Phybl2|Phybl2_64252
OG0012795		Phybl2|Phybl2_166593
OG0012796		Phybl2|Phybl2_64267
OG0012797		Phybl2|Phybl2_94736
OG0012798		Phybl2|Phybl2_103725
OG0012799		Phybl2|Phybl2_64286
OG0012800		Phybl2|Phybl2_64289
OG0012801		Phybl2|Phybl2_143622
OG0012802		Phybl2|Phybl2_64293
OG0012803		Phybl2|Phybl2_158389
OG0012804		Phybl2|Phybl2_166621
OG0012805		Phybl2|Phybl2_64296
OG0012806		Phybl2|Phybl2_166626
OG0012807		Phybl2|Phybl2_143631
OG0012808		Phybl2|Phybl2_64304
OG0012809		Phybl2|Phybl2_64311
OG0012810		Phybl2|Phybl2_166647
OG0012811		Phybl2|Phybl2_158399
OG0012812		Phybl2|Phybl2_123890
OG0012813		Phybl2|Phybl2_166675
OG0012814		Phybl2|Phybl2_158404
OG0012815		Phybl2|Phybl2_8505
OG0012816		Phybl2|Phybl2_143706
OG0012817		Phybl2|Phybl2_143708
OG0012818		Phybl2|Phybl2_166717
OG0012819		Phybl2|Phybl2_166719
OG0012820		Phybl2|Phybl2_158420
OG0012821		Phybl2|Phybl2_166738
OG0012822		Phybl2|Phybl2_143756
OG0012823		Phybl2|Phybl2_143757
OG0012824		Phybl2|Phybl2_64425
OG0012825		Phybl2|Phybl2_64428
OG0012826		Phybl2|Phybl2_166752
OG0012827		Phybl2|Phybl2_143767
OG0012828		Phybl2|Phybl2_166755
OG0012829		Phybl2|Phybl2_166756
OG0012830		Phybl2|Phybl2_143773
OG0012831		Phybl2|Phybl2_64436
OG0012832		Phybl2|Phybl2_143778
OG0012833		Phybl2|Phybl2_64441
OG0012834		Phybl2|Phybl2_166766
OG0012835		Phybl2|Phybl2_166773
OG0012836		Phybl2|Phybl2_143794
OG0012837		Phybl2|Phybl2_166779
OG0012838		Phybl2|Phybl2_143796
OG0012839		Phybl2|Phybl2_64457
OG0012840		Phybl2|Phybl2_64458
OG0012841		Phybl2|Phybl2_166783
OG0012842		Phybl2|Phybl2_166785
OG0012843		Phybl2|Phybl2_166786
OG0012844		Phybl2|Phybl2_91883
OG0012845		Phybl2|Phybl2_64464
OG0012846		Phybl2|Phybl2_166788
OG0012847		Phybl2|Phybl2_64466
OG0012848		Phybl2|Phybl2_64467
OG0012849		Phybl2|Phybl2_166794
OG0012850		Phybl2|Phybl2_166795
OG0012851		Phybl2|Phybl2_166796
OG0012852		Phybl2|Phybl2_166798
OG0012853		Phybl2|Phybl2_166799
OG0012854		Phybl2|Phybl2_166800
OG0012855		Phybl2|Phybl2_110884
OG0012856		Phybl2|Phybl2_143819
OG0012857		Phybl2|Phybl2_166807
OG0012858		Phybl2|Phybl2_143823
OG0012859		Phybl2|Phybl2_166826
OG0012860		Phybl2|Phybl2_166830
OG0012861		Phybl2|Phybl2_166834
OG0012862		Phybl2|Phybl2_64512
OG0012863		Phybl2|Phybl2_64515
OG0012864		Phybl2|Phybl2_166839
OG0012865		Phybl2|Phybl2_158435
OG0012866		Phybl2|Phybl2_101274
OG0012867		Phybl2|Phybl2_166878
OG0012868		Phybl2|Phybl2_166889
OG0012869		Phybl2|Phybl2_143906
OG0012870		Phybl2|Phybl2_143911
OG0012871		Phybl2|Phybl2_158446
OG0012872		Phybl2|Phybl2_5961
OG0012873		Phybl2|Phybl2_143922
OG0012874		Phybl2|Phybl2_166903
OG0012875		Phybl2|Phybl2_166904
OG0012876		Phybl2|Phybl2_166908
OG0012877		Phybl2|Phybl2_166910
OG0012878		Phybl2|Phybl2_166911
OG0012879		Phybl2|Phybl2_72876
OG0012880		Phybl2|Phybl2_143937
OG0012881		Phybl2|Phybl2_158448
OG0012882		Phybl2|Phybl2_143943
OG0012883		Phybl2|Phybl2_72883
OG0012884		Phybl2|Phybl2_166923
OG0012885		Phybl2|Phybl2_143948
OG0012886		Phybl2|Phybl2_166926
OG0012887		Phybl2|Phybl2_166929
OG0012888		Phybl2|Phybl2_166930
OG0012889		Phybl2|Phybl2_74175
OG0012890		Phybl2|Phybl2_166935
OG0012891		Phybl2|Phybl2_143959
OG0012892		Phybl2|Phybl2_166942
OG0012893		Phybl2|Phybl2_166944
OG0012894		Phybl2|Phybl2_166946
OG0012895		Phybl2|Phybl2_72835
OG0012896		Phybl2|Phybl2_166950
OG0012897		Phybl2|Phybl2_166951
OG0012898		Phybl2|Phybl2_158453
OG0012899		Phybl2|Phybl2_166953
OG0012900		Phybl2|Phybl2_72828
OG0012901		Phybl2|Phybl2_143978
OG0012902		Phybl2|Phybl2_143979
OG0012903		Phybl2|Phybl2_143980
OG0012904		Phybl2|Phybl2_166961
OG0012905		Phybl2|Phybl2_166962
OG0012906		Phybl2|Phybl2_166964
OG0012907		Phybl2|Phybl2_61304
OG0012908		Phybl2|Phybl2_167005
OG0012909		Phybl2|Phybl2_167008
OG0012910		Phybl2|Phybl2_111385
