	Absidia_cuneospora_RSA_623_Plus.aa	Absidia_cuneospora_RSA_624-.aa
OG0006569	GBNUZ_008185-T1	GBNWA_007313-T1
OG0006570	GBNUZ_008186-T1	GBNWA_007314-T1
OG0006571	GBNUZ_008187-T1	GBNWA_007315-T1
OG0006572	GBNUZ_008188-T1	GBNWA_007316-T1
OG0006573	GBNUZ_008189-T1	GBNWA_007317-T1
OG0006574	GBNUZ_008190-T1	GBNWA_007318-T1
OG0006575	GBNUZ_008194-T1	GBNWA_007322-T1
OG0006576	GBNUZ_008195-T1	GBNWA_007323-T1
OG0006577	GBNUZ_008196-T1	GBNWA_007324-T1
OG0006578	GBNUZ_008198-T1	GBNWA_007326-T1
OG0006579	GBNUZ_008199-T1	GBNWA_007327-T1
OG0006580	GBNUZ_008201-T1	GBNWA_007329-T1
OG0006581	GBNUZ_008202-T1	GBNWA_007330-T1
OG0006582	GBNUZ_008203-T1	GBNWA_007331-T1
OG0006583	GBNUZ_008204-T1	GBNWA_007332-T1
OG0006584	GBNUZ_008207-T1	GBNWA_007335-T1
OG0006585	GBNUZ_008209-T1	GBNWA_007337-T1
OG0006586	GBNUZ_008213-T1	GBNWA_008749-T1
OG0006587	GBNUZ_008215-T1	GBNWA_008748-T1
OG0006588	GBNUZ_008216-T1	GBNWA_008747-T1
OG0006589	GBNUZ_008217-T1	GBNWA_008746-T1
OG0006590	GBNUZ_008219-T1	GBNWA_008744-T1
OG0006591	GBNUZ_008221-T1	GBNWA_008742-T1
OG0006592	GBNUZ_008223-T1	GBNWA_008739-T1
OG0006593	GBNUZ_008224-T1	GBNWA_008738-T1
OG0006594	GBNUZ_008225-T1	GBNWA_008737-T1
OG0006595	GBNUZ_008227-T1	GBNWA_008735-T1
OG0006596	GBNUZ_008229-T1	GBNWA_008733-T1
OG0006597	GBNUZ_008230-T1	GBNWA_008732-T1
OG0006598	GBNUZ_008231-T1	GBNWA_008731-T1
OG0006599	GBNUZ_008232-T1	GBNWA_008730-T1
OG0006600	GBNUZ_008233-T1	GBNWA_008729-T1
OG0006601	GBNUZ_008234-T1	GBNWA_008728-T1
OG0006602	GBNUZ_008235-T1	GBNWA_008727-T1
OG0006603	GBNUZ_008237-T1	GBNWA_008725-T1
OG0006604	GBNUZ_008239-T1	GBNWA_008723-T1
OG0006605	GBNUZ_008240-T1	GBNWA_008722-T1
OG0006606	GBNUZ_008241-T1	GBNWA_008721-T1
OG0006607	GBNUZ_008242-T1	GBNWA_008720-T1
OG0006608	GBNUZ_008243-T1	GBNWA_008719-T1
OG0006609	GBNUZ_008245-T1	GBNWA_008717-T1
OG0006610	GBNUZ_008246-T1	GBNWA_008716-T1
OG0006611	GBNUZ_008247-T1	GBNWA_008714-T1
OG0006612	GBNUZ_008249-T1	GBNWA_003517-T1
OG0006613	GBNUZ_008250-T1	GBNWA_003516-T1
OG0006614	GBNUZ_008251-T1	GBNWA_003515-T1
OG0006615	GBNUZ_008252-T1	GBNWA_003514-T1
OG0006616	GBNUZ_008253-T1	GBNWA_003513-T1
OG0006617	GBNUZ_008254-T1	GBNWA_003512-T1
OG0006618	GBNUZ_008257-T1	GBNWA_003509-T1
OG0006619	GBNUZ_008258-T1	GBNWA_003508-T1
OG0006620	GBNUZ_008259-T1	GBNWA_003507-T1
OG0006621	GBNUZ_008260-T1	GBNWA_003506-T1
OG0006622	GBNUZ_008261-T1	GBNWA_003505-T1
OG0006623	GBNUZ_008266-T1	GBNWA_004708-T1
OG0006624	GBNUZ_008267-T1	GBNWA_004710-T1
OG0006625	GBNUZ_008268-T1	GBNWA_004711-T1
OG0006626	GBNUZ_008270-T1	GBNWA_004713-T1
OG0006627	GBNUZ_008273-T1	GBNWA_003500-T1
OG0006628	GBNUZ_008274-T1	GBNWA_003502-T1
OG0006629	GBNUZ_008275-T1	GBNWA_003503-T1
OG0006630	GBNUZ_008280-T1	GBNWA_005269-T1
OG0006631	GBNUZ_008281-T1	GBNWA_005270-T1
OG0006632	GBNUZ_008282-T1	GBNWA_005271-T1
OG0006633	GBNUZ_008283-T1	GBNWA_005272-T1
OG0006634	GBNUZ_008284-T1	GBNWA_005273-T1
OG0006635	GBNUZ_008285-T1	GBNWA_005274-T1
OG0006636	GBNUZ_008286-T1	GBNWA_005275-T1
OG0006637	GBNUZ_008287-T1	GBNWA_005276-T1
OG0006638	GBNUZ_008288-T1	GBNWA_005277-T1
OG0006639	GBNUZ_008290-T1	GBNWA_006508-T1
OG0006640	GBNUZ_008291-T1	GBNWA_006509-T1
OG0006641	GBNUZ_008292-T1	GBNWA_006510-T1
OG0006642	GBNUZ_008293-T1	GBNWA_006511-T1
OG0006643	GBNUZ_008294-T1	GBNWA_006512-T1
OG0006644	GBNUZ_008295-T1	GBNWA_006513-T1
OG0006645	GBNUZ_008297-T1	GBNWA_006515-T1
OG0006646	GBNUZ_008298-T1	GBNWA_008801-T1
OG0006647	GBNUZ_008299-T1	GBNWA_008800-T1
OG0006648	GBNUZ_008300-T1	GBNWA_008799-T1
OG0006649	GBNUZ_008301-T1	GBNWA_008797-T1
OG0006650	GBNUZ_008302-T1	GBNWA_008796-T1
OG0006651	GBNUZ_008303-T1	GBNWA_008795-T1
OG0006652	GBNUZ_008304-T1	GBNWA_008794-T1
OG0006653	GBNUZ_008305-T1	GBNWA_008793-T1
OG0006654	GBNUZ_008308-T1	GBNWA_008790-T1
OG0006655	GBNUZ_008309-T1	GBNWA_008789-T1
OG0006656	GBNUZ_008310-T1	GBNWA_008788-T1
OG0006657	GBNUZ_008311-T1	GBNWA_008787-T1
OG0006658	GBNUZ_008312-T1	GBNWA_008786-T1
OG0006659	GBNUZ_008315-T1	GBNWA_008783-T1
OG0006660	GBNUZ_008316-T1	GBNWA_008782-T1
OG0006661	GBNUZ_008317-T1	GBNWA_008781-T1
OG0006662	GBNUZ_008318-T1	GBNWA_008780-T1
OG0006663	GBNUZ_008319-T1	GBNWA_008779-T1
OG0006664	GBNUZ_008320-T1	GBNWA_008778-T1
OG0006665	GBNUZ_008321-T1	GBNWA_008777-T1
OG0006666	GBNUZ_008322-T1	GBNWA_008776-T1
OG0006667	GBNUZ_008323-T1	GBNWA_008775-T1
OG0006668	GBNUZ_008325-T1	GBNWA_008773-T1
OG0006669	GBNUZ_008326-T1	GBNWA_008772-T1
OG0006670	GBNUZ_008327-T1	GBNWA_008771-T1
OG0006671	GBNUZ_008328-T1	GBNWA_008770-T1
OG0006672	GBNUZ_008330-T1	GBNWA_008769-T1
OG0006673	GBNUZ_008331-T1	GBNWA_008768-T1
OG0006674	GBNUZ_008332-T1	GBNWA_008767-T1
OG0006675	GBNUZ_008333-T1	GBNWA_008766-T1
OG0006676	GBNUZ_008335-T1	GBNWA_008764-T1
OG0006677	GBNUZ_008336-T1	GBNWA_008763-T1
OG0006678	GBNUZ_008337-T1	GBNWA_008762-T1
OG0006679	GBNUZ_008338-T1	GBNWA_008761-T1
OG0006680	GBNUZ_008340-T1	GBNWA_008849-T1
OG0006681	GBNUZ_008343-T1	GBNWA_008851-T1
OG0006682	GBNUZ_008345-T1	GBNWA_008853-T1
OG0006683	GBNUZ_008346-T1	GBNWA_004890-T1
OG0006684	GBNUZ_008347-T1	GBNWA_004891-T1
OG0006685	GBNUZ_008348-T1	GBNWA_004892-T1
OG0006686	GBNUZ_008349-T1	GBNWA_004893-T1
OG0006687	GBNUZ_008351-T1	GBNWA_004895-T1
OG0006688	GBNUZ_008353-T1	GBNWA_004897-T1
OG0006689	GBNUZ_008355-T1	GBNWA_004898-T1
OG0006690	GBNUZ_008356-T1	GBNWA_004899-T1
OG0006691	GBNUZ_008357-T1	GBNWA_004900-T1
OG0006692	GBNUZ_008358-T1	GBNWA_004901-T1
OG0006693	GBNUZ_008359-T1	GBNWA_004507-T1
OG0006694	GBNUZ_008362-T1	GBNWA_004502-T1
OG0006695	GBNUZ_008363-T1	GBNWA_004501-T1
OG0006696	GBNUZ_008364-T1	GBNWA_004500-T1
OG0006697	GBNUZ_008365-T1	GBNWA_004499-T1
OG0006698	GBNUZ_008367-T1	GBNWA_004497-T1
OG0006699	GBNUZ_008368-T1	GBNWA_004496-T1
OG0006700	GBNUZ_008369-T1	GBNWA_004495-T1
OG0006701	GBNUZ_008370-T1	GBNWA_004494-T1
OG0006702	GBNUZ_008371-T1	GBNWA_004493-T1
OG0006703	GBNUZ_008373-T1	GBNWA_004491-T1
OG0006704	GBNUZ_008375-T1	GBNWA_006077-T1
OG0006705	GBNUZ_008376-T1	GBNWA_006076-T1
OG0006706	GBNUZ_008377-T1	GBNWA_005406-T1
OG0006707	GBNUZ_008378-T1	GBNWA_005407-T1
OG0006708	GBNUZ_008379-T1	GBNWA_005408-T1
OG0006709	GBNUZ_008380-T1	GBNWA_005409-T1
OG0006710	GBNUZ_008381-T1	GBNWA_005410-T1
OG0006711	GBNUZ_008383-T1	GBNWA_005414-T1
OG0006712	GBNUZ_008384-T1	GBNWA_005415-T1
OG0006713	GBNUZ_008385-T1	GBNWA_005416-T1
OG0006714	GBNUZ_008386-T1	GBNWA_005417-T1
OG0006715	GBNUZ_008387-T1	GBNWA_001414-T1
OG0006716	GBNUZ_008388-T1	GBNWA_001413-T1
OG0006717	GBNUZ_008390-T1	GBNWA_001411-T1
OG0006718	GBNUZ_008392-T1	GBNWA_001409-T1
OG0006719	GBNUZ_008395-T1	GBNWA_001407-T1
OG0006720	GBNUZ_008396-T1	GBNWA_001405-T1
OG0006721	GBNUZ_008397-T1	GBNWA_001404-T1
OG0006722	GBNUZ_008398-T1	GBNWA_001403-T1
OG0006723	GBNUZ_008399-T1	GBNWA_001402-T1
OG0006724	GBNUZ_008400-T1	GBNWA_001401-T1
OG0006725	GBNUZ_008401-T1	GBNWA_001400-T1
OG0006726	GBNUZ_008402-T1	GBNWA_001399-T1
OG0006727	GBNUZ_008403-T1	GBNWA_001398-T1
OG0006728	GBNUZ_008407-T1	GBNWA_001394-T1
OG0006729	GBNUZ_008408-T1	GBNWA_001393-T1
OG0006730	GBNUZ_008411-T1	GBNWA_002086-T1
OG0006731	GBNUZ_008412-T1	GBNWA_002087-T1
OG0006732	GBNUZ_008413-T1	GBNWA_002088-T1
OG0006733	GBNUZ_008414-T1	GBNWA_002089-T1
OG0006734	GBNUZ_008415-T1	GBNWA_002090-T1
OG0006735	GBNUZ_008416-T1	GBNWA_002091-T1
OG0006736	GBNUZ_008423-T1	GBNWA_002095-T1
OG0006737	GBNUZ_008424-T1	GBNWA_002096-T1
OG0006738	GBNUZ_008426-T1	GBNWA_002098-T1
OG0006739	GBNUZ_008427-T1	GBNWA_002099-T1
OG0006740	GBNUZ_008428-T1	GBNWA_002100-T1
OG0006741	GBNUZ_008429-T1	GBNWA_002101-T1
OG0006742	GBNUZ_008431-T1	GBNWA_001545-T1
OG0006743	GBNUZ_008433-T1	GBNWA_002393-T1
OG0006744	GBNUZ_008435-T1	GBNWA_002392-T1
OG0006745	GBNUZ_008436-T1	GBNWA_002391-T1
OG0006746	GBNUZ_008438-T1	GBNWA_002389-T1
OG0006747	GBNUZ_008439-T1	GBNWA_002388-T1
OG0006748	GBNUZ_008440-T1	GBNWA_002387-T1
OG0006749	GBNUZ_008443-T1	GBNWA_002385-T1
OG0006750	GBNUZ_008444-T1	GBNWA_002384-T1
OG0006751	GBNUZ_008446-T1	GBNWA_002383-T1
OG0006752	GBNUZ_008447-T1	GBNWA_002382-T1
OG0006753	GBNUZ_008449-T1	GBNWA_002649-T1
OG0006754	GBNUZ_008450-T1	GBNWA_002650-T1
OG0006755	GBNUZ_008452-T1	GBNWA_002652-T1
OG0006756	GBNUZ_008453-T1	GBNWA_002653-T1
OG0006757	GBNUZ_008455-T1	GBNWA_002655-T1
OG0006758	GBNUZ_008456-T1	GBNWA_002656-T1
OG0006759	GBNUZ_008457-T1	GBNWA_002657-T1
OG0006760	GBNUZ_008458-T1	GBNWA_002658-T1
OG0006761	GBNUZ_008459-T1	GBNWA_002660-T1
OG0006762	GBNUZ_008461-T1	GBNWA_002662-T1
OG0006763	GBNUZ_008463-T1	GBNWA_002664-T1
OG0006764	GBNUZ_008464-T1	GBNWA_002665-T1
OG0006765	GBNUZ_008465-T1	GBNWA_002666-T1
OG0006766	GBNUZ_008466-T1	GBNWA_002667-T1
OG0006767	GBNUZ_008467-T1	GBNWA_002668-T1
OG0006768	GBNUZ_008468-T1	GBNWA_002669-T1
OG0006769	GBNUZ_008470-T1	GBNWA_006828-T1
OG0006770	GBNUZ_008471-T1	GBNWA_006827-T1
OG0006771	GBNUZ_008474-T1	GBNWA_005597-T1
OG0006772	GBNUZ_008475-T1	GBNWA_005598-T1
OG0006773	GBNUZ_008476-T1	GBNWA_005599-T1
OG0006774	GBNUZ_008477-T1	GBNWA_005600-T1
OG0006775	GBNUZ_008478-T1	GBNWA_005601-T1
OG0006776	GBNUZ_008480-T1	GBNWA_008407-T1
OG0006777	GBNUZ_008481-T1	GBNWA_008408-T1
OG0006778	GBNUZ_008482-T1	GBNWA_008409-T1
OG0006779	GBNUZ_008483-T1	GBNWA_008410-T1
OG0006780	GBNUZ_008484-T1	GBNWA_008411-T1
OG0006781	GBNUZ_008485-T1	GBNWA_008412-T1
OG0006782	GBNUZ_008486-T1	GBNWA_008413-T1
OG0006783	GBNUZ_008487-T1	GBNWA_008414-T1
OG0006784	GBNUZ_008488-T1	GBNWA_008415-T1
OG0006785	GBNUZ_008489-T1	GBNWA_008416-T1
OG0006786	GBNUZ_008491-T1	GBNWA_008418-T1
OG0006787	GBNUZ_008493-T1	GBNWA_008420-T1
OG0006788	GBNUZ_008495-T1	GBNWA_008422-T1
OG0006789	GBNUZ_008496-T1	GBNWA_008423-T1
OG0006790	GBNUZ_008497-T1	GBNWA_008424-T1
OG0006791	GBNUZ_008498-T1	GBNWA_008425-T1
OG0006792	GBNUZ_008499-T1	GBNWA_008426-T1
OG0006793	GBNUZ_008500-T1	GBNWA_008427-T1
OG0006794	GBNUZ_008501-T1	GBNWA_008428-T1
OG0006795	GBNUZ_008502-T1	GBNWA_008429-T1
OG0006796	GBNUZ_008504-T1	GBNWA_008431-T1
OG0006797	GBNUZ_008505-T1	GBNWA_008432-T1
OG0006798	GBNUZ_008506-T1	GBNWA_008433-T1
OG0006799	GBNUZ_008507-T1	GBNWA_008434-T1
OG0006800	GBNUZ_008508-T1	GBNWA_008436-T1
OG0006801	GBNUZ_008509-T1	GBNWA_008437-T1
OG0006802	GBNUZ_008510-T1	GBNWA_008438-T1
OG0006803	GBNUZ_008511-T1	GBNWA_008439-T1
OG0006804	GBNUZ_008512-T1	GBNWA_008440-T1
OG0006805	GBNUZ_008513-T1	GBNWA_008441-T1
OG0006806	GBNUZ_008514-T1	GBNWA_008442-T1
OG0006807	GBNUZ_008515-T1	GBNWA_008443-T1
OG0006808	GBNUZ_008517-T1	GBNWA_008446-T1
OG0006809	GBNUZ_008519-T1	GBNWA_004919-T1
OG0006810	GBNUZ_008521-T1	GBNWA_004921-T1
OG0006811	GBNUZ_008523-T1	GBNWA_004922-T1
OG0006812	GBNUZ_008524-T1	GBNWA_004923-T1
OG0006813	GBNUZ_008525-T1	GBNWA_004924-T1
OG0006814	GBNUZ_008527-T1	GBNWA_004927-T1
OG0006815	GBNUZ_008528-T1	GBNWA_004928-T1
OG0006816	GBNUZ_008529-T1	GBNWA_004929-T1
OG0006817	GBNUZ_008530-T1	GBNWA_004156-T1
OG0006818	GBNUZ_008531-T1	GBNWA_004155-T1
OG0006819	GBNUZ_008532-T1	GBNWA_004154-T1
OG0006820	GBNUZ_008533-T1	GBNWA_004153-T1
OG0006821	GBNUZ_008534-T1	GBNWA_004151-T1
OG0006822	GBNUZ_008535-T1	GBNWA_004150-T1
OG0006823	GBNUZ_008536-T1	GBNWA_004149-T1
OG0006824	GBNUZ_008537-T1	GBNWA_004148-T1
OG0006825	GBNUZ_008539-T1	GBNWA_004146-T1
OG0006826	GBNUZ_008540-T1	GBNWA_004145-T1
OG0006827	GBNUZ_008545-T1	GBNWA_002489-T1
OG0006828	GBNUZ_008547-T1	GBNWA_002492-T1
OG0006829	GBNUZ_008548-T1	GBNWA_002493-T1
OG0006830	GBNUZ_008550-T1	GBNWA_002495-T1
OG0006831	GBNUZ_008551-T1	GBNWA_002496-T1
OG0006832	GBNUZ_008554-T1	GBNWA_006536-T1
OG0006833	GBNUZ_008555-T1	GBNWA_002426-T1
OG0006834	GBNUZ_008556-T1	GBNWA_002425-T1
OG0006835	GBNUZ_008557-T1	GBNWA_002424-T1
OG0006836	GBNUZ_008558-T1	GBNWA_002423-T1
OG0006837	GBNUZ_008559-T1	GBNWA_002422-T1
OG0006838	GBNUZ_008561-T1	GBNWA_002421-T1
OG0006839	GBNUZ_008563-T1	GBNWA_009408-T1
OG0006840	GBNUZ_008565-T1	GBNWA_009410-T1
OG0006841	GBNUZ_008566-T1	GBNWA_009411-T1
OG0006842	GBNUZ_008567-T1	GBNWA_009412-T1
OG0006843	GBNUZ_008568-T1	GBNWA_009413-T1
OG0006844	GBNUZ_008570-T1	GBNWA_004084-T1
OG0006845	GBNUZ_008574-T1	GBNWA_004088-T1
OG0006846	GBNUZ_008575-T1	GBNWA_004089-T1
OG0006847	GBNUZ_008576-T1	GBNWA_004090-T1
OG0006848	GBNUZ_008578-T1	GBNWA_004092-T1
OG0006849	GBNUZ_008579-T1	GBNWA_004093-T1
OG0006850	GBNUZ_008580-T1	GBNWA_004094-T1
OG0006851	GBNUZ_008582-T1	GBNWA_004096-T1
OG0006852	GBNUZ_008583-T1	GBNWA_004097-T1
OG0006853	GBNUZ_008586-T1	GBNWA_004100-T1
OG0006854	GBNUZ_008587-T1	GBNWA_004101-T1
OG0006855	GBNUZ_008588-T1	GBNWA_004102-T1
OG0006856	GBNUZ_008590-T1	GBNWA_000086-T1
OG0006857	GBNUZ_008592-T1	GBNWA_000085-T1
OG0006858	GBNUZ_008593-T1	GBNWA_000084-T1
OG0006859	GBNUZ_008594-T1	GBNWA_000083-T1
OG0006860	GBNUZ_008597-T1	GBNWA_000080-T1
OG0006861	GBNUZ_008598-T1	GBNWA_000079-T1
OG0006862	GBNUZ_008600-T1	GBNWA_000077-T1
OG0006863	GBNUZ_008601-T1	GBNWA_000076-T1
OG0006864	GBNUZ_008602-T1	GBNWA_000075-T1
OG0006865	GBNUZ_008603-T1	GBNWA_000074-T1
OG0006866	GBNUZ_008604-T1	GBNWA_000073-T1
OG0006867	GBNUZ_008605-T1	GBNWA_000072-T1
OG0006868	GBNUZ_008607-T1	GBNWA_000071-T1
OG0006869	GBNUZ_008611-T1	GBNWA_004068-T1
OG0006870	GBNUZ_008612-T1	GBNWA_004067-T1
OG0006871	GBNUZ_008614-T1	GBNWA_004065-T1
OG0006872	GBNUZ_008615-T1	GBNWA_004064-T1
OG0006873	GBNUZ_008616-T1	GBNWA_004063-T1
OG0006874	GBNUZ_008617-T1	GBNWA_004062-T1
OG0006875	GBNUZ_008618-T1	GBNWA_004061-T1
OG0006876	GBNUZ_008622-T1	GBNWA_004059-T1
OG0006877	GBNUZ_008625-T1	GBNWA_002695-T1
OG0006878	GBNUZ_008626-T1	GBNWA_002696-T1
OG0006879	GBNUZ_008627-T1	GBNWA_002697-T1
OG0006880	GBNUZ_008628-T1	GBNWA_002698-T1
OG0006881	GBNUZ_008629-T1	GBNWA_002699-T1
OG0006882	GBNUZ_008630-T1	GBNWA_002700-T1
OG0006883	GBNUZ_008631-T1	GBNWA_002701-T1
OG0006884	GBNUZ_008632-T1	GBNWA_002702-T1
OG0006885	GBNUZ_008633-T1	GBNWA_002703-T1
OG0006886	GBNUZ_008634-T1	GBNWA_002704-T1
OG0006887	GBNUZ_008635-T1	GBNWA_002705-T1
OG0006888	GBNUZ_008636-T1	GBNWA_002706-T1
OG0006889	GBNUZ_008637-T1	GBNWA_002707-T1
OG0006890	GBNUZ_008638-T1	GBNWA_002708-T1
OG0006891	GBNUZ_008640-T1	GBNWA_002711-T1
OG0006892	GBNUZ_008641-T1	GBNWA_002712-T1
OG0006893	GBNUZ_008642-T1	GBNWA_002713-T1
OG0006894	GBNUZ_008644-T1	GBNWA_002715-T1
OG0006895	GBNUZ_008647-T1	GBNWA_002718-T1
OG0006896	GBNUZ_008648-T1	GBNWA_002719-T1
OG0006897	GBNUZ_008649-T1	GBNWA_002720-T1
OG0006898	GBNUZ_008650-T1	GBNWA_002721-T1
OG0006899	GBNUZ_008651-T1	GBNWA_002722-T1
OG0006900	GBNUZ_008652-T1	GBNWA_002723-T1
OG0006901	GBNUZ_008655-T1	GBNWA_001548-T1
OG0006902	GBNUZ_008660-T1	GBNWA_005089-T1
OG0006903	GBNUZ_008662-T1	GBNWA_005091-T1
OG0006904	GBNUZ_008663-T1	GBNWA_005092-T1
OG0006905	GBNUZ_008664-T1	GBNWA_005093-T1
OG0006906	GBNUZ_008665-T1	GBNWA_005208-T1
OG0006907	GBNUZ_008666-T1	GBNWA_005207-T1
OG0006908	GBNUZ_008671-T1	GBNWA_005200-T1
OG0006909	GBNUZ_008672-T1	GBNWA_005199-T1
OG0006910	GBNUZ_008673-T1	GBNWA_005198-T1
OG0006911	GBNUZ_008674-T1	GBNWA_005197-T1
OG0006912	GBNUZ_008675-T1	GBNWA_005195-T1
OG0006913	GBNUZ_008676-T1	GBNWA_005194-T1
OG0006914	GBNUZ_008677-T1	GBNWA_005193-T1
OG0006915	GBNUZ_008678-T1	GBNWA_005192-T1
OG0006916	GBNUZ_008679-T1	GBNWA_005191-T1
OG0006917	GBNUZ_008681-T1	GBNWA_005189-T1
OG0006918	GBNUZ_008683-T1	GBNWA_005188-T1
OG0006919	GBNUZ_008684-T1	GBNWA_005187-T1
OG0006920	GBNUZ_008685-T1	GBNWA_005186-T1
OG0006921	GBNUZ_008686-T1	GBNWA_005185-T1
OG0006922	GBNUZ_008688-T1	GBNWA_005180-T1
OG0006923	GBNUZ_008689-T1	GBNWA_005179-T1
OG0006924	GBNUZ_008690-T1	GBNWA_005178-T1
OG0006925	GBNUZ_008691-T1	GBNWA_005177-T1
OG0006926	GBNUZ_008692-T1	GBNWA_005176-T1
OG0006927	GBNUZ_008694-T1	GBNWA_005173-T1
OG0006928	GBNUZ_008695-T1	GBNWA_005172-T1
OG0006929	GBNUZ_008696-T1	GBNWA_005171-T1
OG0006930	GBNUZ_008700-T1	GBNWA_005167-T1
OG0006931	GBNUZ_008702-T1	GBNWA_005165-T1
OG0006932	GBNUZ_008703-T1	GBNWA_005164-T1
OG0006933	GBNUZ_008704-T1	GBNWA_005163-T1
OG0006934	GBNUZ_008707-T1	GBNWA_005161-T1
OG0006935	GBNUZ_008708-T1	GBNWA_005160-T1
OG0006936	GBNUZ_008709-T1	GBNWA_005159-T1
OG0006937	GBNUZ_008710-T1	GBNWA_005158-T1
OG0006938	GBNUZ_008711-T1	GBNWA_005157-T1
OG0006939	GBNUZ_008712-T1	GBNWA_005156-T1
OG0006940	GBNUZ_008713-T1	GBNWA_005154-T1
OG0006941	GBNUZ_008714-T1	GBNWA_005153-T1
OG0006942	GBNUZ_008715-T1	GBNWA_005152-T1
OG0006943	GBNUZ_008716-T1	GBNWA_005151-T1
OG0006944	GBNUZ_008718-T1	GBNWA_005149-T1
OG0006945	GBNUZ_008719-T1	GBNWA_005148-T1
OG0006946	GBNUZ_008720-T1	GBNWA_005147-T1
OG0006947	GBNUZ_008723-T1	GBNWA_005145-T1
OG0006948	GBNUZ_008724-T1	GBNWA_007726-T1
OG0006949	GBNUZ_008725-T1	GBNWA_007725-T1
OG0006950	GBNUZ_008726-T1	GBNWA_007723-T1
OG0006951	GBNUZ_008728-T1	GBNWA_007722-T1
OG0006952	GBNUZ_008729-T1	GBNWA_007721-T1
OG0006953	GBNUZ_008730-T1	GBNWA_007720-T1
OG0006954	GBNUZ_008731-T1	GBNWA_007719-T1
OG0006955	GBNUZ_008732-T1	GBNWA_007718-T1
OG0006956	GBNUZ_008733-T1	GBNWA_007717-T1
OG0006957	GBNUZ_008734-T1	GBNWA_007716-T1
OG0006958	GBNUZ_008737-T1	GBNWA_007713-T1
OG0006959	GBNUZ_008738-T1	GBNWA_007712-T1
OG0006960	GBNUZ_008740-T1	GBNWA_007710-T1
OG0006961	GBNUZ_008741-T1	GBNWA_007709-T1
OG0006962	GBNUZ_008742-T1	GBNWA_007708-T1
OG0006963	GBNUZ_008743-T1	GBNWA_007707-T1
OG0006964	GBNUZ_008744-T1	GBNWA_007706-T1
OG0006965	GBNUZ_008745-T1	GBNWA_007705-T1
OG0006966	GBNUZ_008747-T1	GBNWA_007703-T1
OG0006967	GBNUZ_008748-T1	GBNWA_007702-T1
OG0006968	GBNUZ_008749-T1	GBNWA_007701-T1
OG0006969	GBNUZ_008750-T1	GBNWA_007700-T1
OG0006970	GBNUZ_008751-T1	GBNWA_007699-T1
OG0006971	GBNUZ_008753-T1	GBNWA_007697-T1
OG0006972	GBNUZ_008755-T1	GBNWA_007696-T1
OG0006973	GBNUZ_008756-T1	GBNWA_007695-T1
OG0006974	GBNUZ_008757-T1	GBNWA_007694-T1
OG0006975	GBNUZ_008759-T1	GBNWA_007692-T1
OG0006976	GBNUZ_008760-T1	GBNWA_007691-T1
OG0006977	GBNUZ_008762-T1	GBNWA_007689-T1
OG0006978	GBNUZ_008764-T1	GBNWA_009971-T1
OG0006979	GBNUZ_008765-T1	GBNWA_009970-T1
OG0006980	GBNUZ_008769-T1	GBNWA_009968-T1
OG0006981	GBNUZ_008771-T1	GBNWA_009966-T1
OG0006982	GBNUZ_008772-T1	GBNWA_009965-T1
OG0006983	GBNUZ_008773-T1	GBNWA_009964-T1
OG0006984	GBNUZ_008774-T1	GBNWA_009963-T1
OG0006985	GBNUZ_008775-T1	GBNWA_009962-T1
OG0006986	GBNUZ_008776-T1	GBNWA_009961-T1
OG0006987	GBNUZ_008777-T1	GBNWA_009960-T1
OG0006988	GBNUZ_008778-T1	GBNWA_009959-T1
OG0006989	GBNUZ_008779-T1	GBNWA_009958-T1
OG0006990	GBNUZ_008780-T1	GBNWA_009957-T1
OG0006991	GBNUZ_008782-T1	GBNWA_009954-T1
OG0006992	GBNUZ_008783-T1	GBNWA_009953-T1
OG0006993	GBNUZ_008784-T1	GBNWA_009952-T1
OG0006994	GBNUZ_008785-T1	GBNWA_009951-T1
OG0006995	GBNUZ_008787-T1	GBNWA_009949-T1
OG0006996	GBNUZ_008788-T1	GBNWA_009948-T1
OG0006997	GBNUZ_008791-T1	GBNWA_009946-T1
OG0006998	GBNUZ_008793-T1	GBNWA_009944-T1
OG0006999	GBNUZ_008795-T1	GBNWA_009941-T1
OG0007000	GBNUZ_008797-T1	GBNWA_009939-T1
OG0007001	GBNUZ_008798-T1	GBNWA_005063-T1
OG0007002	GBNUZ_008799-T1	GBNWA_005064-T1
OG0007003	GBNUZ_008800-T1	GBNWA_005065-T1
OG0007004	GBNUZ_008801-T1	GBNWA_005066-T1
OG0007005	GBNUZ_008802-T1	GBNWA_005067-T1
OG0007006	GBNUZ_008803-T1	GBNWA_005068-T1
OG0007007	GBNUZ_008804-T1	GBNWA_005069-T1
OG0007008	GBNUZ_008806-T1	GBNWA_003964-T1
OG0007009	GBNUZ_008807-T1	GBNWA_003963-T1
OG0007010	GBNUZ_008808-T1	GBNWA_003962-T1
OG0007011	GBNUZ_008809-T1	GBNWA_003961-T1
OG0007012	GBNUZ_008813-T1	GBNWA_003958-T1
OG0007013	GBNUZ_008814-T1	GBNWA_003957-T1
OG0007014	GBNUZ_008815-T1	GBNWA_003956-T1
OG0007015	GBNUZ_008816-T1	GBNWA_003955-T1
OG0007016	GBNUZ_008819-T1	GBNWA_003952-T1
OG0007017	GBNUZ_008820-T1	GBNWA_003951-T1
OG0007018	GBNUZ_008821-T1	GBNWA_003950-T1
