	Fennellomyces_mexicanussp.nov._RSA_1415_Plus.aa	Fennellomyces_mexicanussp.nov._RSA_1418-.aa
OG0008164	GBNTS_010137-T1	GBNTT_009770-T1
OG0008165	GBNTS_010138-T1	GBNTT_009769-T1
OG0008166	GBNTS_010140-T1	GBNTT_009767-T1
OG0008167	GBNTS_010141-T1	GBNTT_009766-T1
OG0008168	GBNTS_010142-T1	GBNTT_009765-T1
OG0008169	GBNTS_010143-T1	GBNTT_009764-T1
OG0008170	GBNTS_010144-T1	GBNTT_009763-T1
OG0008171	GBNTS_010145-T1	GBNTT_009762-T1
OG0008172	GBNTS_010147-T1	GBNTT_009760-T1
OG0008173	GBNTS_010148-T1	GBNTT_009759-T1
OG0008174	GBNTS_010149-T1	GBNTT_009758-T1
OG0008175	GBNTS_010150-T1	GBNTT_009757-T1
OG0008176	GBNTS_010151-T1	GBNTT_009756-T1
OG0008177	GBNTS_010153-T1	GBNTT_009754-T1
OG0008178	GBNTS_010154-T1	GBNTT_009752-T1
OG0008179	GBNTS_010155-T1	GBNTT_009751-T1
OG0008180	GBNTS_010156-T1	GBNTT_009750-T1
OG0008181	GBNTS_010158-T1	GBNTT_009749-T1
OG0008182	GBNTS_010159-T1	GBNTT_009748-T1
OG0008183	GBNTS_010160-T1	GBNTT_009747-T1
OG0008184	GBNTS_010161-T1	GBNTT_009746-T1
OG0008185	GBNTS_010162-T1	GBNTT_009745-T1
OG0008186	GBNTS_010163-T1	GBNTT_009744-T1
OG0008187	GBNTS_010164-T1	GBNTT_009743-T1
OG0008188	GBNTS_010170-T1	GBNTT_006238-T1
OG0008189	GBNTS_010171-T1	GBNTT_006690-T1
OG0008190	GBNTS_010172-T1	GBNTT_006689-T1
OG0008191	GBNTS_010173-T1	GBNTT_006688-T1
OG0008192	GBNTS_010174-T1	GBNTT_006687-T1
OG0008193	GBNTS_010175-T1	GBNTT_006686-T1
OG0008194	GBNTS_010177-T1	GBNTT_009714-T1
OG0008195	GBNTS_010178-T1	GBNTT_009715-T1
OG0008196	GBNTS_010179-T1	GBNTT_009716-T1
OG0008197	GBNTS_010180-T1	GBNTT_009717-T1
OG0008198	GBNTS_010181-T1	GBNTT_009718-T1
OG0008199	GBNTS_010182-T1	GBNTT_009719-T1
OG0008200	GBNTS_010183-T1	GBNTT_009720-T1
OG0008201	GBNTS_010184-T1	GBNTT_009721-T1
OG0008202	GBNTS_010186-T1	GBNTT_007500-T1
OG0008203	GBNTS_010187-T1	GBNTT_007499-T1
OG0008204	GBNTS_010188-T1	GBNTT_007498-T1
OG0008205	GBNTS_010189-T1	GBNTT_007497-T1
OG0008206	GBNTS_010191-T1	GBNTT_007495-T1
OG0008207	GBNTS_010192-T1	GBNTT_007494-T1
OG0008208	GBNTS_010194-T1	GBNTT_009614-T1
OG0008209	GBNTS_010195-T1	GBNTT_009613-T1
OG0008210	GBNTS_010196-T1	GBNTT_009612-T1
OG0008211	GBNTS_010197-T1	GBNTT_009611-T1
OG0008212	GBNTS_010198-T1	GBNTT_009610-T1
OG0008213	GBNTS_010199-T1	GBNTT_009609-T1
OG0008214	GBNTS_010200-T1	GBNTT_009608-T1
OG0008215	GBNTS_010201-T1	GBNTT_009606-T1
OG0008216	GBNTS_010206-T1	GBNTT_002591-T1
OG0008217	GBNTS_010209-T1	GBNTT_010147-T1
OG0008218	GBNTS_010210-T1	GBNTT_010146-T1
OG0008219	GBNTS_010211-T1	GBNTT_010145-T1
OG0008220	GBNTS_010212-T1	GBNTT_001403-T1
OG0008221	GBNTS_010213-T1	GBNTT_001402-T1
OG0008222	GBNTS_010214-T1	GBNTT_010719-T1
OG0008223	GBNTS_010215-T1	GBNTT_010720-T1
OG0008224	GBNTS_010216-T1	GBNTT_009116-T1
OG0008225	GBNTS_010217-T1	GBNTT_009115-T1
OG0008226	GBNTS_010218-T1	GBNTT_009114-T1
OG0008227	GBNTS_010219-T1	GBNTT_003334-T1
OG0008228	GBNTS_010220-T1	GBNTT_003333-T1
OG0008229	GBNTS_010224-T1	GBNTT_003329-T1
OG0008230	GBNTS_010225-T1	GBNTT_003327-T1
OG0008231	GBNTS_010228-T1	GBNTT_003324-T1
OG0008232	GBNTS_010229-T1	GBNTT_003323-T1
OG0008233	GBNTS_010230-T1	GBNTT_003321-T1
OG0008234	GBNTS_010231-T1	GBNTT_003320-T1
OG0008235	GBNTS_010232-T1	GBNTT_003319-T1
OG0008236	GBNTS_010234-T1	GBNTT_003317-T1
OG0008237	GBNTS_010235-T1	GBNTT_003316-T1
OG0008238	GBNTS_010236-T1	GBNTT_003315-T1
OG0008239	GBNTS_010237-T1	GBNTT_003314-T1
OG0008240	GBNTS_010239-T1	GBNTT_002705-T1
OG0008241	GBNTS_010240-T1	GBNTT_002706-T1
OG0008242	GBNTS_010241-T1	GBNTT_002707-T1
OG0008243	GBNTS_010242-T1	GBNTT_002708-T1
OG0008244	GBNTS_010243-T1	GBNTT_002709-T1
OG0008245	GBNTS_010244-T1	GBNTT_002710-T1
OG0008246	GBNTS_010245-T1	GBNTT_002711-T1
OG0008247	GBNTS_010246-T1	GBNTT_002712-T1
OG0008248	GBNTS_010247-T1	GBNTT_002714-T1
OG0008249	GBNTS_010248-T1	GBNTT_002715-T1
OG0008250	GBNTS_010249-T1	GBNTT_002717-T1
OG0008251	GBNTS_010250-T1	GBNTT_002718-T1
OG0008252	GBNTS_010251-T1	GBNTT_002719-T1
OG0008253	GBNTS_010252-T1	GBNTT_002720-T1
OG0008254	GBNTS_010253-T1	GBNTT_002721-T1
OG0008255	GBNTS_010254-T1	GBNTT_002722-T1
OG0008256	GBNTS_010255-T1	GBNTT_002723-T1
OG0008257	GBNTS_010256-T1	GBNTT_002724-T1
OG0008258	GBNTS_010257-T1	GBNTT_002725-T1
OG0008259	GBNTS_010258-T1	GBNTT_002726-T1
OG0008260	GBNTS_010259-T1	GBNTT_002727-T1
OG0008261	GBNTS_010260-T1	GBNTT_002728-T1
OG0008262	GBNTS_010261-T1	GBNTT_009131-T1
OG0008263	GBNTS_010262-T1	GBNTT_009130-T1
OG0008264	GBNTS_010263-T1	GBNTT_009129-T1
OG0008265	GBNTS_010264-T1	GBNTT_009128-T1
OG0008266	GBNTS_010265-T1	GBNTT_009127-T1
OG0008267	GBNTS_010266-T1	GBNTT_009126-T1
OG0008268	GBNTS_010267-T1	GBNTT_009903-T1
OG0008269	GBNTS_010268-T1	GBNTT_009902-T1
OG0008270	GBNTS_010269-T1	GBNTT_009901-T1
OG0008271	GBNTS_010270-T1	GBNTT_009900-T1
OG0008272	GBNTS_010271-T1	GBNTT_009899-T1
OG0008273	GBNTS_010272-T1	GBNTT_009898-T1
OG0008274	GBNTS_010273-T1	GBNTT_002741-T1
OG0008275	GBNTS_010274-T1	GBNTT_002740-T1
OG0008276	GBNTS_010275-T1	GBNTT_002739-T1
OG0008277	GBNTS_010276-T1	GBNTT_002738-T1
OG0008278	GBNTS_010277-T1	GBNTT_002737-T1
OG0008279	GBNTS_010278-T1	GBNTT_002736-T1
OG0008280	GBNTS_010281-T1	GBNTT_000860-T1
OG0008281	GBNTS_010283-T1	GBNTT_000861-T1
OG0008282	GBNTS_010284-T1	GBNTT_000862-T1
OG0008283	GBNTS_010285-T1	GBNTT_000863-T1
OG0008284	GBNTS_010288-T1	GBNTT_009801-T1
OG0008285	GBNTS_010289-T1	GBNTT_009802-T1
OG0008286	GBNTS_010291-T1	GBNTT_010822-T1
OG0008287	GBNTS_010292-T1	GBNTT_007736-T1
OG0008288	GBNTS_010293-T1	GBNTT_007734-T1
OG0008289	GBNTS_010295-T1	GBNTT_001368-T1
OG0008290	GBNTS_010296-T1	GBNTT_001369-T1
OG0008291	GBNTS_010297-T1	GBNTT_001370-T1
OG0008292	GBNTS_010300-T1	GBNTT_009885-T1
OG0008293	GBNTS_010301-T1	GBNTT_009886-T1
OG0008294	GBNTS_010304-T1	GBNTT_011397-T1
OG0008295	GBNTS_010307-T1	GBNTT_010641-T1
OG0008296	GBNTS_010308-T1	GBNTT_010642-T1
OG0008297	GBNTS_010311-T1	GBNTT_004417-T1
OG0008298	GBNTS_010313-T1	GBNTT_004415-T1
OG0008299	GBNTS_010314-T1	GBNTT_004414-T1
OG0008300	GBNTS_010315-T1	GBNTT_004413-T1
OG0008301	GBNTS_010317-T1	GBNTT_004411-T1
OG0008302	GBNTS_010320-T1	GBNTT_004409-T1
OG0008303	GBNTS_010322-T1	GBNTT_004407-T1
OG0008304	GBNTS_010323-T1	GBNTT_004406-T1
OG0008305	GBNTS_010324-T1	GBNTT_004404-T1
OG0008306	GBNTS_010325-T1	GBNTT_004403-T1
OG0008307	GBNTS_010328-T1	GBNTT_004399-T1
OG0008308	GBNTS_010331-T1	GBNTT_001665-T1
OG0008309	GBNTS_010332-T1	GBNTT_001666-T1
OG0008310	GBNTS_010335-T1	GBNTT_001669-T1
OG0008311	GBNTS_010336-T1	GBNTT_001670-T1
OG0008312	GBNTS_010337-T1	GBNTT_001671-T1
OG0008313	GBNTS_010338-T1	GBNTT_001672-T1
OG0008314	GBNTS_010340-T1	GBNTT_001673-T1
OG0008315	GBNTS_010341-T1	GBNTT_001674-T1
OG0008316	GBNTS_010342-T1	GBNTT_001675-T1
OG0008317	GBNTS_010343-T1	GBNTT_001676-T1
OG0008318	GBNTS_010344-T1	GBNTT_001677-T1
OG0008319	GBNTS_010345-T1	GBNTT_001678-T1
OG0008320	GBNTS_010347-T1	GBNTT_001680-T1
OG0008321	GBNTS_010351-T1	GBNTT_010503-T1
OG0008322	GBNTS_010355-T1	GBNTT_009963-T1
OG0008323	GBNTS_010356-T1	GBNTT_009964-T1
OG0008324	GBNTS_010357-T1	GBNTT_009965-T1
OG0008325	GBNTS_010358-T1	GBNTT_009966-T1
OG0008326	GBNTS_010359-T1	GBNTT_009967-T1
OG0008327	GBNTS_010360-T1	GBNTT_009968-T1
OG0008328	GBNTS_010361-T1	GBNTT_009976-T1
OG0008329	GBNTS_010363-T1	GBNTT_009974-T1
OG0008330	GBNTS_010365-T1	GBNTT_009972-T1
OG0008331	GBNTS_010366-T1	GBNTT_009971-T1
OG0008332	GBNTS_010367-T1	GBNTT_009139-T1
OG0008333	GBNTS_010368-T1	GBNTT_009140-T1
OG0008334	GBNTS_010370-T1	GBNTT_009995-T1
OG0008335	GBNTS_010371-T1	GBNTT_009994-T1
OG0008336	GBNTS_010372-T1	GBNTT_009993-T1
OG0008337	GBNTS_010377-T1	GBNTT_009637-T1
OG0008338	GBNTS_010378-T1	GBNTT_009639-T1
OG0008339	GBNTS_010379-T1	GBNTT_010793-T1
OG0008340	GBNTS_010380-T1	GBNTT_010792-T1
OG0008341	GBNTS_010381-T1	GBNTT_010791-T1
OG0008342	GBNTS_010382-T1	GBNTT_010790-T1
OG0008343	GBNTS_010384-T1	GBNTT_010045-T1
OG0008344	GBNTS_010385-T1	GBNTT_010046-T1
OG0008345	GBNTS_010386-T1	GBNTT_010047-T1
OG0008346	GBNTS_010388-T1	GBNTT_010139-T1
OG0008347	GBNTS_010390-T1	GBNTT_010362-T1
OG0008348	GBNTS_010391-T1	GBNTT_010363-T1
OG0008349	GBNTS_010393-T1	GBNTT_010364-T1
OG0008350	GBNTS_010394-T1	GBNTT_010365-T1
OG0008351	GBNTS_010395-T1	GBNTT_010366-T1
OG0008352	GBNTS_010396-T1	GBNTT_011571-T1
OG0008353	GBNTS_010398-T1	GBNTT_011573-T1
OG0008354	GBNTS_010399-T1	GBNTT_011574-T1
OG0008355	GBNTS_010400-T1	GBNTT_011575-T1
OG0008356	GBNTS_010401-T1	GBNTT_011576-T1
OG0008357	GBNTS_010402-T1	GBNTT_011577-T1
OG0008358	GBNTS_010403-T1	GBNTT_011578-T1
OG0008359	GBNTS_010404-T1	GBNTT_011579-T1
OG0008360	GBNTS_010405-T1	GBNTT_011580-T1
OG0008361	GBNTS_010406-T1	GBNTT_011581-T1
OG0008362	GBNTS_010407-T1	GBNTT_011582-T1
OG0008363	GBNTS_010408-T1	GBNTT_011583-T1
OG0008364	GBNTS_010409-T1	GBNTT_011584-T1
OG0008365	GBNTS_010410-T1	GBNTT_011585-T1
OG0008366	GBNTS_010411-T1	GBNTT_011586-T1
OG0008367	GBNTS_010412-T1	GBNTT_011587-T1
OG0008368	GBNTS_010414-T1	GBNTT_011589-T1
OG0008369	GBNTS_010416-T1	GBNTT_011590-T1
OG0008370	GBNTS_010417-T1	GBNTT_011591-T1
OG0008371	GBNTS_010419-T1	GBNTT_011594-T1
OG0008372	GBNTS_010420-T1	GBNTT_011595-T1
OG0008373	GBNTS_010421-T1	GBNTT_011596-T1
OG0008374	GBNTS_010422-T1	GBNTT_011597-T1
OG0008375	GBNTS_010423-T1	GBNTT_011598-T1
OG0008376	GBNTS_010425-T1	GBNTT_011599-T1
OG0008377	GBNTS_010426-T1	GBNTT_011600-T1
OG0008378	GBNTS_010427-T1	GBNTT_011601-T1
OG0008379	GBNTS_010428-T1	GBNTT_011602-T1
OG0008380	GBNTS_010429-T1	GBNTT_011603-T1
OG0008381	GBNTS_010430-T1	GBNTT_012482-T1
OG0008382	GBNTS_010431-T1	GBNTT_012483-T1
OG0008383	GBNTS_010432-T1	GBNTT_012484-T1
OG0008384	GBNTS_010433-T1	GBNTT_012485-T1
OG0008385	GBNTS_010434-T1	GBNTT_012486-T1
OG0008386	GBNTS_010435-T1	GBNTT_012487-T1
OG0008387	GBNTS_010436-T1	GBNTT_012488-T1
OG0008388	GBNTS_010437-T1	GBNTT_012489-T1
OG0008389	GBNTS_010438-T1	GBNTT_012490-T1
OG0008390	GBNTS_010439-T1	GBNTT_012491-T1
OG0008391	GBNTS_010440-T1	GBNTT_012492-T1
OG0008392	GBNTS_010441-T1	GBNTT_012493-T1
OG0008393	GBNTS_010442-T1	GBNTT_012495-T1
OG0008394	GBNTS_010443-T1	GBNTT_012496-T1
OG0008395	GBNTS_010446-T1	GBNTT_012498-T1
OG0008396	GBNTS_010447-T1	GBNTT_012499-T1
OG0008397	GBNTS_010449-T1	GBNTT_012501-T1
OG0008398	GBNTS_010450-T1	GBNTT_012502-T1
OG0008399	GBNTS_010452-T1	GBNTT_012504-T1
OG0008400	GBNTS_010453-T1	GBNTT_012505-T1
OG0008401	GBNTS_010454-T1	GBNTT_012506-T1
OG0008402	GBNTS_010455-T1	GBNTT_012507-T1
OG0008403	GBNTS_010456-T1	GBNTT_012508-T1
OG0008404	GBNTS_010457-T1	GBNTT_012509-T1
OG0008405	GBNTS_010458-T1	GBNTT_012510-T1
OG0008406	GBNTS_010460-T1	GBNTT_012512-T1
OG0008407	GBNTS_010462-T1	GBNTT_012514-T1
OG0008408	GBNTS_010463-T1	GBNTT_000773-T1
OG0008409	GBNTS_010464-T1	GBNTT_011433-T1
OG0008410	GBNTS_010465-T1	GBNTT_011432-T1
OG0008411	GBNTS_010466-T1	GBNTT_011431-T1
OG0008412	GBNTS_010467-T1	GBNTT_011430-T1
OG0008413	GBNTS_010468-T1	GBNTT_011429-T1
OG0008414	GBNTS_010469-T1	GBNTT_011428-T1
OG0008415	GBNTS_010471-T1	GBNTT_011426-T1
OG0008416	GBNTS_010472-T1	GBNTT_011425-T1
OG0008417	GBNTS_010473-T1	GBNTT_011424-T1
OG0008418	GBNTS_010474-T1	GBNTT_011423-T1
OG0008419	GBNTS_010476-T1	GBNTT_011421-T1
OG0008420	GBNTS_010477-T1	GBNTT_011420-T1
OG0008421	GBNTS_010478-T1	GBNTT_011419-T1
OG0008422	GBNTS_010479-T1	GBNTT_011418-T1
OG0008423	GBNTS_010480-T1	GBNTT_011417-T1
OG0008424	GBNTS_010481-T1	GBNTT_011416-T1
OG0008425	GBNTS_010482-T1	GBNTT_011415-T1
OG0008426	GBNTS_010483-T1	GBNTT_011414-T1
OG0008427	GBNTS_010484-T1	GBNTT_011413-T1
OG0008428	GBNTS_010485-T1	GBNTT_011412-T1
OG0008429	GBNTS_010486-T1	GBNTT_011411-T1
OG0008430	GBNTS_010491-T1	GBNTT_011406-T1
OG0008431	GBNTS_010492-T1	GBNTT_011405-T1
OG0008432	GBNTS_010493-T1	GBNTT_011404-T1
OG0008433	GBNTS_010494-T1	GBNTT_011403-T1
OG0008434	GBNTS_010495-T1	GBNTT_011402-T1
OG0008435	GBNTS_010498-T1	GBNTT_002817-T1
OG0008436	GBNTS_010499-T1	GBNTT_002816-T1
OG0008437	GBNTS_010503-T1	GBNTT_010367-T1
OG0008438	GBNTS_010504-T1	GBNTT_010368-T1
OG0008439	GBNTS_010505-T1	GBNTT_010369-T1
OG0008440	GBNTS_010506-T1	GBNTT_010370-T1
OG0008441	GBNTS_010507-T1	GBNTT_010371-T1
OG0008442	GBNTS_010508-T1	GBNTT_010372-T1
OG0008443	GBNTS_010510-T1	GBNTT_007991-T1
OG0008444	GBNTS_010512-T1	GBNTT_007989-T1
OG0008445	GBNTS_010514-T1	GBNTT_005924-T1
OG0008446	GBNTS_010517-T1	GBNTT_005927-T1
OG0008447	GBNTS_010519-T1	GBNTT_007739-T1
OG0008448	GBNTS_010520-T1	GBNTT_007738-T1
OG0008449	GBNTS_010521-T1	GBNTT_007737-T1
OG0008450	GBNTS_010522-T1	GBNTT_012134-T1
OG0008451	GBNTS_010523-T1	GBNTT_012133-T1
OG0008452	GBNTS_010525-T1	GBNTT_004665-T1
OG0008453	GBNTS_010526-T1	GBNTT_004666-T1
OG0008454	GBNTS_010530-T1	GBNTT_009425-T1
OG0008455	GBNTS_010531-T1	GBNTT_009424-T1
OG0008456	GBNTS_010532-T1	GBNTT_009423-T1
OG0008457	GBNTS_010534-T1	GBNTT_009422-T1
OG0008458	GBNTS_010535-T1	GBNTT_010130-T1
OG0008459	GBNTS_010536-T1	GBNTT_010129-T1
OG0008460	GBNTS_010538-T1	GBNTT_010127-T1
OG0008461	GBNTS_010539-T1	GBNTT_010126-T1
OG0008462	GBNTS_010542-T1	GBNTT_009298-T1
OG0008463	GBNTS_010543-T1	GBNTT_009299-T1
OG0008464	GBNTS_010545-T1	GBNTT_009301-T1
OG0008465	GBNTS_010547-T1	GBNTT_009303-T1
OG0008466	GBNTS_010548-T1	GBNTT_009304-T1
OG0008467	GBNTS_010549-T1	GBNTT_009305-T1
OG0008468	GBNTS_010550-T1	GBNTT_009306-T1
OG0008469	GBNTS_010553-T1	GBNTT_009308-T1
OG0008470	GBNTS_010554-T1	GBNTT_009309-T1
OG0008471	GBNTS_010555-T1	GBNTT_009310-T1
OG0008472	GBNTS_010556-T1	GBNTT_009311-T1
OG0008473	GBNTS_010557-T1	GBNTT_009312-T1
OG0008474	GBNTS_010558-T1	GBNTT_009313-T1
OG0008475	GBNTS_010559-T1	GBNTT_009314-T1
OG0008476	GBNTS_010560-T1	GBNTT_009315-T1
OG0008477	GBNTS_010561-T1	GBNTT_009316-T1
OG0008478	GBNTS_010562-T1	GBNTT_009317-T1
OG0008479	GBNTS_010563-T1	GBNTT_009318-T1
OG0008480	GBNTS_010564-T1	GBNTT_009319-T1
OG0008481	GBNTS_010565-T1	GBNTT_009320-T1
OG0008482	GBNTS_010567-T1	GBNTT_009322-T1
OG0008483	GBNTS_010568-T1	GBNTT_009323-T1
OG0008484	GBNTS_010569-T1	GBNTT_009324-T1
OG0008485	GBNTS_010570-T1	GBNTT_009325-T1
OG0008486	GBNTS_010571-T1	GBNTT_009326-T1
OG0008487	GBNTS_010572-T1	GBNTT_009327-T1
OG0008488	GBNTS_010573-T1	GBNTT_009328-T1
OG0008489	GBNTS_010574-T1	GBNTT_009329-T1
OG0008490	GBNTS_010576-T1	GBNTT_009331-T1
OG0008491	GBNTS_010577-T1	GBNTT_009332-T1
OG0008492	GBNTS_010578-T1	GBNTT_009333-T1
OG0008493	GBNTS_010579-T1	GBNTT_009334-T1
OG0008494	GBNTS_010580-T1	GBNTT_009335-T1
OG0008495	GBNTS_010581-T1	GBNTT_009336-T1
OG0008496	GBNTS_010582-T1	GBNTT_009337-T1
OG0008497	GBNTS_010583-T1	GBNTT_009338-T1
OG0008498	GBNTS_010584-T1	GBNTT_009339-T1
OG0008499	GBNTS_010586-T1	GBNTT_012555-T1
OG0008500	GBNTS_010587-T1	GBNTT_012556-T1
OG0008501	GBNTS_010589-T1	GBNTT_012558-T1
OG0008502	GBNTS_010590-T1	GBNTT_012560-T1
OG0008503	GBNTS_010591-T1	GBNTT_002593-T1
OG0008504	GBNTS_010592-T1	GBNTT_002594-T1
OG0008505	GBNTS_010593-T1	GBNTT_002596-T1
OG0008506	GBNTS_010594-T1	GBNTT_002597-T1
OG0008507	GBNTS_010595-T1	GBNTT_002598-T1
OG0008508	GBNTS_010600-T1	GBNTT_009376-T1
OG0008509	GBNTS_010602-T1	GBNTT_010238-T1
OG0008510	GBNTS_010604-T1	GBNTT_009921-T1
OG0008511	GBNTS_010605-T1	GBNTT_009922-T1
OG0008512	GBNTS_010606-T1	GBNTT_009923-T1
OG0008513	GBNTS_010607-T1	GBNTT_009924-T1
OG0008514	GBNTS_010608-T1	GBNTT_009925-T1
OG0008515	GBNTS_010611-T1	GBNTT_010120-T1
OG0008516	GBNTS_010612-T1	GBNTT_010119-T1
OG0008517	GBNTS_010613-T1	GBNTT_010118-T1
OG0008518	GBNTS_010614-T1	GBNTT_010117-T1
OG0008519	GBNTS_010615-T1	GBNTT_010116-T1
OG0008520	GBNTS_010616-T1	GBNTT_010355-T1
OG0008521	GBNTS_010617-T1	GBNTT_010354-T1
OG0008522	GBNTS_010618-T1	GBNTT_010353-T1
OG0008523	GBNTS_010619-T1	GBNTT_002105-T1
OG0008524	GBNTS_010620-T1	GBNTT_002106-T1
OG0008525	GBNTS_010621-T1	GBNTT_002107-T1
OG0008526	GBNTS_010622-T1	GBNTT_009124-T1
OG0008527	GBNTS_010623-T1	GBNTT_009125-T1
OG0008528	GBNTS_010624-T1	GBNTT_005557-T1
OG0008529	GBNTS_010625-T1	GBNTT_005556-T1
OG0008530	GBNTS_010626-T1	GBNTT_005555-T1
OG0008531	GBNTS_010627-T1	GBNTT_005554-T1
OG0008532	GBNTS_010631-T1	GBNTT_006933-T1
OG0008533	GBNTS_010632-T1	GBNTT_006934-T1
OG0008534	GBNTS_010633-T1	GBNTT_000607-T1
OG0008535	GBNTS_010637-T1	GBNTT_000611-T1
OG0008536	GBNTS_010638-T1	GBNTT_000612-T1
OG0008537	GBNTS_010641-T1	GBNTT_000614-T1
OG0008538	GBNTS_010642-T1	GBNTT_000615-T1
OG0008539	GBNTS_010644-T1	GBNTT_000617-T1
OG0008540	GBNTS_010646-T1	GBNTT_000619-T1
OG0008541	GBNTS_010647-T1	GBNTT_000620-T1
OG0008542	GBNTS_010649-T1	GBNTT_000622-T1
OG0008543	GBNTS_010653-T1	GBNTT_000626-T1
OG0008544	GBNTS_010654-T1	GBNTT_000627-T1
OG0008545	GBNTS_010655-T1	GBNTT_000628-T1
OG0008546	GBNTS_010656-T1	GBNTT_000629-T1
OG0008547	GBNTS_010657-T1	GBNTT_000630-T1
OG0008548	GBNTS_010659-T1	GBNTT_000631-T1
OG0008549	GBNTS_010660-T1	GBNTT_000632-T1
OG0008550	GBNTS_010661-T1	GBNTT_000633-T1
OG0008551	GBNTS_010664-T1	GBNTT_000637-T1
OG0008552	GBNTS_010665-T1	GBNTT_000638-T1
OG0008553	GBNTS_010666-T1	GBNTT_000639-T1
OG0008554	GBNTS_010667-T1	GBNTT_000640-T1
OG0008555	GBNTS_010668-T1	GBNTT_000641-T1
OG0008556	GBNTS_010669-T1	GBNTT_000642-T1
OG0008557	GBNTS_010670-T1	GBNTT_000643-T1
OG0008558	GBNTS_010671-T1	GBNTT_000644-T1
OG0008559	GBNTS_010672-T1	GBNTT_000645-T1
OG0008560	GBNTS_010673-T1	GBNTT_010210-T1
OG0008561	GBNTS_010674-T1	GBNTT_010209-T1
OG0008562	GBNTS_010675-T1	GBNTT_010208-T1
OG0008563	GBNTS_010677-T1	GBNTT_009739-T1
OG0008564	GBNTS_010678-T1	GBNTT_009738-T1
OG0008565	GBNTS_010679-T1	GBNTT_009737-T1
OG0008566	GBNTS_010681-T1	GBNTT_008641-T1
OG0008567	GBNTS_010682-T1	GBNTT_008640-T1
OG0008568	GBNTS_010683-T1	GBNTT_008639-T1
OG0008569	GBNTS_010684-T1	GBNTT_008638-T1
OG0008570	GBNTS_010685-T1	GBNTT_010588-T1
OG0008571	GBNTS_010686-T1	GBNTT_010589-T1
OG0008572	GBNTS_010687-T1	GBNTT_010590-T1
OG0008573	GBNTS_010688-T1	GBNTT_010591-T1
OG0008574	GBNTS_010691-T1	GBNTT_010686-T1
OG0008575	GBNTS_010692-T1	GBNTT_010685-T1
OG0008576	GBNTS_010693-T1	GBNTT_010684-T1
OG0008577	GBNTS_010696-T1	GBNTT_011998-T1
OG0008578	GBNTS_010699-T1	GBNTT_010289-T1
OG0008579	GBNTS_010700-T1	GBNTT_010290-T1
OG0008580	GBNTS_010701-T1	GBNTT_010291-T1
OG0008581	GBNTS_010705-T1	GBNTT_000011-T1
OG0008582	GBNTS_010706-T1	GBNTT_008342-T1
OG0008583	GBNTS_010707-T1	GBNTT_008343-T1
OG0008584	GBNTS_010708-T1	GBNTT_008344-T1
OG0008585	GBNTS_010709-T1	GBNTT_008345-T1
OG0008586	GBNTS_010710-T1	GBNTT_008346-T1
OG0008587	GBNTS_010711-T1	GBNTT_008347-T1
OG0008588	GBNTS_010712-T1	GBNTT_008348-T1
OG0008589	GBNTS_010713-T1	GBNTT_008349-T1
OG0008590	GBNTS_010714-T1	GBNTT_008350-T1
OG0008591	GBNTS_010715-T1	GBNTT_008351-T1
OG0008592	GBNTS_010716-T1	GBNTT_008353-T1
OG0008593	GBNTS_010717-T1	GBNTT_011487-T1
OG0008594	GBNTS_010718-T1	GBNTT_011486-T1
OG0008595	GBNTS_010719-T1	GBNTT_011485-T1
OG0008596	GBNTS_010721-T1	GBNTT_011483-T1
OG0008597	GBNTS_010722-T1	GBNTT_011482-T1
OG0008598	GBNTS_010723-T1	GBNTT_011481-T1
OG0008599	GBNTS_010726-T1	GBNTT_011479-T1
OG0008600	GBNTS_010727-T1	GBNTT_011478-T1
OG0008601	GBNTS_010728-T1	GBNTT_011477-T1
OG0008602	GBNTS_010729-T1	GBNTT_011476-T1
OG0008603	GBNTS_010730-T1	GBNTT_011474-T1
OG0008604	GBNTS_010731-T1	GBNTT_011472-T1
OG0008605	GBNTS_010732-T1	GBNTT_011471-T1
OG0008606	GBNTS_010734-T1	GBNTT_011469-T1
OG0008607	GBNTS_010736-T1	GBNTT_011467-T1
OG0008608	GBNTS_010737-T1	GBNTT_011466-T1
OG0008609	GBNTS_010738-T1	GBNTT_011465-T1
OG0008610	GBNTS_010741-T1	GBNTT_011462-T1
OG0008611	GBNTS_010742-T1	GBNTT_007805-T1
OG0008612	GBNTS_010743-T1	GBNTT_007804-T1
OG0008613	GBNTS_010749-T1	GBNTT_000692-T1
OG0008614	GBNTS_010751-T1	GBNTT_000690-T1
OG0008615	GBNTS_010752-T1	GBNTT_000689-T1
OG0008616	GBNTS_010755-T1	GBNTT_011101-T1
OG0008617	GBNTS_010756-T1	GBNTT_011220-T1
OG0008618	GBNTS_010757-T1	GBNTT_011219-T1
OG0008619	GBNTS_010758-T1	GBNTT_011218-T1
OG0008620	GBNTS_010759-T1	GBNTT_011217-T1
OG0008621	GBNTS_010760-T1	GBNTT_004080-T1
OG0008622	GBNTS_010761-T1	GBNTT_010574-T1
OG0008623	GBNTS_010762-T1	GBNTT_010424-T1
OG0008624	GBNTS_010763-T1	GBNTT_010425-T1
OG0008625	GBNTS_010764-T1	GBNTT_010426-T1
OG0008626	GBNTS_010765-T1	GBNTT_010427-T1
OG0008627	GBNTS_010766-T1	GBNTT_010428-T1
