	Fennellomyces_mexicanussp.nov._RSA_1415_Plus.aa	Fennellomyces_mexicanussp.nov._RSA_1418-.aa
OG0012264		GBNTT_012088-T1
OG0012265		GBNTT_012090-T1
OG0012266		GBNTT_012091-T1
OG0012267		GBNTT_012093-T1
OG0012268		GBNTT_012094-T1
OG0012269		GBNTT_012106-T1
OG0012270		GBNTT_012132-T1
OG0012271		GBNTT_012138-T1
OG0012272		GBNTT_012139-T1
OG0012273		GBNTT_012144-T1
OG0012274		GBNTT_012157-T1
OG0012275		GBNTT_012174-T1
OG0012276		GBNTT_012176-T1
OG0012277		GBNTT_012177-T1
OG0012278		GBNTT_012178-T1
OG0012279		GBNTT_012181-T1
OG0012280		GBNTT_012182-T1
OG0012281		GBNTT_012210-T1
OG0012282		GBNTT_012212-T1
OG0012283		GBNTT_012213-T1
OG0012284		GBNTT_012223-T1
OG0012285		GBNTT_012226-T1
OG0012286		GBNTT_012232-T1
OG0012287		GBNTT_012236-T1
OG0012288		GBNTT_012246-T1
OG0012289		GBNTT_012285-T1
OG0012290		GBNTT_012289-T1
OG0012291		GBNTT_012292-T1
OG0012292		GBNTT_012294-T1
OG0012293		GBNTT_012303-T1
OG0012294		GBNTT_012314-T1
OG0012295		GBNTT_012335-T1
OG0012296		GBNTT_012342-T1
OG0012297		GBNTT_012344-T1
OG0012298		GBNTT_012384-T1
OG0012299		GBNTT_012385-T1
OG0012300		GBNTT_012389-T1
OG0012301		GBNTT_012390-T1
OG0012302		GBNTT_012392-T1
OG0012303		GBNTT_012393-T1
OG0012304		GBNTT_012411-T1
OG0012305		GBNTT_012430-T1
OG0012306		GBNTT_012433-T1
OG0012307		GBNTT_012441-T1
OG0012308		GBNTT_012468-T1
OG0012309		GBNTT_012474-T1
OG0012310		GBNTT_012480-T1
OG0012311		GBNTT_012481-T1
OG0012312		GBNTT_012518-T1
OG0012313		GBNTT_012522-T1
OG0012314		GBNTT_012528-T1
OG0012315		GBNTT_012540-T1
OG0012316		GBNTT_012554-T1
OG0012317		GBNTT_012559-T1
OG0012318		GBNTT_012561-T1
OG0012319		GBNTT_012562-T1
OG0012320		GBNTT_012575-T1
OG0012321		GBNTT_012580-T1
OG0012322		GBNTT_012611-T1
OG0012323		GBNTT_012649-T1
OG0012324		GBNTT_012651-T1
OG0012325		GBNTT_012655-T1
OG0012326		GBNTT_012656-T1
OG0012327		GBNTT_012673-T1
