	Cunninghamella_echinulata_RSA_2017_Plus.aa	Cunninghamella_echinulata_RSA_2018-.aa
OG0006208	GBNWU_007656-T1	GBNWW_005922-T1
OG0006209	GBNWU_007658-T1	GBNWW_005920-T1
OG0006210	GBNWU_007659-T1	GBNWW_005919-T1
OG0006211	GBNWU_007660-T1	GBNWW_009442-T1
OG0006212	GBNWU_007661-T1	GBNWW_009441-T1
OG0006213	GBNWU_007662-T1	GBNWW_009440-T1
OG0006214	GBNWU_007665-T1	GBNWW_003485-T1
OG0006215	GBNWU_007666-T1	GBNWW_003486-T1
OG0006216	GBNWU_007667-T1	GBNWW_003487-T1
OG0006217	GBNWU_007668-T1	GBNWW_006923-T1
OG0006218	GBNWU_007669-T1	GBNWW_006922-T1
OG0006219	GBNWU_007670-T1	GBNWW_006921-T1
OG0006220	GBNWU_007671-T1	GBNWW_006920-T1
OG0006221	GBNWU_007674-T1	GBNWW_007484-T1
OG0006222	GBNWU_007675-T1	GBNWW_007483-T1
OG0006223	GBNWU_007677-T1	GBNWW_007481-T1
OG0006224	GBNWU_007678-T1	GBNWW_008484-T1
OG0006225	GBNWU_007679-T1	GBNWW_008485-T1
OG0006226	GBNWU_007680-T1	GBNWW_008486-T1
OG0006227	GBNWU_007682-T1	GBNWW_004857-T1
OG0006228	GBNWU_007683-T1	GBNWW_005739-T1
OG0006229	GBNWU_007686-T1	GBNWW_003135-T1
OG0006230	GBNWU_007687-T1	GBNWW_000789-T1
OG0006231	GBNWU_007688-T1	GBNWW_005939-T1
OG0006232	GBNWU_007689-T1	GBNWW_005938-T1
OG0006233	GBNWU_007693-T1	GBNWW_001285-T1
OG0006234	GBNWU_007694-T1	GBNWW_001284-T1
OG0006235	GBNWU_007695-T1	GBNWW_001283-T1
OG0006236	GBNWU_007696-T1	GBNWW_001282-T1
OG0006237	GBNWU_007697-T1	GBNWW_001281-T1
OG0006238	GBNWU_007701-T1	GBNWW_003059-T1
OG0006239	GBNWU_007702-T1	GBNWW_003060-T1
OG0006240	GBNWU_007703-T1	GBNWW_003061-T1
OG0006241	GBNWU_007704-T1	GBNWW_003062-T1
OG0006242	GBNWU_007705-T1	GBNWW_003063-T1
OG0006243	GBNWU_007706-T1	GBNWW_003064-T1
OG0006244	GBNWU_007707-T1	GBNWW_003065-T1
OG0006245	GBNWU_007708-T1	GBNWW_003066-T1
OG0006246	GBNWU_007709-T1	GBNWW_003067-T1
OG0006247	GBNWU_007710-T1	GBNWW_003068-T1
OG0006248	GBNWU_007711-T1	GBNWW_003069-T1
OG0006249	GBNWU_007712-T1	GBNWW_003070-T1
OG0006250	GBNWU_007713-T1	GBNWW_003071-T1
OG0006251	GBNWU_007714-T1	GBNWW_003072-T1
OG0006252	GBNWU_007715-T1	GBNWW_003073-T1
OG0006253	GBNWU_007716-T1	GBNWW_003946-T1
OG0006254	GBNWU_007717-T1	GBNWW_003945-T1
OG0006255	GBNWU_007718-T1	GBNWW_003944-T1
OG0006256	GBNWU_007719-T1	GBNWW_003943-T1
OG0006257	GBNWU_007720-T1	GBNWW_003942-T1
OG0006258	GBNWU_007721-T1	GBNWW_003941-T1
OG0006259	GBNWU_007722-T1	GBNWW_003940-T1
OG0006260	GBNWU_007723-T1	GBNWW_003939-T1
OG0006261	GBNWU_007727-T1	GBNWW_008819-T1
OG0006262	GBNWU_007728-T1	GBNWW_005864-T1
OG0006263	GBNWU_007729-T1	GBNWW_005863-T1
OG0006264	GBNWU_007733-T1	GBNWW_005131-T1
OG0006265	GBNWU_007734-T1	GBNWW_005402-T1
OG0006266	GBNWU_007735-T1	GBNWW_005401-T1
OG0006267	GBNWU_007736-T1	GBNWW_005400-T1
OG0006268	GBNWU_007737-T1	GBNWW_005399-T1
OG0006269	GBNWU_007739-T1	GBNWW_000719-T1
OG0006270	GBNWU_007740-T1	GBNWW_000718-T1
OG0006271	GBNWU_007741-T1	GBNWW_000717-T1
OG0006272	GBNWU_007745-T1	GBNWW_001202-T1
OG0006273	GBNWU_007746-T1	GBNWW_001203-T1
OG0006274	GBNWU_007747-T1	GBNWW_001204-T1
OG0006275	GBNWU_007748-T1	GBNWW_001205-T1
OG0006276	GBNWU_007749-T1	GBNWW_007433-T1
OG0006277	GBNWU_007750-T1	GBNWW_007432-T1
OG0006278	GBNWU_007753-T1	GBNWW_008316-T1
OG0006279	GBNWU_007755-T1	GBNWW_008318-T1
OG0006280	GBNWU_007756-T1	GBNWW_003644-T1
OG0006281	GBNWU_007758-T1	GBNWW_003643-T1
OG0006282	GBNWU_007759-T1	GBNWW_006126-T1
OG0006283	GBNWU_007762-T1	GBNWW_000647-T1
OG0006284	GBNWU_007763-T1	GBNWW_000645-T1
OG0006285	GBNWU_007764-T1	GBNWW_000644-T1
OG0006286	GBNWU_007765-T1	GBNWW_000643-T1
OG0006287	GBNWU_007766-T1	GBNWW_000642-T1
OG0006288	GBNWU_007767-T1	GBNWW_003884-T1
OG0006289	GBNWU_007768-T1	GBNWW_003883-T1
OG0006290	GBNWU_007769-T1	GBNWW_003881-T1
OG0006291	GBNWU_007771-T1	GBNWW_003879-T1
OG0006292	GBNWU_007772-T1	GBNWW_003878-T1
OG0006293	GBNWU_007773-T1	GBNWW_003877-T1
OG0006294	GBNWU_007774-T1	GBNWW_003876-T1
OG0006295	GBNWU_007775-T1	GBNWW_003875-T1
OG0006296	GBNWU_007777-T1	GBNWW_003873-T1
OG0006297	GBNWU_007779-T1	GBNWW_000589-T1
OG0006298	GBNWU_007780-T1	GBNWW_000588-T1
OG0006299	GBNWU_007781-T1	GBNWW_000587-T1
OG0006300	GBNWU_007783-T1	GBNWW_000585-T1
OG0006301	GBNWU_007786-T1	GBNWW_004703-T1
OG0006302	GBNWU_007787-T1	GBNWW_004704-T1
OG0006303	GBNWU_007789-T1	GBNWW_005574-T1
OG0006304	GBNWU_007790-T1	GBNWW_005573-T1
OG0006305	GBNWU_007791-T1	GBNWW_005572-T1
OG0006306	GBNWU_007792-T1	GBNWW_005571-T1
OG0006307	GBNWU_007793-T1	GBNWW_005570-T1
OG0006308	GBNWU_007794-T1	GBNWW_005569-T1
OG0006309	GBNWU_007795-T1	GBNWW_005568-T1
OG0006310	GBNWU_007796-T1	GBNWW_005567-T1
OG0006311	GBNWU_007797-T1	GBNWW_003336-T1
OG0006312	GBNWU_007800-T1	GBNWW_004164-T1
OG0006313	GBNWU_007801-T1	GBNWW_004163-T1
OG0006314	GBNWU_007802-T1	GBNWW_004162-T1
OG0006315	GBNWU_007806-T1	GBNWW_005717-T1
OG0006316	GBNWU_007808-T1	GBNWW_005715-T1
OG0006317	GBNWU_007810-T1	GBNWW_008490-T1
OG0006318	GBNWU_007811-T1	GBNWW_008491-T1
OG0006319	GBNWU_007813-T1	GBNWW_008160-T1
OG0006320	GBNWU_007815-T1	GBNWW_007195-T1
OG0006321	GBNWU_007816-T1	GBNWW_007194-T1
OG0006322	GBNWU_007819-T1	GBNWW_006216-T1
OG0006323	GBNWU_007821-T1	GBNWW_008551-T1
OG0006324	GBNWU_007822-T1	GBNWW_002198-T1
OG0006325	GBNWU_007823-T1	GBNWW_002199-T1
OG0006326	GBNWU_007824-T1	GBNWW_002044-T1
OG0006327	GBNWU_007825-T1	GBNWW_002045-T1
OG0006328	GBNWU_007826-T1	GBNWW_002046-T1
OG0006329	GBNWU_007827-T1	GBNWW_002047-T1
OG0006330	GBNWU_007828-T1	GBNWW_002048-T1
OG0006331	GBNWU_007830-T1	GBNWW_001016-T1
OG0006332	GBNWU_007831-T1	GBNWW_001015-T1
OG0006333	GBNWU_007833-T1	GBNWW_001013-T1
OG0006334	GBNWU_007835-T1	GBNWW_001008-T1
OG0006335	GBNWU_007836-T1	GBNWW_001007-T1
OG0006336	GBNWU_007837-T1	GBNWW_001005-T1
OG0006337	GBNWU_007839-T1	GBNWW_001003-T1
OG0006338	GBNWU_007841-T1	GBNWW_001000-T1
OG0006339	GBNWU_007842-T1	GBNWW_000999-T1
OG0006340	GBNWU_007843-T1	GBNWW_000998-T1
OG0006341	GBNWU_007844-T1	GBNWW_000997-T1
OG0006342	GBNWU_007845-T1	GBNWW_000996-T1
OG0006343	GBNWU_007846-T1	GBNWW_005600-T1
OG0006344	GBNWU_007848-T1	GBNWW_005598-T1
OG0006345	GBNWU_007849-T1	GBNWW_005597-T1
OG0006346	GBNWU_007850-T1	GBNWW_005596-T1
OG0006347	GBNWU_007851-T1	GBNWW_005595-T1
OG0006348	GBNWU_007852-T1	GBNWW_001466-T1
OG0006349	GBNWU_007856-T1	GBNWW_002315-T1
OG0006350	GBNWU_007857-T1	GBNWW_001628-T1
OG0006351	GBNWU_007858-T1	GBNWW_001627-T1
OG0006352	GBNWU_007860-T1	GBNWW_001721-T1
OG0006353	GBNWU_007861-T1	GBNWW_001722-T1
OG0006354	GBNWU_007862-T1	GBNWW_007381-T1
OG0006355	GBNWU_007863-T1	GBNWW_007380-T1
OG0006356	GBNWU_007864-T1	GBNWW_004318-T1
OG0006357	GBNWU_007866-T1	GBNWW_002615-T1
OG0006358	GBNWU_007867-T1	GBNWW_002614-T1
OG0006359	GBNWU_007869-T1	GBNWW_006351-T1
OG0006360	GBNWU_007870-T1	GBNWW_006350-T1
OG0006361	GBNWU_007871-T1	GBNWW_006349-T1
OG0006362	GBNWU_007873-T1	GBNWW_007756-T1
OG0006363	GBNWU_007874-T1	GBNWW_007757-T1
OG0006364	GBNWU_007875-T1	GBNWW_007758-T1
OG0006365	GBNWU_007876-T1	GBNWW_005158-T1
OG0006366	GBNWU_007878-T1	GBNWW_002966-T1
OG0006367	GBNWU_007879-T1	GBNWW_002967-T1
OG0006368	GBNWU_007880-T1	GBNWW_002968-T1
OG0006369	GBNWU_007883-T1	GBNWW_002970-T1
OG0006370	GBNWU_007885-T1	GBNWW_009388-T1
OG0006371	GBNWU_007886-T1	GBNWW_009387-T1
OG0006372	GBNWU_007887-T1	GBNWW_007834-T1
OG0006373	GBNWU_007888-T1	GBNWW_007833-T1
OG0006374	GBNWU_007889-T1	GBNWW_007832-T1
OG0006375	GBNWU_007890-T1	GBNWW_007831-T1
OG0006376	GBNWU_007891-T1	GBNWW_007830-T1
OG0006377	GBNWU_007892-T1	GBNWW_007829-T1
OG0006378	GBNWU_007896-T1	GBNWW_005645-T1
OG0006379	GBNWU_007897-T1	GBNWW_005646-T1
OG0006380	GBNWU_007898-T1	GBNWW_005647-T1
OG0006381	GBNWU_007899-T1	GBNWW_000854-T1
OG0006382	GBNWU_007900-T1	GBNWW_000853-T1
OG0006383	GBNWU_007901-T1	GBNWW_000852-T1
OG0006384	GBNWU_007902-T1	GBNWW_000851-T1
OG0006385	GBNWU_007903-T1	GBNWW_000850-T1
OG0006386	GBNWU_007904-T1	GBNWW_000849-T1
OG0006387	GBNWU_007906-T1	GBNWW_000848-T1
OG0006388	GBNWU_007907-T1	GBNWW_000847-T1
OG0006389	GBNWU_007908-T1	GBNWW_000846-T1
OG0006390	GBNWU_007909-T1	GBNWW_000845-T1
OG0006391	GBNWU_007910-T1	GBNWW_000844-T1
OG0006392	GBNWU_007911-T1	GBNWW_000513-T1
OG0006393	GBNWU_007913-T1	GBNWW_004600-T1
OG0006394	GBNWU_007915-T1	GBNWW_002619-T1
OG0006395	GBNWU_007917-T1	GBNWW_002617-T1
OG0006396	GBNWU_007920-T1	GBNWW_005268-T1
OG0006397	GBNWU_007922-T1	GBNWW_005266-T1
OG0006398	GBNWU_007923-T1	GBNWW_006608-T1
OG0006399	GBNWU_007924-T1	GBNWW_006607-T1
OG0006400	GBNWU_007926-T1	GBNWW_003185-T1
OG0006401	GBNWU_007927-T1	GBNWW_003186-T1
OG0006402	GBNWU_007928-T1	GBNWW_003187-T1
OG0006403	GBNWU_007931-T1	GBNWW_009524-T1
OG0006404	GBNWU_007932-T1	GBNWW_004567-T1
OG0006405	GBNWU_007933-T1	GBNWW_007341-T1
OG0006406	GBNWU_007934-T1	GBNWW_007340-T1
OG0006407	GBNWU_007936-T1	GBNWW_000189-T1
OG0006408	GBNWU_007937-T1	GBNWW_000188-T1
OG0006409	GBNWU_007938-T1	GBNWW_006598-T1
OG0006410	GBNWU_007941-T1	GBNWW_006600-T1
OG0006411	GBNWU_007942-T1	GBNWW_006602-T1
OG0006412	GBNWU_007943-T1	GBNWW_006603-T1
OG0006413	GBNWU_007945-T1	GBNWW_008085-T1
OG0006414	GBNWU_007947-T1	GBNWW_006653-T1
OG0006415	GBNWU_007948-T1	GBNWW_006652-T1
OG0006416	GBNWU_007949-T1	GBNWW_006651-T1
OG0006417	GBNWU_007950-T1	GBNWW_006650-T1
OG0006418	GBNWU_007951-T1	GBNWW_006649-T1
OG0006419	GBNWU_007952-T1	GBNWW_006648-T1
OG0006420	GBNWU_007954-T1	GBNWW_005347-T1
OG0006421	GBNWU_007956-T1	GBNWW_005345-T1
OG0006422	GBNWU_007957-T1	GBNWW_005343-T1
OG0006423	GBNWU_007958-T1	GBNWW_005342-T1
OG0006424	GBNWU_007959-T1	GBNWW_005341-T1
OG0006425	GBNWU_007960-T1	GBNWW_005340-T1
OG0006426	GBNWU_007961-T1	GBNWW_005339-T1
OG0006427	GBNWU_007962-T1	GBNWW_005338-T1
OG0006428	GBNWU_007963-T1	GBNWW_002973-T1
OG0006429	GBNWU_007965-T1	GBNWW_002975-T1
OG0006430	GBNWU_007966-T1	GBNWW_002976-T1
OG0006431	GBNWU_007967-T1	GBNWW_002977-T1
OG0006432	GBNWU_007968-T1	GBNWW_002978-T1
OG0006433	GBNWU_007969-T1	GBNWW_002979-T1
OG0006434	GBNWU_007970-T1	GBNWW_002980-T1
OG0006435	GBNWU_007971-T1	GBNWW_002981-T1
OG0006436	GBNWU_007972-T1	GBNWW_002982-T1
OG0006437	GBNWU_007973-T1	GBNWW_002983-T1
OG0006438	GBNWU_007975-T1	GBNWW_002985-T1
OG0006439	GBNWU_007977-T1	GBNWW_002987-T1
OG0006440	GBNWU_007978-T1	GBNWW_005866-T1
OG0006441	GBNWU_007979-T1	GBNWW_005867-T1
OG0006442	GBNWU_007980-T1	GBNWW_005868-T1
OG0006443	GBNWU_007984-T1	GBNWW_005098-T1
OG0006444	GBNWU_007985-T1	GBNWW_005099-T1
OG0006445	GBNWU_007986-T1	GBNWW_005100-T1
OG0006446	GBNWU_007987-T1	GBNWW_005101-T1
OG0006447	GBNWU_007988-T1	GBNWW_005102-T1
OG0006448	GBNWU_007989-T1	GBNWW_005103-T1
OG0006449	GBNWU_007990-T1	GBNWW_005104-T1
OG0006450	GBNWU_007991-T1	GBNWW_005105-T1
OG0006451	GBNWU_007992-T1	GBNWW_005106-T1
OG0006452	GBNWU_007995-T1	GBNWW_005108-T1
OG0006453	GBNWU_007996-T1	GBNWW_005109-T1
OG0006454	GBNWU_007997-T1	GBNWW_005110-T1
OG0006455	GBNWU_007998-T1	GBNWW_005112-T1
OG0006456	GBNWU_008000-T1	GBNWW_005114-T1
OG0006457	GBNWU_008001-T1	GBNWW_005115-T1
OG0006458	GBNWU_008002-T1	GBNWW_005116-T1
OG0006459	GBNWU_008003-T1	GBNWW_005117-T1
OG0006460	GBNWU_008004-T1	GBNWW_005118-T1
OG0006461	GBNWU_008005-T1	GBNWW_005119-T1
OG0006462	GBNWU_008006-T1	GBNWW_005120-T1
OG0006463	GBNWU_008007-T1	GBNWW_005121-T1
OG0006464	GBNWU_008008-T1	GBNWW_005122-T1
OG0006465	GBNWU_008009-T1	GBNWW_005123-T1
OG0006466	GBNWU_008010-T1	GBNWW_005124-T1
OG0006467	GBNWU_008011-T1	GBNWW_005125-T1
OG0006468	GBNWU_008012-T1	GBNWW_005126-T1
OG0006469	GBNWU_008013-T1	GBNWW_005127-T1
OG0006470	GBNWU_008015-T1	GBNWW_005128-T1
OG0006471	GBNWU_008019-T1	GBNWW_008195-T1
OG0006472	GBNWU_008020-T1	GBNWW_008194-T1
OG0006473	GBNWU_008022-T1	GBNWW_008207-T1
OG0006474	GBNWU_008024-T1	GBNWW_008209-T1
OG0006475	GBNWU_008026-T1	GBNWW_008380-T1
OG0006476	GBNWU_008027-T1	GBNWW_008379-T1
OG0006477	GBNWU_008029-T1	GBNWW_006458-T1
OG0006478	GBNWU_008030-T1	GBNWW_006457-T1
OG0006479	GBNWU_008031-T1	GBNWW_006456-T1
OG0006480	GBNWU_008033-T1	GBNWW_006454-T1
OG0006481	GBNWU_008034-T1	GBNWW_006453-T1
OG0006482	GBNWU_008035-T1	GBNWW_006452-T1
OG0006483	GBNWU_008036-T1	GBNWW_006451-T1
OG0006484	GBNWU_008037-T1	GBNWW_006448-T1
OG0006485	GBNWU_008038-T1	GBNWW_006447-T1
OG0006486	GBNWU_008039-T1	GBNWW_006446-T1
OG0006487	GBNWU_008041-T1	GBNWW_006443-T1
OG0006488	GBNWU_008042-T1	GBNWW_006442-T1
OG0006489	GBNWU_008043-T1	GBNWW_006441-T1
OG0006490	GBNWU_008044-T1	GBNWW_006440-T1
OG0006491	GBNWU_008047-T1	GBNWW_006845-T1
OG0006492	GBNWU_008048-T1	GBNWW_005417-T1
OG0006493	GBNWU_008051-T1	GBNWW_001562-T1
OG0006494	GBNWU_008052-T1	GBNWW_001561-T1
OG0006495	GBNWU_008053-T1	GBNWW_006609-T1
OG0006496	GBNWU_008056-T1	GBNWW_008224-T1
OG0006497	GBNWU_008057-T1	GBNWW_002403-T1
OG0006498	GBNWU_008058-T1	GBNWW_008082-T1
OG0006499	GBNWU_008059-T1	GBNWW_008083-T1
OG0006500	GBNWU_008063-T1	GBNWW_003006-T1
OG0006501	GBNWU_008072-T1	GBNWW_005301-T1
OG0006502	GBNWU_008073-T1	GBNWW_005302-T1
OG0006503	GBNWU_008074-T1	GBNWW_005303-T1
OG0006504	GBNWU_008075-T1	GBNWW_005304-T1
OG0006505	GBNWU_008077-T1	GBNWW_005306-T1
OG0006506	GBNWU_008079-T1	GBNWW_007564-T1
OG0006507	GBNWU_008080-T1	GBNWW_007563-T1
OG0006508	GBNWU_008081-T1	GBNWW_006162-T1
OG0006509	GBNWU_008082-T1	GBNWW_006163-T1
OG0006510	GBNWU_008083-T1	GBNWW_006164-T1
OG0006511	GBNWU_008084-T1	GBNWW_006165-T1
OG0006512	GBNWU_008085-T1	GBNWW_006166-T1
OG0006513	GBNWU_008086-T1	GBNWW_006167-T1
OG0006514	GBNWU_008087-T1	GBNWW_006168-T1
OG0006515	GBNWU_008090-T1	GBNWW_006170-T1
OG0006516	GBNWU_008091-T1	GBNWW_006171-T1
OG0006517	GBNWU_008092-T1	GBNWW_009022-T1
OG0006518	GBNWU_008093-T1	GBNWW_005388-T1
OG0006519	GBNWU_008094-T1	GBNWW_005389-T1
OG0006520	GBNWU_008095-T1	GBNWW_005390-T1
OG0006521	GBNWU_008097-T1	GBNWW_001607-T1
OG0006522	GBNWU_008098-T1	GBNWW_001608-T1
OG0006523	GBNWU_008099-T1	GBNWW_001609-T1
OG0006524	GBNWU_008100-T1	GBNWW_001610-T1
OG0006525	GBNWU_008101-T1	GBNWW_001611-T1
OG0006526	GBNWU_008102-T1	GBNWW_001612-T1
OG0006527	GBNWU_008103-T1	GBNWW_001613-T1
OG0006528	GBNWU_008105-T1	GBNWW_001615-T1
OG0006529	GBNWU_008106-T1	GBNWW_001616-T1
OG0006530	GBNWU_008107-T1	GBNWW_001617-T1
OG0006531	GBNWU_008108-T1	GBNWW_001618-T1
OG0006532	GBNWU_008109-T1	GBNWW_001619-T1
OG0006533	GBNWU_008110-T1	GBNWW_001720-T1
OG0006534	GBNWU_008112-T1	GBNWW_005562-T1
OG0006535	GBNWU_008114-T1	GBNWW_005564-T1
OG0006536	GBNWU_008117-T1	GBNWW_003646-T1
OG0006537	GBNWU_008118-T1	GBNWW_003645-T1
OG0006538	GBNWU_008119-T1	GBNWW_008718-T1
OG0006539	GBNWU_008120-T1	GBNWW_008719-T1
OG0006540	GBNWU_008123-T1	GBNWW_008204-T1
OG0006541	GBNWU_008124-T1	GBNWW_008205-T1
OG0006542	GBNWU_008125-T1	GBNWW_007539-T1
OG0006543	GBNWU_008126-T1	GBNWW_007540-T1
OG0006544	GBNWU_008127-T1	GBNWW_007541-T1
OG0006545	GBNWU_008131-T1	GBNWW_004431-T1
OG0006546	GBNWU_008132-T1	GBNWW_004432-T1
OG0006547	GBNWU_008133-T1	GBNWW_008391-T1
OG0006548	GBNWU_008135-T1	GBNWW_004566-T1
OG0006549	GBNWU_008137-T1	GBNWW_008897-T1
OG0006550	GBNWU_008138-T1	GBNWW_007526-T1
OG0006551	GBNWU_008141-T1	GBNWW_007523-T1
OG0006552	GBNWU_008142-T1	GBNWW_007773-T1
OG0006553	GBNWU_008143-T1	GBNWW_007774-T1
OG0006554	GBNWU_008145-T1	GBNWW_007776-T1
OG0006555	GBNWU_008146-T1	GBNWW_007777-T1
OG0006556	GBNWU_008147-T1	GBNWW_007778-T1
OG0006557	GBNWU_008148-T1	GBNWW_007779-T1
OG0006558	GBNWU_008149-T1	GBNWW_007780-T1
OG0006559	GBNWU_008150-T1	GBNWW_007781-T1
OG0006560	GBNWU_008151-T1	GBNWW_007782-T1
OG0006561	GBNWU_008152-T1	GBNWW_007783-T1
OG0006562	GBNWU_008153-T1	GBNWW_007784-T1
OG0006563	GBNWU_008154-T1	GBNWW_007785-T1
OG0006564	GBNWU_008155-T1	GBNWW_007786-T1
OG0006565	GBNWU_008156-T1	GBNWW_007787-T1
OG0006566	GBNWU_008159-T1	GBNWW_007789-T1
OG0006567	GBNWU_008160-T1	GBNWW_007790-T1
OG0006568	GBNWU_008161-T1	GBNWW_007791-T1
OG0006569	GBNWU_008162-T1	GBNWW_007792-T1
OG0006570	GBNWU_008165-T1	GBNWW_007795-T1
OG0006571	GBNWU_008167-T1	GBNWW_007797-T1
OG0006572	GBNWU_008169-T1	GBNWW_007799-T1
OG0006573	GBNWU_008172-T1	GBNWW_008816-T1
OG0006574	GBNWU_008173-T1	GBNWW_008720-T1
OG0006575	GBNWU_008177-T1	GBNWW_009522-T1
OG0006576	GBNWU_008178-T1	GBNWW_008864-T1
OG0006577	GBNWU_008179-T1	GBNWW_001605-T1
OG0006578	GBNWU_008180-T1	GBNWW_001606-T1
OG0006579	GBNWU_008181-T1	GBNWW_009199-T1
OG0006580	GBNWU_008182-T1	GBNWW_009200-T1
OG0006581	GBNWU_008183-T1	GBNWW_009201-T1
OG0006582	GBNWU_008185-T1	GBNWW_007601-T1
OG0006583	GBNWU_008186-T1	GBNWW_008164-T1
OG0006584	GBNWU_008187-T1	GBNWW_008163-T1
OG0006585	GBNWU_008189-T1	GBNWW_008249-T1
OG0006586	GBNWU_008190-T1	GBNWW_001350-T1
OG0006587	GBNWU_008193-T1	GBNWW_005397-T1
OG0006588	GBNWU_008195-T1	GBNWW_005395-T1
OG0006589	GBNWU_008197-T1	GBNWW_005393-T1
OG0006590	GBNWU_008198-T1	GBNWW_005392-T1
OG0006591	GBNWU_008200-T1	GBNWW_003589-T1
OG0006592	GBNWU_008204-T1	GBNWW_003592-T1
OG0006593	GBNWU_008205-T1	GBNWW_003593-T1
OG0006594	GBNWU_008206-T1	GBNWW_003594-T1
OG0006595	GBNWU_008207-T1	GBNWW_003595-T1
OG0006596	GBNWU_008209-T1	GBNWW_008214-T1
OG0006597	GBNWU_008210-T1	GBNWW_008215-T1
OG0006598	GBNWU_008211-T1	GBNWW_004138-T1
OG0006599	GBNWU_008212-T1	GBNWW_004139-T1
OG0006600	GBNWU_008213-T1	GBNWW_004140-T1
OG0006601	GBNWU_008214-T1	GBNWW_004141-T1
OG0006602	GBNWU_008215-T1	GBNWW_004142-T1
OG0006603	GBNWU_008216-T1	GBNWW_004143-T1
OG0006604	GBNWU_008217-T1	GBNWW_004144-T1
OG0006605	GBNWU_008218-T1	GBNWW_004145-T1
OG0006606	GBNWU_008219-T1	GBNWW_004146-T1
OG0006607	GBNWU_008220-T1	GBNWW_004147-T1
OG0006608	GBNWU_008221-T1	GBNWW_004148-T1
OG0006609	GBNWU_008222-T1	GBNWW_004149-T1
OG0006610	GBNWU_008223-T1	GBNWW_004150-T1
OG0006611	GBNWU_008224-T1	GBNWW_004151-T1
OG0006612	GBNWU_008225-T1	GBNWW_004152-T1
OG0006613	GBNWU_008226-T1	GBNWW_004153-T1
OG0006614	GBNWU_008227-T1	GBNWW_004098-T1
OG0006615	GBNWU_008228-T1	GBNWW_004097-T1
OG0006616	GBNWU_008229-T1	GBNWW_005277-T1
OG0006617	GBNWU_008230-T1	GBNWW_005278-T1
OG0006618	GBNWU_008231-T1	GBNWW_005279-T1
OG0006619	GBNWU_008239-T1	GBNWW_006028-T1
OG0006620	GBNWU_008240-T1	GBNWW_006030-T1
OG0006621	GBNWU_008242-T1	GBNWW_007102-T1
OG0006622	GBNWU_008243-T1	GBNWW_000198-T1
OG0006623	GBNWU_008244-T1	GBNWW_000199-T1
OG0006624	GBNWU_008245-T1	GBNWW_000200-T1
OG0006625	GBNWU_008248-T1	GBNWW_008811-T1
OG0006626	GBNWU_008249-T1	GBNWW_008882-T1
OG0006627	GBNWU_008250-T1	GBNWW_008881-T1
OG0006628	GBNWU_008251-T1	GBNWW_008880-T1
OG0006629	GBNWU_008252-T1	GBNWW_007838-T1
OG0006630	GBNWU_008253-T1	GBNWW_007839-T1
OG0006631	GBNWU_008254-T1	GBNWW_007840-T1
OG0006632	GBNWU_008255-T1	GBNWW_007842-T1
OG0006633	GBNWU_008257-T1	GBNWW_005662-T1
OG0006634	GBNWU_008259-T1	GBNWW_005664-T1
OG0006635	GBNWU_008260-T1	GBNWW_005665-T1
OG0006636	GBNWU_008261-T1	GBNWW_005666-T1
OG0006637	GBNWU_008262-T1	GBNWW_005667-T1
OG0006638	GBNWU_008263-T1	GBNWW_005668-T1
OG0006639	GBNWU_008264-T1	GBNWW_005669-T1
OG0006640	GBNWU_008265-T1	GBNWW_005670-T1
OG0006641	GBNWU_008266-T1	GBNWW_005671-T1
OG0006642	GBNWU_008267-T1	GBNWW_005672-T1
OG0006643	GBNWU_008268-T1	GBNWW_005673-T1
OG0006644	GBNWU_008269-T1	GBNWW_005674-T1
OG0006645	GBNWU_008270-T1	GBNWW_005675-T1
OG0006646	GBNWU_008274-T1	GBNWW_005679-T1
OG0006647	GBNWU_008275-T1	GBNWW_005680-T1
OG0006648	GBNWU_008276-T1	GBNWW_005681-T1
OG0006649	GBNWU_008277-T1	GBNWW_005682-T1
OG0006650	GBNWU_008279-T1	GBNWW_005684-T1
OG0006651	GBNWU_008282-T1	GBNWW_005686-T1
OG0006652	GBNWU_008283-T1	GBNWW_005687-T1
OG0006653	GBNWU_008284-T1	GBNWW_009096-T1
OG0006654	GBNWU_008285-T1	GBNWW_009097-T1
OG0006655	GBNWU_008288-T1	GBNWW_008863-T1
OG0006656	GBNWU_008293-T1	GBNWW_008165-T1
OG0006657	GBNWU_008294-T1	GBNWW_006829-T1
OG0006658	GBNWU_008299-T1	GBNWW_006215-T1
OG0006659	GBNWU_008301-T1	GBNWW_006919-T1
OG0006660	GBNWU_008302-T1	GBNWW_005077-T1
OG0006661	GBNWU_008303-T1	GBNWW_005078-T1
OG0006662	GBNWU_008304-T1	GBNWW_005079-T1
OG0006663	GBNWU_008305-T1	GBNWW_005080-T1
OG0006664	GBNWU_008306-T1	GBNWW_005081-T1
OG0006665	GBNWU_008307-T1	GBNWW_005082-T1
OG0006666	GBNWU_008309-T1	GBNWW_002432-T1
OG0006667	GBNWU_008311-T1	GBNWW_002430-T1
OG0006668	GBNWU_008312-T1	GBNWW_002429-T1
OG0006669	GBNWU_008313-T1	GBNWW_002428-T1
OG0006670	GBNWU_008315-T1	GBNWW_002426-T1
OG0006671	GBNWU_008316-T1	GBNWW_002425-T1
