	Pilaira_anomala_RSA_1997_Plus.aa	Pilaira_anomala_RSA_1998-.aa
OG0010402		GBNWT_006018-T1
OG0010403		GBNWT_006022-T1
OG0010404		GBNWT_006031-T1
OG0010405		GBNWT_006044-T1
OG0010406		GBNWT_006045-T1
OG0010407		GBNWT_006046-T1
OG0010408		GBNWT_006050-T1
OG0010409		GBNWT_006055-T1
OG0010410		GBNWT_006056-T1
OG0010411		GBNWT_006057-T1
OG0010412		GBNWT_006064-T1
OG0010413		GBNWT_006071-T1
OG0010414		GBNWT_006072-T1
OG0010415		GBNWT_006075-T1
OG0010416		GBNWT_006079-T1
OG0010417		GBNWT_006081-T1
OG0010418		GBNWT_006089-T1
OG0010419		GBNWT_006090-T1
OG0010420		GBNWT_006091-T1
OG0010421		GBNWT_006092-T1
OG0010422		GBNWT_006094-T1
OG0010423		GBNWT_006096-T1
OG0010424		GBNWT_006098-T1
OG0010425		GBNWT_006107-T1
OG0010426		GBNWT_006108-T1
OG0010427		GBNWT_006114-T1
OG0010428		GBNWT_006132-T1
OG0010429		GBNWT_006134-T1
OG0010430		GBNWT_006135-T1
OG0010431		GBNWT_006148-T1
OG0010432		GBNWT_006149-T1
OG0010433		GBNWT_006155-T1
OG0010434		GBNWT_006157-T1
OG0010435		GBNWT_006159-T1
OG0010436		GBNWT_006160-T1
OG0010437		GBNWT_006161-T1
OG0010438		GBNWT_006173-T1
OG0010439		GBNWT_006177-T1
OG0010440		GBNWT_006179-T1
OG0010441		GBNWT_006187-T1
OG0010442		GBNWT_006188-T1
OG0010443		GBNWT_006189-T1
OG0010444		GBNWT_006190-T1
OG0010445		GBNWT_006194-T1
OG0010446		GBNWT_006200-T1
OG0010447		GBNWT_006208-T1
OG0010448		GBNWT_006223-T1
OG0010449		GBNWT_006226-T1
OG0010450		GBNWT_006227-T1
OG0010451		GBNWT_006229-T1
OG0010452		GBNWT_006230-T1
OG0010453		GBNWT_006234-T1
OG0010454		GBNWT_006237-T1
OG0010455		GBNWT_006238-T1
OG0010456		GBNWT_006239-T1
OG0010457		GBNWT_006254-T1
OG0010458		GBNWT_006261-T1
OG0010459		GBNWT_006266-T1
OG0010460		GBNWT_006273-T1
OG0010461		GBNWT_006277-T1
OG0010462		GBNWT_006279-T1
OG0010463		GBNWT_006280-T1
OG0010464		GBNWT_006290-T1
OG0010465		GBNWT_006293-T1
OG0010466		GBNWT_006297-T1
OG0010467		GBNWT_006301-T1
OG0010468		GBNWT_006307-T1
OG0010469		GBNWT_006310-T1
OG0010470		GBNWT_006313-T1
OG0010471		GBNWT_006319-T1
OG0010472		GBNWT_006325-T1
OG0010473		GBNWT_006329-T1
OG0010474		GBNWT_006340-T1
OG0010475		GBNWT_006341-T1
OG0010476		GBNWT_006344-T1
OG0010477		GBNWT_006351-T1
OG0010478		GBNWT_006352-T1
OG0010479		GBNWT_006353-T1
OG0010480		GBNWT_006356-T1
OG0010481		GBNWT_006360-T1
OG0010482		GBNWT_006366-T1
OG0010483		GBNWT_006367-T1
OG0010484		GBNWT_006368-T1
OG0010485		GBNWT_006375-T1
OG0010486		GBNWT_006376-T1
OG0010487		GBNWT_006388-T1
OG0010488		GBNWT_006390-T1
OG0010489		GBNWT_006391-T1
OG0010490		GBNWT_006393-T1
OG0010491		GBNWT_006394-T1
OG0010492		GBNWT_006395-T1
OG0010493		GBNWT_006401-T1
OG0010494		GBNWT_006402-T1
OG0010495		GBNWT_006403-T1
OG0010496		GBNWT_006406-T1
OG0010497		GBNWT_006409-T1
OG0010498		GBNWT_006410-T1
OG0010499		GBNWT_006415-T1
OG0010500		GBNWT_006418-T1
OG0010501		GBNWT_006420-T1
OG0010502		GBNWT_006421-T1
OG0010503		GBNWT_006435-T1
OG0010504		GBNWT_006441-T1
OG0010505		GBNWT_006442-T1
OG0010506		GBNWT_006443-T1
OG0010507		GBNWT_006445-T1
OG0010508		GBNWT_006446-T1
OG0010509		GBNWT_006451-T1
OG0010510		GBNWT_006453-T1
OG0010511		GBNWT_006458-T1
OG0010512		GBNWT_006459-T1
OG0010513		GBNWT_006472-T1
OG0010514		GBNWT_006474-T1
OG0010515		GBNWT_006477-T1
OG0010516		GBNWT_006479-T1
OG0010517		GBNWT_006480-T1
OG0010518		GBNWT_006487-T1
OG0010519		GBNWT_006491-T1
OG0010520		GBNWT_006492-T1
OG0010521		GBNWT_006493-T1
OG0010522		GBNWT_006495-T1
OG0010523		GBNWT_006497-T1
OG0010524		GBNWT_006499-T1
OG0010525		GBNWT_006501-T1
OG0010526		GBNWT_006511-T1
OG0010527		GBNWT_006513-T1
OG0010528		GBNWT_006517-T1
OG0010529		GBNWT_006519-T1
OG0010530		GBNWT_006521-T1
OG0010531		GBNWT_006522-T1
OG0010532		GBNWT_006523-T1
OG0010533		GBNWT_006529-T1
OG0010534		GBNWT_006532-T1
OG0010535		GBNWT_006533-T1
OG0010536		GBNWT_006534-T1
OG0010537		GBNWT_006538-T1
OG0010538		GBNWT_006542-T1
OG0010539		GBNWT_006545-T1
OG0010540		GBNWT_006547-T1
OG0010541		GBNWT_006548-T1
OG0010542		GBNWT_006551-T1
OG0010543		GBNWT_006557-T1
OG0010544		GBNWT_006563-T1
OG0010545		GBNWT_006567-T1
OG0010546		GBNWT_006568-T1
OG0010547		GBNWT_006571-T1
OG0010548		GBNWT_006572-T1
OG0010549		GBNWT_006579-T1
OG0010550		GBNWT_006588-T1
OG0010551		GBNWT_006590-T1
OG0010552		GBNWT_006591-T1
OG0010553		GBNWT_006592-T1
OG0010554		GBNWT_006605-T1
OG0010555		GBNWT_006606-T1
OG0010556		GBNWT_006608-T1
OG0010557		GBNWT_006613-T1
OG0010558		GBNWT_006614-T1
OG0010559		GBNWT_006615-T1
OG0010560		GBNWT_006626-T1
OG0010561		GBNWT_006633-T1
OG0010562		GBNWT_006638-T1
OG0010563		GBNWT_006648-T1
OG0010564		GBNWT_006651-T1
OG0010565		GBNWT_006654-T1
OG0010566		GBNWT_006667-T1
OG0010567		GBNWT_006668-T1
OG0010568		GBNWT_006669-T1
OG0010569		GBNWT_006670-T1
OG0010570		GBNWT_006674-T1
OG0010571		GBNWT_006676-T1
OG0010572		GBNWT_006680-T1
OG0010573		GBNWT_006684-T1
OG0010574		GBNWT_006685-T1
OG0010575		GBNWT_006689-T1
OG0010576		GBNWT_006695-T1
OG0010577		GBNWT_006699-T1
OG0010578		GBNWT_006702-T1
OG0010579		GBNWT_006707-T1
OG0010580		GBNWT_006708-T1
OG0010581		GBNWT_006711-T1
OG0010582		GBNWT_006712-T1
OG0010583		GBNWT_006714-T1
OG0010584		GBNWT_006715-T1
OG0010585		GBNWT_006718-T1
OG0010586		GBNWT_006719-T1
OG0010587		GBNWT_006721-T1
OG0010588		GBNWT_006729-T1
OG0010589		GBNWT_006730-T1
OG0010590		GBNWT_006740-T1
OG0010591		GBNWT_006744-T1
OG0010592		GBNWT_006749-T1
OG0010593		GBNWT_006751-T1
OG0010594		GBNWT_006756-T1
OG0010595		GBNWT_006758-T1
OG0010596		GBNWT_006765-T1
OG0010597		GBNWT_006770-T1
OG0010598		GBNWT_006775-T1
OG0010599		GBNWT_006777-T1
OG0010600		GBNWT_006778-T1
OG0010601		GBNWT_006782-T1
OG0010602		GBNWT_006788-T1
OG0010603		GBNWT_006798-T1
OG0010604		GBNWT_006806-T1
OG0010605		GBNWT_006808-T1
OG0010606		GBNWT_006816-T1
OG0010607		GBNWT_006819-T1
OG0010608		GBNWT_006832-T1
OG0010609		GBNWT_006838-T1
OG0010610		GBNWT_006840-T1
OG0010611		GBNWT_006843-T1
OG0010612		GBNWT_006850-T1
OG0010613		GBNWT_006853-T1
OG0010614		GBNWT_006854-T1
OG0010615		GBNWT_006855-T1
OG0010616		GBNWT_006858-T1
OG0010617		GBNWT_006859-T1
OG0010618		GBNWT_006861-T1
OG0010619		GBNWT_006862-T1
OG0010620		GBNWT_006863-T1
OG0010621		GBNWT_006865-T1
OG0010622		GBNWT_006866-T1
OG0010623		GBNWT_006880-T1
OG0010624		GBNWT_006882-T1
OG0010625		GBNWT_006885-T1
OG0010626		GBNWT_006887-T1
OG0010627		GBNWT_006894-T1
OG0010628		GBNWT_006895-T1
OG0010629		GBNWT_006900-T1
OG0010630		GBNWT_006906-T1
OG0010631		GBNWT_006915-T1
OG0010632		GBNWT_006917-T1
OG0010633		GBNWT_006925-T1
OG0010634		GBNWT_006929-T1
OG0010635		GBNWT_006932-T1
OG0010636		GBNWT_006933-T1
OG0010637		GBNWT_006935-T1
OG0010638		GBNWT_006941-T1
OG0010639		GBNWT_006945-T1
OG0010640		GBNWT_006950-T1
OG0010641		GBNWT_006956-T1
OG0010642		GBNWT_006957-T1
OG0010643		GBNWT_006958-T1
OG0010644		GBNWT_006959-T1
OG0010645		GBNWT_006965-T1
OG0010646		GBNWT_006966-T1
OG0010647		GBNWT_006967-T1
OG0010648		GBNWT_006971-T1
OG0010649		GBNWT_006973-T1
OG0010650		GBNWT_006975-T1
OG0010651		GBNWT_006981-T1
OG0010652		GBNWT_006986-T1
OG0010653		GBNWT_006990-T1
OG0010654		GBNWT_007000-T1
OG0010655		GBNWT_007004-T1
OG0010656		GBNWT_007008-T1
OG0010657		GBNWT_007009-T1
OG0010658		GBNWT_007010-T1
OG0010659		GBNWT_007018-T1
OG0010660		GBNWT_007020-T1
OG0010661		GBNWT_007028-T1
OG0010662		GBNWT_007029-T1
OG0010663		GBNWT_007038-T1
OG0010664		GBNWT_007039-T1
OG0010665		GBNWT_007041-T1
OG0010666		GBNWT_007042-T1
OG0010667		GBNWT_007043-T1
OG0010668		GBNWT_007062-T1
OG0010669		GBNWT_007068-T1
OG0010670		GBNWT_007075-T1
OG0010671		GBNWT_007078-T1
OG0010672		GBNWT_007079-T1
OG0010673		GBNWT_007087-T1
OG0010674		GBNWT_007088-T1
OG0010675		GBNWT_007089-T1
OG0010676		GBNWT_007091-T1
OG0010677		GBNWT_007094-T1
OG0010678		GBNWT_007096-T1
OG0010679		GBNWT_007097-T1
OG0010680		GBNWT_007109-T1
OG0010681		GBNWT_007115-T1
OG0010682		GBNWT_007121-T1
OG0010683		GBNWT_007122-T1
OG0010684		GBNWT_007123-T1
OG0010685		GBNWT_007124-T1
OG0010686		GBNWT_007126-T1
OG0010687		GBNWT_007128-T1
OG0010688		GBNWT_007132-T1
OG0010689		GBNWT_007141-T1
OG0010690		GBNWT_007143-T1
OG0010691		GBNWT_007149-T1
OG0010692		GBNWT_007150-T1
OG0010693		GBNWT_007156-T1
OG0010694		GBNWT_007157-T1
OG0010695		GBNWT_007163-T1
OG0010696		GBNWT_007166-T1
OG0010697		GBNWT_007168-T1
OG0010698		GBNWT_007170-T1
OG0010699		GBNWT_007176-T1
OG0010700		GBNWT_007177-T1
OG0010701		GBNWT_007181-T1
OG0010702		GBNWT_007185-T1
OG0010703		GBNWT_007187-T1
OG0010704		GBNWT_007191-T1
OG0010705		GBNWT_007194-T1
OG0010706		GBNWT_007196-T1
OG0010707		GBNWT_007202-T1
OG0010708		GBNWT_007204-T1
OG0010709		GBNWT_007205-T1
OG0010710		GBNWT_007210-T1
OG0010711		GBNWT_007213-T1
OG0010712		GBNWT_007215-T1
OG0010713		GBNWT_007221-T1
OG0010714		GBNWT_007225-T1
OG0010715		GBNWT_007229-T1
OG0010716		GBNWT_007232-T1
OG0010717		GBNWT_007235-T1
OG0010718		GBNWT_007241-T1
OG0010719		GBNWT_007243-T1
OG0010720		GBNWT_007248-T1
OG0010721		GBNWT_007249-T1
OG0010722		GBNWT_007250-T1
OG0010723		GBNWT_007253-T1
OG0010724		GBNWT_007260-T1
OG0010725		GBNWT_007262-T1
OG0010726		GBNWT_007263-T1
OG0010727		GBNWT_007267-T1
OG0010728		GBNWT_007276-T1
OG0010729		GBNWT_007284-T1
OG0010730		GBNWT_007285-T1
OG0010731		GBNWT_007287-T1
OG0010732		GBNWT_007288-T1
OG0010733		GBNWT_007292-T1
OG0010734		GBNWT_007295-T1
OG0010735		GBNWT_007296-T1
OG0010736		GBNWT_007304-T1
OG0010737		GBNWT_007306-T1
OG0010738		GBNWT_007307-T1
OG0010739		GBNWT_007309-T1
OG0010740		GBNWT_007316-T1
OG0010741		GBNWT_007317-T1
OG0010742		GBNWT_007320-T1
OG0010743		GBNWT_007324-T1
OG0010744		GBNWT_007326-T1
OG0010745		GBNWT_007337-T1
OG0010746		GBNWT_007342-T1
OG0010747		GBNWT_007343-T1
OG0010748		GBNWT_007344-T1
OG0010749		GBNWT_007348-T1
OG0010750		GBNWT_007358-T1
OG0010751		GBNWT_007361-T1
OG0010752		GBNWT_007368-T1
OG0010753		GBNWT_007371-T1
OG0010754		GBNWT_007372-T1
OG0010755		GBNWT_007374-T1
OG0010756		GBNWT_007375-T1
OG0010757		GBNWT_007378-T1
OG0010758		GBNWT_007379-T1
OG0010759		GBNWT_007380-T1
OG0010760		GBNWT_007381-T1
OG0010761		GBNWT_007382-T1
OG0010762		GBNWT_007391-T1
OG0010763		GBNWT_007394-T1
OG0010764		GBNWT_007403-T1
OG0010765		GBNWT_007404-T1
OG0010766		GBNWT_007410-T1
OG0010767		GBNWT_007414-T1
OG0010768		GBNWT_007420-T1
OG0010769		GBNWT_007425-T1
OG0010770		GBNWT_007426-T1
OG0010771		GBNWT_007427-T1
OG0010772		GBNWT_007428-T1
OG0010773		GBNWT_007430-T1
OG0010774		GBNWT_007435-T1
OG0010775		GBNWT_007439-T1
OG0010776		GBNWT_007445-T1
OG0010777		GBNWT_007448-T1
OG0010778		GBNWT_007449-T1
OG0010779		GBNWT_007450-T1
OG0010780		GBNWT_007465-T1
OG0010781		GBNWT_007466-T1
OG0010782		GBNWT_007467-T1
OG0010783		GBNWT_007473-T1
OG0010784		GBNWT_007475-T1
OG0010785		GBNWT_007476-T1
OG0010786		GBNWT_007479-T1
OG0010787		GBNWT_007497-T1
OG0010788		GBNWT_007498-T1
OG0010789		GBNWT_007499-T1
OG0010790		GBNWT_007501-T1
OG0010791		GBNWT_007502-T1
OG0010792		GBNWT_007503-T1
OG0010793		GBNWT_007504-T1
OG0010794		GBNWT_007508-T1
OG0010795		GBNWT_007509-T1
OG0010796		GBNWT_007512-T1
OG0010797		GBNWT_007514-T1
OG0010798		GBNWT_007515-T1
OG0010799		GBNWT_007516-T1
OG0010800		GBNWT_007520-T1
OG0010801		GBNWT_007522-T1
OG0010802		GBNWT_007530-T1
OG0010803		GBNWT_007534-T1
OG0010804		GBNWT_007535-T1
OG0010805		GBNWT_007538-T1
OG0010806		GBNWT_007541-T1
OG0010807		GBNWT_007547-T1
OG0010808		GBNWT_007548-T1
OG0010809		GBNWT_007550-T1
OG0010810		GBNWT_007551-T1
OG0010811		GBNWT_007561-T1
OG0010812		GBNWT_007566-T1
OG0010813		GBNWT_007569-T1
OG0010814		GBNWT_007570-T1
OG0010815		GBNWT_007571-T1
OG0010816		GBNWT_007574-T1
OG0010817		GBNWT_007575-T1
OG0010818		GBNWT_007576-T1
OG0010819		GBNWT_007578-T1
OG0010820		GBNWT_007579-T1
OG0010821		GBNWT_007581-T1
OG0010822		GBNWT_007587-T1
OG0010823		GBNWT_007588-T1
OG0010824		GBNWT_007592-T1
OG0010825		GBNWT_007601-T1
OG0010826		GBNWT_007603-T1
OG0010827		GBNWT_007613-T1
OG0010828		GBNWT_007617-T1
OG0010829		GBNWT_007618-T1
OG0010830		GBNWT_007623-T1
OG0010831		GBNWT_007629-T1
OG0010832		GBNWT_007632-T1
OG0010833		GBNWT_007642-T1
OG0010834		GBNWT_007644-T1
OG0010835		GBNWT_007645-T1
OG0010836		GBNWT_007648-T1
OG0010837		GBNWT_007658-T1
OG0010838		GBNWT_007659-T1
OG0010839		GBNWT_007660-T1
OG0010840		GBNWT_007667-T1
OG0010841		GBNWT_007668-T1
OG0010842		GBNWT_007671-T1
OG0010843		GBNWT_007676-T1
OG0010844		GBNWT_007677-T1
OG0010845		GBNWT_007681-T1
OG0010846		GBNWT_007682-T1
OG0010847		GBNWT_007683-T1
OG0010848		GBNWT_007692-T1
OG0010849		GBNWT_007707-T1
OG0010850		GBNWT_007708-T1
OG0010851		GBNWT_007709-T1
OG0010852		GBNWT_007711-T1
OG0010853		GBNWT_007714-T1
OG0010854		GBNWT_007715-T1
OG0010855		GBNWT_007721-T1
OG0010856		GBNWT_007722-T1
OG0010857		GBNWT_007725-T1
OG0010858		GBNWT_007726-T1
OG0010859		GBNWT_007727-T1
OG0010860		GBNWT_007729-T1
OG0010861		GBNWT_007734-T1
OG0010862		GBNWT_007738-T1
OG0010863		GBNWT_007741-T1
OG0010864		GBNWT_007742-T1
OG0010865		GBNWT_007751-T1
OG0010866		GBNWT_007755-T1
OG0010867		GBNWT_007763-T1
OG0010868		GBNWT_007771-T1
OG0010869		GBNWT_007775-T1
OG0010870		GBNWT_007778-T1
OG0010871		GBNWT_007779-T1
OG0010872		GBNWT_007781-T1
OG0010873		GBNWT_007782-T1
OG0010874		GBNWT_007784-T1
OG0010875		GBNWT_007786-T1
OG0010876		GBNWT_007787-T1
OG0010877		GBNWT_007788-T1
OG0010878		GBNWT_007789-T1
OG0010879		GBNWT_007791-T1
OG0010880		GBNWT_007797-T1
OG0010881		GBNWT_007800-T1
OG0010882		GBNWT_007808-T1
OG0010883		GBNWT_007810-T1
OG0010884		GBNWT_007811-T1
OG0010885		GBNWT_007812-T1
OG0010886		GBNWT_007815-T1
OG0010887		GBNWT_007816-T1
OG0010888		GBNWT_007822-T1
OG0010889		GBNWT_007823-T1
OG0010890		GBNWT_007828-T1
OG0010891		GBNWT_007832-T1
OG0010892		GBNWT_007834-T1
OG0010893		GBNWT_007843-T1
OG0010894		GBNWT_007849-T1
OG0010895		GBNWT_007851-T1
OG0010896		GBNWT_007856-T1
OG0010897		GBNWT_007858-T1
OG0010898		GBNWT_007862-T1
OG0010899		GBNWT_007865-T1
OG0010900		GBNWT_007867-T1
OG0010901		GBNWT_007872-T1
OG0010902		GBNWT_007873-T1
OG0010903		GBNWT_007878-T1
OG0010904		GBNWT_007885-T1
OG0010905		GBNWT_007891-T1
OG0010906		GBNWT_007896-T1
OG0010907		GBNWT_007900-T1
OG0010908		GBNWT_007909-T1
OG0010909		GBNWT_007910-T1
OG0010910		GBNWT_007913-T1
OG0010911		GBNWT_007925-T1
OG0010912		GBNWT_007931-T1
OG0010913		GBNWT_007932-T1
OG0010914		GBNWT_007937-T1
OG0010915		GBNWT_007941-T1
OG0010916		GBNWT_007946-T1
OG0010917		GBNWT_007948-T1
OG0010918		GBNWT_007951-T1
OG0010919		GBNWT_007952-T1
OG0010920		GBNWT_007956-T1
OG0010921		GBNWT_007957-T1
OG0010922		GBNWT_007958-T1
OG0010923		GBNWT_007961-T1
OG0010924		GBNWT_007963-T1
OG0010925		GBNWT_007966-T1
OG0010926		GBNWT_007969-T1
OG0010927		GBNWT_007974-T1
OG0010928		GBNWT_007977-T1
OG0010929		GBNWT_007983-T1
OG0010930		GBNWT_007985-T1
OG0010931		GBNWT_007993-T1
OG0010932		GBNWT_007999-T1
OG0010933		GBNWT_008013-T1
OG0010934		GBNWT_008014-T1
OG0010935		GBNWT_008021-T1
OG0010936		GBNWT_008023-T1
OG0010937		GBNWT_008024-T1
OG0010938		GBNWT_008031-T1
OG0010939		GBNWT_008037-T1
OG0010940		GBNWT_008040-T1
OG0010941		GBNWT_008042-T1
OG0010942		GBNWT_008046-T1
OG0010943		GBNWT_008047-T1
OG0010944		GBNWT_008048-T1
OG0010945		GBNWT_008049-T1
OG0010946		GBNWT_008053-T1
OG0010947		GBNWT_008058-T1
OG0010948		GBNWT_008059-T1
OG0010949		GBNWT_008061-T1
OG0010950		GBNWT_008062-T1
OG0010951		GBNWT_008063-T1
OG0010952		GBNWT_008064-T1
OG0010953		GBNWT_008065-T1
OG0010954		GBNWT_008066-T1
OG0010955		GBNWT_008070-T1
OG0010956		GBNWT_008072-T1
OG0010957		GBNWT_008074-T1
OG0010958		GBNWT_008080-T1
OG0010959		GBNWT_008082-T1
OG0010960		GBNWT_008083-T1
OG0010961		GBNWT_008085-T1
OG0010962		GBNWT_008088-T1
OG0010963		GBNWT_008096-T1
OG0010964		GBNWT_008104-T1
OG0010965		GBNWT_008106-T1
OG0010966		GBNWT_008107-T1
OG0010967		GBNWT_008120-T1
OG0010968		GBNWT_008127-T1
OG0010969		GBNWT_008131-T1
OG0010970		GBNWT_008137-T1
OG0010971		GBNWT_008145-T1
OG0010972		GBNWT_008146-T1
OG0010973		GBNWT_008148-T1
OG0010974		GBNWT_008151-T1
OG0010975		GBNWT_008152-T1
OG0010976		GBNWT_008153-T1
OG0010977		GBNWT_008154-T1
OG0010978		GBNWT_008156-T1
OG0010979		GBNWT_008157-T1
OG0010980		GBNWT_008159-T1
OG0010981		GBNWT_008160-T1
OG0010982		GBNWT_008163-T1
OG0010983		GBNWT_008169-T1
OG0010984		GBNWT_008175-T1
OG0010985		GBNWT_008176-T1
OG0010986		GBNWT_008179-T1
OG0010987		GBNWT_008180-T1
OG0010988		GBNWT_008183-T1
OG0010989		GBNWT_008184-T1
OG0010990		GBNWT_008186-T1
OG0010991		GBNWT_008194-T1
OG0010992		GBNWT_008195-T1
OG0010993		GBNWT_008197-T1
OG0010994		GBNWT_008204-T1
OG0010995		GBNWT_008206-T1
OG0010996		GBNWT_008211-T1
OG0010997		GBNWT_008212-T1
OG0010998		GBNWT_008214-T1
OG0010999		GBNWT_008220-T1
OG0011000		GBNWT_008222-T1
OG0011001		GBNWT_008224-T1
OG0011002		GBNWT_008229-T1
OG0011003		GBNWT_008230-T1
OG0011004		GBNWT_008236-T1
OG0011005		GBNWT_008240-T1
OG0011006		GBNWT_008242-T1
OG0011007		GBNWT_008243-T1
OG0011008		GBNWT_008244-T1
OG0011009		GBNWT_008245-T1
OG0011010		GBNWT_008247-T1
OG0011011		GBNWT_008253-T1
OG0011012		GBNWT_008255-T1
OG0011013		GBNWT_008258-T1
OG0011014		GBNWT_008261-T1
OG0011015		GBNWT_008264-T1
OG0011016		GBNWT_008268-T1
OG0011017		GBNWT_008269-T1
OG0011018		GBNWT_008274-T1
OG0011019		GBNWT_008277-T1
OG0011020		GBNWT_008278-T1
OG0011021		GBNWT_008283-T1
OG0011022		GBNWT_008292-T1
OG0011023		GBNWT_008294-T1
OG0011024		GBNWT_008296-T1
OG0011025		GBNWT_008302-T1
OG0011026		GBNWT_008308-T1
OG0011027		GBNWT_008315-T1
OG0011028		GBNWT_008316-T1
OG0011029		GBNWT_008317-T1
OG0011030		GBNWT_008319-T1
OG0011031		GBNWT_008322-T1
OG0011032		GBNWT_008324-T1
OG0011033		GBNWT_008326-T1
OG0011034		GBNWT_008327-T1
OG0011035		GBNWT_008328-T1
OG0011036		GBNWT_008341-T1
OG0011037		GBNWT_008343-T1
OG0011038		GBNWT_008345-T1
OG0011039		GBNWT_008346-T1
OG0011040		GBNWT_008348-T1
OG0011041		GBNWT_008352-T1
OG0011042		GBNWT_008353-T1
OG0011043		GBNWT_008359-T1
OG0011044		GBNWT_008364-T1
OG0011045		GBNWT_008365-T1
OG0011046		GBNWT_008369-T1
OG0011047		GBNWT_008373-T1
OG0011048		GBNWT_008377-T1
OG0011049		GBNWT_008378-T1
OG0011050		GBNWT_008380-T1
OG0011051		GBNWT_008384-T1
OG0011052		GBNWT_008386-T1
OG0011053		GBNWT_008388-T1
OG0011054		GBNWT_008389-T1
OG0011055		GBNWT_008390-T1
OG0011056		GBNWT_008391-T1
OG0011057		GBNWT_008392-T1
OG0011058		GBNWT_008393-T1
OG0011059		GBNWT_008398-T1
OG0011060		GBNWT_008402-T1
OG0011061		GBNWT_008403-T1
OG0011062		GBNWT_008405-T1
OG0011063		GBNWT_008420-T1
OG0011064		GBNWT_008424-T1
OG0011065		GBNWT_008427-T1
OG0011066		GBNWT_008434-T1
OG0011067		GBNWT_008436-T1
OG0011068		GBNWT_008438-T1
OG0011069		GBNWT_008439-T1
OG0011070		GBNWT_008440-T1
OG0011071		GBNWT_008443-T1
OG0011072		GBNWT_008447-T1
OG0011073		GBNWT_008448-T1
OG0011074		GBNWT_008449-T1
OG0011075		GBNWT_008450-T1
OG0011076		GBNWT_008454-T1
OG0011077		GBNWT_008461-T1
OG0011078		GBNWT_008463-T1
OG0011079		GBNWT_008469-T1
OG0011080		GBNWT_008470-T1
OG0011081		GBNWT_008471-T1
OG0011082		GBNWT_008478-T1
OG0011083		GBNWT_008487-T1
OG0011084		GBNWT_008488-T1
OG0011085		GBNWT_008491-T1
OG0011086		GBNWT_008497-T1
OG0011087		GBNWT_008500-T1
OG0011088		GBNWT_008504-T1
OG0011089		GBNWT_008505-T1
OG0011090		GBNWT_008507-T1
OG0011091		GBNWT_008520-T1
OG0011092		GBNWT_008529-T1
OG0011093		GBNWT_008530-T1
OG0011094		GBNWT_008533-T1
OG0011095		GBNWT_008536-T1
OG0011096		GBNWT_008537-T1
OG0011097		GBNWT_008538-T1
OG0011098		GBNWT_008544-T1
OG0011099		GBNWT_008550-T1
OG0011100		GBNWT_008553-T1
OG0011101		GBNWT_008561-T1
OG0011102		GBNWT_008564-T1
OG0011103		GBNWT_008565-T1
OG0011104		GBNWT_008566-T1
OG0011105		GBNWT_008567-T1
OG0011106		GBNWT_008569-T1
OG0011107		GBNWT_008573-T1
OG0011108		GBNWT_008576-T1
OG0011109		GBNWT_008578-T1
OG0011110		GBNWT_008584-T1
OG0011111		GBNWT_008585-T1
OG0011112		GBNWT_008586-T1
OG0011113		GBNWT_008587-T1
OG0011114		GBNWT_008589-T1
OG0011115		GBNWT_008596-T1
OG0011116		GBNWT_008597-T1
OG0011117		GBNWT_008599-T1
OG0011118		GBNWT_008600-T1
OG0011119		GBNWT_008602-T1
OG0011120		GBNWT_008603-T1
OG0011121		GBNWT_008604-T1
OG0011122		GBNWT_008606-T1
OG0011123		GBNWT_008609-T1
OG0011124		GBNWT_008613-T1
OG0011125		GBNWT_008615-T1
OG0011126		GBNWT_008618-T1
OG0011127		GBNWT_008625-T1
OG0011128		GBNWT_008630-T1
OG0011129		GBNWT_008632-T1
OG0011130		GBNWT_008638-T1
OG0011131		GBNWT_008639-T1
OG0011132		GBNWT_008640-T1
OG0011133		GBNWT_008644-T1
OG0011134		GBNWT_008647-T1
OG0011135		GBNWT_008648-T1
OG0011136		GBNWT_008652-T1
OG0011137		GBNWT_008653-T1
OG0011138		GBNWT_008659-T1
OG0011139		GBNWT_008660-T1
OG0011140		GBNWT_008663-T1
OG0011141		GBNWT_008667-T1
OG0011142		GBNWT_008670-T1
OG0011143		GBNWT_008671-T1
OG0011144		GBNWT_008675-T1
OG0011145		GBNWT_008683-T1
OG0011146		GBNWT_008686-T1
OG0011147		GBNWT_008689-T1
OG0011148		GBNWT_008691-T1
OG0011149		GBNWT_008692-T1
OG0011150		GBNWT_008700-T1
OG0011151		GBNWT_008702-T1
OG0011152		GBNWT_008705-T1
OG0011153		GBNWT_008710-T1
OG0011154		GBNWT_008711-T1
OG0011155		GBNWT_008716-T1
OG0011156		GBNWT_008717-T1
OG0011157		GBNWT_008718-T1
OG0011158		GBNWT_008720-T1
OG0011159		GBNWT_008722-T1
OG0011160		GBNWT_008724-T1
OG0011161		GBNWT_008727-T1
OG0011162		GBNWT_008734-T1
OG0011163		GBNWT_008739-T1
OG0011164		GBNWT_008742-T1
OG0011165		GBNWT_008748-T1
OG0011166		GBNWT_008751-T1
OG0011167		GBNWT_008759-T1
OG0011168		GBNWT_008762-T1
OG0011169		GBNWT_008770-T1
OG0011170		GBNWT_008774-T1
OG0011171		GBNWT_008776-T1
OG0011172		GBNWT_008777-T1
OG0011173		GBNWT_008778-T1
OG0011174		GBNWT_008779-T1
OG0011175		GBNWT_008783-T1
OG0011176		GBNWT_008784-T1
