	Ellisomyces_anomalus_NRRL_2465_Plus-T.aa	Ellisomyces_anomalus_RSA_581-.aa
OG0006429	GBNWX_007167-T1	GBNWY_000038-T1
OG0006430	GBNWX_007168-T1	GBNWY_000039-T1
OG0006431	GBNWX_007169-T1	GBNWY_000040-T1
OG0006432	GBNWX_007170-T1	GBNWY_000041-T1
OG0006433	GBNWX_007171-T1	GBNWY_000042-T1
OG0006434	GBNWX_007173-T1	GBNWY_000044-T1
OG0006435	GBNWX_007174-T1	GBNWY_000045-T1
OG0006436	GBNWX_007175-T1	GBNWY_005082-T1
OG0006437	GBNWX_007176-T1	GBNWY_005083-T1
OG0006438	GBNWX_007177-T1	GBNWY_005084-T1
OG0006439	GBNWX_007178-T1	GBNWY_005085-T1
OG0006440	GBNWX_007179-T1	GBNWY_005086-T1
OG0006441	GBNWX_007180-T1	GBNWY_005087-T1
OG0006442	GBNWX_007181-T1	GBNWY_005088-T1
OG0006443	GBNWX_007184-T1	GBNWY_007074-T1
OG0006444	GBNWX_007185-T1	GBNWY_007075-T1
OG0006445	GBNWX_007186-T1	GBNWY_007076-T1
OG0006446	GBNWX_007187-T1	GBNWY_007077-T1
OG0006447	GBNWX_007188-T1	GBNWY_007078-T1
OG0006448	GBNWX_007189-T1	GBNWY_007079-T1
OG0006449	GBNWX_007190-T1	GBNWY_007080-T1
OG0006450	GBNWX_007191-T1	GBNWY_007081-T1
OG0006451	GBNWX_007192-T1	GBNWY_007082-T1
OG0006452	GBNWX_007195-T1	GBNWY_002790-T1
OG0006453	GBNWX_007196-T1	GBNWY_002791-T1
OG0006454	GBNWX_007197-T1	GBNWY_002792-T1
OG0006455	GBNWX_007198-T1	GBNWY_002793-T1
OG0006456	GBNWX_007199-T1	GBNWY_002794-T1
OG0006457	GBNWX_007200-T1	GBNWY_002795-T1
OG0006458	GBNWX_007201-T1	GBNWY_007309-T1
OG0006459	GBNWX_007202-T1	GBNWY_007310-T1
OG0006460	GBNWX_007204-T1	GBNWY_007312-T1
OG0006461	GBNWX_007205-T1	GBNWY_007313-T1
OG0006462	GBNWX_007206-T1	GBNWY_007314-T1
OG0006463	GBNWX_007207-T1	GBNWY_004427-T1
OG0006464	GBNWX_007209-T1	GBNWY_004424-T1
OG0006465	GBNWX_007210-T1	GBNWY_004423-T1
OG0006466	GBNWX_007213-T1	GBNWY_004420-T1
OG0006467	GBNWX_007214-T1	GBNWY_006915-T1
OG0006468	GBNWX_007215-T1	GBNWY_006916-T1
OG0006469	GBNWX_007216-T1	GBNWY_006917-T1
OG0006470	GBNWX_007217-T1	GBNWY_006918-T1
OG0006471	GBNWX_007218-T1	GBNWY_006919-T1
OG0006472	GBNWX_007221-T1	GBNWY_006922-T1
OG0006473	GBNWX_007222-T1	GBNWY_006923-T1
OG0006474	GBNWX_007223-T1	GBNWY_006924-T1
OG0006475	GBNWX_007224-T1	GBNWY_006925-T1
OG0006476	GBNWX_007225-T1	GBNWY_007281-T1
OG0006477	GBNWX_007227-T1	GBNWY_007283-T1
OG0006478	GBNWX_007229-T1	GBNWY_007284-T1
OG0006479	GBNWX_007230-T1	GBNWY_007285-T1
OG0006480	GBNWX_007231-T1	GBNWY_007286-T1
OG0006481	GBNWX_007232-T1	GBNWY_007287-T1
OG0006482	GBNWX_007233-T1	GBNWY_007288-T1
OG0006483	GBNWX_007234-T1	GBNWY_007289-T1
OG0006484	GBNWX_007235-T1	GBNWY_005877-T1
OG0006485	GBNWX_007236-T1	GBNWY_005876-T1
OG0006486	GBNWX_007237-T1	GBNWY_005875-T1
OG0006487	GBNWX_007238-T1	GBNWY_005874-T1
OG0006488	GBNWX_007240-T1	GBNWY_005872-T1
OG0006489	GBNWX_007241-T1	GBNWY_005871-T1
OG0006490	GBNWX_007242-T1	GBNWY_007316-T1
OG0006491	GBNWX_007243-T1	GBNWY_007317-T1
OG0006492	GBNWX_007244-T1	GBNWY_007318-T1
OG0006493	GBNWX_007245-T1	GBNWY_007319-T1
OG0006494	GBNWX_007246-T1	GBNWY_007320-T1
OG0006495	GBNWX_007247-T1	GBNWY_007321-T1
OG0006496	GBNWX_007248-T1	GBNWY_001081-T1
OG0006497	GBNWX_007251-T1	GBNWY_001079-T1
OG0006498	GBNWX_007252-T1	GBNWY_001078-T1
OG0006499	GBNWX_007253-T1	GBNWY_001077-T1
OG0006500	GBNWX_007255-T1	GBNWY_001075-T1
OG0006501	GBNWX_007256-T1	GBNWY_001074-T1
OG0006502	GBNWX_007258-T1	GBNWY_008923-T1
OG0006503	GBNWX_007259-T1	GBNWY_008922-T1
OG0006504	GBNWX_007260-T1	GBNWY_008921-T1
OG0006505	GBNWX_007261-T1	GBNWY_008920-T1
OG0006506	GBNWX_007262-T1	GBNWY_008919-T1
OG0006507	GBNWX_007263-T1	GBNWY_008918-T1
OG0006508	GBNWX_007264-T1	GBNWY_008917-T1
OG0006509	GBNWX_007265-T1	GBNWY_008916-T1
OG0006510	GBNWX_007266-T1	GBNWY_008915-T1
OG0006511	GBNWX_007267-T1	GBNWY_008914-T1
OG0006512	GBNWX_007268-T1	GBNWY_008913-T1
OG0006513	GBNWX_007270-T1	GBNWY_008911-T1
OG0006514	GBNWX_007271-T1	GBNWY_008910-T1
OG0006515	GBNWX_007272-T1	GBNWY_008909-T1
OG0006516	GBNWX_007273-T1	GBNWY_008908-T1
OG0006517	GBNWX_007274-T1	GBNWY_008907-T1
OG0006518	GBNWX_007276-T1	GBNWY_008905-T1
OG0006519	GBNWX_007277-T1	GBNWY_008904-T1
OG0006520	GBNWX_007278-T1	GBNWY_008903-T1
OG0006521	GBNWX_007279-T1	GBNWY_008902-T1
OG0006522	GBNWX_007280-T1	GBNWY_008901-T1
OG0006523	GBNWX_007281-T1	GBNWY_008900-T1
OG0006524	GBNWX_007282-T1	GBNWY_008899-T1
OG0006525	GBNWX_007284-T1	GBNWY_008898-T1
OG0006526	GBNWX_007285-T1	GBNWY_008896-T1
OG0006527	GBNWX_007286-T1	GBNWY_008895-T1
OG0006528	GBNWX_007287-T1	GBNWY_008894-T1
OG0006529	GBNWX_007288-T1	GBNWY_008893-T1
OG0006530	GBNWX_007289-T1	GBNWY_008892-T1
OG0006531	GBNWX_007290-T1	GBNWY_008891-T1
OG0006532	GBNWX_007292-T1	GBNWY_008890-T1
OG0006533	GBNWX_007295-T1	GBNWY_008888-T1
OG0006534	GBNWX_007296-T1	GBNWY_008887-T1
OG0006535	GBNWX_007297-T1	GBNWY_008886-T1
OG0006536	GBNWX_007298-T1	GBNWY_008885-T1
OG0006537	GBNWX_007299-T1	GBNWY_008884-T1
OG0006538	GBNWX_007301-T1	GBNWY_008882-T1
OG0006539	GBNWX_007303-T1	GBNWY_008859-T1
OG0006540	GBNWX_007304-T1	GBNWY_008858-T1
OG0006541	GBNWX_007305-T1	GBNWY_008857-T1
OG0006542	GBNWX_007306-T1	GBNWY_008856-T1
OG0006543	GBNWX_007307-T1	GBNWY_008855-T1
OG0006544	GBNWX_007308-T1	GBNWY_007390-T1
OG0006545	GBNWX_007309-T1	GBNWY_007391-T1
OG0006546	GBNWX_007310-T1	GBNWY_007392-T1
OG0006547	GBNWX_007312-T1	GBNWY_007394-T1
OG0006548	GBNWX_007313-T1	GBNWY_007395-T1
OG0006549	GBNWX_007314-T1	GBNWY_007396-T1
OG0006550	GBNWX_007316-T1	GBNWY_007570-T1
OG0006551	GBNWX_007318-T1	GBNWY_007572-T1
OG0006552	GBNWX_007319-T1	GBNWY_007574-T1
OG0006553	GBNWX_007320-T1	GBNWY_007575-T1
OG0006554	GBNWX_007321-T1	GBNWY_007576-T1
OG0006555	GBNWX_007323-T1	GBNWY_007578-T1
OG0006556	GBNWX_007326-T1	GBNWY_008928-T1
OG0006557	GBNWX_007329-T1	GBNWY_008931-T1
OG0006558	GBNWX_007330-T1	GBNWY_008932-T1
OG0006559	GBNWX_007333-T1	GBNWY_008348-T1
OG0006560	GBNWX_007334-T1	GBNWY_008347-T1
OG0006561	GBNWX_007335-T1	GBNWY_010221-T1
OG0006562	GBNWX_007336-T1	GBNWY_010220-T1
OG0006563	GBNWX_007338-T1	GBNWY_000281-T1
OG0006564	GBNWX_007339-T1	GBNWY_000282-T1
OG0006565	GBNWX_007340-T1	GBNWY_000283-T1
OG0006566	GBNWX_007341-T1	GBNWY_000284-T1
OG0006567	GBNWX_007342-T1	GBNWY_000285-T1
OG0006568	GBNWX_007343-T1	GBNWY_000286-T1
OG0006569	GBNWX_007344-T1	GBNWY_005324-T1
OG0006570	GBNWX_007345-T1	GBNWY_005323-T1
OG0006571	GBNWX_007346-T1	GBNWY_005322-T1
OG0006572	GBNWX_007349-T1	GBNWY_005319-T1
OG0006573	GBNWX_007350-T1	GBNWY_004947-T1
OG0006574	GBNWX_007351-T1	GBNWY_004948-T1
OG0006575	GBNWX_007352-T1	GBNWY_004949-T1
OG0006576	GBNWX_007353-T1	GBNWY_004950-T1
OG0006577	GBNWX_007354-T1	GBNWY_004951-T1
OG0006578	GBNWX_007355-T1	GBNWY_004953-T1
OG0006579	GBNWX_007356-T1	GBNWY_004954-T1
OG0006580	GBNWX_007357-T1	GBNWY_004955-T1
OG0006581	GBNWX_007358-T1	GBNWY_004956-T1
OG0006582	GBNWX_007361-T1	GBNWY_002647-T1
OG0006583	GBNWX_007362-T1	GBNWY_002646-T1
OG0006584	GBNWX_007363-T1	GBNWY_002645-T1
OG0006585	GBNWX_007364-T1	GBNWY_002644-T1
OG0006586	GBNWX_007365-T1	GBNWY_007322-T1
OG0006587	GBNWX_007366-T1	GBNWY_007323-T1
OG0006588	GBNWX_007367-T1	GBNWY_007324-T1
OG0006589	GBNWX_007370-T1	GBNWY_007326-T1
OG0006590	GBNWX_007371-T1	GBNWY_007327-T1
OG0006591	GBNWX_007372-T1	GBNWY_007328-T1
OG0006592	GBNWX_007373-T1	GBNWY_007329-T1
OG0006593	GBNWX_007375-T1	GBNWY_007331-T1
OG0006594	GBNWX_007376-T1	GBNWY_007332-T1
OG0006595	GBNWX_007377-T1	GBNWY_007397-T1
OG0006596	GBNWX_007378-T1	GBNWY_007398-T1
OG0006597	GBNWX_007380-T1	GBNWY_007400-T1
OG0006598	GBNWX_007381-T1	GBNWY_007401-T1
OG0006599	GBNWX_007382-T1	GBNWY_007402-T1
OG0006600	GBNWX_007383-T1	GBNWY_007403-T1
OG0006601	GBNWX_007384-T1	GBNWY_007404-T1
OG0006602	GBNWX_007385-T1	GBNWY_007405-T1
OG0006603	GBNWX_007386-T1	GBNWY_007406-T1
OG0006604	GBNWX_007387-T1	GBNWY_007407-T1
OG0006605	GBNWX_007388-T1	GBNWY_007408-T1
OG0006606	GBNWX_007389-T1	GBNWY_007409-T1
OG0006607	GBNWX_007391-T1	GBNWY_006767-T1
OG0006608	GBNWX_007395-T1	GBNWY_006770-T1
OG0006609	GBNWX_007396-T1	GBNWY_006771-T1
OG0006610	GBNWX_007400-T1	GBNWY_001483-T1
OG0006611	GBNWX_007401-T1	GBNWY_001484-T1
OG0006612	GBNWX_007402-T1	GBNWY_001485-T1
OG0006613	GBNWX_007403-T1	GBNWY_001486-T1
OG0006614	GBNWX_007404-T1	GBNWY_001487-T1
OG0006615	GBNWX_007405-T1	GBNWY_001488-T1
OG0006616	GBNWX_007406-T1	GBNWY_001489-T1
OG0006617	GBNWX_007407-T1	GBNWY_001490-T1
OG0006618	GBNWX_007408-T1	GBNWY_001491-T1
OG0006619	GBNWX_007409-T1	GBNWY_001492-T1
OG0006620	GBNWX_007410-T1	GBNWY_001493-T1
OG0006621	GBNWX_007411-T1	GBNWY_001494-T1
OG0006622	GBNWX_007412-T1	GBNWY_001495-T1
OG0006623	GBNWX_007414-T1	GBNWY_001497-T1
OG0006624	GBNWX_007416-T1	GBNWY_001499-T1
OG0006625	GBNWX_007417-T1	GBNWY_001500-T1
OG0006626	GBNWX_007419-T1	GBNWY_005449-T1
OG0006627	GBNWX_007422-T1	GBNWY_005452-T1
OG0006628	GBNWX_007423-T1	GBNWY_005453-T1
OG0006629	GBNWX_007424-T1	GBNWY_005454-T1
OG0006630	GBNWX_007425-T1	GBNWY_005455-T1
OG0006631	GBNWX_007426-T1	GBNWY_005456-T1
OG0006632	GBNWX_007427-T1	GBNWY_005457-T1
OG0006633	GBNWX_007428-T1	GBNWY_005458-T1
OG0006634	GBNWX_007430-T1	GBNWY_004259-T1
OG0006635	GBNWX_007432-T1	GBNWY_004261-T1
OG0006636	GBNWX_007433-T1	GBNWY_004262-T1
OG0006637	GBNWX_007434-T1	GBNWY_004263-T1
OG0006638	GBNWX_007435-T1	GBNWY_004264-T1
OG0006639	GBNWX_007436-T1	GBNWY_004265-T1
OG0006640	GBNWX_007437-T1	GBNWY_004266-T1
OG0006641	GBNWX_007439-T1	GBNWY_004268-T1
OG0006642	GBNWX_007441-T1	GBNWY_001526-T1
OG0006643	GBNWX_007443-T1	GBNWY_001528-T1
OG0006644	GBNWX_007444-T1	GBNWY_001529-T1
OG0006645	GBNWX_007447-T1	GBNWY_001532-T1
OG0006646	GBNWX_007448-T1	GBNWY_001533-T1
OG0006647	GBNWX_007449-T1	GBNWY_007040-T1
OG0006648	GBNWX_007452-T1	GBNWY_007037-T1
OG0006649	GBNWX_007455-T1	GBNWY_007034-T1
OG0006650	GBNWX_007456-T1	GBNWY_007033-T1
OG0006651	GBNWX_007458-T1	GBNWY_007410-T1
OG0006652	GBNWX_007460-T1	GBNWY_007412-T1
OG0006653	GBNWX_007462-T1	GBNWY_007415-T1
OG0006654	GBNWX_007464-T1	GBNWY_007417-T1
OG0006655	GBNWX_007465-T1	GBNWY_007418-T1
OG0006656	GBNWX_007468-T1	GBNWY_006504-T1
OG0006657	GBNWX_007469-T1	GBNWY_006505-T1
OG0006658	GBNWX_007470-T1	GBNWY_006506-T1
OG0006659	GBNWX_007471-T1	GBNWY_006507-T1
OG0006660	GBNWX_007472-T1	GBNWY_006508-T1
OG0006661	GBNWX_007473-T1	GBNWY_006509-T1
OG0006662	GBNWX_007474-T1	GBNWY_006510-T1
OG0006663	GBNWX_007475-T1	GBNWY_007546-T1
OG0006664	GBNWX_007477-T1	GBNWY_007544-T1
OG0006665	GBNWX_007478-T1	GBNWY_007543-T1
OG0006666	GBNWX_007480-T1	GBNWY_007541-T1
OG0006667	GBNWX_007481-T1	GBNWY_003291-T1
OG0006668	GBNWX_007482-T1	GBNWY_003292-T1
OG0006669	GBNWX_007483-T1	GBNWY_003293-T1
OG0006670	GBNWX_007485-T1	GBNWY_003295-T1
OG0006671	GBNWX_007486-T1	GBNWY_003296-T1
OG0006672	GBNWX_007487-T1	GBNWY_003297-T1
OG0006673	GBNWX_007488-T1	GBNWY_003298-T1
OG0006674	GBNWX_007489-T1	GBNWY_003299-T1
OG0006675	GBNWX_007490-T1	GBNWY_003300-T1
OG0006676	GBNWX_007492-T1	GBNWY_003302-T1
OG0006677	GBNWX_007495-T1	GBNWY_002657-T1
OG0006678	GBNWX_007496-T1	GBNWY_002658-T1
OG0006679	GBNWX_007497-T1	GBNWY_002659-T1
OG0006680	GBNWX_007498-T1	GBNWY_002660-T1
OG0006681	GBNWX_007499-T1	GBNWY_002661-T1
OG0006682	GBNWX_007500-T1	GBNWY_002662-T1
OG0006683	GBNWX_007502-T1	GBNWY_002664-T1
OG0006684	GBNWX_007504-T1	GBNWY_007463-T1
OG0006685	GBNWX_007505-T1	GBNWY_007462-T1
OG0006686	GBNWX_007506-T1	GBNWY_007461-T1
OG0006687	GBNWX_007507-T1	GBNWY_007460-T1
OG0006688	GBNWX_007509-T1	GBNWY_007458-T1
OG0006689	GBNWX_007511-T1	GBNWY_007456-T1
OG0006690	GBNWX_007512-T1	GBNWY_007455-T1
OG0006691	GBNWX_007514-T1	GBNWY_007445-T1
OG0006692	GBNWX_007515-T1	GBNWY_007444-T1
OG0006693	GBNWX_007516-T1	GBNWY_007443-T1
OG0006694	GBNWX_007517-T1	GBNWY_007442-T1
OG0006695	GBNWX_007518-T1	GBNWY_007441-T1
OG0006696	GBNWX_007519-T1	GBNWY_007440-T1
OG0006697	GBNWX_007520-T1	GBNWY_007439-T1
OG0006698	GBNWX_007521-T1	GBNWY_007438-T1
OG0006699	GBNWX_007524-T1	GBNWY_008941-T1
OG0006700	GBNWX_007525-T1	GBNWY_008942-T1
OG0006701	GBNWX_007526-T1	GBNWY_008784-T1
OG0006702	GBNWX_007527-T1	GBNWY_008783-T1
OG0006703	GBNWX_007528-T1	GBNWY_008782-T1
OG0006704	GBNWX_007529-T1	GBNWY_008781-T1
OG0006705	GBNWX_007530-T1	GBNWY_007610-T1
OG0006706	GBNWX_007531-T1	GBNWY_007611-T1
OG0006707	GBNWX_007532-T1	GBNWY_007612-T1
OG0006708	GBNWX_007533-T1	GBNWY_007613-T1
OG0006709	GBNWX_007537-T1	GBNWY_007617-T1
OG0006710	GBNWX_007538-T1	GBNWY_007618-T1
OG0006711	GBNWX_007539-T1	GBNWY_007619-T1
OG0006712	GBNWX_007540-T1	GBNWY_007620-T1
OG0006713	GBNWX_007541-T1	GBNWY_007621-T1
OG0006714	GBNWX_007543-T1	GBNWY_007623-T1
OG0006715	GBNWX_007546-T1	GBNWY_007626-T1
OG0006716	GBNWX_007547-T1	GBNWY_007627-T1
OG0006717	GBNWX_007548-T1	GBNWY_007628-T1
OG0006718	GBNWX_007549-T1	GBNWY_007629-T1
OG0006719	GBNWX_007550-T1	GBNWY_007630-T1
OG0006720	GBNWX_007551-T1	GBNWY_007631-T1
OG0006721	GBNWX_007552-T1	GBNWY_007632-T1
OG0006722	GBNWX_007553-T1	GBNWY_007633-T1
OG0006723	GBNWX_007554-T1	GBNWY_007634-T1
OG0006724	GBNWX_007555-T1	GBNWY_007635-T1
OG0006725	GBNWX_007556-T1	GBNWY_007637-T1
OG0006726	GBNWX_007557-T1	GBNWY_007638-T1
OG0006727	GBNWX_007559-T1	GBNWY_007640-T1
OG0006728	GBNWX_007560-T1	GBNWY_007641-T1
OG0006729	GBNWX_007561-T1	GBNWY_007642-T1
OG0006730	GBNWX_007562-T1	GBNWY_007643-T1
OG0006731	GBNWX_007563-T1	GBNWY_007644-T1
OG0006732	GBNWX_007565-T1	GBNWY_007646-T1
OG0006733	GBNWX_007566-T1	GBNWY_007647-T1
OG0006734	GBNWX_007567-T1	GBNWY_007648-T1
OG0006735	GBNWX_007568-T1	GBNWY_007649-T1
OG0006736	GBNWX_007569-T1	GBNWY_007650-T1
OG0006737	GBNWX_007570-T1	GBNWY_007651-T1
OG0006738	GBNWX_007572-T1	GBNWY_007653-T1
OG0006739	GBNWX_007573-T1	GBNWY_007654-T1
OG0006740	GBNWX_007574-T1	GBNWY_007655-T1
OG0006741	GBNWX_007576-T1	GBNWY_007657-T1
OG0006742	GBNWX_007577-T1	GBNWY_007658-T1
OG0006743	GBNWX_007584-T1	GBNWY_002834-T1
OG0006744	GBNWX_007585-T1	GBNWY_002833-T1
OG0006745	GBNWX_007586-T1	GBNWY_002832-T1
OG0006746	GBNWX_007587-T1	GBNWY_002831-T1
OG0006747	GBNWX_007588-T1	GBNWY_002830-T1
OG0006748	GBNWX_007590-T1	GBNWY_007475-T1
OG0006749	GBNWX_007591-T1	GBNWY_007474-T1
OG0006750	GBNWX_007593-T1	GBNWY_007472-T1
OG0006751	GBNWX_007594-T1	GBNWY_007471-T1
OG0006752	GBNWX_007595-T1	GBNWY_007470-T1
OG0006753	GBNWX_007596-T1	GBNWY_007469-T1
OG0006754	GBNWX_007597-T1	GBNWY_007468-T1
OG0006755	GBNWX_007598-T1	GBNWY_007467-T1
OG0006756	GBNWX_007599-T1	GBNWY_007466-T1
OG0006757	GBNWX_007600-T1	GBNWY_007465-T1
OG0006758	GBNWX_007601-T1	GBNWY_007464-T1
OG0006759	GBNWX_007603-T1	GBNWY_006450-T1
OG0006760	GBNWX_007604-T1	GBNWY_006451-T1
OG0006761	GBNWX_007605-T1	GBNWY_006452-T1
OG0006762	GBNWX_007606-T1	GBNWY_006453-T1
OG0006763	GBNWX_007607-T1	GBNWY_005376-T1
OG0006764	GBNWX_007608-T1	GBNWY_005377-T1
OG0006765	GBNWX_007609-T1	GBNWY_005378-T1
OG0006766	GBNWX_007610-T1	GBNWY_005379-T1
OG0006767	GBNWX_007611-T1	GBNWY_005380-T1
OG0006768	GBNWX_007612-T1	GBNWY_005381-T1
OG0006769	GBNWX_007614-T1	GBNWY_005383-T1
OG0006770	GBNWX_007615-T1	GBNWY_005384-T1
OG0006771	GBNWX_007616-T1	GBNWY_005385-T1
OG0006772	GBNWX_007617-T1	GBNWY_007485-T1
OG0006773	GBNWX_007618-T1	GBNWY_007484-T1
OG0006774	GBNWX_007619-T1	GBNWY_007483-T1
OG0006775	GBNWX_007620-T1	GBNWY_007482-T1
OG0006776	GBNWX_007621-T1	GBNWY_007481-T1
OG0006777	GBNWX_007622-T1	GBNWY_007480-T1
OG0006778	GBNWX_007624-T1	GBNWY_007478-T1
OG0006779	GBNWX_007625-T1	GBNWY_007477-T1
OG0006780	GBNWX_007628-T1	GBNWY_010333-T1
OG0006781	GBNWX_007629-T1	GBNWY_010332-T1
OG0006782	GBNWX_007630-T1	GBNWY_010331-T1
OG0006783	GBNWX_007631-T1	GBNWY_010330-T1
OG0006784	GBNWX_007633-T1	GBNWY_010328-T1
OG0006785	GBNWX_007635-T1	GBNWY_010326-T1
OG0006786	GBNWX_007636-T1	GBNWY_010325-T1
OG0006787	GBNWX_007637-T1	GBNWY_010324-T1
OG0006788	GBNWX_007638-T1	GBNWY_010323-T1
OG0006789	GBNWX_007639-T1	GBNWY_002844-T1
OG0006790	GBNWX_007640-T1	GBNWY_002843-T1
OG0006791	GBNWX_007641-T1	GBNWY_002842-T1
OG0006792	GBNWX_007642-T1	GBNWY_002841-T1
OG0006793	GBNWX_007643-T1	GBNWY_002840-T1
OG0006794	GBNWX_007644-T1	GBNWY_002839-T1
OG0006795	GBNWX_007645-T1	GBNWY_002838-T1
OG0006796	GBNWX_007646-T1	GBNWY_002837-T1
OG0006797	GBNWX_007647-T1	GBNWY_007539-T1
OG0006798	GBNWX_007648-T1	GBNWY_007538-T1
OG0006799	GBNWX_007649-T1	GBNWY_007537-T1
OG0006800	GBNWX_007650-T1	GBNWY_007536-T1
OG0006801	GBNWX_007651-T1	GBNWY_007535-T1
OG0006802	GBNWX_007653-T1	GBNWY_007533-T1
OG0006803	GBNWX_007654-T1	GBNWY_007532-T1
OG0006804	GBNWX_007655-T1	GBNWY_002907-T1
OG0006805	GBNWX_007657-T1	GBNWY_002905-T1
OG0006806	GBNWX_007658-T1	GBNWY_002904-T1
OG0006807	GBNWX_007659-T1	GBNWY_002903-T1
OG0006808	GBNWX_007660-T1	GBNWY_002902-T1
OG0006809	GBNWX_007661-T1	GBNWY_002901-T1
OG0006810	GBNWX_007662-T1	GBNWY_002900-T1
OG0006811	GBNWX_007663-T1	GBNWY_007436-T1
OG0006812	GBNWX_007664-T1	GBNWY_007435-T1
OG0006813	GBNWX_007665-T1	GBNWY_007434-T1
OG0006814	GBNWX_007666-T1	GBNWY_007433-T1
OG0006815	GBNWX_007668-T1	GBNWY_007430-T1
OG0006816	GBNWX_007669-T1	GBNWY_007429-T1
OG0006817	GBNWX_007670-T1	GBNWY_008454-T1
OG0006818	GBNWX_007671-T1	GBNWY_008455-T1
OG0006819	GBNWX_007672-T1	GBNWY_008456-T1
OG0006820	GBNWX_007673-T1	GBNWY_008457-T1
OG0006821	GBNWX_007674-T1	GBNWY_008458-T1
OG0006822	GBNWX_007675-T1	GBNWY_008459-T1
OG0006823	GBNWX_007676-T1	GBNWY_008460-T1
OG0006824	GBNWX_007680-T1	GBNWY_008465-T1
OG0006825	GBNWX_007681-T1	GBNWY_008466-T1
OG0006826	GBNWX_007682-T1	GBNWY_008467-T1
OG0006827	GBNWX_007683-T1	GBNWY_008468-T1
OG0006828	GBNWX_007684-T1	GBNWY_008469-T1
OG0006829	GBNWX_007685-T1	GBNWY_008470-T1
OG0006830	GBNWX_007687-T1	GBNWY_008472-T1
OG0006831	GBNWX_007692-T1	GBNWY_008479-T1
OG0006832	GBNWX_007693-T1	GBNWY_008480-T1
OG0006833	GBNWX_007694-T1	GBNWY_008481-T1
OG0006834	GBNWX_007695-T1	GBNWY_008482-T1
OG0006835	GBNWX_007696-T1	GBNWY_008483-T1
OG0006836	GBNWX_007697-T1	GBNWY_008484-T1
OG0006837	GBNWX_007698-T1	GBNWY_008485-T1
OG0006838	GBNWX_007699-T1	GBNWY_008486-T1
OG0006839	GBNWX_007701-T1	GBNWY_008488-T1
OG0006840	GBNWX_007702-T1	GBNWY_008489-T1
OG0006841	GBNWX_007703-T1	GBNWY_008490-T1
OG0006842	GBNWX_007704-T1	GBNWY_008491-T1
OG0006843	GBNWX_007705-T1	GBNWY_001819-T1
OG0006844	GBNWX_007706-T1	GBNWY_001818-T1
OG0006845	GBNWX_007707-T1	GBNWY_001817-T1
OG0006846	GBNWX_007708-T1	GBNWY_001816-T1
OG0006847	GBNWX_007710-T1	GBNWY_001814-T1
OG0006848	GBNWX_007711-T1	GBNWY_001813-T1
OG0006849	GBNWX_007712-T1	GBNWY_001812-T1
OG0006850	GBNWX_007713-T1	GBNWY_007562-T1
OG0006851	GBNWX_007714-T1	GBNWY_007561-T1
OG0006852	GBNWX_007715-T1	GBNWY_007560-T1
OG0006853	GBNWX_007716-T1	GBNWY_007559-T1
OG0006854	GBNWX_007717-T1	GBNWY_007558-T1
OG0006855	GBNWX_007718-T1	GBNWY_007557-T1
OG0006856	GBNWX_007719-T1	GBNWY_007556-T1
OG0006857	GBNWX_007720-T1	GBNWY_005965-T1
OG0006858	GBNWX_007722-T1	GBNWY_007598-T1
OG0006859	GBNWX_007724-T1	GBNWY_007596-T1
OG0006860	GBNWX_007725-T1	GBNWY_007595-T1
OG0006861	GBNWX_007726-T1	GBNWY_007594-T1
OG0006862	GBNWX_007727-T1	GBNWY_007593-T1
OG0006863	GBNWX_007728-T1	GBNWY_007584-T1
OG0006864	GBNWX_007730-T1	GBNWY_007582-T1
OG0006865	GBNWX_007734-T1	GBNWY_010181-T1
OG0006866	GBNWX_007735-T1	GBNWY_010179-T1
OG0006867	GBNWX_007737-T1	GBNWY_010177-T1
OG0006868	GBNWX_007738-T1	GBNWY_010176-T1
OG0006869	GBNWX_007739-T1	GBNWY_010175-T1
OG0006870	GBNWX_007740-T1	GBNWY_010173-T1
OG0006871	GBNWX_007741-T1	GBNWY_010172-T1
OG0006872	GBNWX_007744-T1	GBNWY_007686-T1
OG0006873	GBNWX_007745-T1	GBNWY_007685-T1
OG0006874	GBNWX_007746-T1	GBNWY_007684-T1
OG0006875	GBNWX_007747-T1	GBNWY_007683-T1
OG0006876	GBNWX_007748-T1	GBNWY_007682-T1
OG0006877	GBNWX_007749-T1	GBNWY_007681-T1
OG0006878	GBNWX_007750-T1	GBNWY_007680-T1
OG0006879	GBNWX_007754-T1	GBNWY_004011-T1
OG0006880	GBNWX_007755-T1	GBNWY_004012-T1
OG0006881	GBNWX_007756-T1	GBNWY_004013-T1
OG0006882	GBNWX_007757-T1	GBNWY_004014-T1
OG0006883	GBNWX_007758-T1	GBNWY_004015-T1
OG0006884	GBNWX_007759-T1	GBNWY_004016-T1
OG0006885	GBNWX_007761-T1	GBNWY_004018-T1
OG0006886	GBNWX_007762-T1	GBNWY_004019-T1
OG0006887	GBNWX_007763-T1	GBNWY_004020-T1
OG0006888	GBNWX_007766-T1	GBNWY_008128-T1
OG0006889	GBNWX_007767-T1	GBNWY_008127-T1
OG0006890	GBNWX_007769-T1	GBNWY_008125-T1
OG0006891	GBNWX_007770-T1	GBNWY_007693-T1
OG0006892	GBNWX_007771-T1	GBNWY_007692-T1
