	Thamnostylum_lucknowense_RSA_1015_Plus-T.aa	Thamnostylum_lucknowense_RSA_1093-.aa
OG0011040		GBNTU_004037-T1
OG0011041		GBNTU_004059-T1
OG0011042		GBNTU_004093-T1
OG0011043		GBNTU_004097-T1
OG0011044		GBNTU_004100-T1
OG0011045		GBNTU_004116-T1
OG0011046		GBNTU_004121-T1
OG0011047		GBNTU_004124-T1
OG0011048		GBNTU_004125-T1
OG0011049		GBNTU_004127-T1
OG0011050		GBNTU_004137-T1
OG0011051		GBNTU_004153-T1
OG0011052		GBNTU_004156-T1
OG0011053		GBNTU_004159-T1
OG0011054		GBNTU_004162-T1
OG0011055		GBNTU_004165-T1
OG0011056		GBNTU_004169-T1
OG0011057		GBNTU_004198-T1
OG0011058		GBNTU_004202-T1
OG0011059		GBNTU_004203-T1
OG0011060		GBNTU_004204-T1
OG0011061		GBNTU_004206-T1
OG0011062		GBNTU_004220-T1
OG0011063		GBNTU_004221-T1
OG0011064		GBNTU_004244-T1
OG0011065		GBNTU_004246-T1
OG0011066		GBNTU_004252-T1
OG0011067		GBNTU_004257-T1
OG0011068		GBNTU_004260-T1
OG0011069		GBNTU_004261-T1
OG0011070		GBNTU_004264-T1
OG0011071		GBNTU_004267-T1
OG0011072		GBNTU_004269-T1
OG0011073		GBNTU_004279-T1
OG0011074		GBNTU_004283-T1
OG0011075		GBNTU_004288-T1
OG0011076		GBNTU_004292-T1
OG0011077		GBNTU_004297-T1
OG0011078		GBNTU_004354-T1
OG0011079		GBNTU_004361-T1
OG0011080		GBNTU_004372-T1
OG0011081		GBNTU_004376-T1
OG0011082		GBNTU_004380-T1
OG0011083		GBNTU_004386-T1
OG0011084		GBNTU_004400-T1
OG0011085		GBNTU_004411-T1
OG0011086		GBNTU_004419-T1
OG0011087		GBNTU_004442-T1
OG0011088		GBNTU_004447-T1
OG0011089		GBNTU_004458-T1
OG0011090		GBNTU_004459-T1
OG0011091		GBNTU_004469-T1
OG0011092		GBNTU_004475-T1
OG0011093		GBNTU_004478-T1
OG0011094		GBNTU_004492-T1
OG0011095		GBNTU_004494-T1
OG0011096		GBNTU_004500-T1
OG0011097		GBNTU_004501-T1
OG0011098		GBNTU_004505-T1
OG0011099		GBNTU_004511-T1
OG0011100		GBNTU_004512-T1
OG0011101		GBNTU_004513-T1
OG0011102		GBNTU_004516-T1
OG0011103		GBNTU_004518-T1
OG0011104		GBNTU_004528-T1
OG0011105		GBNTU_004530-T1
OG0011106		GBNTU_004537-T1
OG0011107		GBNTU_004554-T1
OG0011108		GBNTU_004564-T1
OG0011109		GBNTU_004571-T1
OG0011110		GBNTU_004595-T1
OG0011111		GBNTU_004618-T1
OG0011112		GBNTU_004619-T1
OG0011113		GBNTU_004629-T1
OG0011114		GBNTU_004637-T1
OG0011115		GBNTU_004645-T1
OG0011116		GBNTU_004648-T1
OG0011117		GBNTU_004655-T1
OG0011118		GBNTU_004663-T1
OG0011119		GBNTU_004678-T1
OG0011120		GBNTU_004679-T1
OG0011121		GBNTU_004685-T1
OG0011122		GBNTU_004694-T1
OG0011123		GBNTU_004697-T1
OG0011124		GBNTU_004698-T1
OG0011125		GBNTU_004719-T1
OG0011126		GBNTU_004724-T1
OG0011127		GBNTU_004742-T1
OG0011128		GBNTU_004743-T1
OG0011129		GBNTU_004746-T1
OG0011130		GBNTU_004748-T1
OG0011131		GBNTU_004749-T1
OG0011132		GBNTU_004757-T1
OG0011133		GBNTU_004760-T1
OG0011134		GBNTU_004766-T1
OG0011135		GBNTU_004772-T1
OG0011136		GBNTU_004787-T1
OG0011137		GBNTU_004794-T1
OG0011138		GBNTU_004795-T1
OG0011139		GBNTU_004814-T1
OG0011140		GBNTU_004815-T1
OG0011141		GBNTU_004816-T1
OG0011142		GBNTU_004820-T1
OG0011143		GBNTU_004830-T1
OG0011144		GBNTU_004836-T1
OG0011145		GBNTU_004844-T1
OG0011146		GBNTU_004848-T1
OG0011147		GBNTU_004863-T1
OG0011148		GBNTU_004869-T1
OG0011149		GBNTU_004874-T1
OG0011150		GBNTU_004880-T1
OG0011151		GBNTU_004889-T1
OG0011152		GBNTU_004916-T1
OG0011153		GBNTU_004931-T1
OG0011154		GBNTU_004950-T1
OG0011155		GBNTU_004953-T1
OG0011156		GBNTU_004954-T1
OG0011157		GBNTU_004960-T1
OG0011158		GBNTU_004971-T1
OG0011159		GBNTU_004985-T1
OG0011160		GBNTU_004994-T1
OG0011161		GBNTU_004995-T1
OG0011162		GBNTU_005006-T1
OG0011163		GBNTU_005030-T1
OG0011164		GBNTU_005053-T1
OG0011165		GBNTU_005069-T1
OG0011166		GBNTU_005071-T1
OG0011167		GBNTU_005072-T1
OG0011168		GBNTU_005090-T1
OG0011169		GBNTU_005093-T1
OG0011170		GBNTU_005109-T1
OG0011171		GBNTU_005111-T1
OG0011172		GBNTU_005112-T1
OG0011173		GBNTU_005114-T1
OG0011174		GBNTU_005133-T1
OG0011175		GBNTU_005145-T1
OG0011176		GBNTU_005147-T1
OG0011177		GBNTU_005151-T1
OG0011178		GBNTU_005157-T1
OG0011179		GBNTU_005168-T1
OG0011180		GBNTU_005170-T1
OG0011181		GBNTU_005177-T1
OG0011182		GBNTU_005190-T1
OG0011183		GBNTU_005217-T1
OG0011184		GBNTU_005226-T1
OG0011185		GBNTU_005227-T1
OG0011186		GBNTU_005231-T1
OG0011187		GBNTU_005244-T1
OG0011188		GBNTU_005252-T1
OG0011189		GBNTU_005264-T1
OG0011190		GBNTU_005279-T1
OG0011191		GBNTU_005290-T1
OG0011192		GBNTU_005291-T1
OG0011193		GBNTU_005301-T1
OG0011194		GBNTU_005308-T1
OG0011195		GBNTU_005309-T1
OG0011196		GBNTU_005320-T1
OG0011197		GBNTU_005322-T1
OG0011198		GBNTU_005323-T1
OG0011199		GBNTU_005326-T1
OG0011200		GBNTU_005327-T1
OG0011201		GBNTU_005334-T1
OG0011202		GBNTU_005341-T1
OG0011203		GBNTU_005347-T1
OG0011204		GBNTU_005355-T1
OG0011205		GBNTU_005357-T1
OG0011206		GBNTU_005367-T1
OG0011207		GBNTU_005381-T1
OG0011208		GBNTU_005384-T1
OG0011209		GBNTU_005411-T1
OG0011210		GBNTU_005430-T1
OG0011211		GBNTU_005431-T1
OG0011212		GBNTU_005440-T1
OG0011213		GBNTU_005454-T1
OG0011214		GBNTU_005463-T1
OG0011215		GBNTU_005474-T1
OG0011216		GBNTU_005491-T1
OG0011217		GBNTU_005507-T1
OG0011218		GBNTU_005518-T1
OG0011219		GBNTU_005522-T1
OG0011220		GBNTU_005525-T1
OG0011221		GBNTU_005536-T1
OG0011222		GBNTU_005542-T1
OG0011223		GBNTU_005551-T1
OG0011224		GBNTU_005569-T1
OG0011225		GBNTU_005573-T1
OG0011226		GBNTU_005599-T1
OG0011227		GBNTU_005619-T1
OG0011228		GBNTU_005631-T1
OG0011229		GBNTU_005636-T1
OG0011230		GBNTU_005654-T1
OG0011231		GBNTU_005658-T1
OG0011232		GBNTU_005661-T1
OG0011233		GBNTU_005662-T1
OG0011234		GBNTU_005676-T1
OG0011235		GBNTU_005687-T1
OG0011236		GBNTU_005696-T1
OG0011237		GBNTU_005704-T1
OG0011238		GBNTU_005714-T1
OG0011239		GBNTU_005715-T1
OG0011240		GBNTU_005720-T1
OG0011241		GBNTU_005723-T1
OG0011242		GBNTU_005729-T1
OG0011243		GBNTU_005743-T1
OG0011244		GBNTU_005746-T1
OG0011245		GBNTU_005756-T1
OG0011246		GBNTU_005757-T1
OG0011247		GBNTU_005759-T1
OG0011248		GBNTU_005774-T1
OG0011249		GBNTU_005775-T1
OG0011250		GBNTU_005776-T1
OG0011251		GBNTU_005784-T1
OG0011252		GBNTU_005785-T1
OG0011253		GBNTU_005800-T1
OG0011254		GBNTU_005801-T1
OG0011255		GBNTU_005812-T1
OG0011256		GBNTU_005823-T1
OG0011257		GBNTU_005860-T1
OG0011258		GBNTU_005861-T1
OG0011259		GBNTU_005862-T1
OG0011260		GBNTU_005874-T1
OG0011261		GBNTU_005882-T1
OG0011262		GBNTU_005887-T1
OG0011263		GBNTU_005897-T1
OG0011264		GBNTU_005909-T1
OG0011265		GBNTU_005924-T1
OG0011266		GBNTU_005930-T1
OG0011267		GBNTU_005943-T1
OG0011268		GBNTU_005947-T1
OG0011269		GBNTU_005950-T1
OG0011270		GBNTU_005956-T1
OG0011271		GBNTU_005958-T1
OG0011272		GBNTU_005961-T1
OG0011273		GBNTU_005965-T1
OG0011274		GBNTU_005987-T1
OG0011275		GBNTU_005988-T1
OG0011276		GBNTU_006030-T1
OG0011277		GBNTU_006033-T1
OG0011278		GBNTU_006044-T1
OG0011279		GBNTU_006066-T1
OG0011280		GBNTU_006087-T1
OG0011281		GBNTU_006098-T1
OG0011282		GBNTU_006101-T1
OG0011283		GBNTU_006107-T1
OG0011284		GBNTU_006116-T1
OG0011285		GBNTU_006130-T1
OG0011286		GBNTU_006131-T1
OG0011287		GBNTU_006152-T1
OG0011288		GBNTU_006159-T1
OG0011289		GBNTU_006171-T1
OG0011290		GBNTU_006177-T1
OG0011291		GBNTU_006191-T1
OG0011292		GBNTU_006192-T1
OG0011293		GBNTU_006209-T1
OG0011294		GBNTU_006226-T1
OG0011295		GBNTU_006228-T1
OG0011296		GBNTU_006235-T1
OG0011297		GBNTU_006236-T1
OG0011298		GBNTU_006259-T1
OG0011299		GBNTU_006263-T1
OG0011300		GBNTU_006271-T1
OG0011301		GBNTU_006274-T1
OG0011302		GBNTU_006280-T1
OG0011303		GBNTU_006287-T1
OG0011304		GBNTU_006306-T1
OG0011305		GBNTU_006315-T1
OG0011306		GBNTU_006331-T1
OG0011307		GBNTU_006333-T1
OG0011308		GBNTU_006339-T1
OG0011309		GBNTU_006341-T1
OG0011310		GBNTU_006347-T1
OG0011311		GBNTU_006352-T1
OG0011312		GBNTU_006357-T1
OG0011313		GBNTU_006368-T1
OG0011314		GBNTU_006377-T1
OG0011315		GBNTU_006405-T1
OG0011316		GBNTU_006407-T1
OG0011317		GBNTU_006438-T1
OG0011318		GBNTU_006439-T1
OG0011319		GBNTU_006459-T1
OG0011320		GBNTU_006463-T1
OG0011321		GBNTU_006472-T1
OG0011322		GBNTU_006482-T1
OG0011323		GBNTU_006504-T1
OG0011324		GBNTU_006524-T1
OG0011325		GBNTU_006525-T1
OG0011326		GBNTU_006528-T1
OG0011327		GBNTU_006540-T1
OG0011328		GBNTU_006546-T1
OG0011329		GBNTU_006564-T1
OG0011330		GBNTU_006572-T1
OG0011331		GBNTU_006595-T1
OG0011332		GBNTU_006608-T1
OG0011333		GBNTU_006634-T1
OG0011334		GBNTU_006640-T1
OG0011335		GBNTU_006642-T1
OG0011336		GBNTU_006653-T1
OG0011337		GBNTU_006663-T1
OG0011338		GBNTU_006670-T1
OG0011339		GBNTU_006671-T1
OG0011340		GBNTU_006673-T1
OG0011341		GBNTU_006686-T1
OG0011342		GBNTU_006698-T1
OG0011343		GBNTU_006705-T1
OG0011344		GBNTU_006706-T1
OG0011345		GBNTU_006714-T1
OG0011346		GBNTU_006715-T1
OG0011347		GBNTU_006717-T1
OG0011348		GBNTU_006724-T1
OG0011349		GBNTU_006726-T1
OG0011350		GBNTU_006728-T1
OG0011351		GBNTU_006735-T1
OG0011352		GBNTU_006739-T1
OG0011353		GBNTU_006748-T1
OG0011354		GBNTU_006755-T1
OG0011355		GBNTU_006770-T1
OG0011356		GBNTU_006790-T1
OG0011357		GBNTU_006793-T1
OG0011358		GBNTU_006801-T1
OG0011359		GBNTU_006802-T1
OG0011360		GBNTU_006811-T1
OG0011361		GBNTU_006818-T1
OG0011362		GBNTU_006828-T1
OG0011363		GBNTU_006837-T1
OG0011364		GBNTU_006846-T1
OG0011365		GBNTU_006847-T1
OG0011366		GBNTU_006848-T1
OG0011367		GBNTU_006853-T1
OG0011368		GBNTU_006854-T1
OG0011369		GBNTU_006855-T1
OG0011370		GBNTU_006858-T1
OG0011371		GBNTU_006890-T1
OG0011372		GBNTU_006898-T1
OG0011373		GBNTU_006899-T1
OG0011374		GBNTU_006911-T1
OG0011375		GBNTU_006928-T1
OG0011376		GBNTU_006938-T1
OG0011377		GBNTU_006977-T1
OG0011378		GBNTU_006978-T1
OG0011379		GBNTU_006979-T1
OG0011380		GBNTU_006987-T1
OG0011381		GBNTU_007000-T1
OG0011382		GBNTU_007001-T1
OG0011383		GBNTU_007033-T1
OG0011384		GBNTU_007038-T1
OG0011385		GBNTU_007048-T1
OG0011386		GBNTU_007073-T1
OG0011387		GBNTU_007084-T1
OG0011388		GBNTU_007093-T1
OG0011389		GBNTU_007102-T1
OG0011390		GBNTU_007104-T1
OG0011391		GBNTU_007107-T1
OG0011392		GBNTU_007108-T1
OG0011393		GBNTU_007116-T1
OG0011394		GBNTU_007123-T1
OG0011395		GBNTU_007130-T1
OG0011396		GBNTU_007143-T1
OG0011397		GBNTU_007167-T1
OG0011398		GBNTU_007175-T1
OG0011399		GBNTU_007180-T1
OG0011400		GBNTU_007186-T1
OG0011401		GBNTU_007191-T1
OG0011402		GBNTU_007204-T1
OG0011403		GBNTU_007209-T1
OG0011404		GBNTU_007210-T1
OG0011405		GBNTU_007213-T1
OG0011406		GBNTU_007215-T1
OG0011407		GBNTU_007255-T1
OG0011408		GBNTU_007265-T1
OG0011409		GBNTU_007270-T1
OG0011410		GBNTU_007274-T1
OG0011411		GBNTU_007286-T1
OG0011412		GBNTU_007287-T1
OG0011413		GBNTU_007296-T1
OG0011414		GBNTU_007297-T1
OG0011415		GBNTU_007305-T1
OG0011416		GBNTU_007309-T1
OG0011417		GBNTU_007310-T1
OG0011418		GBNTU_007315-T1
OG0011419		GBNTU_007317-T1
OG0011420		GBNTU_007318-T1
OG0011421		GBNTU_007325-T1
OG0011422		GBNTU_007332-T1
OG0011423		GBNTU_007341-T1
OG0011424		GBNTU_007344-T1
OG0011425		GBNTU_007350-T1
OG0011426		GBNTU_007355-T1
OG0011427		GBNTU_007356-T1
OG0011428		GBNTU_007363-T1
OG0011429		GBNTU_007366-T1
OG0011430		GBNTU_007385-T1
OG0011431		GBNTU_007389-T1
OG0011432		GBNTU_007390-T1
OG0011433		GBNTU_007407-T1
OG0011434		GBNTU_007424-T1
OG0011435		GBNTU_007434-T1
OG0011436		GBNTU_007435-T1
OG0011437		GBNTU_007454-T1
OG0011438		GBNTU_007457-T1
OG0011439		GBNTU_007479-T1
OG0011440		GBNTU_007481-T1
OG0011441		GBNTU_007483-T1
OG0011442		GBNTU_007488-T1
OG0011443		GBNTU_007498-T1
OG0011444		GBNTU_007505-T1
OG0011445		GBNTU_007506-T1
OG0011446		GBNTU_007507-T1
OG0011447		GBNTU_007510-T1
OG0011448		GBNTU_007523-T1
OG0011449		GBNTU_007530-T1
OG0011450		GBNTU_007531-T1
OG0011451		GBNTU_007532-T1
OG0011452		GBNTU_007553-T1
OG0011453		GBNTU_007560-T1
OG0011454		GBNTU_007562-T1
OG0011455		GBNTU_007565-T1
OG0011456		GBNTU_007566-T1
OG0011457		GBNTU_007574-T1
OG0011458		GBNTU_007590-T1
OG0011459		GBNTU_007613-T1
OG0011460		GBNTU_007615-T1
OG0011461		GBNTU_007620-T1
OG0011462		GBNTU_007624-T1
OG0011463		GBNTU_007626-T1
OG0011464		GBNTU_007627-T1
OG0011465		GBNTU_007634-T1
OG0011466		GBNTU_007637-T1
OG0011467		GBNTU_007645-T1
OG0011468		GBNTU_007646-T1
OG0011469		GBNTU_007656-T1
OG0011470		GBNTU_007663-T1
OG0011471		GBNTU_007674-T1
OG0011472		GBNTU_007689-T1
OG0011473		GBNTU_007691-T1
OG0011474		GBNTU_007696-T1
OG0011475		GBNTU_007700-T1
OG0011476		GBNTU_007702-T1
OG0011477		GBNTU_007703-T1
OG0011478		GBNTU_007711-T1
OG0011479		GBNTU_007728-T1
OG0011480		GBNTU_007731-T1
OG0011481		GBNTU_007732-T1
OG0011482		GBNTU_007733-T1
OG0011483		GBNTU_007735-T1
OG0011484		GBNTU_007740-T1
OG0011485		GBNTU_007759-T1
OG0011486		GBNTU_007780-T1
OG0011487		GBNTU_007788-T1
OG0011488		GBNTU_007803-T1
OG0011489		GBNTU_007809-T1
OG0011490		GBNTU_007827-T1
OG0011491		GBNTU_007838-T1
OG0011492		GBNTU_007841-T1
OG0011493		GBNTU_007850-T1
OG0011494		GBNTU_007857-T1
OG0011495		GBNTU_007872-T1
OG0011496		GBNTU_007878-T1
OG0011497		GBNTU_007880-T1
OG0011498		GBNTU_007881-T1
OG0011499		GBNTU_007891-T1
OG0011500		GBNTU_007907-T1
OG0011501		GBNTU_007939-T1
OG0011502		GBNTU_007960-T1
OG0011503		GBNTU_007962-T1
OG0011504		GBNTU_007963-T1
OG0011505		GBNTU_007965-T1
OG0011506		GBNTU_007976-T1
OG0011507		GBNTU_007980-T1
OG0011508		GBNTU_007982-T1
OG0011509		GBNTU_007983-T1
OG0011510		GBNTU_007995-T1
OG0011511		GBNTU_008004-T1
OG0011512		GBNTU_008013-T1
OG0011513		GBNTU_008014-T1
OG0011514		GBNTU_008016-T1
OG0011515		GBNTU_008019-T1
OG0011516		GBNTU_008020-T1
OG0011517		GBNTU_008022-T1
OG0011518		GBNTU_008023-T1
OG0011519		GBNTU_008029-T1
OG0011520		GBNTU_008044-T1
OG0011521		GBNTU_008046-T1
OG0011522		GBNTU_008065-T1
OG0011523		GBNTU_008075-T1
OG0011524		GBNTU_008093-T1
OG0011525		GBNTU_008101-T1
OG0011526		GBNTU_008102-T1
OG0011527		GBNTU_008103-T1
OG0011528		GBNTU_008104-T1
OG0011529		GBNTU_008105-T1
OG0011530		GBNTU_008114-T1
OG0011531		GBNTU_008115-T1
OG0011532		GBNTU_008131-T1
OG0011533		GBNTU_008143-T1
OG0011534		GBNTU_008148-T1
OG0011535		GBNTU_008164-T1
OG0011536		GBNTU_008168-T1
OG0011537		GBNTU_008172-T1
OG0011538		GBNTU_008178-T1
OG0011539		GBNTU_008193-T1
OG0011540		GBNTU_008204-T1
OG0011541		GBNTU_008209-T1
OG0011542		GBNTU_008213-T1
OG0011543		GBNTU_008221-T1
OG0011544		GBNTU_008227-T1
OG0011545		GBNTU_008248-T1
OG0011546		GBNTU_008250-T1
OG0011547		GBNTU_008254-T1
OG0011548		GBNTU_008261-T1
OG0011549		GBNTU_008273-T1
OG0011550		GBNTU_008279-T1
OG0011551		GBNTU_008282-T1
OG0011552		GBNTU_008287-T1
OG0011553		GBNTU_008324-T1
OG0011554		GBNTU_008351-T1
OG0011555		GBNTU_008354-T1
OG0011556		GBNTU_008355-T1
OG0011557		GBNTU_008359-T1
OG0011558		GBNTU_008363-T1
OG0011559		GBNTU_008365-T1
OG0011560		GBNTU_008366-T1
OG0011561		GBNTU_008368-T1
OG0011562		GBNTU_008374-T1
OG0011563		GBNTU_008379-T1
OG0011564		GBNTU_008380-T1
OG0011565		GBNTU_008385-T1
OG0011566		GBNTU_008390-T1
OG0011567		GBNTU_008391-T1
OG0011568		GBNTU_008392-T1
OG0011569		GBNTU_008393-T1
OG0011570		GBNTU_008397-T1
OG0011571		GBNTU_008398-T1
OG0011572		GBNTU_008403-T1
OG0011573		GBNTU_008404-T1
OG0011574		GBNTU_008409-T1
OG0011575		GBNTU_008429-T1
OG0011576		GBNTU_008438-T1
OG0011577		GBNTU_008440-T1
OG0011578		GBNTU_008441-T1
OG0011579		GBNTU_008446-T1
OG0011580		GBNTU_008447-T1
OG0011581		GBNTU_008450-T1
OG0011582		GBNTU_008467-T1
OG0011583		GBNTU_008474-T1
OG0011584		GBNTU_008480-T1
OG0011585		GBNTU_008481-T1
OG0011586		GBNTU_008488-T1
OG0011587		GBNTU_008507-T1
OG0011588		GBNTU_008511-T1
OG0011589		GBNTU_008512-T1
OG0011590		GBNTU_008571-T1
OG0011591		GBNTU_008577-T1
OG0011592		GBNTU_008587-T1
OG0011593		GBNTU_008588-T1
OG0011594		GBNTU_008595-T1
OG0011595		GBNTU_008600-T1
OG0011596		GBNTU_008601-T1
OG0011597		GBNTU_008602-T1
OG0011598		GBNTU_008607-T1
OG0011599		GBNTU_008613-T1
OG0011600		GBNTU_008633-T1
OG0011601		GBNTU_008634-T1
OG0011602		GBNTU_008638-T1
OG0011603		GBNTU_008658-T1
OG0011604		GBNTU_008659-T1
OG0011605		GBNTU_008666-T1
OG0011606		GBNTU_008671-T1
OG0011607		GBNTU_008672-T1
OG0011608		GBNTU_008678-T1
OG0011609		GBNTU_008679-T1
OG0011610		GBNTU_008683-T1
OG0011611		GBNTU_008686-T1
OG0011612		GBNTU_008690-T1
OG0011613		GBNTU_008710-T1
OG0011614		GBNTU_008711-T1
OG0011615		GBNTU_008712-T1
OG0011616		GBNTU_008713-T1
OG0011617		GBNTU_008714-T1
OG0011618		GBNTU_008723-T1
OG0011619		GBNTU_008726-T1
OG0011620		GBNTU_008728-T1
OG0011621		GBNTU_008732-T1
OG0011622		GBNTU_008743-T1
OG0011623		GBNTU_008749-T1
OG0011624		GBNTU_008751-T1
OG0011625		GBNTU_008767-T1
OG0011626		GBNTU_008771-T1
OG0011627		GBNTU_008782-T1
OG0011628		GBNTU_008796-T1
OG0011629		GBNTU_008798-T1
OG0011630		GBNTU_008807-T1
OG0011631		GBNTU_008808-T1
OG0011632		GBNTU_008810-T1
OG0011633		GBNTU_008829-T1
OG0011634		GBNTU_008836-T1
OG0011635		GBNTU_008837-T1
OG0011636		GBNTU_008841-T1
OG0011637		GBNTU_008842-T1
OG0011638		GBNTU_008850-T1
OG0011639		GBNTU_008866-T1
OG0011640		GBNTU_008883-T1
OG0011641		GBNTU_008884-T1
OG0011642		GBNTU_008890-T1
OG0011643		GBNTU_008892-T1
OG0011644		GBNTU_008905-T1
OG0011645		GBNTU_008930-T1
OG0011646		GBNTU_008944-T1
OG0011647		GBNTU_008947-T1
OG0011648		GBNTU_008949-T1
OG0011649		GBNTU_008962-T1
OG0011650		GBNTU_008963-T1
OG0011651		GBNTU_008965-T1
OG0011652		GBNTU_008967-T1
OG0011653		GBNTU_008968-T1
OG0011654		GBNTU_008975-T1
OG0011655		GBNTU_008978-T1
OG0011656		GBNTU_008986-T1
OG0011657		GBNTU_008989-T1
OG0011658		GBNTU_008995-T1
OG0011659		GBNTU_008997-T1
OG0011660		GBNTU_008998-T1
OG0011661		GBNTU_009001-T1
OG0011662		GBNTU_009013-T1
OG0011663		GBNTU_009026-T1
OG0011664		GBNTU_009034-T1
OG0011665		GBNTU_009035-T1
OG0011666		GBNTU_009047-T1
OG0011667		GBNTU_009051-T1
OG0011668		GBNTU_009055-T1
OG0011669		GBNTU_009059-T1
OG0011670		GBNTU_009060-T1
OG0011671		GBNTU_009062-T1
OG0011672		GBNTU_009066-T1
OG0011673		GBNTU_009073-T1
OG0011674		GBNTU_009074-T1
OG0011675		GBNTU_009079-T1
OG0011676		GBNTU_009083-T1
OG0011677		GBNTU_009088-T1
OG0011678		GBNTU_009094-T1
OG0011679		GBNTU_009101-T1
OG0011680		GBNTU_009106-T1
OG0011681		GBNTU_009114-T1
OG0011682		GBNTU_009128-T1
OG0011683		GBNTU_009129-T1
OG0011684		GBNTU_009131-T1
OG0011685		GBNTU_009133-T1
OG0011686		GBNTU_009138-T1
OG0011687		GBNTU_009145-T1
OG0011688		GBNTU_009147-T1
OG0011689		GBNTU_009150-T1
OG0011690		GBNTU_009179-T1
OG0011691		GBNTU_009205-T1
OG0011692		GBNTU_009209-T1
OG0011693		GBNTU_009277-T1
OG0011694		GBNTU_009285-T1
OG0011695		GBNTU_009288-T1
OG0011696		GBNTU_009290-T1
OG0011697		GBNTU_009295-T1
OG0011698		GBNTU_009300-T1
OG0011699		GBNTU_009303-T1
OG0011700		GBNTU_009309-T1
OG0011701		GBNTU_009317-T1
OG0011702		GBNTU_009319-T1
OG0011703		GBNTU_009327-T1
OG0011704		GBNTU_009336-T1
OG0011705		GBNTU_009337-T1
OG0011706		GBNTU_009357-T1
OG0011707		GBNTU_009372-T1
OG0011708		GBNTU_009374-T1
OG0011709		GBNTU_009376-T1
OG0011710		GBNTU_009380-T1
OG0011711		GBNTU_009383-T1
OG0011712		GBNTU_009386-T1
OG0011713		GBNTU_009400-T1
OG0011714		GBNTU_009402-T1
OG0011715		GBNTU_009421-T1
OG0011716		GBNTU_009422-T1
OG0011717		GBNTU_009428-T1
OG0011718		GBNTU_009430-T1
OG0011719		GBNTU_009440-T1
OG0011720		GBNTU_009442-T1
OG0011721		GBNTU_009449-T1
OG0011722		GBNTU_009451-T1
OG0011723		GBNTU_009454-T1
OG0011724		GBNTU_009459-T1
OG0011725		GBNTU_009460-T1
OG0011726		GBNTU_009465-T1
OG0011727		GBNTU_009474-T1
OG0011728		GBNTU_009479-T1
OG0011729		GBNTU_009483-T1
OG0011730		GBNTU_009490-T1
OG0011731		GBNTU_009507-T1
OG0011732		GBNTU_009512-T1
OG0011733		GBNTU_009516-T1
OG0011734		GBNTU_009519-T1
OG0011735		GBNTU_009521-T1
OG0011736		GBNTU_009523-T1
OG0011737		GBNTU_009524-T1
OG0011738		GBNTU_009525-T1
OG0011739		GBNTU_009526-T1
OG0011740		GBNTU_009528-T1
OG0011741		GBNTU_009538-T1
OG0011742		GBNTU_009560-T1
OG0011743		GBNTU_009581-T1
OG0011744		GBNTU_009587-T1
OG0011745		GBNTU_009632-T1
OG0011746		GBNTU_009641-T1
OG0011747		GBNTU_009642-T1
OG0011748		GBNTU_009643-T1
OG0011749		GBNTU_009644-T1
OG0011750		GBNTU_009645-T1
OG0011751		GBNTU_009649-T1
OG0011752		GBNTU_009650-T1
OG0011753		GBNTU_009651-T1
OG0011754		GBNTU_009656-T1
OG0011755		GBNTU_009657-T1
OG0011756		GBNTU_009658-T1
OG0011757		GBNTU_009659-T1
OG0011758		GBNTU_009660-T1
OG0011759		GBNTU_009663-T1
OG0011760		GBNTU_009664-T1
OG0011761		GBNTU_009675-T1
OG0011762		GBNTU_009676-T1
OG0011763		GBNTU_009677-T1
OG0011764		GBNTU_009682-T1
OG0011765		GBNTU_009687-T1
OG0011766		GBNTU_009688-T1
OG0011767		GBNTU_009690-T1
OG0011768		GBNTU_009693-T1
OG0011769		GBNTU_009697-T1
OG0011770		GBNTU_009699-T1
OG0011771		GBNTU_009705-T1
OG0011772		GBNTU_009706-T1
OG0011773		GBNTU_009713-T1
OG0011774		GBNTU_009716-T1
OG0011775		GBNTU_009721-T1
OG0011776		GBNTU_009726-T1
OG0011777		GBNTU_009727-T1
OG0011778		GBNTU_009728-T1
OG0011779		GBNTU_009730-T1
OG0011780		GBNTU_009744-T1
OG0011781		GBNTU_009756-T1
OG0011782		GBNTU_009761-T1
OG0011783		GBNTU_009767-T1
OG0011784		GBNTU_009789-T1
OG0011785		GBNTU_009798-T1
OG0011786		GBNTU_009805-T1
OG0011787		GBNTU_009807-T1
OG0011788		GBNTU_009808-T1
OG0011789		GBNTU_009809-T1
OG0011790		GBNTU_009811-T1
OG0011791		GBNTU_009814-T1
OG0011792		GBNTU_009818-T1
OG0011793		GBNTU_009823-T1
OG0011794		GBNTU_009824-T1
OG0011795		GBNTU_009827-T1
OG0011796		GBNTU_009835-T1
OG0011797		GBNTU_009839-T1
OG0011798		GBNTU_009841-T1
OG0011799		GBNTU_009843-T1
OG0011800		GBNTU_009844-T1
OG0011801		GBNTU_009867-T1
OG0011802		GBNTU_009872-T1
OG0011803		GBNTU_009874-T1
OG0011804		GBNTU_009882-T1
OG0011805		GBNTU_009890-T1
OG0011806		GBNTU_009896-T1
OG0011807		GBNTU_009897-T1
OG0011808		GBNTU_009910-T1
OG0011809		GBNTU_009926-T1
OG0011810		GBNTU_009929-T1
OG0011811		GBNTU_009931-T1
OG0011812		GBNTU_009978-T1
OG0011813		GBNTU_009987-T1
