	Circinella_umbellata_RSA_505-.aa	Circinella_umbellata_RSA_505_Plus.aa
OG0002567	GBNWG_005923-T1	GBNWH_006928-T1
OG0002568	GBNWG_005924-T1	GBNWH_004432-T1
OG0002569	GBNWG_005925-T1	GBNWH_004261-T1
OG0002570	GBNWG_005926-T1	GBNWH_001080-T1
OG0002571	GBNWG_005927-T1	GBNWH_005572-T1
OG0002572	GBNWG_005939-T1	GBNWH_001203-T1
OG0002573	GBNWG_005940-T1	GBNWH_009210-T1
OG0002574	GBNWG_005941-T1	GBNWH_012086-T1
OG0002575	GBNWG_005950-T1	GBNWH_000379-T1
OG0002576	GBNWG_005951-T1	GBNWH_011619-T1
OG0002577	GBNWG_005952-T1	GBNWH_006009-T1
OG0002578	GBNWG_005957-T1	GBNWH_002770-T1
OG0002579	GBNWG_005958-T1	GBNWH_006359-T1
OG0002580	GBNWG_005959-T1	GBNWH_002831-T1
OG0002581	GBNWG_005961-T1	GBNWH_005163-T1
OG0002582	GBNWG_005964-T1	GBNWH_011743-T1
OG0002583	GBNWG_005967-T1	GBNWH_011716-T1
OG0002584	GBNWG_005968-T1	GBNWH_002664-T1
OG0002585	GBNWG_005969-T1	GBNWH_005317-T1
OG0002586	GBNWG_005970-T1	GBNWH_011466-T1
OG0002587	GBNWG_005971-T1	GBNWH_001436-T1
OG0002588	GBNWG_005972-T1	GBNWH_003351-T1
OG0002589	GBNWG_005977-T1	GBNWH_011041-T1
OG0002590	GBNWG_005978-T1	GBNWH_003296-T1
OG0002591	GBNWG_005981-T1	GBNWH_008580-T1
OG0002592	GBNWG_005982-T1	GBNWH_001113-T1
OG0002593	GBNWG_005986-T1	GBNWH_010338-T1
OG0002594	GBNWG_005989-T1	GBNWH_005097-T1
OG0002595	GBNWG_005990-T1	GBNWH_003929-T1
OG0002596	GBNWG_005992-T1	GBNWH_008856-T1
OG0002597	GBNWG_005993-T1	GBNWH_011215-T1
OG0002598	GBNWG_005998-T1	GBNWH_007836-T1
OG0002599	GBNWG_006000-T1	GBNWH_000607-T1
OG0002600	GBNWG_006005-T1	GBNWH_001156-T1
OG0002601	GBNWG_006006-T1	GBNWH_006575-T1
OG0002602	GBNWG_006010-T1	GBNWH_009911-T1
OG0002603	GBNWG_006012-T1	GBNWH_001212-T1
OG0002604	GBNWG_006013-T1	GBNWH_010202-T1
OG0002605	GBNWG_006014-T1	GBNWH_007095-T1
OG0002606	GBNWG_006016-T1	GBNWH_001650-T1
OG0002607	GBNWG_006017-T1	GBNWH_002348-T1
OG0002608	GBNWG_006019-T1	GBNWH_009289-T1
OG0002609	GBNWG_006020-T1	GBNWH_003976-T1
OG0002610	GBNWG_006025-T1	GBNWH_006907-T1
OG0002611	GBNWG_006028-T1	GBNWH_005461-T1
OG0002612	GBNWG_006040-T1	GBNWH_009948-T1
OG0002613	GBNWG_006042-T1	GBNWH_003795-T1
OG0002614	GBNWG_006044-T1	GBNWH_012087-T1
OG0002615	GBNWG_006047-T1	GBNWH_006248-T1
OG0002616	GBNWG_006051-T1	GBNWH_001798-T1
OG0002617	GBNWG_006055-T1	GBNWH_012122-T1
OG0002618	GBNWG_006056-T1	GBNWH_008342-T1
OG0002619	GBNWG_006068-T1	GBNWH_011717-T1
OG0002620	GBNWG_006070-T1	GBNWH_008378-T1
OG0002621	GBNWG_006076-T1	GBNWH_007016-T1
OG0002622	GBNWG_006079-T1	GBNWH_009795-T1
OG0002623	GBNWG_006081-T1	GBNWH_008443-T1
OG0002624	GBNWG_006083-T1	GBNWH_011125-T1
OG0002625	GBNWG_006084-T1	GBNWH_005155-T1
OG0002626	GBNWG_006085-T1	GBNWH_007532-T1
OG0002627	GBNWG_006094-T1	GBNWH_009350-T1
OG0002628	GBNWG_006130-T1	GBNWH_000484-T1
OG0002629	GBNWG_006131-T1	GBNWH_005477-T1
OG0002630	GBNWG_006135-T1	GBNWH_010012-T1
OG0002631	GBNWG_006136-T1	GBNWH_007853-T1
OG0002632	GBNWG_006137-T1	GBNWH_003141-T1
OG0002633	GBNWG_006143-T1	GBNWH_004286-T1
OG0002634	GBNWG_006145-T1	GBNWH_004950-T1
OG0002635	GBNWG_006146-T1	GBNWH_000781-T1
OG0002636	GBNWG_006147-T1	GBNWH_003198-T1
OG0002637	GBNWG_006148-T1	GBNWH_011895-T1
OG0002638	GBNWG_006162-T1	GBNWH_005974-T1
OG0002639	GBNWG_006164-T1	GBNWH_008099-T1
OG0002640	GBNWG_006165-T1	GBNWH_006742-T1
OG0002641	GBNWG_006173-T1	GBNWH_011115-T1
OG0002642	GBNWG_006176-T1	GBNWH_003904-T1
OG0002643	GBNWG_006177-T1	GBNWH_011613-T1
OG0002644	GBNWG_006194-T1	GBNWH_000483-T1
OG0002645	GBNWG_006196-T1	GBNWH_008445-T1
OG0002646	GBNWG_006202-T1	GBNWH_004411-T1
OG0002647	GBNWG_006205-T1	GBNWH_010401-T1
OG0002648	GBNWG_006206-T1	GBNWH_011930-T1
OG0002649	GBNWG_006207-T1	GBNWH_006671-T1
OG0002650	GBNWG_006209-T1	GBNWH_009516-T1
OG0002651	GBNWG_006211-T1	GBNWH_012052-T1
OG0002652	GBNWG_006213-T1	GBNWH_001754-T1
OG0002653	GBNWG_006214-T1	GBNWH_005764-T1
OG0002654	GBNWG_006215-T1	GBNWH_000850-T1
OG0002655	GBNWG_006220-T1	GBNWH_003067-T1
OG0002656	GBNWG_006221-T1	GBNWH_003802-T1
OG0002657	GBNWG_006228-T1	GBNWH_008132-T1
OG0002658	GBNWG_006229-T1	GBNWH_005643-T1
OG0002659	GBNWG_006230-T1	GBNWH_002826-T1
OG0002660	GBNWG_006231-T1	GBNWH_009598-T1
OG0002661	GBNWG_006236-T1	GBNWH_001619-T1
OG0002662	GBNWG_006237-T1	GBNWH_003347-T1
OG0002663	GBNWG_006238-T1	GBNWH_007424-T1
OG0002664	GBNWG_006239-T1	GBNWH_010971-T1
OG0002665	GBNWG_006240-T1	GBNWH_011754-T1
OG0002666	GBNWG_006242-T1	GBNWH_000409-T1
OG0002667	GBNWG_006248-T1	GBNWH_011336-T1
OG0002668	GBNWG_006251-T1	GBNWH_004763-T1
OG0002669	GBNWG_006252-T1	GBNWH_000538-T1
OG0002670	GBNWG_006253-T1	GBNWH_004410-T1
OG0002671	GBNWG_006259-T1	GBNWH_003218-T1
OG0002672	GBNWG_006317-T1	GBNWH_002058-T1
OG0002673	GBNWG_006318-T1	GBNWH_010337-T1
OG0002674	GBNWG_006323-T1	GBNWH_000193-T1
OG0002675	GBNWG_006324-T1	GBNWH_001621-T1
OG0002676	GBNWG_006327-T1	GBNWH_007591-T1
OG0002677	GBNWG_006329-T1	GBNWH_004933-T1
OG0002678	GBNWG_006335-T1	GBNWH_000412-T1
OG0002679	GBNWG_006343-T1	GBNWH_002374-T1
OG0002680	GBNWG_006346-T1	GBNWH_004270-T1
OG0002681	GBNWG_006347-T1	GBNWH_008705-T1
OG0002682	GBNWG_006348-T1	GBNWH_002581-T1
OG0002683	GBNWG_006354-T1	GBNWH_003262-T1
OG0002684	GBNWG_006362-T1	GBNWH_011323-T1
OG0002685	GBNWG_006375-T1	GBNWH_011197-T1
OG0002686	GBNWG_006378-T1	GBNWH_009184-T1
OG0002687	GBNWG_006380-T1	GBNWH_005288-T1
OG0002688	GBNWG_006386-T1	GBNWH_004187-T1
OG0002689	GBNWG_006387-T1	GBNWH_006694-T1
OG0002690	GBNWG_006390-T1	GBNWH_009197-T1
OG0002691	GBNWG_006392-T1	GBNWH_002086-T1
OG0002692	GBNWG_006393-T1	GBNWH_011287-T1
OG0002693	GBNWG_006394-T1	GBNWH_005921-T1
OG0002694	GBNWG_006396-T1	GBNWH_000341-T1
OG0002695	GBNWG_006408-T1	GBNWH_009466-T1
OG0002696	GBNWG_006413-T1	GBNWH_006361-T1
OG0002697	GBNWG_006414-T1	GBNWH_004668-T1
OG0002698	GBNWG_006419-T1	GBNWH_011958-T1
OG0002699	GBNWG_006427-T1	GBNWH_005377-T1
OG0002700	GBNWG_006432-T1	GBNWH_006787-T1
OG0002701	GBNWG_006440-T1	GBNWH_008196-T1
OG0002702	GBNWG_006441-T1	GBNWH_000788-T1
OG0002703	GBNWG_006442-T1	GBNWH_001736-T1
OG0002704	GBNWG_006449-T1	GBNWH_001815-T1
OG0002705	GBNWG_006450-T1	GBNWH_004271-T1
OG0002706	GBNWG_006453-T1	GBNWH_006233-T1
OG0002707	GBNWG_006454-T1	GBNWH_005492-T1
OG0002708	GBNWG_006455-T1	GBNWH_001118-T1
OG0002709	GBNWG_006456-T1	GBNWH_006690-T1
OG0002710	GBNWG_006458-T1	GBNWH_003572-T1
OG0002711	GBNWG_006459-T1	GBNWH_007144-T1
OG0002712	GBNWG_006466-T1	GBNWH_005353-T1
OG0002713	GBNWG_006468-T1	GBNWH_005061-T1
OG0002714	GBNWG_006472-T1	GBNWH_012092-T1
OG0002715	GBNWG_006474-T1	GBNWH_001141-T1
OG0002716	GBNWG_006475-T1	GBNWH_007933-T1
OG0002717	GBNWG_006480-T1	GBNWH_004719-T1
OG0002718	GBNWG_006483-T1	GBNWH_003784-T1
OG0002719	GBNWG_006485-T1	GBNWH_002010-T1
OG0002720	GBNWG_006499-T1	GBNWH_005205-T1
OG0002721	GBNWG_006502-T1	GBNWH_011500-T1
OG0002722	GBNWG_006503-T1	GBNWH_012149-T1
OG0002723	GBNWG_006506-T1	GBNWH_009675-T1
OG0002724	GBNWG_006509-T1	GBNWH_000057-T1
OG0002725	GBNWG_006510-T1	GBNWH_006197-T1
OG0002726	GBNWG_006512-T1	GBNWH_001969-T1
OG0002727	GBNWG_006513-T1	GBNWH_008939-T1
OG0002728	GBNWG_006515-T1	GBNWH_003861-T1
OG0002729	GBNWG_006516-T1	GBNWH_009007-T1
OG0002730	GBNWG_006517-T1	GBNWH_007778-T1
OG0002731	GBNWG_006518-T1	GBNWH_011083-T1
OG0002732	GBNWG_006549-T1	GBNWH_003246-T1
OG0002733	GBNWG_006554-T1	GBNWH_006608-T1
OG0002734	GBNWG_006555-T1	GBNWH_004074-T1
OG0002735	GBNWG_006558-T1	GBNWH_002939-T1
OG0002736	GBNWG_006560-T1	GBNWH_006827-T1
OG0002737	GBNWG_006564-T1	GBNWH_009333-T1
OG0002738	GBNWG_006569-T1	GBNWH_003955-T1
OG0002739	GBNWG_006573-T1	GBNWH_010557-T1
OG0002740	GBNWG_006587-T1	GBNWH_005491-T1
OG0002741	GBNWG_006588-T1	GBNWH_000678-T1
OG0002742	GBNWG_006590-T1	GBNWH_002977-T1
OG0002743	GBNWG_006592-T1	GBNWH_001873-T1
OG0002744	GBNWG_006595-T1	GBNWH_008206-T1
OG0002745	GBNWG_006596-T1	GBNWH_001801-T1
OG0002746	GBNWG_006597-T1	GBNWH_008277-T1
OG0002747	GBNWG_006598-T1	GBNWH_002140-T1
OG0002748	GBNWG_006599-T1	GBNWH_004125-T1
OG0002749	GBNWG_006605-T1	GBNWH_002437-T1
OG0002750	GBNWG_006609-T1	GBNWH_000825-T1
OG0002751	GBNWG_006616-T1	GBNWH_001699-T1
OG0002752	GBNWG_006620-T1	GBNWH_006878-T1
OG0002753	GBNWG_006621-T1	GBNWH_007793-T1
OG0002754	GBNWG_006622-T1	GBNWH_009617-T1
OG0002755	GBNWG_006623-T1	GBNWH_003197-T1
OG0002756	GBNWG_006631-T1	GBNWH_011580-T1
OG0002757	GBNWG_006633-T1	GBNWH_009998-T1
OG0002758	GBNWG_006649-T1	GBNWH_010782-T1
OG0002759	GBNWG_006650-T1	GBNWH_008297-T1
OG0002760	GBNWG_006656-T1	GBNWH_002510-T1
OG0002761	GBNWG_006662-T1	GBNWH_009255-T1
OG0002762	GBNWG_006663-T1	GBNWH_011190-T1
OG0002763	GBNWG_006665-T1	GBNWH_010296-T1
OG0002764	GBNWG_006666-T1	GBNWH_011296-T1
OG0002765	GBNWG_006668-T1	GBNWH_007287-T1
OG0002766	GBNWG_006669-T1	GBNWH_010206-T1
OG0002767	GBNWG_006670-T1	GBNWH_009622-T1
OG0002768	GBNWG_006672-T1	GBNWH_001960-T1
OG0002769	GBNWG_006684-T1	GBNWH_008768-T1
OG0002770	GBNWG_006695-T1	GBNWH_006311-T1
OG0002771	GBNWG_006698-T1	GBNWH_003747-T1
OG0002772	GBNWG_006699-T1	GBNWH_007272-T1
OG0002773	GBNWG_006702-T1	GBNWH_008870-T1
OG0002774	GBNWG_006703-T1	GBNWH_006093-T1
OG0002775	GBNWG_006713-T1	GBNWH_011141-T1
OG0002776	GBNWG_006725-T1	GBNWH_008802-T1
OG0002777	GBNWG_006726-T1	GBNWH_009829-T1
OG0002778	GBNWG_006736-T1	GBNWH_004129-T1
OG0002779	GBNWG_006737-T1	GBNWH_001007-T1
OG0002780	GBNWG_006739-T1	GBNWH_004932-T1
OG0002781	GBNWG_006742-T1	GBNWH_001770-T1
OG0002782	GBNWG_006743-T1	GBNWH_009494-T1
OG0002783	GBNWG_006755-T1	GBNWH_007096-T1
OG0002784	GBNWG_006762-T1	GBNWH_011921-T1
OG0002785	GBNWG_006764-T1	GBNWH_011673-T1
OG0002786	GBNWG_006767-T1	GBNWH_011354-T1
OG0002787	GBNWG_006771-T1	GBNWH_007937-T1
OG0002788	GBNWG_006772-T1	GBNWH_002231-T1
OG0002789	GBNWG_006784-T1	GBNWH_010339-T1
OG0002790	GBNWG_006785-T1	GBNWH_010358-T1
OG0002791	GBNWG_006787-T1	GBNWH_006210-T1
OG0002792	GBNWG_006788-T1	GBNWH_010198-T1
OG0002793	GBNWG_006794-T1	GBNWH_000165-T1
OG0002794	GBNWG_006796-T1	GBNWH_002237-T1
OG0002795	GBNWG_006797-T1	GBNWH_010114-T1
OG0002796	GBNWG_006813-T1	GBNWH_005893-T1
OG0002797	GBNWG_006814-T1	GBNWH_002596-T1
OG0002798	GBNWG_006816-T1	GBNWH_003111-T1
OG0002799	GBNWG_006817-T1	GBNWH_007464-T1
OG0002800	GBNWG_006818-T1	GBNWH_002221-T1
OG0002801	GBNWG_006819-T1	GBNWH_004828-T1
OG0002802	GBNWG_006821-T1	GBNWH_005788-T1
OG0002803	GBNWG_006823-T1	GBNWH_008624-T1
OG0002804	GBNWG_006830-T1	GBNWH_009918-T1
OG0002805	GBNWG_006833-T1	GBNWH_000508-T1
OG0002806	GBNWG_006834-T1	GBNWH_002054-T1
OG0002807	GBNWG_006839-T1	GBNWH_004503-T1
OG0002808	GBNWG_006840-T1	GBNWH_009858-T1
OG0002809	GBNWG_006842-T1	GBNWH_006617-T1
OG0002810	GBNWG_006845-T1	GBNWH_004955-T1
OG0002811	GBNWG_006848-T1	GBNWH_001681-T1
OG0002812	GBNWG_006849-T1	GBNWH_000542-T1
OG0002813	GBNWG_006851-T1	GBNWH_011134-T1
OG0002814	GBNWG_006854-T1	GBNWH_003540-T1
OG0002815	GBNWG_006856-T1	GBNWH_009589-T1
OG0002816	GBNWG_006857-T1	GBNWH_009997-T1
OG0002817	GBNWG_006858-T1	GBNWH_011595-T1
OG0002818	GBNWG_006860-T1	GBNWH_003602-T1
OG0002819	GBNWG_006862-T1	GBNWH_006740-T1
OG0002820	GBNWG_006865-T1	GBNWH_004127-T1
OG0002821	GBNWG_006866-T1	GBNWH_010001-T1
OG0002822	GBNWG_006867-T1	GBNWH_005023-T1
OG0002823	GBNWG_006869-T1	GBNWH_011370-T1
OG0002824	GBNWG_006871-T1	GBNWH_008071-T1
OG0002825	GBNWG_006873-T1	GBNWH_007378-T1
OG0002826	GBNWG_006884-T1	GBNWH_008919-T1
OG0002827	GBNWG_006885-T1	GBNWH_010497-T1
OG0002828	GBNWG_006886-T1	GBNWH_003909-T1
OG0002829	GBNWG_006894-T1	GBNWH_010671-T1
OG0002830	GBNWG_006895-T1	GBNWH_004553-T1
OG0002831	GBNWG_006896-T1	GBNWH_000603-T1
OG0002832	GBNWG_006900-T1	GBNWH_001847-T1
OG0002833	GBNWG_006902-T1	GBNWH_006247-T1
OG0002834	GBNWG_006903-T1	GBNWH_007808-T1
OG0002835	GBNWG_006904-T1	GBNWH_010060-T1
OG0002836	GBNWG_006905-T1	GBNWH_003882-T1
OG0002837	GBNWG_006906-T1	GBNWH_010485-T1
OG0002838	GBNWG_006910-T1	GBNWH_002480-T1
OG0002839	GBNWG_006911-T1	GBNWH_001537-T1
OG0002840	GBNWG_006912-T1	GBNWH_006452-T1
OG0002841	GBNWG_006914-T1	GBNWH_008403-T1
OG0002842	GBNWG_006919-T1	GBNWH_000671-T1
OG0002843	GBNWG_006923-T1	GBNWH_002123-T1
OG0002844	GBNWG_006924-T1	GBNWH_000488-T1
OG0002845	GBNWG_006925-T1	GBNWH_000730-T1
OG0002846	GBNWG_006928-T1	GBNWH_002275-T1
OG0002847	GBNWG_006930-T1	GBNWH_002371-T1
OG0002848	GBNWG_006931-T1	GBNWH_007472-T1
OG0002849	GBNWG_006934-T1	GBNWH_001607-T1
OG0002850	GBNWG_006935-T1	GBNWH_006169-T1
OG0002851	GBNWG_006940-T1	GBNWH_010921-T1
OG0002852	GBNWG_006941-T1	GBNWH_011416-T1
OG0002853	GBNWG_006945-T1	GBNWH_004979-T1
OG0002854	GBNWG_006946-T1	GBNWH_008764-T1
OG0002855	GBNWG_006947-T1	GBNWH_009731-T1
OG0002856	GBNWG_006950-T1	GBNWH_003209-T1
OG0002857	GBNWG_006952-T1	GBNWH_001284-T1
OG0002858	GBNWG_006954-T1	GBNWH_002997-T1
OG0002859	GBNWG_006956-T1	GBNWH_007736-T1
OG0002860	GBNWG_006962-T1	GBNWH_002929-T1
OG0002861	GBNWG_006963-T1	GBNWH_008270-T1
OG0002862	GBNWG_006965-T1	GBNWH_002987-T1
OG0002863	GBNWG_006969-T1	GBNWH_004632-T1
OG0002864	GBNWG_006970-T1	GBNWH_011931-T1
OG0002865	GBNWG_006972-T1	GBNWH_009150-T1
OG0002866	GBNWG_006974-T1	GBNWH_001542-T1
OG0002867	GBNWG_006975-T1	GBNWH_002798-T1
OG0002868	GBNWG_006981-T1	GBNWH_012090-T1
OG0002869	GBNWG_006982-T1	GBNWH_010378-T1
OG0002870	GBNWG_006986-T1	GBNWH_008909-T1
OG0002871	GBNWG_006987-T1	GBNWH_007650-T1
OG0002872	GBNWG_006988-T1	GBNWH_010543-T1
OG0002873	GBNWG_006989-T1	GBNWH_005183-T1
OG0002874	GBNWG_006991-T1	GBNWH_001013-T1
OG0002875	GBNWG_006992-T1	GBNWH_006172-T1
OG0002876	GBNWG_006994-T1	GBNWH_011767-T1
OG0002877	GBNWG_006998-T1	GBNWH_009385-T1
OG0002878	GBNWG_006999-T1	GBNWH_010174-T1
OG0002879	GBNWG_007001-T1	GBNWH_007407-T1
OG0002880	GBNWG_007002-T1	GBNWH_007713-T1
OG0002881	GBNWG_007005-T1	GBNWH_000997-T1
OG0002882	GBNWG_007007-T1	GBNWH_000545-T1
OG0002883	GBNWG_007008-T1	GBNWH_004496-T1
OG0002884	GBNWG_007009-T1	GBNWH_001987-T1
OG0002885	GBNWG_007011-T1	GBNWH_000320-T1
OG0002886	GBNWG_007013-T1	GBNWH_000996-T1
OG0002887	GBNWG_007014-T1	GBNWH_010405-T1
OG0002888	GBNWG_007015-T1	GBNWH_007365-T1
OG0002889	GBNWG_007016-T1	GBNWH_007098-T1
OG0002890	GBNWG_007017-T1	GBNWH_000284-T1
OG0002891	GBNWG_007024-T1	GBNWH_004078-T1
OG0002892	GBNWG_007026-T1	GBNWH_003424-T1
OG0002893	GBNWG_007027-T1	GBNWH_003834-T1
OG0002894	GBNWG_007031-T1	GBNWH_002974-T1
OG0002895	GBNWG_007035-T1	GBNWH_009003-T1
OG0002896	GBNWG_007043-T1	GBNWH_008590-T1
OG0002897	GBNWG_007049-T1	GBNWH_009380-T1
OG0002898	GBNWG_007050-T1	GBNWH_009895-T1
OG0002899	GBNWG_007053-T1	GBNWH_002542-T1
OG0002900	GBNWG_007059-T1	GBNWH_004287-T1
OG0002901	GBNWG_007070-T1	GBNWH_010254-T1
OG0002902	GBNWG_007072-T1	GBNWH_010512-T1
OG0002903	GBNWG_007073-T1	GBNWH_009381-T1
OG0002904	GBNWG_007078-T1	GBNWH_005193-T1
OG0002905	GBNWG_007079-T1	GBNWH_000014-T1
OG0002906	GBNWG_007081-T1	GBNWH_011910-T1
OG0002907	GBNWG_007082-T1	GBNWH_000082-T1
OG0002908	GBNWG_007084-T1	GBNWH_011344-T1
OG0002909	GBNWG_007086-T1	GBNWH_004330-T1
OG0002910	GBNWG_007089-T1	GBNWH_002116-T1
OG0002911	GBNWG_007093-T1	GBNWH_004483-T1
OG0002912	GBNWG_007095-T1	GBNWH_002320-T1
OG0002913	GBNWG_007100-T1	GBNWH_011023-T1
OG0002914	GBNWG_007101-T1	GBNWH_005083-T1
OG0002915	GBNWG_007102-T1	GBNWH_006126-T1
OG0002916	GBNWG_007104-T1	GBNWH_000517-T1
OG0002917	GBNWG_007107-T1	GBNWH_007666-T1
OG0002918	GBNWG_007108-T1	GBNWH_005517-T1
OG0002919	GBNWG_007112-T1	GBNWH_005658-T1
OG0002920	GBNWG_007115-T1	GBNWH_001252-T1
OG0002921	GBNWG_007119-T1	GBNWH_007720-T1
OG0002922	GBNWG_007125-T1	GBNWH_001377-T1
OG0002923	GBNWG_007126-T1	GBNWH_007980-T1
OG0002924	GBNWG_007127-T1	GBNWH_004231-T1
OG0002925	GBNWG_007129-T1	GBNWH_012127-T1
OG0002926	GBNWG_007130-T1	GBNWH_004232-T1
OG0002927	GBNWG_007131-T1	GBNWH_011528-T1
OG0002928	GBNWG_007133-T1	GBNWH_012168-T1
OG0002929	GBNWG_007137-T1	GBNWH_002995-T1
OG0002930	GBNWG_007138-T1	GBNWH_001866-T1
OG0002931	GBNWG_007142-T1	GBNWH_010590-T1
OG0002932	GBNWG_007143-T1	GBNWH_001020-T1
OG0002933	GBNWG_007144-T1	GBNWH_002528-T1
OG0002934	GBNWG_007146-T1	GBNWH_009890-T1
OG0002935	GBNWG_007150-T1	GBNWH_009939-T1
OG0002936	GBNWG_007151-T1	GBNWH_012039-T1
OG0002937	GBNWG_007153-T1	GBNWH_009021-T1
OG0002938	GBNWG_007160-T1	GBNWH_005306-T1
OG0002939	GBNWG_007168-T1	GBNWH_005584-T1
OG0002940	GBNWG_007174-T1	GBNWH_009852-T1
OG0002941	GBNWG_007175-T1	GBNWH_004945-T1
OG0002942	GBNWG_007176-T1	GBNWH_006509-T1
OG0002943	GBNWG_007177-T1	GBNWH_003678-T1
OG0002944	GBNWG_007180-T1	GBNWH_001066-T1
OG0002945	GBNWG_007188-T1	GBNWH_005259-T1
OG0002946	GBNWG_007189-T1	GBNWH_005383-T1
OG0002947	GBNWG_007190-T1	GBNWH_011126-T1
OG0002948	GBNWG_007191-T1	GBNWH_005056-T1
OG0002949	GBNWG_007193-T1	GBNWH_001450-T1
OG0002950	GBNWG_007200-T1	GBNWH_002593-T1
OG0002951	GBNWG_007205-T1	GBNWH_005480-T1
OG0002952	GBNWG_007214-T1	GBNWH_002319-T1
OG0002953	GBNWG_007216-T1	GBNWH_008182-T1
OG0002954	GBNWG_007217-T1	GBNWH_012172-T1
OG0002955	GBNWG_007218-T1	GBNWH_002848-T1
OG0002956	GBNWG_007220-T1	GBNWH_008431-T1
OG0002957	GBNWG_007237-T1	GBNWH_003292-T1
OG0002958	GBNWG_007238-T1	GBNWH_011543-T1
OG0002959	GBNWG_007239-T1	GBNWH_006057-T1
OG0002960	GBNWG_007243-T1	GBNWH_001304-T1
OG0002961	GBNWG_007247-T1	GBNWH_007197-T1
OG0002962	GBNWG_007254-T1	GBNWH_010029-T1
OG0002963	GBNWG_007256-T1	GBNWH_007067-T1
OG0002964	GBNWG_007258-T1	GBNWH_007172-T1
OG0002965	GBNWG_007260-T1	GBNWH_009399-T1
OG0002966	GBNWG_007263-T1	GBNWH_009934-T1
OG0002967	GBNWG_007266-T1	GBNWH_002721-T1
OG0002968	GBNWG_007267-T1	GBNWH_006666-T1
OG0002969	GBNWG_007268-T1	GBNWH_002144-T1
OG0002970	GBNWG_007270-T1	GBNWH_008192-T1
OG0002971	GBNWG_007288-T1	GBNWH_003009-T1
OG0002972	GBNWG_007289-T1	GBNWH_006103-T1
OG0002973	GBNWG_007291-T1	GBNWH_000404-T1
OG0002974	GBNWG_007299-T1	GBNWH_007027-T1
OG0002975	GBNWG_007303-T1	GBNWH_002482-T1
OG0002976	GBNWG_007308-T1	GBNWH_008917-T1
OG0002977	GBNWG_007312-T1	GBNWH_000743-T1
OG0002978	GBNWG_007314-T1	GBNWH_000474-T1
OG0002979	GBNWG_007336-T1	GBNWH_005639-T1
OG0002980	GBNWG_007350-T1	GBNWH_010201-T1
OG0002981	GBNWG_007351-T1	GBNWH_003629-T1
OG0002982	GBNWG_007352-T1	GBNWH_004876-T1
OG0002983	GBNWG_007355-T1	GBNWH_002494-T1
OG0002984	GBNWG_007361-T1	GBNWH_003185-T1
OG0002985	GBNWG_007362-T1	GBNWH_000881-T1
OG0002986	GBNWG_007367-T1	GBNWH_008484-T1
OG0002987	GBNWG_007368-T1	GBNWH_008953-T1
OG0002988	GBNWG_007369-T1	GBNWH_010346-T1
OG0002989	GBNWG_007373-T1	GBNWH_010790-T1
OG0002990	GBNWG_007374-T1	GBNWH_002651-T1
OG0002991	GBNWG_007377-T1	GBNWH_004850-T1
OG0002992	GBNWG_007379-T1	GBNWH_010124-T1
OG0002993	GBNWG_007381-T1	GBNWH_007044-T1
OG0002994	GBNWG_007383-T1	GBNWH_009160-T1
OG0002995	GBNWG_007395-T1	GBNWH_011313-T1
OG0002996	GBNWG_007397-T1	GBNWH_000003-T1
OG0002997	GBNWG_007398-T1	GBNWH_000551-T1
OG0002998	GBNWG_007399-T1	GBNWH_000358-T1
OG0002999	GBNWG_007407-T1	GBNWH_006158-T1
OG0003000	GBNWG_007409-T1	GBNWH_011069-T1
OG0003001	GBNWG_007410-T1	GBNWH_006858-T1
OG0003002	GBNWG_007413-T1	GBNWH_002893-T1
OG0003003	GBNWG_007415-T1	GBNWH_009696-T1
OG0003004	GBNWG_007416-T1	GBNWH_007738-T1
OG0003005	GBNWG_007418-T1	GBNWH_008393-T1
OG0003006	GBNWG_007419-T1	GBNWH_005202-T1
OG0003007	GBNWG_007420-T1	GBNWH_008461-T1
OG0003008	GBNWG_007422-T1	GBNWH_007638-T1
OG0003009	GBNWG_007437-T1	GBNWH_011484-T1
OG0003010	GBNWG_007438-T1	GBNWH_011318-T1
OG0003011	GBNWG_007439-T1	GBNWH_011784-T1
OG0003012	GBNWG_007443-T1	GBNWH_008565-T1
OG0003013	GBNWG_007444-T1	GBNWH_012057-T1
OG0003014	GBNWG_007445-T1	GBNWH_003617-T1
OG0003015	GBNWG_007450-T1	GBNWH_000981-T1
OG0003016	GBNWG_007468-T1	GBNWH_004539-T1
OG0003017	GBNWG_007469-T1	GBNWH_010108-T1
OG0003018	GBNWG_007470-T1	GBNWH_009031-T1
OG0003019	GBNWG_007471-T1	GBNWH_008727-T1
OG0003020	GBNWG_007472-T1	GBNWH_010786-T1
OG0003021	GBNWG_007474-T1	GBNWH_010900-T1
OG0003022	GBNWG_007477-T1	GBNWH_011700-T1
OG0003023	GBNWG_007480-T1	GBNWH_003765-T1
OG0003024	GBNWG_007486-T1	GBNWH_002386-T1
OG0003025	GBNWG_007487-T1	GBNWH_009710-T1
OG0003026	GBNWG_007495-T1	GBNWH_011164-T1
OG0003027	GBNWG_007496-T1	GBNWH_006555-T1
OG0003028	GBNWG_007497-T1	GBNWH_009698-T1
OG0003029	GBNWG_007504-T1	GBNWH_012202-T1
OG0003030	GBNWG_007506-T1	GBNWH_005660-T1
OG0003031	GBNWG_007507-T1	GBNWH_011496-T1
