	Circinella_umbellata_RSA_505-.aa	Circinella_umbellata_RSA_505_Plus.aa
OG0014471		GBNWH_008663-T1
OG0014472		GBNWH_008664-T1
OG0014473		GBNWH_008666-T1
OG0014474		GBNWH_008667-T1
OG0014475		GBNWH_008668-T1
OG0014476		GBNWH_008669-T1
OG0014477		GBNWH_008670-T1
OG0014478		GBNWH_008671-T1
OG0014479		GBNWH_008673-T1
OG0014480		GBNWH_008675-T1
OG0014481		GBNWH_008678-T1
OG0014482		GBNWH_008679-T1
OG0014483		GBNWH_008680-T1
OG0014484		GBNWH_008681-T1
OG0014485		GBNWH_008682-T1
OG0014486		GBNWH_008683-T1
OG0014487		GBNWH_008684-T1
OG0014488		GBNWH_008685-T1
OG0014489		GBNWH_008686-T1
OG0014490		GBNWH_008687-T1
OG0014491		GBNWH_008690-T1
OG0014492		GBNWH_008691-T1
OG0014493		GBNWH_008692-T1
OG0014494		GBNWH_008694-T1
OG0014495		GBNWH_008695-T1
OG0014496		GBNWH_008698-T1
OG0014497		GBNWH_008699-T1
OG0014498		GBNWH_008700-T1
OG0014499		GBNWH_008701-T1
OG0014500		GBNWH_008702-T1
OG0014501		GBNWH_008703-T1
OG0014502		GBNWH_008704-T1
OG0014503		GBNWH_008706-T1
OG0014504		GBNWH_008708-T1
OG0014505		GBNWH_008709-T1
OG0014506		GBNWH_008710-T1
OG0014507		GBNWH_008714-T1
OG0014508		GBNWH_008716-T1
OG0014509		GBNWH_008719-T1
OG0014510		GBNWH_008723-T1
OG0014511		GBNWH_008724-T1
OG0014512		GBNWH_008726-T1
OG0014513		GBNWH_008728-T1
OG0014514		GBNWH_008729-T1
OG0014515		GBNWH_008731-T1
OG0014516		GBNWH_008732-T1
OG0014517		GBNWH_008735-T1
OG0014518		GBNWH_008736-T1
OG0014519		GBNWH_008737-T1
OG0014520		GBNWH_008738-T1
OG0014521		GBNWH_008739-T1
OG0014522		GBNWH_008741-T1
OG0014523		GBNWH_008742-T1
OG0014524		GBNWH_008743-T1
OG0014525		GBNWH_008744-T1
OG0014526		GBNWH_008746-T1
OG0014527		GBNWH_008750-T1
OG0014528		GBNWH_008755-T1
OG0014529		GBNWH_008756-T1
OG0014530		GBNWH_008757-T1
OG0014531		GBNWH_008758-T1
OG0014532		GBNWH_008759-T1
OG0014533		GBNWH_008760-T1
OG0014534		GBNWH_008761-T1
OG0014535		GBNWH_008762-T1
OG0014536		GBNWH_008763-T1
OG0014537		GBNWH_008766-T1
OG0014538		GBNWH_008767-T1
OG0014539		GBNWH_008769-T1
OG0014540		GBNWH_008770-T1
OG0014541		GBNWH_008772-T1
OG0014542		GBNWH_008773-T1
OG0014543		GBNWH_008774-T1
OG0014544		GBNWH_008776-T1
OG0014545		GBNWH_008779-T1
OG0014546		GBNWH_008781-T1
OG0014547		GBNWH_008782-T1
OG0014548		GBNWH_008783-T1
OG0014549		GBNWH_008784-T1
OG0014550		GBNWH_008785-T1
OG0014551		GBNWH_008786-T1
OG0014552		GBNWH_008790-T1
OG0014553		GBNWH_008791-T1
OG0014554		GBNWH_008792-T1
OG0014555		GBNWH_008793-T1
OG0014556		GBNWH_008796-T1
OG0014557		GBNWH_008797-T1
OG0014558		GBNWH_008803-T1
OG0014559		GBNWH_008804-T1
OG0014560		GBNWH_008805-T1
OG0014561		GBNWH_008806-T1
OG0014562		GBNWH_008810-T1
OG0014563		GBNWH_008811-T1
OG0014564		GBNWH_008812-T1
OG0014565		GBNWH_008813-T1
OG0014566		GBNWH_008815-T1
OG0014567		GBNWH_008816-T1
OG0014568		GBNWH_008818-T1
OG0014569		GBNWH_008819-T1
OG0014570		GBNWH_008821-T1
OG0014571		GBNWH_008822-T1
OG0014572		GBNWH_008823-T1
OG0014573		GBNWH_008824-T1
OG0014574		GBNWH_008825-T1
OG0014575		GBNWH_008826-T1
OG0014576		GBNWH_008827-T1
OG0014577		GBNWH_008828-T1
OG0014578		GBNWH_008829-T1
OG0014579		GBNWH_008831-T1
OG0014580		GBNWH_008832-T1
OG0014581		GBNWH_008835-T1
OG0014582		GBNWH_008836-T1
OG0014583		GBNWH_008837-T1
OG0014584		GBNWH_008838-T1
OG0014585		GBNWH_008839-T1
OG0014586		GBNWH_008844-T1
OG0014587		GBNWH_008845-T1
OG0014588		GBNWH_008846-T1
OG0014589		GBNWH_008850-T1
OG0014590		GBNWH_008851-T1
OG0014591		GBNWH_008852-T1
OG0014592		GBNWH_008853-T1
OG0014593		GBNWH_008855-T1
OG0014594		GBNWH_008857-T1
OG0014595		GBNWH_008858-T1
OG0014596		GBNWH_008859-T1
OG0014597		GBNWH_008860-T1
OG0014598		GBNWH_008861-T1
OG0014599		GBNWH_008863-T1
OG0014600		GBNWH_008867-T1
OG0014601		GBNWH_008873-T1
OG0014602		GBNWH_008874-T1
OG0014603		GBNWH_008875-T1
OG0014604		GBNWH_008879-T1
OG0014605		GBNWH_008880-T1
OG0014606		GBNWH_008882-T1
OG0014607		GBNWH_008883-T1
OG0014608		GBNWH_008885-T1
OG0014609		GBNWH_008886-T1
OG0014610		GBNWH_008888-T1
OG0014611		GBNWH_008889-T1
OG0014612		GBNWH_008890-T1
OG0014613		GBNWH_008891-T1
OG0014614		GBNWH_008893-T1
OG0014615		GBNWH_008895-T1
OG0014616		GBNWH_008896-T1
OG0014617		GBNWH_008899-T1
OG0014618		GBNWH_008900-T1
OG0014619		GBNWH_008902-T1
OG0014620		GBNWH_008903-T1
OG0014621		GBNWH_008904-T1
OG0014622		GBNWH_008905-T1
OG0014623		GBNWH_008906-T1
OG0014624		GBNWH_008910-T1
OG0014625		GBNWH_008912-T1
OG0014626		GBNWH_008913-T1
OG0014627		GBNWH_008914-T1
OG0014628		GBNWH_008915-T1
OG0014629		GBNWH_008918-T1
OG0014630		GBNWH_008920-T1
OG0014631		GBNWH_008923-T1
OG0014632		GBNWH_008925-T1
OG0014633		GBNWH_008926-T1
OG0014634		GBNWH_008927-T1
OG0014635		GBNWH_008929-T1
OG0014636		GBNWH_008930-T1
OG0014637		GBNWH_008933-T1
OG0014638		GBNWH_008934-T1
OG0014639		GBNWH_008935-T1
OG0014640		GBNWH_008936-T1
OG0014641		GBNWH_008937-T1
OG0014642		GBNWH_008938-T1
OG0014643		GBNWH_008942-T1
OG0014644		GBNWH_008943-T1
OG0014645		GBNWH_008946-T1
OG0014646		GBNWH_008949-T1
OG0014647		GBNWH_008951-T1
OG0014648		GBNWH_008956-T1
OG0014649		GBNWH_008957-T1
OG0014650		GBNWH_008960-T1
OG0014651		GBNWH_008961-T1
OG0014652		GBNWH_008964-T1
OG0014653		GBNWH_008967-T1
OG0014654		GBNWH_008968-T1
OG0014655		GBNWH_008969-T1
OG0014656		GBNWH_008970-T1
OG0014657		GBNWH_008975-T1
OG0014658		GBNWH_008976-T1
OG0014659		GBNWH_008981-T1
OG0014660		GBNWH_008983-T1
OG0014661		GBNWH_008984-T1
OG0014662		GBNWH_008985-T1
OG0014663		GBNWH_008986-T1
OG0014664		GBNWH_008987-T1
OG0014665		GBNWH_008988-T1
OG0014666		GBNWH_008989-T1
OG0014667		GBNWH_008992-T1
OG0014668		GBNWH_008994-T1
OG0014669		GBNWH_008998-T1
OG0014670		GBNWH_008999-T1
OG0014671		GBNWH_009000-T1
OG0014672		GBNWH_009004-T1
OG0014673		GBNWH_009006-T1
OG0014674		GBNWH_009008-T1
OG0014675		GBNWH_009009-T1
OG0014676		GBNWH_009010-T1
OG0014677		GBNWH_009013-T1
OG0014678		GBNWH_009016-T1
OG0014679		GBNWH_009017-T1
OG0014680		GBNWH_009018-T1
OG0014681		GBNWH_009022-T1
OG0014682		GBNWH_009023-T1
OG0014683		GBNWH_009024-T1
OG0014684		GBNWH_009029-T1
OG0014685		GBNWH_009030-T1
OG0014686		GBNWH_009032-T1
OG0014687		GBNWH_009034-T1
OG0014688		GBNWH_009035-T1
OG0014689		GBNWH_009036-T1
OG0014690		GBNWH_009039-T1
OG0014691		GBNWH_009040-T1
OG0014692		GBNWH_009041-T1
OG0014693		GBNWH_009042-T1
OG0014694		GBNWH_009043-T1
OG0014695		GBNWH_009045-T1
OG0014696		GBNWH_009046-T1
OG0014697		GBNWH_009047-T1
OG0014698		GBNWH_009051-T1
OG0014699		GBNWH_009052-T1
OG0014700		GBNWH_009057-T1
OG0014701		GBNWH_009058-T1
OG0014702		GBNWH_009059-T1
OG0014703		GBNWH_009060-T1
OG0014704		GBNWH_009061-T1
OG0014705		GBNWH_009062-T1
OG0014706		GBNWH_009067-T1
OG0014707		GBNWH_009068-T1
OG0014708		GBNWH_009069-T1
OG0014709		GBNWH_009070-T1
OG0014710		GBNWH_009072-T1
OG0014711		GBNWH_009074-T1
OG0014712		GBNWH_009075-T1
OG0014713		GBNWH_009077-T1
OG0014714		GBNWH_009078-T1
OG0014715		GBNWH_009079-T1
OG0014716		GBNWH_009080-T1
OG0014717		GBNWH_009081-T1
OG0014718		GBNWH_009083-T1
OG0014719		GBNWH_009085-T1
OG0014720		GBNWH_009086-T1
OG0014721		GBNWH_009087-T1
OG0014722		GBNWH_009088-T1
OG0014723		GBNWH_009089-T1
OG0014724		GBNWH_009090-T1
OG0014725		GBNWH_009092-T1
OG0014726		GBNWH_009093-T1
OG0014727		GBNWH_009095-T1
OG0014728		GBNWH_009097-T1
OG0014729		GBNWH_009101-T1
OG0014730		GBNWH_009103-T1
OG0014731		GBNWH_009106-T1
OG0014732		GBNWH_009107-T1
OG0014733		GBNWH_009108-T1
OG0014734		GBNWH_009111-T1
OG0014735		GBNWH_009112-T1
OG0014736		GBNWH_009113-T1
OG0014737		GBNWH_009114-T1
OG0014738		GBNWH_009115-T1
OG0014739		GBNWH_009117-T1
OG0014740		GBNWH_009120-T1
OG0014741		GBNWH_009123-T1
OG0014742		GBNWH_009126-T1
OG0014743		GBNWH_009128-T1
OG0014744		GBNWH_009132-T1
OG0014745		GBNWH_009133-T1
OG0014746		GBNWH_009134-T1
OG0014747		GBNWH_009135-T1
OG0014748		GBNWH_009138-T1
OG0014749		GBNWH_009139-T1
OG0014750		GBNWH_009140-T1
OG0014751		GBNWH_009141-T1
OG0014752		GBNWH_009142-T1
OG0014753		GBNWH_009143-T1
OG0014754		GBNWH_009145-T1
OG0014755		GBNWH_009146-T1
OG0014756		GBNWH_009147-T1
OG0014757		GBNWH_009148-T1
OG0014758		GBNWH_009149-T1
OG0014759		GBNWH_009151-T1
OG0014760		GBNWH_009156-T1
OG0014761		GBNWH_009157-T1
OG0014762		GBNWH_009158-T1
OG0014763		GBNWH_009162-T1
OG0014764		GBNWH_009164-T1
OG0014765		GBNWH_009165-T1
OG0014766		GBNWH_009169-T1
OG0014767		GBNWH_009170-T1
OG0014768		GBNWH_009171-T1
OG0014769		GBNWH_009173-T1
OG0014770		GBNWH_009174-T1
OG0014771		GBNWH_009175-T1
OG0014772		GBNWH_009176-T1
OG0014773		GBNWH_009177-T1
OG0014774		GBNWH_009178-T1
OG0014775		GBNWH_009180-T1
OG0014776		GBNWH_009182-T1
OG0014777		GBNWH_009183-T1
OG0014778		GBNWH_009186-T1
OG0014779		GBNWH_009187-T1
OG0014780		GBNWH_009188-T1
OG0014781		GBNWH_009189-T1
OG0014782		GBNWH_009191-T1
OG0014783		GBNWH_009192-T1
OG0014784		GBNWH_009193-T1
OG0014785		GBNWH_009200-T1
OG0014786		GBNWH_009204-T1
OG0014787		GBNWH_009205-T1
OG0014788		GBNWH_009207-T1
OG0014789		GBNWH_009208-T1
OG0014790		GBNWH_009212-T1
OG0014791		GBNWH_009216-T1
OG0014792		GBNWH_009217-T1
OG0014793		GBNWH_009220-T1
OG0014794		GBNWH_009221-T1
OG0014795		GBNWH_009225-T1
OG0014796		GBNWH_009226-T1
OG0014797		GBNWH_009227-T1
OG0014798		GBNWH_009229-T1
OG0014799		GBNWH_009230-T1
OG0014800		GBNWH_009232-T1
OG0014801		GBNWH_009235-T1
OG0014802		GBNWH_009240-T1
OG0014803		GBNWH_009241-T1
OG0014804		GBNWH_009243-T1
OG0014805		GBNWH_009244-T1
OG0014806		GBNWH_009246-T1
OG0014807		GBNWH_009247-T1
OG0014808		GBNWH_009248-T1
OG0014809		GBNWH_009251-T1
OG0014810		GBNWH_009258-T1
OG0014811		GBNWH_009259-T1
OG0014812		GBNWH_009261-T1
OG0014813		GBNWH_009262-T1
OG0014814		GBNWH_009264-T1
OG0014815		GBNWH_009266-T1
OG0014816		GBNWH_009269-T1
OG0014817		GBNWH_009270-T1
OG0014818		GBNWH_009271-T1
OG0014819		GBNWH_009274-T1
OG0014820		GBNWH_009275-T1
OG0014821		GBNWH_009278-T1
OG0014822		GBNWH_009279-T1
OG0014823		GBNWH_009280-T1
OG0014824		GBNWH_009283-T1
OG0014825		GBNWH_009284-T1
OG0014826		GBNWH_009288-T1
OG0014827		GBNWH_009290-T1
OG0014828		GBNWH_009291-T1
OG0014829		GBNWH_009293-T1
OG0014830		GBNWH_009294-T1
OG0014831		GBNWH_009295-T1
OG0014832		GBNWH_009297-T1
OG0014833		GBNWH_009298-T1
OG0014834		GBNWH_009300-T1
OG0014835		GBNWH_009301-T1
OG0014836		GBNWH_009304-T1
OG0014837		GBNWH_009305-T1
OG0014838		GBNWH_009306-T1
OG0014839		GBNWH_009307-T1
OG0014840		GBNWH_009308-T1
OG0014841		GBNWH_009309-T1
OG0014842		GBNWH_009311-T1
OG0014843		GBNWH_009313-T1
OG0014844		GBNWH_009314-T1
OG0014845		GBNWH_009315-T1
OG0014846		GBNWH_009318-T1
OG0014847		GBNWH_009319-T1
OG0014848		GBNWH_009320-T1
OG0014849		GBNWH_009321-T1
OG0014850		GBNWH_009323-T1
OG0014851		GBNWH_009325-T1
OG0014852		GBNWH_009326-T1
OG0014853		GBNWH_009327-T1
OG0014854		GBNWH_009330-T1
OG0014855		GBNWH_009331-T1
OG0014856		GBNWH_009335-T1
OG0014857		GBNWH_009340-T1
OG0014858		GBNWH_009344-T1
OG0014859		GBNWH_009348-T1
OG0014860		GBNWH_009349-T1
OG0014861		GBNWH_009351-T1
OG0014862		GBNWH_009352-T1
OG0014863		GBNWH_009354-T1
OG0014864		GBNWH_009355-T1
OG0014865		GBNWH_009358-T1
OG0014866		GBNWH_009359-T1
OG0014867		GBNWH_009361-T1
OG0014868		GBNWH_009362-T1
OG0014869		GBNWH_009363-T1
OG0014870		GBNWH_009364-T1
OG0014871		GBNWH_009367-T1
OG0014872		GBNWH_009368-T1
OG0014873		GBNWH_009369-T1
OG0014874		GBNWH_009370-T1
OG0014875		GBNWH_009371-T1
OG0014876		GBNWH_009372-T1
OG0014877		GBNWH_009373-T1
OG0014878		GBNWH_009375-T1
OG0014879		GBNWH_009377-T1
OG0014880		GBNWH_009378-T1
OG0014881		GBNWH_009383-T1
OG0014882		GBNWH_009387-T1
OG0014883		GBNWH_009389-T1
OG0014884		GBNWH_009393-T1
OG0014885		GBNWH_009396-T1
OG0014886		GBNWH_009397-T1
OG0014887		GBNWH_009400-T1
OG0014888		GBNWH_009401-T1
OG0014889		GBNWH_009402-T1
OG0014890		GBNWH_009403-T1
OG0014891		GBNWH_009405-T1
OG0014892		GBNWH_009406-T1
OG0014893		GBNWH_009407-T1
OG0014894		GBNWH_009408-T1
OG0014895		GBNWH_009410-T1
OG0014896		GBNWH_009411-T1
OG0014897		GBNWH_009412-T1
OG0014898		GBNWH_009413-T1
OG0014899		GBNWH_009414-T1
OG0014900		GBNWH_009416-T1
OG0014901		GBNWH_009418-T1
OG0014902		GBNWH_009419-T1
OG0014903		GBNWH_009423-T1
OG0014904		GBNWH_009424-T1
OG0014905		GBNWH_009427-T1
OG0014906		GBNWH_009429-T1
OG0014907		GBNWH_009431-T1
OG0014908		GBNWH_009435-T1
OG0014909		GBNWH_009437-T1
OG0014910		GBNWH_009438-T1
OG0014911		GBNWH_009439-T1
OG0014912		GBNWH_009441-T1
OG0014913		GBNWH_009442-T1
OG0014914		GBNWH_009443-T1
OG0014915		GBNWH_009444-T1
OG0014916		GBNWH_009445-T1
OG0014917		GBNWH_009450-T1
OG0014918		GBNWH_009451-T1
OG0014919		GBNWH_009453-T1
OG0014920		GBNWH_009454-T1
OG0014921		GBNWH_009456-T1
OG0014922		GBNWH_009458-T1
OG0014923		GBNWH_009461-T1
OG0014924		GBNWH_009462-T1
OG0014925		GBNWH_009464-T1
OG0014926		GBNWH_009465-T1
OG0014927		GBNWH_009468-T1
OG0014928		GBNWH_009469-T1
OG0014929		GBNWH_009471-T1
OG0014930		GBNWH_009472-T1
OG0014931		GBNWH_009478-T1
OG0014932		GBNWH_009479-T1
OG0014933		GBNWH_009484-T1
OG0014934		GBNWH_009486-T1
OG0014935		GBNWH_009487-T1
OG0014936		GBNWH_009489-T1
OG0014937		GBNWH_009490-T1
OG0014938		GBNWH_009491-T1
OG0014939		GBNWH_009493-T1
OG0014940		GBNWH_009496-T1
OG0014941		GBNWH_009497-T1
OG0014942		GBNWH_009498-T1
OG0014943		GBNWH_009499-T1
OG0014944		GBNWH_009501-T1
OG0014945		GBNWH_009502-T1
OG0014946		GBNWH_009504-T1
OG0014947		GBNWH_009506-T1
OG0014948		GBNWH_009509-T1
OG0014949		GBNWH_009512-T1
OG0014950		GBNWH_009514-T1
OG0014951		GBNWH_009518-T1
OG0014952		GBNWH_009525-T1
OG0014953		GBNWH_009526-T1
OG0014954		GBNWH_009528-T1
OG0014955		GBNWH_009529-T1
OG0014956		GBNWH_009531-T1
OG0014957		GBNWH_009533-T1
OG0014958		GBNWH_009534-T1
OG0014959		GBNWH_009535-T1
OG0014960		GBNWH_009538-T1
OG0014961		GBNWH_009542-T1
OG0014962		GBNWH_009544-T1
OG0014963		GBNWH_009545-T1
OG0014964		GBNWH_009546-T1
OG0014965		GBNWH_009549-T1
OG0014966		GBNWH_009554-T1
OG0014967		GBNWH_009557-T1
OG0014968		GBNWH_009558-T1
OG0014969		GBNWH_009564-T1
OG0014970		GBNWH_009565-T1
OG0014971		GBNWH_009566-T1
OG0014972		GBNWH_009567-T1
OG0014973		GBNWH_009569-T1
OG0014974		GBNWH_009570-T1
OG0014975		GBNWH_009571-T1
OG0014976		GBNWH_009575-T1
OG0014977		GBNWH_009578-T1
OG0014978		GBNWH_009581-T1
OG0014979		GBNWH_009582-T1
OG0014980		GBNWH_009583-T1
OG0014981		GBNWH_009587-T1
OG0014982		GBNWH_009588-T1
OG0014983		GBNWH_009590-T1
OG0014984		GBNWH_009591-T1
OG0014985		GBNWH_009592-T1
OG0014986		GBNWH_009594-T1
OG0014987		GBNWH_009595-T1
OG0014988		GBNWH_009597-T1
OG0014989		GBNWH_009599-T1
OG0014990		GBNWH_009600-T1
OG0014991		GBNWH_009601-T1
OG0014992		GBNWH_009604-T1
OG0014993		GBNWH_009605-T1
OG0014994		GBNWH_009608-T1
OG0014995		GBNWH_009609-T1
OG0014996		GBNWH_009612-T1
OG0014997		GBNWH_009614-T1
OG0014998		GBNWH_009618-T1
OG0014999		GBNWH_009619-T1
OG0015000		GBNWH_009621-T1
OG0015001		GBNWH_009623-T1
OG0015002		GBNWH_009626-T1
OG0015003		GBNWH_009627-T1
OG0015004		GBNWH_009628-T1
OG0015005		GBNWH_009629-T1
OG0015006		GBNWH_009632-T1
OG0015007		GBNWH_009633-T1
OG0015008		GBNWH_009634-T1
OG0015009		GBNWH_009638-T1
OG0015010		GBNWH_009640-T1
OG0015011		GBNWH_009642-T1
OG0015012		GBNWH_009643-T1
OG0015013		GBNWH_009650-T1
OG0015014		GBNWH_009652-T1
OG0015015		GBNWH_009654-T1
OG0015016		GBNWH_009657-T1
OG0015017		GBNWH_009659-T1
OG0015018		GBNWH_009660-T1
OG0015019		GBNWH_009661-T1
OG0015020		GBNWH_009664-T1
OG0015021		GBNWH_009665-T1
OG0015022		GBNWH_009667-T1
OG0015023		GBNWH_009670-T1
OG0015024		GBNWH_009672-T1
OG0015025		GBNWH_009674-T1
OG0015026		GBNWH_009677-T1
OG0015027		GBNWH_009678-T1
OG0015028		GBNWH_009680-T1
OG0015029		GBNWH_009683-T1
OG0015030		GBNWH_009684-T1
OG0015031		GBNWH_009685-T1
OG0015032		GBNWH_009686-T1
OG0015033		GBNWH_009688-T1
OG0015034		GBNWH_009689-T1
OG0015035		GBNWH_009690-T1
OG0015036		GBNWH_009691-T1
OG0015037		GBNWH_009699-T1
OG0015038		GBNWH_009700-T1
OG0015039		GBNWH_009703-T1
OG0015040		GBNWH_009705-T1
OG0015041		GBNWH_009706-T1
OG0015042		GBNWH_009707-T1
OG0015043		GBNWH_009708-T1
OG0015044		GBNWH_009712-T1
OG0015045		GBNWH_009713-T1
OG0015046		GBNWH_009714-T1
OG0015047		GBNWH_009718-T1
OG0015048		GBNWH_009719-T1
OG0015049		GBNWH_009721-T1
OG0015050		GBNWH_009723-T1
OG0015051		GBNWH_009727-T1
OG0015052		GBNWH_009728-T1
OG0015053		GBNWH_009729-T1
OG0015054		GBNWH_009730-T1
OG0015055		GBNWH_009732-T1
OG0015056		GBNWH_009735-T1
OG0015057		GBNWH_009736-T1
OG0015058		GBNWH_009737-T1
OG0015059		GBNWH_009738-T1
OG0015060		GBNWH_009739-T1
OG0015061		GBNWH_009740-T1
OG0015062		GBNWH_009741-T1
OG0015063		GBNWH_009743-T1
OG0015064		GBNWH_009745-T1
OG0015065		GBNWH_009748-T1
OG0015066		GBNWH_009749-T1
OG0015067		GBNWH_009750-T1
OG0015068		GBNWH_009758-T1
OG0015069		GBNWH_009760-T1
OG0015070		GBNWH_009761-T1
OG0015071		GBNWH_009762-T1
OG0015072		GBNWH_009764-T1
OG0015073		GBNWH_009766-T1
OG0015074		GBNWH_009767-T1
OG0015075		GBNWH_009769-T1
OG0015076		GBNWH_009770-T1
OG0015077		GBNWH_009771-T1
OG0015078		GBNWH_009775-T1
OG0015079		GBNWH_009777-T1
OG0015080		GBNWH_009779-T1
OG0015081		GBNWH_009782-T1
OG0015082		GBNWH_009783-T1
OG0015083		GBNWH_009784-T1
OG0015084		GBNWH_009786-T1
OG0015085		GBNWH_009787-T1
OG0015086		GBNWH_009791-T1
OG0015087		GBNWH_009792-T1
OG0015088		GBNWH_009793-T1
OG0015089		GBNWH_009794-T1
OG0015090		GBNWH_009796-T1
OG0015091		GBNWH_009799-T1
OG0015092		GBNWH_009800-T1
OG0015093		GBNWH_009802-T1
OG0015094		GBNWH_009803-T1
OG0015095		GBNWH_009806-T1
OG0015096		GBNWH_009808-T1
OG0015097		GBNWH_009811-T1
OG0015098		GBNWH_009813-T1
OG0015099		GBNWH_009814-T1
OG0015100		GBNWH_009816-T1
OG0015101		GBNWH_009818-T1
OG0015102		GBNWH_009819-T1
OG0015103		GBNWH_009820-T1
OG0015104		GBNWH_009821-T1
OG0015105		GBNWH_009824-T1
OG0015106		GBNWH_009825-T1
OG0015107		GBNWH_009831-T1
OG0015108		GBNWH_009832-T1
OG0015109		GBNWH_009833-T1
OG0015110		GBNWH_009836-T1
OG0015111		GBNWH_009837-T1
OG0015112		GBNWH_009838-T1
OG0015113		GBNWH_009841-T1
OG0015114		GBNWH_009843-T1
OG0015115		GBNWH_009845-T1
OG0015116		GBNWH_009847-T1
OG0015117		GBNWH_009848-T1
OG0015118		GBNWH_009849-T1
OG0015119		GBNWH_009856-T1
OG0015120		GBNWH_009860-T1
OG0015121		GBNWH_009865-T1
OG0015122		GBNWH_009867-T1
OG0015123		GBNWH_009871-T1
OG0015124		GBNWH_009872-T1
OG0015125		GBNWH_009874-T1
OG0015126		GBNWH_009875-T1
OG0015127		GBNWH_009876-T1
OG0015128		GBNWH_009877-T1
OG0015129		GBNWH_009879-T1
OG0015130		GBNWH_009881-T1
OG0015131		GBNWH_009882-T1
OG0015132		GBNWH_009883-T1
OG0015133		GBNWH_009884-T1
OG0015134		GBNWH_009887-T1
OG0015135		GBNWH_009888-T1
OG0015136		GBNWH_009889-T1
OG0015137		GBNWH_009891-T1
OG0015138		GBNWH_009894-T1
OG0015139		GBNWH_009896-T1
OG0015140		GBNWH_009897-T1
OG0015141		GBNWH_009898-T1
OG0015142		GBNWH_009901-T1
OG0015143		GBNWH_009902-T1
OG0015144		GBNWH_009905-T1
OG0015145		GBNWH_009909-T1
OG0015146		GBNWH_009913-T1
OG0015147		GBNWH_009915-T1
OG0015148		GBNWH_009917-T1
OG0015149		GBNWH_009920-T1
OG0015150		GBNWH_009921-T1
OG0015151		GBNWH_009922-T1
OG0015152		GBNWH_009924-T1
OG0015153		GBNWH_009929-T1
OG0015154		GBNWH_009930-T1
OG0015155		GBNWH_009932-T1
OG0015156		GBNWH_009937-T1
OG0015157		GBNWH_009938-T1
OG0015158		GBNWH_009942-T1
OG0015159		GBNWH_009949-T1
OG0015160		GBNWH_009950-T1
OG0015161		GBNWH_009952-T1
OG0015162		GBNWH_009953-T1
OG0015163		GBNWH_009956-T1
OG0015164		GBNWH_009957-T1
OG0015165		GBNWH_009958-T1
OG0015166		GBNWH_009959-T1
OG0015167		GBNWH_009960-T1
OG0015168		GBNWH_009963-T1
OG0015169		GBNWH_009964-T1
OG0015170		GBNWH_009966-T1
OG0015171		GBNWH_009967-T1
OG0015172		GBNWH_009968-T1
OG0015173		GBNWH_009969-T1
OG0015174		GBNWH_009971-T1
OG0015175		GBNWH_009973-T1
OG0015176		GBNWH_009974-T1
OG0015177		GBNWH_009976-T1
OG0015178		GBNWH_009978-T1
OG0015179		GBNWH_009980-T1
OG0015180		GBNWH_009981-T1
OG0015181		GBNWH_009982-T1
OG0015182		GBNWH_009984-T1
OG0015183		GBNWH_009986-T1
OG0015184		GBNWH_009987-T1
OG0015185		GBNWH_009988-T1
OG0015186		GBNWH_009990-T1
OG0015187		GBNWH_009991-T1
OG0015188		GBNWH_009992-T1
OG0015189		GBNWH_009993-T1
OG0015190		GBNWH_009994-T1
OG0015191		GBNWH_009999-T1
OG0015192		GBNWH_010004-T1
OG0015193		GBNWH_010005-T1
OG0015194		GBNWH_010006-T1
OG0015195		GBNWH_010008-T1
OG0015196		GBNWH_010009-T1
OG0015197		GBNWH_010010-T1
OG0015198		GBNWH_010011-T1
OG0015199		GBNWH_010014-T1
OG0015200		GBNWH_010017-T1
OG0015201		GBNWH_010020-T1
OG0015202		GBNWH_010024-T1
OG0015203		GBNWH_010028-T1
OG0015204		GBNWH_010030-T1
OG0015205		GBNWH_010036-T1
OG0015206		GBNWH_010037-T1
OG0015207		GBNWH_010039-T1
OG0015208		GBNWH_010042-T1
OG0015209		GBNWH_010043-T1
OG0015210		GBNWH_010044-T1
OG0015211		GBNWH_010045-T1
OG0015212		GBNWH_010047-T1
OG0015213		GBNWH_010049-T1
OG0015214		GBNWH_010051-T1
OG0015215		GBNWH_010052-T1
OG0015216		GBNWH_010053-T1
OG0015217		GBNWH_010054-T1
OG0015218		GBNWH_010056-T1
OG0015219		GBNWH_010057-T1
OG0015220		GBNWH_010059-T1
OG0015221		GBNWH_010062-T1
OG0015222		GBNWH_010063-T1
OG0015223		GBNWH_010064-T1
OG0015224		GBNWH_010065-T1
OG0015225		GBNWH_010066-T1
OG0015226		GBNWH_010067-T1
OG0015227		GBNWH_010069-T1
OG0015228		GBNWH_010074-T1
OG0015229		GBNWH_010076-T1
OG0015230		GBNWH_010077-T1
OG0015231		GBNWH_010078-T1
OG0015232		GBNWH_010079-T1
OG0015233		GBNWH_010080-T1
OG0015234		GBNWH_010081-T1
OG0015235		GBNWH_010082-T1
OG0015236		GBNWH_010083-T1
OG0015237		GBNWH_010084-T1
OG0015238		GBNWH_010085-T1
OG0015239		GBNWH_010086-T1
OG0015240		GBNWH_010087-T1
OG0015241		GBNWH_010088-T1
OG0015242		GBNWH_010091-T1
OG0015243		GBNWH_010093-T1
OG0015244		GBNWH_010094-T1
OG0015245		GBNWH_010095-T1
