	Backusella_lamprospora_NRRL_1401.aa	Backusella_lamprospora_NRRL_6044_Plus.aa
OG0012516	CTHSW_015116-T1	
OG0012517	CTHSW_015117-T1	
OG0012518	CTHSW_015121-T1	
OG0012519	CTHSW_015128-T1	
OG0012520	CTHSW_015130-T1	
OG0012521	CTHSW_015131-T1	
OG0012522	CTHSW_015146-T1	
OG0012523	CTHSW_015153-T1	
OG0012524	CTHSW_015157-T1	
OG0012525	CTHSW_015158-T1	
OG0012526	CTHSW_015167-T1	
OG0012527	CTHSW_015169-T1	
OG0012528	CTHSW_015170-T1	
OG0012529	CTHSW_015172-T1	
OG0012530	CTHSW_015176-T1	
OG0012531	CTHSW_015187-T1	
OG0012532	CTHSW_015193-T1	
OG0012533	CTHSW_015194-T1	
OG0012534	CTHSW_015198-T1	
OG0012535	CTHSW_015205-T1	
OG0012536	CTHSW_015206-T1	
OG0012537	CTHSW_015209-T1	
OG0012538	CTHSW_015210-T1	
OG0012539	CTHSW_015216-T1	
OG0012540	CTHSW_015224-T1	
OG0012541	CTHSW_015230-T1	
OG0012542	CTHSW_015237-T1	
OG0012543	CTHSW_015275-T1	
OG0012544	CTHSW_015276-T1	
OG0012545	CTHSW_015277-T1	
OG0012546	CTHSW_015287-T1	
OG0012547	CTHSW_015292-T1	
OG0012548	CTHSW_015304-T1	
OG0012549	CTHSW_015306-T1	
OG0012550	CTHSW_015309-T1	
OG0012551	CTHSW_015328-T1	
OG0012552	CTHSW_015329-T1	
OG0012553	CTHSW_015334-T1	
OG0012554	CTHSW_015337-T1	
OG0012555	CTHSW_015342-T1	
OG0012556	CTHSW_015344-T1	
OG0012557	CTHSW_015349-T1	
OG0012558	CTHSW_015363-T1	
OG0012559	CTHSW_015372-T1	
OG0012560	CTHSW_015374-T1	
OG0012561	CTHSW_015384-T1	
OG0012562	CTHSW_015393-T1	
OG0012563	CTHSW_015406-T1	
OG0012564	CTHSW_015407-T1	
OG0012565	CTHSW_015408-T1	
OG0012566	CTHSW_015422-T1	
OG0012567	CTHSW_015431-T1	
OG0012568	CTHSW_015432-T1	
OG0012569	CTHSW_015433-T1	
OG0012570	CTHSW_015434-T1	
OG0012571	CTHSW_015436-T1	
OG0012572	CTHSW_015437-T1	
OG0012573	CTHSW_015441-T1	
OG0012574	CTHSW_015446-T1	
OG0012575	CTHSW_015456-T1	
OG0012576	CTHSW_015464-T1	
OG0012577	CTHSW_015466-T1	
OG0012578	CTHSW_015467-T1	
OG0012579	CTHSW_015470-T1	
OG0012580	CTHSW_015474-T1	
OG0012581	CTHSW_015475-T1	
OG0012582	CTHSW_015476-T1	
OG0012583	CTHSW_015481-T1	
OG0012584	CTHSW_015483-T1	
OG0012585	CTHSW_015490-T1	
OG0012586	CTHSW_015497-T1	
OG0012587	CTHSW_015498-T1	
OG0012588	CTHSW_015535-T1	
OG0012589	CTHSW_015539-T1	
OG0012590	CTHSW_015543-T1	
OG0012591	CTHSW_015558-T1	
OG0012592	CTHSW_015560-T1	
OG0012593	CTHSW_015589-T1	
OG0012594	CTHSW_015607-T1	
OG0012595	CTHSW_015611-T1	
OG0012596	CTHSW_015618-T1	
OG0012597	CTHSW_015623-T1	
OG0012598	CTHSW_015624-T1	
OG0012599	CTHSW_015633-T1	
OG0012600	CTHSW_015638-T1	
OG0012601	CTHSW_015639-T1	
OG0012602	CTHSW_015640-T1	
OG0012603		GBNWB_000036-T1
OG0012604		GBNWB_000047-T1
OG0012605		GBNWB_000054-T1
OG0012606		GBNWB_000055-T1
OG0012607		GBNWB_000061-T1
OG0012608		GBNWB_000064-T1
OG0012609		GBNWB_000087-T1
OG0012610		GBNWB_000092-T1
OG0012611		GBNWB_000129-T1
OG0012612		GBNWB_000132-T1
OG0012613		GBNWB_000137-T1
OG0012614		GBNWB_000148-T1
OG0012615		GBNWB_000162-T1
OG0012616		GBNWB_000178-T1
OG0012617		GBNWB_000183-T1
OG0012618		GBNWB_000185-T1
OG0012619		GBNWB_000196-T1
OG0012620		GBNWB_000200-T1
OG0012621		GBNWB_000223-T1
OG0012622		GBNWB_000224-T1
OG0012623		GBNWB_000231-T1
OG0012624		GBNWB_000232-T1
OG0012625		GBNWB_000238-T1
OG0012626		GBNWB_000239-T1
OG0012627		GBNWB_000250-T1
OG0012628		GBNWB_000265-T1
OG0012629		GBNWB_000272-T1
OG0012630		GBNWB_000273-T1
OG0012631		GBNWB_000279-T1
OG0012632		GBNWB_000280-T1
OG0012633		GBNWB_000282-T1
OG0012634		GBNWB_000283-T1
OG0012635		GBNWB_000286-T1
OG0012636		GBNWB_000287-T1
OG0012637		GBNWB_000322-T1
OG0012638		GBNWB_000323-T1
OG0012639		GBNWB_000325-T1
OG0012640		GBNWB_000326-T1
OG0012641		GBNWB_000328-T1
OG0012642		GBNWB_000329-T1
OG0012643		GBNWB_000332-T1
OG0012644		GBNWB_000353-T1
OG0012645		GBNWB_000354-T1
OG0012646		GBNWB_000367-T1
OG0012647		GBNWB_000369-T1
OG0012648		GBNWB_000380-T1
OG0012649		GBNWB_000405-T1
OG0012650		GBNWB_000410-T1
OG0012651		GBNWB_000421-T1
OG0012652		GBNWB_000441-T1
OG0012653		GBNWB_000445-T1
OG0012654		GBNWB_000446-T1
OG0012655		GBNWB_000452-T1
OG0012656		GBNWB_000453-T1
OG0012657		GBNWB_000481-T1
OG0012658		GBNWB_000483-T1
OG0012659		GBNWB_000484-T1
OG0012660		GBNWB_000485-T1
OG0012661		GBNWB_000489-T1
OG0012662		GBNWB_000490-T1
OG0012663		GBNWB_000498-T1
OG0012664		GBNWB_000503-T1
OG0012665		GBNWB_000507-T1
OG0012666		GBNWB_000520-T1
OG0012667		GBNWB_000523-T1
OG0012668		GBNWB_000539-T1
OG0012669		GBNWB_000555-T1
OG0012670		GBNWB_000557-T1
OG0012671		GBNWB_000558-T1
OG0012672		GBNWB_000560-T1
OG0012673		GBNWB_000564-T1
OG0012674		GBNWB_000566-T1
OG0012675		GBNWB_000568-T1
OG0012676		GBNWB_000600-T1
OG0012677		GBNWB_000602-T1
OG0012678		GBNWB_000605-T1
OG0012679		GBNWB_000608-T1
OG0012680		GBNWB_000609-T1
OG0012681		GBNWB_000610-T1
OG0012682		GBNWB_000615-T1
OG0012683		GBNWB_000618-T1
OG0012684		GBNWB_000623-T1
OG0012685		GBNWB_000624-T1
OG0012686		GBNWB_000627-T1
OG0012687		GBNWB_000629-T1
OG0012688		GBNWB_000634-T1
OG0012689		GBNWB_000638-T1
OG0012690		GBNWB_000649-T1
OG0012691		GBNWB_000652-T1
OG0012692		GBNWB_000653-T1
OG0012693		GBNWB_000656-T1
OG0012694		GBNWB_000663-T1
OG0012695		GBNWB_000673-T1
OG0012696		GBNWB_000674-T1
OG0012697		GBNWB_000684-T1
OG0012698		GBNWB_000687-T1
OG0012699		GBNWB_000688-T1
OG0012700		GBNWB_000699-T1
OG0012701		GBNWB_000705-T1
OG0012702		GBNWB_000722-T1
OG0012703		GBNWB_000724-T1
OG0012704		GBNWB_000727-T1
OG0012705		GBNWB_000750-T1
OG0012706		GBNWB_000762-T1
OG0012707		GBNWB_000770-T1
OG0012708		GBNWB_000808-T1
OG0012709		GBNWB_000811-T1
OG0012710		GBNWB_000812-T1
OG0012711		GBNWB_000814-T1
OG0012712		GBNWB_000815-T1
OG0012713		GBNWB_000816-T1
OG0012714		GBNWB_000821-T1
OG0012715		GBNWB_000824-T1
OG0012716		GBNWB_000842-T1
OG0012717		GBNWB_000851-T1
OG0012718		GBNWB_000852-T1
OG0012719		GBNWB_000853-T1
OG0012720		GBNWB_000877-T1
OG0012721		GBNWB_000894-T1
OG0012722		GBNWB_000897-T1
OG0012723		GBNWB_000902-T1
OG0012724		GBNWB_000903-T1
OG0012725		GBNWB_000904-T1
OG0012726		GBNWB_000905-T1
OG0012727		GBNWB_000918-T1
OG0012728		GBNWB_000932-T1
OG0012729		GBNWB_000933-T1
OG0012730		GBNWB_000939-T1
OG0012731		GBNWB_000940-T1
OG0012732		GBNWB_000973-T1
OG0012733		GBNWB_000976-T1
OG0012734		GBNWB_000979-T1
OG0012735		GBNWB_000995-T1
OG0012736		GBNWB_000998-T1
OG0012737		GBNWB_001002-T1
OG0012738		GBNWB_001003-T1
OG0012739		GBNWB_001006-T1
OG0012740		GBNWB_001008-T1
OG0012741		GBNWB_001021-T1
OG0012742		GBNWB_001030-T1
OG0012743		GBNWB_001032-T1
OG0012744		GBNWB_001033-T1
OG0012745		GBNWB_001035-T1
OG0012746		GBNWB_001036-T1
OG0012747		GBNWB_001037-T1
OG0012748		GBNWB_001040-T1
OG0012749		GBNWB_001041-T1
OG0012750		GBNWB_001048-T1
OG0012751		GBNWB_001050-T1
OG0012752		GBNWB_001061-T1
OG0012753		GBNWB_001066-T1
OG0012754		GBNWB_001068-T1
OG0012755		GBNWB_001070-T1
OG0012756		GBNWB_001079-T1
OG0012757		GBNWB_001081-T1
OG0012758		GBNWB_001103-T1
OG0012759		GBNWB_001104-T1
OG0012760		GBNWB_001107-T1
OG0012761		GBNWB_001114-T1
OG0012762		GBNWB_001116-T1
OG0012763		GBNWB_001125-T1
OG0012764		GBNWB_001126-T1
OG0012765		GBNWB_001132-T1
OG0012766		GBNWB_001143-T1
OG0012767		GBNWB_001171-T1
OG0012768		GBNWB_001174-T1
OG0012769		GBNWB_001179-T1
OG0012770		GBNWB_001181-T1
OG0012771		GBNWB_001197-T1
OG0012772		GBNWB_001198-T1
OG0012773		GBNWB_001199-T1
OG0012774		GBNWB_001201-T1
OG0012775		GBNWB_001208-T1
OG0012776		GBNWB_001209-T1
OG0012777		GBNWB_001223-T1
OG0012778		GBNWB_001232-T1
OG0012779		GBNWB_001236-T1
OG0012780		GBNWB_001237-T1
OG0012781		GBNWB_001270-T1
OG0012782		GBNWB_001282-T1
OG0012783		GBNWB_001306-T1
OG0012784		GBNWB_001308-T1
OG0012785		GBNWB_001313-T1
OG0012786		GBNWB_001314-T1
OG0012787		GBNWB_001331-T1
OG0012788		GBNWB_001348-T1
OG0012789		GBNWB_001360-T1
OG0012790		GBNWB_001367-T1
OG0012791		GBNWB_001370-T1
OG0012792		GBNWB_001375-T1
OG0012793		GBNWB_001378-T1
OG0012794		GBNWB_001395-T1
OG0012795		GBNWB_001402-T1
OG0012796		GBNWB_001403-T1
OG0012797		GBNWB_001405-T1
OG0012798		GBNWB_001406-T1
OG0012799		GBNWB_001413-T1
OG0012800		GBNWB_001414-T1
OG0012801		GBNWB_001429-T1
OG0012802		GBNWB_001447-T1
OG0012803		GBNWB_001451-T1
OG0012804		GBNWB_001452-T1
OG0012805		GBNWB_001453-T1
OG0012806		GBNWB_001476-T1
OG0012807		GBNWB_001479-T1
OG0012808		GBNWB_001484-T1
OG0012809		GBNWB_001513-T1
OG0012810		GBNWB_001522-T1
OG0012811		GBNWB_001542-T1
OG0012812		GBNWB_001571-T1
OG0012813		GBNWB_001572-T1
OG0012814		GBNWB_001573-T1
OG0012815		GBNWB_001574-T1
OG0012816		GBNWB_001584-T1
OG0012817		GBNWB_001607-T1
OG0012818		GBNWB_001620-T1
OG0012819		GBNWB_001628-T1
OG0012820		GBNWB_001630-T1
OG0012821		GBNWB_001631-T1
OG0012822		GBNWB_001633-T1
OG0012823		GBNWB_001634-T1
OG0012824		GBNWB_001635-T1
OG0012825		GBNWB_001637-T1
OG0012826		GBNWB_001642-T1
OG0012827		GBNWB_001643-T1
OG0012828		GBNWB_001646-T1
OG0012829		GBNWB_001649-T1
OG0012830		GBNWB_001655-T1
OG0012831		GBNWB_001656-T1
OG0012832		GBNWB_001657-T1
OG0012833		GBNWB_001664-T1
OG0012834		GBNWB_001667-T1
OG0012835		GBNWB_001669-T1
OG0012836		GBNWB_001671-T1
OG0012837		GBNWB_001673-T1
OG0012838		GBNWB_001674-T1
OG0012839		GBNWB_001678-T1
OG0012840		GBNWB_001679-T1
OG0012841		GBNWB_001688-T1
OG0012842		GBNWB_001692-T1
OG0012843		GBNWB_001698-T1
OG0012844		GBNWB_001705-T1
OG0012845		GBNWB_001706-T1
OG0012846		GBNWB_001719-T1
OG0012847		GBNWB_001721-T1
OG0012848		GBNWB_001723-T1
OG0012849		GBNWB_001724-T1
OG0012850		GBNWB_001742-T1
OG0012851		GBNWB_001749-T1
OG0012852		GBNWB_001750-T1
OG0012853		GBNWB_001760-T1
OG0012854		GBNWB_001781-T1
OG0012855		GBNWB_001782-T1
OG0012856		GBNWB_001788-T1
OG0012857		GBNWB_001789-T1
OG0012858		GBNWB_001792-T1
OG0012859		GBNWB_001828-T1
OG0012860		GBNWB_001831-T1
OG0012861		GBNWB_001849-T1
OG0012862		GBNWB_001868-T1
OG0012863		GBNWB_001873-T1
OG0012864		GBNWB_001894-T1
OG0012865		GBNWB_001895-T1
OG0012866		GBNWB_001929-T1
OG0012867		GBNWB_001934-T1
OG0012868		GBNWB_001967-T1
OG0012869		GBNWB_001991-T1
OG0012870		GBNWB_001997-T1
OG0012871		GBNWB_002006-T1
OG0012872		GBNWB_002011-T1
OG0012873		GBNWB_002014-T1
OG0012874		GBNWB_002017-T1
OG0012875		GBNWB_002042-T1
OG0012876		GBNWB_002047-T1
OG0012877		GBNWB_002060-T1
OG0012878		GBNWB_002061-T1
OG0012879		GBNWB_002065-T1
OG0012880		GBNWB_002068-T1
OG0012881		GBNWB_002072-T1
OG0012882		GBNWB_002076-T1
OG0012883		GBNWB_002090-T1
OG0012884		GBNWB_002095-T1
OG0012885		GBNWB_002103-T1
OG0012886		GBNWB_002111-T1
OG0012887		GBNWB_002124-T1
OG0012888		GBNWB_002125-T1
OG0012889		GBNWB_002130-T1
OG0012890		GBNWB_002131-T1
OG0012891		GBNWB_002140-T1
OG0012892		GBNWB_002145-T1
OG0012893		GBNWB_002147-T1
OG0012894		GBNWB_002148-T1
OG0012895		GBNWB_002149-T1
OG0012896		GBNWB_002151-T1
OG0012897		GBNWB_002152-T1
OG0012898		GBNWB_002165-T1
OG0012899		GBNWB_002166-T1
OG0012900		GBNWB_002185-T1
OG0012901		GBNWB_002186-T1
OG0012902		GBNWB_002190-T1
OG0012903		GBNWB_002199-T1
OG0012904		GBNWB_002202-T1
OG0012905		GBNWB_002222-T1
OG0012906		GBNWB_002225-T1
OG0012907		GBNWB_002228-T1
OG0012908		GBNWB_002251-T1
OG0012909		GBNWB_002281-T1
OG0012910		GBNWB_002282-T1
OG0012911		GBNWB_002300-T1
OG0012912		GBNWB_002311-T1
OG0012913		GBNWB_002312-T1
OG0012914		GBNWB_002314-T1
OG0012915		GBNWB_002329-T1
OG0012916		GBNWB_002334-T1
OG0012917		GBNWB_002336-T1
OG0012918		GBNWB_002342-T1
OG0012919		GBNWB_002364-T1
OG0012920		GBNWB_002374-T1
OG0012921		GBNWB_002376-T1
OG0012922		GBNWB_002380-T1
OG0012923		GBNWB_002382-T1
OG0012924		GBNWB_002396-T1
OG0012925		GBNWB_002402-T1
OG0012926		GBNWB_002431-T1
OG0012927		GBNWB_002433-T1
OG0012928		GBNWB_002438-T1
OG0012929		GBNWB_002445-T1
OG0012930		GBNWB_002455-T1
OG0012931		GBNWB_002459-T1
OG0012932		GBNWB_002482-T1
OG0012933		GBNWB_002489-T1
OG0012934		GBNWB_002499-T1
OG0012935		GBNWB_002515-T1
OG0012936		GBNWB_002522-T1
OG0012937		GBNWB_002529-T1
OG0012938		GBNWB_002534-T1
OG0012939		GBNWB_002535-T1
OG0012940		GBNWB_002536-T1
OG0012941		GBNWB_002578-T1
OG0012942		GBNWB_002580-T1
OG0012943		GBNWB_002581-T1
OG0012944		GBNWB_002585-T1
OG0012945		GBNWB_002588-T1
OG0012946		GBNWB_002598-T1
OG0012947		GBNWB_002601-T1
OG0012948		GBNWB_002610-T1
OG0012949		GBNWB_002626-T1
OG0012950		GBNWB_002631-T1
OG0012951		GBNWB_002632-T1
OG0012952		GBNWB_002634-T1
OG0012953		GBNWB_002642-T1
OG0012954		GBNWB_002670-T1
OG0012955		GBNWB_002678-T1
OG0012956		GBNWB_002680-T1
OG0012957		GBNWB_002681-T1
OG0012958		GBNWB_002686-T1
OG0012959		GBNWB_002687-T1
OG0012960		GBNWB_002688-T1
OG0012961		GBNWB_002694-T1
OG0012962		GBNWB_002706-T1
OG0012963		GBNWB_002715-T1
OG0012964		GBNWB_002738-T1
OG0012965		GBNWB_002750-T1
OG0012966		GBNWB_002751-T1
OG0012967		GBNWB_002756-T1
OG0012968		GBNWB_002771-T1
OG0012969		GBNWB_002777-T1
OG0012970		GBNWB_002787-T1
OG0012971		GBNWB_002834-T1
OG0012972		GBNWB_002846-T1
OG0012973		GBNWB_002849-T1
OG0012974		GBNWB_002850-T1
OG0012975		GBNWB_002852-T1
OG0012976		GBNWB_002856-T1
OG0012977		GBNWB_002861-T1
OG0012978		GBNWB_002875-T1
OG0012979		GBNWB_002886-T1
OG0012980		GBNWB_002909-T1
OG0012981		GBNWB_002910-T1
OG0012982		GBNWB_002915-T1
OG0012983		GBNWB_002924-T1
OG0012984		GBNWB_002935-T1
OG0012985		GBNWB_002937-T1
OG0012986		GBNWB_002940-T1
OG0012987		GBNWB_002952-T1
OG0012988		GBNWB_002971-T1
OG0012989		GBNWB_002973-T1
OG0012990		GBNWB_002984-T1
OG0012991		GBNWB_002986-T1
OG0012992		GBNWB_002987-T1
OG0012993		GBNWB_002988-T1
OG0012994		GBNWB_002990-T1
OG0012995		GBNWB_003012-T1
OG0012996		GBNWB_003034-T1
OG0012997		GBNWB_003035-T1
OG0012998		GBNWB_003038-T1
OG0012999		GBNWB_003039-T1
OG0013000		GBNWB_003049-T1
OG0013001		GBNWB_003057-T1
OG0013002		GBNWB_003058-T1
OG0013003		GBNWB_003059-T1
OG0013004		GBNWB_003062-T1
OG0013005		GBNWB_003068-T1
OG0013006		GBNWB_003071-T1
OG0013007		GBNWB_003083-T1
OG0013008		GBNWB_003084-T1
OG0013009		GBNWB_003100-T1
OG0013010		GBNWB_003118-T1
OG0013011		GBNWB_003148-T1
OG0013012		GBNWB_003151-T1
OG0013013		GBNWB_003155-T1
OG0013014		GBNWB_003156-T1
OG0013015		GBNWB_003166-T1
OG0013016		GBNWB_003168-T1
OG0013017		GBNWB_003177-T1
OG0013018		GBNWB_003181-T1
OG0013019		GBNWB_003203-T1
OG0013020		GBNWB_003220-T1
OG0013021		GBNWB_003223-T1
OG0013022		GBNWB_003228-T1
OG0013023		GBNWB_003231-T1
OG0013024		GBNWB_003239-T1
OG0013025		GBNWB_003240-T1
OG0013026		GBNWB_003242-T1
OG0013027		GBNWB_003270-T1
OG0013028		GBNWB_003272-T1
OG0013029		GBNWB_003277-T1
OG0013030		GBNWB_003299-T1
OG0013031		GBNWB_003328-T1
OG0013032		GBNWB_003332-T1
OG0013033		GBNWB_003335-T1
OG0013034		GBNWB_003370-T1
OG0013035		GBNWB_003374-T1
OG0013036		GBNWB_003375-T1
OG0013037		GBNWB_003383-T1
OG0013038		GBNWB_003389-T1
OG0013039		GBNWB_003399-T1
OG0013040		GBNWB_003427-T1
OG0013041		GBNWB_003445-T1
OG0013042		GBNWB_003466-T1
OG0013043		GBNWB_003479-T1
OG0013044		GBNWB_003498-T1
OG0013045		GBNWB_003524-T1
OG0013046		GBNWB_003536-T1
OG0013047		GBNWB_003537-T1
OG0013048		GBNWB_003555-T1
OG0013049		GBNWB_003560-T1
OG0013050		GBNWB_003561-T1
OG0013051		GBNWB_003569-T1
OG0013052		GBNWB_003591-T1
OG0013053		GBNWB_003603-T1
OG0013054		GBNWB_003606-T1
OG0013055		GBNWB_003620-T1
OG0013056		GBNWB_003630-T1
OG0013057		GBNWB_003646-T1
OG0013058		GBNWB_003647-T1
OG0013059		GBNWB_003648-T1
OG0013060		GBNWB_003649-T1
OG0013061		GBNWB_003650-T1
OG0013062		GBNWB_003655-T1
OG0013063		GBNWB_003676-T1
OG0013064		GBNWB_003692-T1
OG0013065		GBNWB_003701-T1
OG0013066		GBNWB_003711-T1
OG0013067		GBNWB_003741-T1
OG0013068		GBNWB_003757-T1
OG0013069		GBNWB_003794-T1
OG0013070		GBNWB_003796-T1
OG0013071		GBNWB_003804-T1
OG0013072		GBNWB_003834-T1
OG0013073		GBNWB_003835-T1
OG0013074		GBNWB_003843-T1
OG0013075		GBNWB_003854-T1
OG0013076		GBNWB_003869-T1
OG0013077		GBNWB_003890-T1
OG0013078		GBNWB_003897-T1
OG0013079		GBNWB_003905-T1
OG0013080		GBNWB_003906-T1
OG0013081		GBNWB_003908-T1
OG0013082		GBNWB_003930-T1
OG0013083		GBNWB_003942-T1
OG0013084		GBNWB_003964-T1
OG0013085		GBNWB_003972-T1
OG0013086		GBNWB_003973-T1
OG0013087		GBNWB_003974-T1
OG0013088		GBNWB_003975-T1
OG0013089		GBNWB_003977-T1
OG0013090		GBNWB_004032-T1
OG0013091		GBNWB_004033-T1
OG0013092		GBNWB_004034-T1
OG0013093		GBNWB_004050-T1
OG0013094		GBNWB_004053-T1
OG0013095		GBNWB_004054-T1
OG0013096		GBNWB_004062-T1
OG0013097		GBNWB_004093-T1
OG0013098		GBNWB_004117-T1
OG0013099		GBNWB_004119-T1
OG0013100		GBNWB_004126-T1
OG0013101		GBNWB_004134-T1
OG0013102		GBNWB_004146-T1
OG0013103		GBNWB_004157-T1
OG0013104		GBNWB_004159-T1
OG0013105		GBNWB_004160-T1
OG0013106		GBNWB_004164-T1
OG0013107		GBNWB_004167-T1
OG0013108		GBNWB_004168-T1
OG0013109		GBNWB_004175-T1
OG0013110		GBNWB_004185-T1
OG0013111		GBNWB_004186-T1
OG0013112		GBNWB_004189-T1
OG0013113		GBNWB_004192-T1
OG0013114		GBNWB_004202-T1
OG0013115		GBNWB_004227-T1
OG0013116		GBNWB_004236-T1
OG0013117		GBNWB_004247-T1
OG0013118		GBNWB_004254-T1
OG0013119		GBNWB_004255-T1
OG0013120		GBNWB_004267-T1
OG0013121		GBNWB_004271-T1
OG0013122		GBNWB_004298-T1
OG0013123		GBNWB_004304-T1
OG0013124		GBNWB_004308-T1
OG0013125		GBNWB_004322-T1
OG0013126		GBNWB_004347-T1
OG0013127		GBNWB_004376-T1
OG0013128		GBNWB_004380-T1
OG0013129		GBNWB_004386-T1
OG0013130		GBNWB_004398-T1
OG0013131		GBNWB_004413-T1
OG0013132		GBNWB_004417-T1
OG0013133		GBNWB_004423-T1
OG0013134		GBNWB_004424-T1
OG0013135		GBNWB_004425-T1
OG0013136		GBNWB_004455-T1
OG0013137		GBNWB_004456-T1
OG0013138		GBNWB_004462-T1
OG0013139		GBNWB_004466-T1
OG0013140		GBNWB_004470-T1
OG0013141		GBNWB_004474-T1
OG0013142		GBNWB_004475-T1
OG0013143		GBNWB_004482-T1
OG0013144		GBNWB_004509-T1
OG0013145		GBNWB_004529-T1
OG0013146		GBNWB_004534-T1
OG0013147		GBNWB_004535-T1
OG0013148		GBNWB_004538-T1
OG0013149		GBNWB_004539-T1
OG0013150		GBNWB_004556-T1
OG0013151		GBNWB_004563-T1
OG0013152		GBNWB_004576-T1
OG0013153		GBNWB_004586-T1
OG0013154		GBNWB_004589-T1
OG0013155		GBNWB_004590-T1
OG0013156		GBNWB_004594-T1
OG0013157		GBNWB_004605-T1
OG0013158		GBNWB_004609-T1
OG0013159		GBNWB_004613-T1
OG0013160		GBNWB_004614-T1
OG0013161		GBNWB_004623-T1
OG0013162		GBNWB_004625-T1
OG0013163		GBNWB_004626-T1
OG0013164		GBNWB_004631-T1
OG0013165		GBNWB_004653-T1
OG0013166		GBNWB_004654-T1
OG0013167		GBNWB_004659-T1
OG0013168		GBNWB_004660-T1
OG0013169		GBNWB_004661-T1
OG0013170		GBNWB_004662-T1
OG0013171		GBNWB_004664-T1
OG0013172		GBNWB_004668-T1
OG0013173		GBNWB_004675-T1
OG0013174		GBNWB_004679-T1
OG0013175		GBNWB_004683-T1
OG0013176		GBNWB_004684-T1
OG0013177		GBNWB_004689-T1
OG0013178		GBNWB_004690-T1
OG0013179		GBNWB_004694-T1
OG0013180		GBNWB_004695-T1
OG0013181		GBNWB_004696-T1
OG0013182		GBNWB_004720-T1
OG0013183		GBNWB_004721-T1
OG0013184		GBNWB_004724-T1
OG0013185		GBNWB_004736-T1
OG0013186		GBNWB_004737-T1
OG0013187		GBNWB_004748-T1
OG0013188		GBNWB_004749-T1
OG0013189		GBNWB_004760-T1
OG0013190		GBNWB_004762-T1
OG0013191		GBNWB_004774-T1
OG0013192		GBNWB_004785-T1
OG0013193		GBNWB_004791-T1
OG0013194		GBNWB_004801-T1
OG0013195		GBNWB_004820-T1
OG0013196		GBNWB_004837-T1
OG0013197		GBNWB_004844-T1
OG0013198		GBNWB_004850-T1
OG0013199		GBNWB_004852-T1
OG0013200		GBNWB_004854-T1
OG0013201		GBNWB_004875-T1
OG0013202		GBNWB_004876-T1
OG0013203		GBNWB_004893-T1
OG0013204		GBNWB_004895-T1
OG0013205		GBNWB_004896-T1
OG0013206		GBNWB_004897-T1
OG0013207		GBNWB_004899-T1
OG0013208		GBNWB_004902-T1
OG0013209		GBNWB_004907-T1
OG0013210		GBNWB_004919-T1
OG0013211		GBNWB_004923-T1
OG0013212		GBNWB_004924-T1
OG0013213		GBNWB_004925-T1
OG0013214		GBNWB_004931-T1
OG0013215		GBNWB_004935-T1
OG0013216		GBNWB_004936-T1
OG0013217		GBNWB_004949-T1
OG0013218		GBNWB_004950-T1
OG0013219		GBNWB_004963-T1
OG0013220		GBNWB_005011-T1
OG0013221		GBNWB_005019-T1
OG0013222		GBNWB_005033-T1
OG0013223		GBNWB_005036-T1
OG0013224		GBNWB_005044-T1
OG0013225		GBNWB_005048-T1
OG0013226		GBNWB_005071-T1
OG0013227		GBNWB_005074-T1
OG0013228		GBNWB_005090-T1
OG0013229		GBNWB_005092-T1
OG0013230		GBNWB_005094-T1
OG0013231		GBNWB_005100-T1
OG0013232		GBNWB_005102-T1
OG0013233		GBNWB_005104-T1
OG0013234		GBNWB_005105-T1
OG0013235		GBNWB_005108-T1
OG0013236		GBNWB_005129-T1
OG0013237		GBNWB_005130-T1
OG0013238		GBNWB_005135-T1
OG0013239		GBNWB_005139-T1
OG0013240		GBNWB_005156-T1
OG0013241		GBNWB_005163-T1
OG0013242		GBNWB_005164-T1
OG0013243		GBNWB_005166-T1
OG0013244		GBNWB_005176-T1
OG0013245		GBNWB_005182-T1
OG0013246		GBNWB_005183-T1
OG0013247		GBNWB_005194-T1
OG0013248		GBNWB_005206-T1
OG0013249		GBNWB_005207-T1
OG0013250		GBNWB_005219-T1
OG0013251		GBNWB_005235-T1
OG0013252		GBNWB_005263-T1
OG0013253		GBNWB_005270-T1
OG0013254		GBNWB_005272-T1
OG0013255		GBNWB_005287-T1
OG0013256		GBNWB_005288-T1
OG0013257		GBNWB_005292-T1
OG0013258		GBNWB_005326-T1
OG0013259		GBNWB_005327-T1
OG0013260		GBNWB_005328-T1
OG0013261		GBNWB_005330-T1
OG0013262		GBNWB_005334-T1
OG0013263		GBNWB_005346-T1
OG0013264		GBNWB_005354-T1
OG0013265		GBNWB_005355-T1
OG0013266		GBNWB_005368-T1
OG0013267		GBNWB_005369-T1
OG0013268		GBNWB_005371-T1
OG0013269		GBNWB_005382-T1
OG0013270		GBNWB_005383-T1
OG0013271		GBNWB_005384-T1
OG0013272		GBNWB_005385-T1
OG0013273		GBNWB_005389-T1
OG0013274		GBNWB_005392-T1
OG0013275		GBNWB_005399-T1
OG0013276		GBNWB_005406-T1
OG0013277		GBNWB_005408-T1
OG0013278		GBNWB_005420-T1
OG0013279		GBNWB_005421-T1
OG0013280		GBNWB_005422-T1
OG0013281		GBNWB_005425-T1
OG0013282		GBNWB_005427-T1
OG0013283		GBNWB_005431-T1
OG0013284		GBNWB_005434-T1
OG0013285		GBNWB_005441-T1
